Block,Time,AURY_GF,DADRI_RF,ANTA_RF,RAPPB,KOTESHWR,UNCHAHAR4,PARBATI3,ANTA_LF,RIHAND1,TANDA2,TEHRI,DADRI_GF,ANTA_GF,TANAKPUR,RIHAND3,NAPP,DULHASTI,DHAULIGNGA,SALAL,BSIUL,SEWA2,RAPPC,UNCHAHAR1,KOLDAM,AURY_CRF,DADRI_LF,KISHANGANGA,DADRI_CRF,AURY_RF,AURY_LF,RIHAND2,CHAMERA2,CHAMERA3,SINGRAULI_HYDRO,URI,ANTA_CRF,URI2,UNCHAHAR2,NJPC,JHAJJAR,CHAMERA1,UNCHAHAR3,SINGRAULI,RAMPUR,DADRT2,TALA,KHSTPP-II,RSTPSU1TO6,KAWAS-ComGas,KAWAS-APM,SIMHST2,KAWAS-NAPM,KSTPS I&II,NTPL,SIPAT II,TALST2,GADARWARA-I,GANDHAR-NAPM,KAWAS-zLIQ,RSTPSU7,VSTPS III,NNTPP,VSTPS II,LARA-I,KSTPS7,NLCIIST1,VSTPS IV,KUDGI,VSTPS V,KHSTPP-I,NLCEXP,KAWAS-RLNG,FSTPP I & II,KKNP,GANDHAR-ComGas,KAPS,NLCTS2EXP,SIPAT I,MOUDA_II,NLCIIST2,SASAN,GANDHAR-RLNG,MAPS,GANDHAR-APM,BRBCL,KGSU1AND2,KGSU3AND4,TAPS-II,KHARGONE-I,SOLAPUR,VALLURNTECL,MOUDA,VSTPS I,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
83,20:30-20:45,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,36.797731,0.000000,92.484511,3.941121,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,47.071458,18.963420,17.465872,62.950813,15.181250,5.160066,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,29.850743,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,509.823319,40.651823,18.571640,103.958952,3.941390,381.279485,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.89,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

84,20:45-21:00,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,36.797731,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,20.169989,47.071458,6.321140,17.465872,62.950813,15.186386,5.160066,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.850743,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,114.124906,577.338319,40.651823,18.571640,103.958952,3.507265,406.356485,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

85,21:00-21:15,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,7.076486,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,10.084994,47.071458,6.321140,17.465872,62.950813,21.639471,5.160066,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.850743,21.518384,0.975637,47.916360,0.000000,36.380890,42.752489,114.124906,643.395416,40.651823,23.376644,103.958952,3.507265,428.924628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

86,21:15-21:30,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,3.538243,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,10.084994,34.743219,6.321140,17.465872,62.950813,22.151366,5.160066,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,29.850743,21.518384,0.975637,47.916360,0.000000,36.380890,42.752489,114.124906,643.395416,40.651823,26.379075,103.958952,3.507265,434.711628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.253189,0,0,0,0,0

87,21:30-21:45,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,16.983568,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,5.683413,123.890121,45.811718,54.905879,10.084994,34.743219,6.321140,17.465872,62.950813,22.151366,5.559668,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,44.776114,21.518384,0.975637,47.916360,0.000000,36.380890,42.752489,114.124906,643.395416,40.651823,26.379075,103.958952,3.507265,436.640628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.263405,0,0,0,0,0

88,21:45-22:00,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,16.983568,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,5.683413,123.890121,45.811718,54.905879,10.084994,34.743219,6.321140,17.465872,62.950813,22.151366,5.559668,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,44.776114,21.518384,0.975637,47.916360,0.000000,35.210761,42.752489,114.124906,643.395416,40.651823,26.379075,103.958952,3.507265,452.072628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.77,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.81,263.670188,0.000000,0.23,0.000000,10.850625,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.263524,0,0,0,0,0

89,22:00-22:15,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,4.245892,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,20.169989,34.743219,18.963420,17.465872,62.950813,22.151366,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,643.395416,40.651823,26.379075,103.958952,3.941390,443.392128,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.80,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.83,263.670188,0.000000,0.23,0.000000,13.348239,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.263524,0,0,0,0,0

90,22:15-22:30,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,40.339977,34.743219,18.963420,17.465872,62.950813,22.151366,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,643.395416,40.651823,26.379075,103.958952,3.941390,454.001628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.81,2.570658,9.00,1.271619,38.639799,1.72,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.84,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.263524,0,0,0,0,0

91,22:30-22:45,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,20.169989,34.743219,18.963420,17.465872,62.950813,22.151366,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,643.395416,40.651823,26.379075,103.958952,3.941390,467.504628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.605349,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.81,2.570658,9.00,1.271619,38.639799,1.69,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.84,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273768,0,0,0,0,0

92,22:45-23:00,0.000000,0.000000,0.000000,0.000000,27.943231,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,10.084994,34.743219,18.963420,17.465872,62.950813,22.151366,6.880089,0.000000,0.000000,6.299626,0.000000,0.000000,0.000000,118.083735,44.776114,32.310138,0.975637,47.916360,0.000000,35.210761,42.752489,128.131145,643.395416,40.651823,26.094740,103.958952,3.941390,477.149628,0.000000,142.278820,7.67,0.000000,0.000000,1.78,0.000000,2.607879,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,38.639799,1.69,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.82,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

93,23:00-23:15,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,12.731400,17.465872,62.950813,22.151366,4.690970,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,44.776114,21.518384,0.975637,47.916360,0.000000,35.210761,42.752489,88.187427,577.338319,40.651823,18.571640,103.958952,2.707564,515.152085,0.000000,142.278820,7.07,0.000000,0.000000,1.78,0.000000,2.607879,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,38.639799,1.69,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.82,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

94,23:15-23:30,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,12.731400,17.465872,62.950813,22.151366,4.690970,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,44.776114,21.518384,0.975637,47.916360,0.000000,35.210761,42.752489,66.814945,509.823319,40.651823,18.571640,103.958952,2.056378,529.619585,0.000000,142.278820,7.07,0.000000,0.000000,1.78,0.000000,2.607879,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,38.639799,1.69,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.82,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

95,23:30-23:45,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,12.731400,17.465872,62.950813,22.151366,3.127313,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,44.776114,21.518384,0.975637,47.916360,0.000000,35.210761,42.752489,41.499966,471.243319,40.651823,18.571640,103.958952,1.279524,536.371085,0.000000,142.278820,7.07,0.000000,0.000000,1.78,0.000000,2.607879,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,38.639799,1.69,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.82,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

96,23:45-24:00,0.000000,0.000000,0.000000,0.000000,26.868491,0.000000,0.000000,0.000000,92.484511,3.944705,47.393271,0.000000,0.000000,0.000000,123.890121,45.811718,54.905879,0.000000,34.743219,12.731400,17.465872,62.950813,22.151366,1.546283,0.000000,0.000000,6.187132,0.000000,0.000000,0.000000,118.083735,44.776114,21.518384,0.975637,47.916360,0.000000,35.210761,42.752489,20.749983,432.663319,40.651823,18.571640,103.958952,0.639762,541.193585,0.000000,142.278820,7.07,0.000000,0.000000,1.78,0.000000,2.564172,3.65,1.791457,2.92,2.056526,0.000000,0.000000,1.87,1.877149,0.19,1.861130,4.078779,1.285329,0.78,2.570658,9.00,1.271619,38.639799,1.69,0.000000,19.994085,1.55,0.000000,1.099695,0.93,5.089903,3.363787,0.82,263.670188,0.000000,0.23,0.000000,13.348680,1.94,2.10,1.299725,3.393268,1.696634,3.44,1.856470,2.273860,0,0,0,0,0

