Block,Time,L_NR_2020_05,L_NR_2020_06,L_NR_2021_17,L_NR_2021_13,L_NR_2019_19,L_NR_2022_08,LT-36,LT_MEJA_Delhi,L_NR_2019_05,L_NR_2021_12,L_NR_2012_07,L_NR_2022_10,SH-07,LT-05,L_NR_2012_04,L_NR_2022_09,L_NR_2019_06,SH-06,L_NR_2019_07,L_NR_2021_16,L_NR_2020_07,L_NR_2018_61,L_NR_2019_11,L_NR_2021_14,L_NR_2021_15,L_NR_2020_02,LT-35,LT-31,L_NR_2012_01,L_NR_2012_02,LT-59
8,01:45-02:00,50.16,16.72,0,0,0.000000,7.56,0.000000,6.170000,0,0,63.380000,28.8,0.000000,116.050000,271.830000,28.8,0,0.000000,0,0,16.72,4.5,3.920000,0,0,4.370000,0.000000,0.000000,101.240000,261.530000,4.040000

9,02:00-02:15,49.96,16.65,0,0,0.000000,7.28,0.000000,6.170000,0,0,63.380000,26.81,0.000000,116.050000,271.830000,26.81,0,0.000000,0,0,16.66,4.51,3.920000,0,0,4.370000,0.000000,0.000000,101.240000,261.530000,3.960000

10,02:15-02:30,48.49,16.17,0,0,0.000000,7.1,0.000000,6.170000,0,0,44.370000,24.9,0.000000,66.370000,271.830000,24.9,0,0.000000,0,0,16.16,4.4,3.920000,0,0,4.370000,0.000000,0.000000,101.240000,261.530000,3.960000

11,02:30-02:45,46.49,15.5,0,0,0.000000,7.01,0.000000,6.170000,0,0,44.370000,22.98,0.000000,116.050000,271.830000,22.98,0,0.000000,0,0,15.5,4.51,3.920000,0,0,4.370000,0.000000,0.000000,101.240000,261.530000,3.960000

12,02:45-03:00,44.78,14.93,0,0,0.000000,6.73,0.000000,6.170000,0,0,44.370000,21.28,0.000000,116.050000,271.830000,21.28,0,0.000000,0,0,14.91,4.46,3.920000,0,0,4.370000,0.000000,0.000000,101.240000,261.530000,3.960000

13,03:00-03:15,42.87,14.29,0,0,0.000000,6.56,0.000000,6.170000,0,0,44.370000,20.1,0.000000,116.050000,271.830000,20.1,0,0.000000,0,0,14.29,4.62,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.960000

14,03:15-03:30,25.44,8.48,0,0,0.000000,4.66,0.000000,6.170000,0,0,44.370000,18.93,0.000000,116.050000,271.830000,18.93,0,0.000000,0,0,8.48,4.42,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.960000

15,03:30-03:45,25.28,8.43,0,0,0.000000,4.35,0.000000,6.170000,0,0,44.370000,20.04,0.000000,116.050000,271.830000,20.04,0,0.000000,0,0,8.43,6.85,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.960000

16,03:45-04:00,25.42,8.47,0,0,0.000000,4.48,0.000000,6.170000,0,0,44.370000,18.77,0.000000,116.050000,271.830000,18.77,0,0.000000,0,0,8.47,6.8,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.960000

17,04:00-04:15,25.48,8.49,0,0,0.000000,4.49,0.000000,6.170000,0,0,63.380000,18.45,0.000000,116.050000,271.830000,18.45,0,0.000000,0,0,8.5,6.8,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.890000

18,04:15-04:30,24.89,8.3,0,0,0.000000,4.24,0.000000,6.170000,0,0,63.380000,17.36,0.000000,116.050000,271.830000,17.36,0,0.000000,0,0,8.28,6.75,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.890000

19,04:30-04:45,24.45,8.15,0,0,0.000000,4.34,0.000000,6.170000,0,0,63.380000,16.75,0.000000,116.050000,271.830000,16.75,0,0.000000,0,0,8.16,6.73,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.890000

20,04:45-05:00,24.44,8.15,0,0,0.000000,4.42,0.000000,6.170000,0,0,63.380000,12.54,0.000000,116.050000,271.830000,12.54,0,0.000000,0,0,8.15,6.63,3.770000,0,0,4.270000,0.000000,0.000000,101.240000,261.530000,3.890000

21,05:00-05:15,23.31,7.77,0,0,0.000000,4.38,0.000000,6.170000,0,0,63.380000,11.66,0.000000,116.050000,271.830000,11.66,0,0.000000,0,0,7.76,8.25,3.770000,0,0,4.180000,0.000000,0.000000,101.240000,261.530000,3.890000

22,05:15-05:30,22.18,7.39,0,0,0.000000,4.29,0.000000,6.170000,0,0,63.380000,10.85,0.000000,116.050000,271.830000,10.85,0,0.000000,0,0,7.4,8.02,3.770000,0,0,4.180000,0.000000,0.000000,101.240000,261.530000,3.890000

23,05:30-05:45,22.05,7.35,0,0,0.090000,4.12,0.000000,6.170000,0,0,87.180000,10.05,0.000000,116.050000,271.830000,10.05,0,0.000000,0,0,7.35,7.84,3.770000,0,0,4.180000,0.000000,0.000000,101.240000,261.530000,4.200000

24,05:45-06:00,22.25,7.42,0,0,2.830000,3.98,0.000000,6.170000,0,0,87.180000,10.28,0.000000,116.050000,271.830000,10.28,0,0.000000,0,0,7.4,7.66,3.770000,0,0,4.180000,0.000000,0.000000,101.240000,261.530000,4.200000

25,06:00-06:15,22.32,7.44,0,0.07,7.670000,3.79,0.020000,6.170000,2.53,0.37,87.180000,10.29,0.000000,116.050000,271.830000,10.29,6.17,0.000000,1.35,0,7.43,7.44,3.770000,0.03,0.16,4.180000,0.020000,0.020000,101.240000,261.530000,4.200000

26,06:15-06:30,22.45,7.48,0,0.77,12.730000,7.22,0.130000,6.170000,7.3,3.88,87.180000,10.08,0.000000,116.050000,271.830000,10.08,13.08,0.000000,3.74,0,7.49,14.14,3.770000,0.03,0.97,4.180000,0.130000,0.130000,101.240000,261.530000,4.200000

27,06:30-06:45,29.8,9.93,4.21,1.95,18.810000,7.03,0.560000,6.170000,14.16,9.73,87.180000,17.75,0.000000,116.050000,271.830000,17.75,21.56,0.000000,10.84,8.42,9.93,13.66,3.770000,1.67,2.27,4.180000,0.750000,0.730000,101.240000,261.530000,4.200000

28,06:45-07:00,29,9.67,6.64,3.52,26.490000,6.89,1.140000,6.170000,24.97,17.6,87.180000,17.33,0.000000,116.050000,271.830000,17.33,33,0.000000,18.88,13.29,9.67,13.26,3.770000,4.12,4.17,4.180000,1.640000,1.500000,101.240000,261.530000,4.200000

29,07:00-07:15,27.67,9.22,11.67,5.94,35.440000,6.34,1.830000,6.170000,32.13,29.72,87.180000,16.75,0.000000,116.050000,271.830000,16.75,32.13,0.000000,28.74,23.33,9.24,12.87,3.610000,7.54,6.64,4.090000,2.550000,2.360000,101.240000,261.530000,4.200000

30,07:15-07:30,26.5,8.83,15,8.12,45.270000,6,2.700000,6.170000,31,40.59,68.170000,15.78,0.000000,66.370000,271.830000,15.78,31,0.000000,31,30,8.83,12.27,3.610000,12.4,9.63,4.090000,3.510000,3.360000,101.240000,261.530000,4.200000

31,07:30-07:45,41.33,13.77,21.33,14.27,55.590000,5.46,3.670000,6.170000,31,71.38,68.170000,14.89,0.000000,66.370000,271.830000,14.89,31,0.000000,31,42.67,13.78,6.94,3.610000,18.72,12.79,4.090000,4.500000,4.350000,101.240000,261.530000,4.200000

32,07:45:08:00,39.76,13.26,26.66,17.29,64.880000,5.18,4.680000,6.170000,31,86.45,44.370000,26.78,0.000000,66.370000,271.830000,26.78,31,0.000000,31,53.34,13.25,6.87,3.610000,25.87,16.18,4.090000,5.490000,5.380000,101.240000,261.530000,4.200000

33,08:00-08:15,37.24,12.41,30.66,20.83,73.190000,5.76,5.820000,6.170000,31.33,104.14,44.370000,26.62,0.000000,66.370000,271.830000,26.62,31.34,0.000000,31.33,61.34,12.41,6.91,3.610000,32.99,22.72,4.090000,6.620000,6.410000,101.240000,261.530000,4.200000

34,08:15-08:30,35.94,11.98,33,24.72,81.500000,5.56,7.000000,6.170000,31.33,123.6,44.370000,25.18,0.000000,66.370000,271.830000,25.18,31.34,0.000000,31.33,66,11.97,6.81,3.610000,40.35,26.76,4.090000,7.690000,7.480000,101.240000,261.530000,4.200000

35,08:30-08:45,33.72,11.24,36,28.91,90.380000,5.28,8.230000,6.450000,31.33,144.57,44.370000,21.66,0.000000,70.540000,271.830000,21.66,31.34,0.000000,31.33,72,11.23,6.87,3.610000,47.61,30.48,4.090000,8.720000,8.530000,101.240000,261.530000,4.200000

36,08:45:09:00,31.02,10.34,39.33,31.96,99.480000,5.21,9.420000,6.450000,31.33,159.8,44.370000,18.53,0.000000,70.540000,271.830000,18.53,31.34,0.000000,31.33,78.67,10.35,6.96,3.610000,55.09,33.82,4.090000,9.770000,9.570000,101.240000,261.530000,4.200000

37,09:00:09:15,28.17,9.39,40.66,35.38,108.120000,5.27,10.590000,6.450000,31.33,176.91,44.370000,15.51,0.000000,70.540000,271.830000,15.51,31.34,0.000000,31.33,81.34,9.4,6.86,3.850000,61.47,36.6,4.000000,10.730000,10.550000,101.240000,261.530000,4.200000

38,09:15-09:30,20.53,6.84,42.66,38.57,115.560000,4.96,11.670000,6.450000,31.33,192.82,63.380000,15.3,0.000000,94.810000,271.830000,15.3,31.34,0.000000,31.33,85.34,6.86,6.93,3.850000,67.89,38.85,4.000000,11.710000,11.460000,101.240000,261.530000,4.200000

39,09:30-09:45,20.58,6.86,44.66,41.64,121.090000,4.72,12.670000,6.450000,31.33,208.19,44.370000,15,0.000000,70.540000,271.830000,15,31.34,0.000000,31.33,89.34,6.86,6.91,3.850000,73.58,41.32,4.000000,12.490000,12.230000,101.240000,261.530000,4.200000

40,09:45-10:00,20.58,6.86,46.66,44.97,126.100000,4.5,13.620000,6.450000,31.33,224.83,44.370000,15.04,0.000000,70.540000,271.830000,15.04,31.34,0.000000,31.33,93.34,6.87,6.95,3.850000,78.37,43.64,4.000000,13.300000,13.040000,101.240000,261.530000,4.200000

41,10:00-10:15,20.59,6.86,48.33,46.04,130.310000,1.72,14.480000,6.450000,31.33,230.19,31.570000,15.08,0.000000,70.540000,271.830000,15.08,31.34,0.000000,31.33,96.67,6.88,6.84,3.850000,82.49,45.58,4.000000,13.970000,13.730000,101.240000,261.530000,4.050000

42,10:15-10:30,20.64,6.88,48.66,47.04,133.270000,1.73,15.130000,6.450000,31.33,235.21,31.570000,15.08,0.000000,70.540000,271.830000,15.08,31.34,0.000000,31.33,97.34,6.87,6.9,3.850000,86.16,46.91,4.000000,14.530000,14.230000,101.240000,261.530000,4.050000

43,10:30-10:45,20.65,6.88,47.33,47.04,135.400000,1.7,15.730000,6.450000,31.33,235.21,31.570000,14.75,0.000000,70.540000,271.830000,14.75,31.34,0.000000,31.33,94.67,6.88,6.92,3.850000,63.52,47.74,4.000000,14.990000,14.590000,101.240000,261.530000,4.050000

44,10:45-11:00,20.69,6.9,46.33,47.04,136.530000,1.7,16.260000,6.450000,31.33,235.21,31.570000,14.42,0.000000,70.540000,271.830000,14.42,31.34,0.000000,31.33,92.67,6.89,6.05,3.850000,72.15,48.33,4.000000,15.390000,15.100000,101.240000,261.530000,4.050000

45,11:00-11:15,20.73,6.91,46,47.04,137.830000,1.69,16.680000,6.450000,31.33,235.21,31.570000,13.42,0.000000,70.540000,231.960000,13.42,31.34,0.000000,31.33,92,6.9,6.13,3.850000,75.88,44.61,4.000000,15.760000,15.480000,57.990000,227.050000,3.810000

46,11:15-11:30,20.75,6.92,45.33,47.04,138.340000,1.67,17.070000,6.450000,31.33,235.21,31.570000,12.75,0.000000,70.540000,231.960000,12.75,31.34,0.000000,31.33,90.67,6.92,6.08,3.850000,95.51,45.29,4.000000,16.120000,15.820000,57.990000,185.790000,3.810000

47,11:30-11:45,20.78,6.93,45,47.04,137.570000,1.73,17.300000,6.450000,31.33,235.21,55.420000,12.74,0.000000,70.540000,231.960000,12.74,31.34,0.000000,31.33,90,6.92,6.16,3.850000,95.58,44.54,4.000000,16.330000,16.030000,58.290000,220.280000,3.810000

48,11:45-12:00,20.81,6.94,44.66,47.04,136.600000,1.69,17.320000,6.450000,31.33,235.21,55.420000,13.01,0.000000,70.540000,231.960000,13.01,31.34,0.000000,31.33,89.34,6.92,6.09,3.850000,95.56,43.53,4.000000,16.490000,16.210000,58.290000,220.280000,3.810000

49,12:00-12:15,20.86,6.95,44.66,47.04,136.910000,4.33,17.320000,6.450000,31.33,235.21,55.420000,14.45,0.000000,70.540000,271.830000,14.45,31.34,0.000000,31.33,89.34,6.97,6.02,3.850000,95.55,42.28,4.090000,16.570000,16.370000,58.290000,220.280000,3.810000

50,12:15-12:30,20.89,6.96,44.33,47.04,133.640000,4.39,17.320000,6.450000,31.33,235.21,55.420000,15.84,0.000000,70.540000,271.830000,15.84,31.34,0.000000,31.33,88.67,6.97,6.01,3.850000,95.58,40.65,4.090000,16.610000,16.390000,58.290000,220.280000,3.810000

51,12:30-12:45,20.9,6.97,44.33,47.04,132.450000,4.41,17.320000,6.450000,31.33,235.21,55.470000,12.4,0.000000,70.540000,271.830000,12.4,31.34,0.000000,31.33,88.67,6.95,6.04,3.850000,95.56,46.38,4.090000,16.730000,16.330000,58.290000,220.280000,3.810000

52,12:45-13:00,20.9,6.97,44.33,47.04,131.140000,4.53,17.320000,6.450000,31.33,235.21,55.470000,12.88,0.000000,70.540000,271.830000,12.88,31.34,0.000000,31.33,88.67,6.96,6.91,3.850000,95.53,48.06,4.090000,16.600000,16.140000,58.290000,220.280000,3.810000

53,13:00-13:15,20.99,7,44.33,47.04,130.350000,4.46,17.210000,6.450000,31.33,235.21,55.470000,13,0.000000,70.540000,231.960000,13,31.34,0.000000,31.33,88.67,6.99,6.93,4.000000,95.43,49.35,4.090000,16.370000,16.040000,87.280000,220.280000,3.810000

54,13:15-13:30,21.17,7.06,44.66,47.04,130.240000,4.49,17.320000,6.450000,31.33,235.21,55.470000,14.22,0.000000,70.540000,231.960000,14.22,31.34,0.000000,31.33,89.34,7.06,7.05,4.000000,95.38,50,4.090000,16.320000,16.200000,101.240000,220.280000,3.810000

55,13:30-13:45,20.9,6.97,45,47.04,128.610000,4.44,17.250000,6.450000,31.33,235.21,55.470000,14.98,0.000000,70.540000,231.960000,14.98,31.34,0.000000,31.33,90,6.96,7.11,4.000000,95.42,48.39,4.090000,16.070000,15.810000,101.240000,220.280000,4.050000

56,13:45-14:00,20.99,7,45,47.54,125.160000,4.45,16.690000,6.450000,31.33,237.71,55.470000,16.21,0.000000,70.540000,231.960000,16.21,31.34,0.000000,31.33,90,6.99,9.97,4.000000,95.18,46.53,4.090000,15.570000,15.730000,101.240000,220.280000,4.050000

57,14:00-14:15,21.17,7.06,44,47.54,120.290000,4.44,16.800000,6.450000,31.33,237.71,32.640000,15.74,0.000000,70.540000,193.300000,15.74,31.34,0.000000,31.33,88,7.06,10.03,4.000000,82.38,50,4.180000,16.390000,16.390000,72.250000,220.280000,4.050000

58,14:15-14:30,20.9,6.97,42.66,47.54,113.950000,4.39,16.480000,6.450000,31.33,237.71,32.640000,16.48,0.000000,70.540000,193.300000,16.48,31.34,0.000000,31.33,85.34,6.96,10.7,4.000000,78.45,50,4.180000,16.080000,16.080000,60.310000,220.280000,4.050000

59,14:30-14:45,20.99,7,41.33,43.39,106.280000,4.47,15.730000,6.450000,31.33,216.97,32.640000,19.39,0.000000,70.540000,231.960000,19.39,31.34,0.000000,31.33,82.67,6.99,10.74,4.000000,73.45,50,4.180000,15.340000,15.340000,60.310000,220.280000,4.050000

60,14:45-15:00,21.17,7.06,38.66,42.58,98.160000,4.41,15.170000,6.450000,31.33,212.88,32.640000,22.11,0.000000,70.540000,231.960000,22.11,31.34,0.000000,31.33,77.34,7.06,10.98,4.000000,66.78,48.19,4.180000,14.810000,14.810000,60.310000,220.280000,4.050000

61,15:00-15:15,22.12,7.37,38,41.65,80.020000,4.66,14.500000,6.450000,31.33,208.24,32.640000,24.49,0.000000,66.370000,271.830000,24.49,31.34,0.000000,31.33,76,7.39,11.25,4.000000,61.82,45.44,4.370000,14.140000,14.140000,60.310000,220.280000,4.130000

62,15:15-15:30,23.12,7.71,35.66,38.74,73.620000,5.33,13.630000,6.450000,31.33,193.73,32.640000,29.94,0.000000,66.370000,271.830000,29.94,31.34,0.000000,31.33,71.34,7.71,11.65,4.000000,56.78,42.41,4.370000,13.300000,13.300000,70.360000,220.280000,4.130000

63,15:30-15:45,27.79,9.26,34,33.92,67.950000,5.52,9.350000,5.390000,31.33,169.59,32.640000,31.56,0.000000,70.540000,271.830000,31.56,31.34,0.000000,31.33,68,9.27,8.67,4.000000,58.45,27.89,4.370000,9.120000,9.120000,80.410000,171.950000,4.130000

64,15:45-16:00,29.76,9.92,31.33,31.34,62.470000,5.75,8.310000,5.390000,31.33,156.73,45.310000,34.07,0.000000,70.540000,271.830000,34.07,31.34,0.000000,31.33,62.67,9.92,8.47,4.000000,56.78,26.05,4.370000,8.110000,8.110000,101.240000,155.300000,4.130000

65,16:00-16:15,32.26,10.75,30.33,27.19,55.990000,6.07,6.990000,5.390000,31.33,135.97,45.310000,35.33,0.000000,70.540000,271.830000,35.33,31.34,0.000000,31.33,60.67,10.76,8.25,4.000000,56.69,24.27,4.470000,6.830000,6.830000,101.240000,155.300000,4.200000

66,16:15-16:30,33.76,11.25,28,32.51,47.720000,6.29,6.010000,5.390000,31.33,162.57,45.310000,36.7,0.000000,70.540000,271.830000,36.7,31.34,0.000000,31.33,56,11.26,8.13,4.000000,51.43,22.59,4.470000,5.870000,5.870000,101.240000,155.300000,4.200000

67,16:30-16:45,61.11,20.37,26.66,26.66,37.030000,6.62,5.020000,5.390000,31.33,133.32,45.310000,38.19,0.000000,66.370000,271.830000,38.19,31.34,0.000000,31.33,53.34,20.38,8.06,4.000000,45.63,20.86,4.470000,4.910000,4.910000,101.240000,155.300000,4.200000

68,16:45-17:00,61.72,20.57,23.33,22.04,28.970000,15.08,4.230000,5.390000,31.33,110.18,45.310000,39.64,0.000000,66.370000,271.830000,39.64,31.34,0.000000,31.33,46.67,20.59,8.18,4.000000,39.39,18.85,4.470000,4.140000,4.140000,101.240000,155.300000,4.200000

69,17:00-17:15,62.1,20.7,20.33,18.24,22.650000,14.75,3.690000,6.450000,33,91.19,68.140000,42.76,0.000000,66.370000,271.830000,42.76,33,0.000000,24.64,40.67,20.7,6.85,4.000000,32.85,20.85,4.550000,3.610000,3.610000,101.240000,203.620000,4.200000

70,17:15-17:30,62.5,20.83,16.33,14.43,18.220000,14.4,3.040000,6.450000,21.16,72.14,68.140000,46.2,0.000000,66.370000,271.830000,46.2,33,0.000000,13.97,32.67,20.84,6.84,4.000000,26.6,17.31,4.550000,2.960000,2.960000,101.240000,234.770000,4.200000

71,17:30-17:45,64.53,21.51,13.33,11.86,13.870000,14.34,2.260000,6.450000,9.32,59.28,68.140000,47.44,0.000000,66.370000,271.830000,47.44,19.15,0.000000,8.14,26.67,21.5,6.92,4.000000,20.28,13.46,4.550000,2.200000,2.200000,101.240000,220.280000,4.350000

72,17:45-18:00,66.08,22.03,6.26,6.23,9.510000,13.75,1.920000,6.450000,4.66,31.15,68.140000,49.24,0.000000,66.370000,271.830000,49.24,12.14,0.000000,2.51,12.51,22.02,6.93,4.000000,14.27,9.68,4.550000,1.890000,1.890000,101.240000,220.280000,4.350000

73,18:00-18:15,67.93,22.64,3.9,4.25,5.540000,13.42,1.560000,6.450000,0,21.24,68.140000,48.92,0.000000,66.370000,271.830000,48.92,0,0.000000,0,7.8,22.64,6.87,4.000000,9.15,6.56,4.650000,1.520000,1.520000,101.240000,220.280000,4.350000

74,18:15-18:30,69.71,23.24,2.28,2.19,2.730000,13.12,1.110000,6.450000,0,10.96,69.470000,48.67,0.000000,94.810000,271.830000,48.67,0,0.000000,0,4.55,23.22,6.92,4.000000,5.29,4.07,4.650000,1.090000,1.090000,101.240000,261.530000,4.350000

75,18:30-18:45,58.26,19.42,1.25,0.88,1.110000,12.75,0.000000,6.450000,0,4.41,87.180000,45.05,0.000000,116.050000,271.830000,45.05,0,0.000000,0,2.51,19.42,6.9,4.000000,2.63,1.74,4.650000,0.000000,0.000000,101.240000,261.530000,4.350000

76,18:45-19:00,57.92,19.31,0.56,0.16,0.200000,12.08,0.000000,6.450000,0,0.79,87.180000,44.86,0.000000,116.050000,271.830000,44.86,0,0.000000,0,1.11,19.31,6.91,4.000000,0.81,0.44,4.650000,0.000000,0.000000,101.240000,261.530000,4.350000

77,19:00-19:15,57.52,19.17,0.15,0,0.000000,11.75,0.000000,6.450000,0,0,87.180000,43.81,0.000000,116.050000,271.830000,43.81,0,0.000000,0,0.29,19.18,6.85,4.000000,0.03,0,4.650000,0.000000,0.000000,101.240000,261.530000,4.440000

78,19:15-19:30,35.28,11.76,0,0,0.000000,11.42,0.000000,6.450000,0,0,87.180000,43.29,0.000000,116.050000,271.830000,43.29,0,0.000000,0,0,11.75,6.13,4.000000,0.03,0,4.650000,0.000000,0.000000,101.240000,261.530000,4.440000

79,19:30-19:45,35.33,11.78,0,0,0.000000,8.76,0.000000,6.450000,0,0,87.180000,41.33,0.000000,116.050000,271.830000,41.33,0,0.000000,0,0,11.76,6.08,4.000000,0.03,0,4.650000,0.000000,0.000000,101.240000,261.530000,4.200000

80,19:45-20:00,36.83,12.27,0,0,0.000000,8.4,0.000000,6.450000,0,0,87.180000,38.95,0.000000,116.050000,271.830000,38.95,0,0.000000,0,0,12.28,6.16,4.000000,0,0,4.650000,0.000000,0.000000,101.240000,261.530000,4.200000

81,20:00-20:15,38.66,12.89,0,0,0.000000,8.14,0.000000,6.450000,0,0,87.180000,37.85,0.000000,116.050000,271.830000,37.85,0,0.000000,0,0,12.88,6.09,4.150000,0,0,4.930000,0.000000,0.000000,101.240000,261.530000,4.200000

82,20:15-20:30,40.33,13.44,0,0,0.000000,8.16,0.000000,6.450000,0,0,87.180000,37.3,0.000000,116.050000,271.830000,37.3,0,0.000000,0,0,13.44,6.02,4.150000,0,0,4.930000,0.000000,0.000000,101.240000,261.530000,4.200000

83,20:30-20:45,42.66,14.22,0,0,0.000000,8.43,0.000000,6.450000,0,0,87.180000,35.62,0.000000,116.050000,271.830000,35.62,0,0.000000,0,0,14.22,6.01,4.150000,0,0,4.930000,0.000000,0.000000,101.240000,261.530000,4.440000

84,20:45-21:00,43.67,14.56,0,0,0.000000,8.48,0.000000,6.450000,0,0,87.180000,34.41,0.000000,116.050000,271.830000,34.41,0,0.000000,0,0,14.56,6.09,4.150000,0,0,4.930000,0.000000,0.000000,101.240000,261.530000,4.440000

85,21:00-21:15,53.25,17.75,0,0,0.000000,8.55,0.000000,6.310000,0,0,87.180000,40.98,0.000000,116.050000,271.830000,40.98,0,0.000000,0,0,17.75,6.2,4.080000,0,0,4.740000,0.000000,0.000000,101.240000,261.530000,4.440000

86,21:15-21:30,52.71,17.57,0,0,0.000000,8.37,0.000000,6.310000,0,0,87.180000,40.66,0.000000,116.050000,271.830000,40.66,0,0.000000,0,0,17.56,6.18,4.080000,0,0,4.740000,0.000000,0.000000,101.240000,261.530000,4.440000

87,21:30-21:45,52.19,17.4,0,0,0.000000,8.24,0.000000,6.310000,0,0,87.180000,40.22,0.000000,116.050000,271.830000,40.22,0,0.000000,0,0,17.4,6.01,4.080000,0,0,4.740000,0.000000,0.000000,101.240000,261.530000,4.440000

88,21:45-22:00,50.07,16.69,0,0,0.000000,8.01,0.000000,6.310000,0,0,87.180000,39.9,0.000000,116.050000,271.830000,39.9,0,0.000000,0,0,16.69,6.17,4.080000,0,0,4.740000,0.000000,0.000000,101.240000,261.530000,4.440000

89,22:00-22:15,50.04,16.68,0,0,0.000000,7.67,0.000000,6.310000,0,0,87.180000,39.57,0.000000,116.050000,271.830000,39.57,0,0.000000,0,0,16.69,6.17,4.080000,0,0,4.550000,0.000000,0.000000,101.240000,261.530000,4.360000

90,22:15-22:30,48.89,16.3,0,0,0.000000,7.34,0.000000,6.310000,0,0,87.180000,39.24,0.000000,116.050000,271.830000,39.24,0,0.000000,0,0,16.29,6.05,4.080000,0,0,4.550000,0.000000,0.000000,101.240000,261.530000,4.360000

91,22:30-22:45,48.87,16.29,0,0,0.000000,8.44,0.000000,6.310000,0,0,87.180000,37.7,0.000000,116.050000,271.830000,37.7,0,0.000000,0,0,16.29,6.13,4.080000,0,0,4.550000,0.000000,0.000000,101.240000,261.530000,4.360000

92,22:45-23:00,47.56,15.85,0,0,0.000000,8.22,0.000000,6.310000,0,0,87.180000,37.19,0.000000,116.050000,271.830000,37.19,0,0.000000,0,0,15.87,6.04,4.080000,0,0,4.550000,0.000000,0.000000,101.240000,261.530000,4.360000

93,23:00-23:15,47.54,15.85,0,0,0.000000,7.74,0.000000,6.310000,0,0,87.180000,36.66,0.000000,116.050000,271.830000,36.66,0,0.000000,0,0,15.84,6.17,4.000000,0,0,4.470000,0.000000,0.000000,101.240000,261.530000,4.280000

94,23:15-23:30,46.35,15.45,0,0,0.000000,7.44,0.000000,6.310000,0,0,87.180000,36.17,0.000000,116.050000,271.830000,36.17,0,0.000000,0,0,15.45,6.05,4.000000,0,0,4.470000,0.000000,0.000000,101.240000,261.530000,4.280000

95,23:30-23:45,46.33,15.44,0,0,0.000000,6.97,0.000000,6.170000,0,0,87.180000,35.95,0.000000,116.050000,271.830000,35.95,0,0.000000,0,0,15.45,6.13,4.000000,0,0,4.470000,0.000000,0.000000,101.240000,261.530000,4.280000

