Block,Time,RIHAND1,URI,AURY_CRF,DADRI_CRF,SEWA2,ANTA_RF,RAMPUR,KOLDAM,UNCHAHAR2,KOTESHWR,DULHASTI,NAPP,JHAJJAR,KISHANGANGA,RAPPC,UNCHAHAR4,PARBATI3,ANTA_CRF,AURY_RF,SALAL,RIHAND3,TEHRI,SINGRAULI,NJPC,CHAMERA2,DADRI_RF,SINGRAULI_HYDRO,AURY_GF,TANAKPUR,ANTA_LF,RAPPB,DHAULIGNGA,DADRI_LF,DADRI_GF,TANDA2,CHAMERA3,BSIUL,UNCHAHAR1,SASAN,KHSTPP-II,KHSTPP-I,RIHAND2,UNCHAHAR3,FSTPP I & II,KUDGI,ANTA_GF,AURY_LF,TALA,CHAMERA1,BRBCL,DADRT2,URI2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
47,11:30-11:45,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

48,11:45-12:00,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

49,12:00-12:15,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

50,12:15-12:30,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

51,12:30-12:45,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,495.310005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

52,12:45-13:00,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,475.978005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

53,13:00-13:15,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,388.984005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

54,13:15-13:30,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,388.984005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

55,13:30-13:45,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,417.982005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

56,13:45-14:00,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,475.978005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.752027,0,0,0,0,0

57,14:00-14:15,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,514.642005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,83.116001,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.189780,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,14.948082,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.101892,0,0,0,0,0

58,14:15-14:30,88.927200,14.939770,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.399792,8.577608,47.785375,38.196166,543.640005,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.101892,0,0,0,0,0

59,14:30-14:45,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,6.303005,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.101892,0,0,0,0,0

60,14:45-15:00,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,10.845252,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.101892,0,0,0,0,0

61,15:00-15:15,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,10.419561,266.419125,142.588603,41.657560,56.024039,14.103177,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.101892,0,0,0,0,0

62,15:15-15:30,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,584.548257,9.101892,0,0,0,0,0

63,15:30-15:45,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,649.708187,9.101892,0,0,0,0,0

64,15:45-16:00,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,18.038689,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

65,16:00-16:15,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

66,16:15-16:30,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

67,16:30-16:45,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,590.515272,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

68,16:45-17:00,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,73.46,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

69,17:00-17:15,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,0.000000,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,74.23,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

70,17:15-17:30,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,14.919471,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,16.347622,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,74.23,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

71,17:30-17:45,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,30.082525,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,19.317501,266.419125,142.588603,41.657560,56.024039,21.929254,20.037618,74.23,0.000000,0.000000,18.755906,0.000000,16.992838,663.841506,9.101892,0,0,0,0,0

72,17:45-18:00,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,43.844976,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,13.515968,16.992838,663.841506,9.101892,0,0,0,0,0

73,18:00-18:15,88.927200,21.342528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,43.844976,100.043100,59.499063,30.923467,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.354600,12.606011,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,13.515968,16.992838,663.841506,9.101892,0,0,0,0,0

74,18:15-18:30,88.927200,21.342528,0.000000,0.000000,3.478890,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,50.787097,100.043100,59.499063,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,12.606011,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,27.108297,16.992838,663.841506,9.101892,0,0,0,0,0

75,18:30-18:45,88.927200,21.342528,0.000000,0.000000,3.478890,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,82.383318,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,39.707928,16.992838,663.841506,9.101892,0,0,0,0,0

76,18:45-19:00,88.927200,11.738390,0.000000,0.000000,5.025063,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,3.076204,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,82.383318,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,39.707928,16.992838,663.841506,9.101892,0,0,0,0,0

77,19:00-19:15,88.927200,11.738390,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,83.116001,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

78,19:15-19:30,88.927200,11.738390,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,83.116001,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

79,19:30-19:45,88.927200,11.738390,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,83.116001,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

80,19:45-20:00,88.927200,11.738390,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,83.116001,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

81,20:00-20:15,88.927200,11.738390,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

82,20:15-20:30,88.927200,46.953562,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,31.992527,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

83,20:30-20:45,88.927200,46.953562,0.000000,0.000000,15.276193,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,3.076204,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,74.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

84,20:45-21:00,88.927200,11.738390,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,113.048220,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.709200,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,64.57,0.000000,0.000000,18.755906,27.108297,16.992838,663.841506,9.101892,0,0,0,0,0

85,21:00-21:15,88.927200,11.738390,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,113.048220,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.709200,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,60.90,0.000000,0.000000,18.755906,27.108297,16.992838,663.841506,9.101892,0,0,0,0,0

86,21:15-21:30,88.927200,11.738390,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,113.048220,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.709200,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,60.70,0.000000,0.000000,18.755906,27.108297,16.992838,663.841506,9.101892,0,0,0,0,0

87,21:30-21:45,88.927200,11.738390,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,113.048220,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.709200,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,58.09,0.000000,0.000000,18.755906,27.108297,16.992838,663.841506,9.101892,0,0,0,0,0

88,21:45-22:00,88.927200,11.738390,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,56.16,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

89,22:00-22:15,88.927200,11.738390,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,54.13,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

90,22:15-22:30,88.927200,14.939770,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,54.13,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

91,22:30-22:45,88.927200,14.939770,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,60.165050,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,52.20,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

92,22:45-23:00,88.927200,14.939770,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,9.530676,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,135.657864,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.092110,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,51.23,0.000000,0.000000,18.755906,40.740334,16.992838,663.841506,9.101892,0,0,0,0,0

93,23:00-23:15,88.927200,14.939770,0.000000,0.000000,10.204744,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,112.682072,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.709200,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,46.40,0.000000,0.000000,18.755906,27.108297,16.992838,663.841506,9.101892,0,0,0,0,0

94,23:15-23:30,88.927200,14.939770,0.000000,0.000000,5.025063,0.000000,0.000000,0.000000,40.974271,8.577608,47.785375,38.196166,631.334887,0.000000,49.064616,0.000000,0.000000,0.000000,0.000000,44.927568,119.535193,58.459968,100.043100,90.438576,38.190482,0.000000,0.832098,0.000000,11.763039,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.709200,19.004709,19.317501,266.419125,142.588603,41.657560,56.024039,25.508671,20.037618,38.66,0.000000,0.000000,18.755906,13.580111,16.992838,663.841506,9.101892,0,0,0,0,0

