Column1,Time,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,GNA/NR/2025/03/01/3469,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/03/01/5143,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/03/01/2563,GNA/SR/2025/03/01/7500,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/03/01/1906,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/03/01/9482,NR/01102023/22052037/LT-59,GNA/NR/2025/03/01/8036,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,GNA/WR/2025/03/01/6406,GNA/NR/2025/03/01/6891,GNA/WR/2025/01/01/9606,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/03/01/4651
77,19:00-19:15,0,0,7,0,25.01,0.34,0,8.33,29,8.33,29,0,0,0.39,0,0,0,0,0,0,12.48,86.57,31,3.68,271.38,0,0,100,99.99,22.96,50,0,43.19,1.38,28.79,1.24,22.96,0,1.31,0,0,50,114.79,31,259.72,31.29,12.48

78,19:15-19:30,0,0,7,0,25.01,0.34,0,8.33,31,8.33,31,0,0,0.39,0,0,0,0,0,0,12.48,86.57,31,3.68,271.38,0,0,100,99.99,22.96,50,0,43.19,1.38,28.79,1.24,22.96,0,1.31,0,0,50,114.79,31,259.72,31.29,12.48

79,19:30-19:45,0,0,7,0,34.99,0.34,0,11.67,36.67,11.67,36.66,0,0,0,0,0,0,0,0,0,12.48,86.57,31,3.68,271.38,0,0,100,99.99,22.96,50,0,43.19,1.31,28.79,1.24,22.96,0,1.31,0,0,50,114.79,31,259.72,31.29,12.48

80,19:45-20:00,0,0,7,0,34.99,0.34,0,11.67,37.33,11.67,37.34,0,0,0,0,0,0,0,0,0,12.48,86.57,31,3.68,271.38,0,0,100,99.99,22.96,50,0,43.19,1.31,28.79,1.24,22.96,0,1.31,0,0,50,114.79,31,259.72,31.29,12.48

81,20:00-20:15,0,0,7,0,34.99,0.34,0,11.67,38,11.67,38,0,0,0,0,0,0,0,0,0,12.48,86.57,31,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.24,22.96,0,1.31,0,0,75,114.79,31,259.72,31.29,12.48

82,20:15-20:30,0,0,7.6,0,34.99,0.34,0,11.67,38.67,11.67,38.66,0,0,0,0,0,0,0,0,0,12.48,86.57,31,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.24,22.96,0,1.31,0,0,75,114.79,31,259.72,31.29,12.48

83,20:30-20:45,0,0,8.6,0,40.01,0.66,0,13.33,40,13.33,40,0,0,0,0,0,0,0,0,0,12.48,86.57,32,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,0,75,114.79,32,259.72,31.29,12.48

84,20:45-21:00,0,0,9.6,0,40.01,2,0,13.33,40,13.33,40,0,0,0,0,0,0,0,0,0,12.48,86.57,32,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,0,75,114.79,32,259.72,31.29,12.48

85,21:00-21:15,0,0,10.8,0,40.01,4,0,13.33,40,13.33,40,0,0,0,0,0,0,0,0,0,12.48,86.57,32,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,0,75,114.79,32,259.72,31.29,12.48

86,21:15-21:30,0,0,11.61,0,40.01,6.66,0,13.33,40,13.33,40,0,0,0,0,0,0,0,0,0,12.48,86.57,32,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,0,75,114.79,32,259.72,31.29,12.48

87,21:30-21:45,0,0,12.01,0,40.01,8.34,0,13.33,40,13.33,40,0,0,0,0,0,0,0,0,0,12.48,86.57,26.99,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,0,75,114.79,26.99,259.72,31.29,12.48

88,21:45-22:00,0,0,13.01,0,40.01,8.34,0,13.33,39.67,13.33,39.66,0,0,0,0,0,0,0,0,0,12.48,86.57,26.99,3.76,271.38,0,0,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,0,75,114.79,26.99,259.72,31.29,12.48

89,22:00-22:15,0,0,13.61,0,40.01,0.34,0,13.33,39,13.33,39,0,0,0,0,0,0,0,0,0,12.48,86.57,26.91,3.68,271.38,0,190.26,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,63.42,75,114.79,26.91,259.72,31.29,12.48

90,22:15-22:30,0,0,14.01,0,39.49,0.34,0,13.17,38.33,13.17,38.34,0,0,0,0,0,0,0,0,0,12.48,86.57,26.91,3.68,271.38,0,190.26,100,99.99,22.96,50,0,43.19,1.23,28.79,1.39,22.96,0,1.31,0,63.42,75,114.79,26.91,259.72,31.29,12.48

91,22:30-22:45,0,0,13.61,0,39,0.34,0,13,38,13,38,0,0,0,0,0,0,0,0,0,12.48,86.57,24.85,3.68,271.38,0,190.26,100,99.99,22.96,50,0,43.19,1.23,28.79,1.31,22.96,0,1.31,0,63.42,75,114.79,24.85,259.72,31.29,12.48

92,22:45-23:00,0,0,12.81,0,38.51,0.34,0,12.83,37.67,12.83,37.66,0,0,0,0,0,0,0,0,0,12.48,86.57,24.85,3.68,271.38,0,190.26,100,99.99,22.96,50,0,43.19,1.23,28.79,1.31,22.96,0,1.31,0,63.42,75,114.79,24.85,259.72,31.29,12.48

93,23:00-23:15,0,0,12.21,0,37.5,0.34,0,12.5,37.33,12.5,37.34,0,0,0,0,0,0,0,0,0,12.48,86.57,26.91,3.68,271.38,0,190.26,0,99.99,14.9,50,0,43.19,1.15,28.79,1.31,14.9,0,1.31,0,63.42,75,114.79,26.91,259.72,30.78,12.48

94,23:15-23:30,0,0,12.01,0,36.49,0.34,0,12.17,37,12.17,37,0,0,0,0,0,0,0,0,0,12.48,86.57,26.91,3.68,271.38,0,190.26,0,99.99,14.9,50,0,43.19,1.15,28.79,1.31,14.9,0,1.31,0,63.42,75,114.79,26.91,259.72,30.78,12.48

95,23:30-23:45,0,0,11.21,0,36,0.34,0,12,36.67,12,36.66,0,0,0,0,0,0,0,0,0,12.48,86.57,26.91,3.68,271.38,0,190.26,0,99.99,14.9,50,0,43.19,1.15,28.79,1.31,14.9,0,1.31,0,63.42,75,114.79,26.91,259.72,30.78,12.48

96,23:45-24:00,0,0,10.6,0,34.99,0.34,0,11.67,35,11.67,35,0,0,0,0,0,0,0,0,0,12.48,86.57,26.91,3.68,271.38,0,190.26,0,99.99,14.9,50,0,43.19,1.15,28.79,1.31,14.9,0,1.31,0,63.42,75,114.79,26.91,259.72,30.78,12.48

