Column1,Time,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,GNA/WR/2024/11/01/4200,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,GNA/WR/2024/10/15/7089,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/12/01/7739,GNA/SR/2024/12/01/6968,NR/01102023/31052040/LT-31,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,GNA/NR/2024/12/01/3428,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/12/01/2197,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/1899,GNA/NR/2024/12/01/1599,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61
9,02:00-02:15,0,0,0,0,0,0,0,0,58.34,14,13.83,58.33,0,0,0,0,41.51,13.83,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,12.41

10,02:15-02:30,0,0,0,0,0,0,0,0,57.66,14.33,14,57.67,0,0,0,0,42,14,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,11.81

11,02:30-02:45,0,0,0,0,0,0,0,0,56.66,14.33,14.5,56.67,0,0,0,0,43.5,14.5,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,11

12,02:45-03:00,0,0,0,0,0,0,0,0,56,14.33,15.17,56,0,0,0,0,45.49,15.17,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,10.2

13,03:00-03:15,0,0,0,0,0,0,0,0,55.34,14.33,20,55.33,0,0,0,0,60,20,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,9.2

14,03:15-03:30,0,0,0,0,0,0,0,0,55,14.33,20.17,55,0,0,0,0,60.49,20.17,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,8.2

15,03:30-03:45,0,0,0,0,0,0,0,0,55,14.67,20.67,55,0,0,0,0,61.99,20.67,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,17.01

16,03:45-04:00,0,0,0,0,0,0,0,0,54.66,14.67,20.83,54.67,0,0,0,0,62.51,20.83,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.66,17.01

17,04:00-04:15,0,0,0,0,0,0,0,0,55.34,14.33,23.33,55.33,0,0,0,0,70.01,23.33,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.62,16.81

18,04:15-04:30,0,0,0,0,0,0,0,0,56,14,23.33,56,0,0,0,0,70.01,23.33,0,124.06,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.62,16.41

19,04:30-04:45,0,0,0,0,0,0,0,0,57,20,28.33,57,0,0,0,0,85.01,28.33,0,172.14,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.62,19.01

20,04:45-05:00,0,0,0,0,0,0,0,0,59,19.67,28.83,59,0,0,0,0,86.51,28.83,0,184.3,74.78,1.22,0,24.73,57.41,31.71,150,0,1.84,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.77,1.62,19.01

21,05:00-05:15,0,0,0,0,0,0,0,0,60,26.67,29,60,0,0,0,0,87,29,0,184.3,74.78,1.22,0,24.73,64.07,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.62,18.81

22,05:15-05:30,0,0,0,0,0,0,0,0,60.66,26.67,29,60.67,0,0,0,0,87,29,0,184.3,94.98,1.22,0,24.73,64.07,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.62,18.41

23,05:30-05:45,0,0,0,0,0,0,0,0,76.66,26.67,29.33,76.67,0,0,0,0,88.01,29.33,0,184.3,115.17,1.22,0,24.73,64.07,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.62,28.81

24,05:45-06:00,0,0,0,0,0,0,0,0,76.66,26.67,29.5,76.67,0,0,0,0,88.5,29.5,0,225.6,135.25,1.22,0,24.73,76.25,31.71,150,0,1.92,0,0,70.13,8.66,0,0,25.97,25.97,25.97,8.66,95.13,0,0.69,1.62,27.21

25,06:00-06:15,0.01,0.93,0,0,0,0,0,0,68.34,27.67,31,68.33,0,0,0,0,93,31,0,261.1,135.25,1.22,0,24.73,86.75,0,150,0,1.84,0,0,70.13,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.62,26.01

26,06:15-06:30,4.36,1.5,0,0,0,0,0,0,66.34,27.67,31.33,66.33,0,0,0,0,94.01,31.33,0,261.1,135.25,1.22,0,24.73,86.75,0,150,0,1.84,0,0,70.13,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.62,25.21

27,06:30-06:45,11.38,3.09,0,0,0,0,0,0,61.34,28,31.83,61.33,0,0,0,1,95.51,31.83,0,261.1,135.25,1.22,0,24.23,86.75,0,150,0.15,1.84,0.15,0.15,65.98,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.69,1.62,24.41

28,06:45-07:00,18.95,9.85,0,0,0,0,0,0,61.66,28,31.83,61.67,0,0,0,5,95.51,31.83,0,261.1,135.25,1.22,0,24.23,86.75,0,150,0.34,1.84,0.35,0.34,65.98,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.69,1.62,24.01

29,07:00-07:15,29.54,19.91,1,2,0.55,1,4.01,0,62,26,32.33,62,0,0,0.11,10,97.01,32.33,0,261.1,135.25,1.22,0,23.22,86.75,0,150,0.66,1.84,0.68,0.66,74.46,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.69,1.62,23.41

30,07:15-07:30,31.75,31.75,4,3,2.51,2,13.42,1,62.34,23.67,32.5,62.33,1,1,0.5,16,97.5,32.5,0,261.1,135.25,1.22,0,22.21,86.75,0,150,1.1,1.84,1.13,1.1,82.95,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.69,1.62,22.81

31,07:30-07:45,29.5,29.5,7,6,5.49,5,22.71,3,62.34,20.67,32.83,62.33,3,2,1.1,22,98.51,32.83,0,261.1,135.25,1.22,0,22.21,86.75,0,150,1.69,1.84,1.73,1.69,91.43,8.66,0,0,34.62,34.62,34.62,8.66,0,0,0.69,1.62,22.41

32,07:45-08:00,29,29,11,8,15.58,8,32.03,4,63.66,21.67,33.33,63.67,4,4,3.11,25,100.01,33.33,0,261.1,135.25,1.22,0,22.21,86.75,0,150,2.42,1.84,2.48,2.42,114.99,8.66,0,0,34.62,34.62,34.62,8.66,0,0,0.69,1.62,22.01

33,08:00-08:15,30.56,30.57,18,13,30.5,17,43.17,8,62.34,20.33,32.5,62.33,7,5,6.1,30.57,97.5,32.5,0,261.1,135.25,1.22,0,21.2,86.75,0,150,3.21,1.84,3.29,3.21,114.99,11.54,0,0,36.54,36.54,36.54,11.54,0,0,0.69,1.62,17.01

34,08:15-08:30,30.9,30.9,28,21,50.45,23,55.73,12,61.34,20,32.83,61.33,12,9,10.09,30.9,98.51,32.83,0,261.1,135.25,1.22,0,21.2,86.75,0,150,3.99,1.84,4.09,3.99,114.99,11.54,0,0,36.54,36.54,36.54,11.54,0,0,0.69,1.62,16.81

35,08:30-08:45,30.9,30.9,67,29,71.59,36,68.47,18,73.34,20.33,33.33,73.33,28,15,14.32,30.9,100.01,33.33,0,261.1,135.25,1.22,0,20.19,86.75,0,150,4.76,1.84,4.87,4.76,65.98,11.54,0,0,36.54,36.54,36.54,11.54,0,0,0.69,1.62,16.41

36,08:45-09:00,31.3,31.3,81,39,92.15,45,80.44,23,73.34,20.67,33.33,73.33,34,20,18.43,31.3,100.01,33.33,0,261.1,135.25,1.22,0,20.19,86.75,0,150,5.76,1.84,5.9,5.76,65.98,11.54,0,0,36.54,36.54,36.54,11.54,0,0,0.69,1.62,16.01

37,09:00-09:15,31.3,31.3,98,43,112.94,52,91.16,26,71.66,23.33,35,71.67,42,23,22.59,31.3,105,35,0,261.1,135.25,1.22,0,20.19,86.75,0,150,7.32,1.92,7.51,7.32,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,28.01

38,09:15-09:30,31.3,31.3,112,52,132.54,59,100.58,29,70,23.33,35,70,48,26,26.51,31.3,105,35,0,261.1,135.25,1.22,0,20.19,86.75,0,150,8.2,1.92,8.4,8.2,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,28.01

39,09:30-09:45,31.3,31.3,119,61,151.6,65,109.08,33,66.66,22.67,35,66.67,51,29,30.32,31.3,105,35,0,261.1,135.25,1.22,0,20.19,86.75,0,150,9.23,1.92,9.46,9.23,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,27.81

40,09:45-10:00,31.3,31.3,133,68,168.88,71,116.63,36,60,22.67,35,60,57,32,33.78,31.3,105,35,0,261.1,135.25,1.22,0,20.19,86.75,0,150,10.56,1.92,10.83,10.56,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,27.41

41,10:00-10:15,31.3,31.3,147,72,190.4,76,123.16,38,56.66,21.67,35,56.67,63,34,38.08,31.3,105,35,0,261.1,135.25,1.22,0,20.19,86.75,0,150,11.49,1.84,11.78,11.49,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,27.01

42,10:15-10:30,31.3,31.3,161,78,205.14,80,128.53,40,56.66,21,35,56.67,69,36,41.03,31.3,105,35,0,261.1,135.25,1.22,0,20.19,74.56,0,150,12.25,1.84,12.56,12.25,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,26.41

43,10:30-10:45,31.3,31.3,168,83,218.19,85,132.94,42,76.66,33.33,36.67,76.67,72,38,43.64,31.3,109.99,36.67,0,261.1,135.25,1.22,0,20.19,74.56,0,150,12.93,1.84,13.26,12.93,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,25.61

44,10:45-11:00,31.3,31.3,175,86,230.93,89,136.49,44,76.66,33.33,36.67,76.67,75,39,46.19,31.3,109.99,36.67,0,261.1,135.25,1.22,0,20.19,74.56,0,150,13.51,1.84,13.86,13.51,65.98,8.66,0,0,28.85,28.85,28.85,8.66,0,0,0.69,1.66,24.81

45,11:00-11:15,31.3,31.3,182,90,237.5,91,139.24,46,76.66,28.33,36.67,76.67,78,41,47.5,31.3,109.99,36.67,0,219.8,115.17,1.22,0,20.19,74.56,0,150,13.91,1.84,14.26,13.91,65.98,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,24.41

46,11:15-11:30,31.3,31.3,189,91,245.83,93,141.42,47,76.66,28.33,36.67,76.67,81,42,49.17,31.3,109.99,36.67,0,219.8,94.98,1.22,0,20.19,74.56,0,150,14.32,1.84,14.67,14.32,65.98,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,23.61

47,11:30-11:45,31.3,31.3,196,91,245.83,93,142.9,47,76.66,28.33,36.67,76.67,84,43,49.17,31.3,109.99,36.67,0,185.26,74.78,1.22,0,20.19,64.07,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,16.61

48,11:45-12:00,31.3,31.3,196,92,245.83,95,143.8,47,76.66,30,36.67,76.67,84,44,49.17,31.3,109.99,36.67,0,185.26,74.78,1.22,0,20.19,64.07,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,16.21

49,12:00-12:15,31.3,31.3,196,92,245.83,95,143.95,48,76.66,30,36.67,76.67,84,44,49.17,31.3,109.99,36.67,0,163.49,96.17,1.3,0,20.19,57.41,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,15.81

50,12:15-12:30,31.3,31.3,196,92,241.67,95,143.13,48,76.66,30,36.67,76.67,84,45,48.33,31.3,109.99,36.67,0,125.02,115.4,1.3,0,20.19,57.41,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,15.21

51,12:30-12:45,31.3,31.3,196,92,241.67,95,141.65,48,70,33.33,36.67,70,84,44,48.33,31.3,109.99,36.67,0,125.02,135.25,1.3,0,20.19,57.41,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,14.81

52,12:45-13:00,31.3,31.3,196,92,241.67,95,139.34,48,70,33.33,36.67,70,84,44,48.33,31.3,109.99,36.67,0,125.02,115.4,1.3,0,20.19,57.41,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.77,1.71,14.21

53,13:00-13:15,31.3,31.3,196,92,243.33,95,136.39,47,70,33.33,36.67,70,84,44,48.67,31.3,109.99,36.67,0,125.02,96.17,1.3,0,20.19,57.41,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,22.01

54,13:15-13:30,31.3,31.3,193,91,244.17,93,132.72,46,70,33.33,36.67,70,82,43,48.83,31.3,109.99,36.67,0,125.02,74.78,1.3,0,20.19,57.41,0,150,14.33,1.84,14.69,14.33,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,21.41

55,13:30-13:45,31.3,31.3,189,91,241.67,88,128.5,44,70,33.33,36.67,70,81,42,48.33,31.3,109.99,36.67,0,125.02,74.78,1.3,0,20.19,57.41,0,150,13.96,1.84,14.31,13.96,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,21.41

56,13:45-14:00,31.3,31.3,182,90,239.17,85,123.27,43,70,33.33,36.67,70,78,41,47.83,31.3,109.99,36.67,0,125.02,74.78,1.3,0,20.19,57.41,0,150,13.81,1.84,14.15,13.81,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,21.21

57,14:00-14:15,31.3,31.3,175,85,239.17,83,117.23,41,69.34,33.33,36.67,69.33,75,39,47.83,31.3,109.99,36.67,0,125.02,96.17,1.38,0,20.19,57.41,0,150,13.34,1.84,13.68,13.34,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,15.01

58,14:15-14:30,31.3,31.3,165,82,230.02,79,110.31,39,69.34,33.33,36.67,69.33,70,37,46.01,31.3,109.99,36.67,0,125.02,115.4,1.38,0,20.19,57.41,0,150,12.61,1.84,12.92,12.61,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,14.81

59,14:30-14:45,31.3,31.3,154,0,218.13,74,102.61,37,69.34,26.67,29.17,69.33,66,35,43.63,31.3,87.49,29.17,0,125.02,135.25,1.38,0,21.2,57.41,0,150,11.91,1.84,12.2,11.91,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,14.61

60,14:45-15:00,31.3,31.3,144,0,207.16,69,94.13,35,69,27.67,28.83,69,61,32,41.43,31.3,86.51,28.83,0,125.02,135.25,1.38,0,22.21,57.41,0,150,10.87,1.84,11.14,10.87,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.85,1.76,14.41

61,15:00-15:15,32.46,32.47,133,0,193.32,63,84.69,32,68,24.33,28.33,68,57,29,38.67,32.47,85.01,28.33,0,166.33,135.25,1.38,0,22.21,62.19,0,150,10.07,1.84,10.32,10.07,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.93,1.81,14.61

62,15:15-15:30,32.46,32.47,119,0,173.97,57,74.28,29,68,23.33,26.67,68,51,26,34.8,32.47,79.99,26.67,0,166.33,135.25,1.38,0,22.21,62.19,0,150,8.99,1.84,9.21,8.99,70.13,8.66,0,0,25.97,25.97,25.97,8.66,0,0,0.93,1.81,13.61

63,15:30-15:45,33,33,105,0,154.57,50,63.18,25,67,23.33,25.5,67,45,24,30.92,27,76.5,25.5,0,166.33,135.25,1.38,0,22.21,62.19,0,150,7.96,1.84,8.16,7.96,70.13,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.93,1.81,13.01

64,15:45-16:00,33,33,91,0,135.22,43,51.12,21,64.66,22.67,24.17,64.67,39,20,27.05,24,72.49,24.17,0,166.33,135.25,1.38,0,21.7,61.75,0,150,6.93,1.84,7.11,6.93,70.13,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.93,1.81,12.61

65,16:00-16:15,33,33,77,0,116.46,35,38.71,18,54,21.67,21.5,54,33,16,23.29,18,64.5,21.5,0,261.1,135.25,1.53,0,22.21,85.9,0,150,5.89,1.92,6.04,5.89,65.98,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.93,1.81,12.01

66,16:15-16:30,33,22.95,63,0,98.22,26,26.96,13,52,21.67,20.5,52,27,10,19.65,12,61.5,20.5,0,261.1,135.25,1.53,0,22.21,85.9,0,150,4.78,1.92,4.91,4.78,65.98,8.66,0,0,31.74,31.74,31.74,8.66,0,0,0.93,1.81,11.61

67,16:30-16:45,22.39,13.35,49,0,78.03,17,17.48,8,41.66,12.67,16.67,41.67,21,7,15.61,6,49.99,16.67,0,261.1,135.25,1.53,0,22.71,85.9,0,150,3.68,1.92,3.76,3.68,65.98,9.62,0,0,36.54,36.54,36.54,9.62,0,0,0.93,1.81,16.21

68,16:45-17:00,12.67,5.99,35,0,54.52,9,11.37,4,40.66,12,16.33,40.67,15,5,10.91,1,49.01,16.33,0,261.1,135.25,1.53,0,22.71,85.9,0,150,2.58,1.92,2.64,2.58,65.98,9.62,0,0,36.54,36.54,36.54,9.62,0,0,0.93,1.81,15.81

69,17:00-17:15,4.9,1.48,18,0,33.27,6,7.11,3,39.34,11.33,15.67,39.33,7,2,6.65,0,46.99,15.67,0,213.5,135.25,1.45,0,23.22,75.01,0,150,1.82,1.92,1.87,1.82,65.98,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,15.41

70,17:15-17:30,0.82,1.71,7,0,16.83,2,2.4,1,38.34,10.33,15,38.33,3,1,3.37,0,45,15,0,213.5,135.25,1.45,0,24.23,75.01,0,150,1.24,1.92,1.27,1.24,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,15.01

71,17:30-17:45,0.33,1,2,0,5.67,1,0,0,38.34,15.67,14.33,38.33,1,0,1.13,0,43.01,14.33,0,213.5,135.25,1.45,0,25.24,75.01,0,150,0.77,1.92,0.79,0.77,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,22.41

72,17:45-18:00,0.03,0.66,0,0,0.68,0,0,0,40,15.33,13.83,40,0,0,0.14,0,41.51,13.83,0,213.5,135.25,1.45,0,26.24,75.01,0,150,0.43,1.92,0.44,0.43,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,22.21

73,18:00-18:15,0,0,0,0,0,0,0,0,62,15,16.67,62,0,0,0,0,49.99,16.67,50,213.5,135.25,1.45,150,26.24,75.01,0,150,0.25,1.92,0.25,0.25,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,21.41

74,18:15-18:30,0,0,0,0,0,0,0,0,63,15.33,17.17,63,0,0,0,0,51.49,17.17,50,213.5,135.25,1.45,150,26.24,75.01,0,150,0,1.92,0,0,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,21.01

75,18:30-18:45,0,0,0,0,0,0,0,0,63,15.33,21.67,63,0,0,0,0,64.99,21.67,50,213.5,135.25,1.45,150,26.24,75.01,0,150,0,1.92,0,0,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,27.61

76,18:45-19:00,0,0,0,0,0,0,0,0,68,15.67,22.17,68,0,0,0,0,66.49,22.17,50,213.5,135.25,1.45,150,26.24,75.01,0,150,0,1.92,0,0,114.99,12.5,0,0,37.51,37.51,37.51,12.5,0,0,0.93,1.76,27.41

77,19:00-19:15,0,0,0,0,0,0,0,0,70.34,12,22.5,70.33,0,0,0,0,67.5,22.5,50,213.5,135.25,1.38,150,26.24,75.01,0,150,0,1.92,0,0,114.99,8.66,0,0,37.51,37.51,37.51,8.66,0,0,0.85,1.71,12.61

78,19:15-19:30,0,0,0,0,0,0,0,0,73.66,12.67,22.5,73.67,0,0,0,0,67.5,22.5,50,213.5,135.25,1.38,150,25.24,75.01,0,150,0,1.92,0,0,114.99,8.66,0,0,37.51,37.51,37.51,8.66,0,0,0.85,1.71,13.61

79,19:30-19:45,0,0,0,0,0,0,0,0,77,13.33,19.17,77,0,0,0,0,57.49,19.17,50,213.5,135.25,1.38,150,25.24,75.01,0,150,0,1.92,0,0,114.99,8.66,0,0,37.51,37.51,37.51,8.66,0,0,0.85,1.71,30.01

80,19:45-20:00,0,0,0,0,0,0,0,0,79.66,14,20,79.67,0,0,0,0,60,20,50,213.5,135.25,1.38,150,25.24,75.01,0,150,0,1.92,0,0,65.98,8.66,0,0,37.51,37.51,37.51,8.66,0,0,0.85,1.71,30.01

81,20:00-20:15,0,0,0,0,0,0,0,0,78.66,14.67,20.83,78.67,0,0,0,0,62.51,20.83,50,213.5,135.25,1.38,250,25.24,75.01,0,150,0,1.92,0,0,98.03,8.66,0,0,34.62,34.62,34.62,8.66,0,0,0.85,1.71,29.21

82,20:15-20:30,0,0,0,0,0,0,0,0,79,15.33,21,79,0,0,0,0,63,21,50,213.5,135.25,1.38,250,25.24,75.01,0,150,0,1.92,0,0,89.54,8.66,0,0,34.62,34.62,34.62,8.66,0,0,0.85,1.71,29.01

