Block,Time Block,CHAMERA2,CHAMERA1,BSIUL,CHAMERA3,DADRT2,DADRI_CRF,DADRI_RF,DADRI_LF,DADRI_GF,TANDA2,UNCHAHAR4,URI2,TALST2,UNCHAHAR3,SINGRAULI_HYDRO,TANAKPUR,TelanganaSTPP,TALA,UNCHAHAR2,SINGRAULI,TEHRI,URI,UNCHAHAR1,VALLURNTECL,ANTA_CRF,ANTA_RF,AURY_RF,ANTA_LF,AURY_GF,AURY_LF,ANTA_GF,AURY_CRF,BRBCL,NAPP,KOTESHWR,KKNP,KKNPPU2,KUDGI,KOLDAM,NLCEXP,KISHANGANGA,MAPS,NJPC,NLCIIST2,NLCTS2EXP,NLCIIST1,RAPPB,RIHAND2,SASAN,RIHAND1,RAMPUR,SIMHST1,SIMHST2,NNTPP,RSTPSU1TO6,RAPPC,NTPL,RSTPSU7,PARBATI3,SALAL,SEWA2,RIHAND3,DHAULIGNGA,FSTPP I & II,DULHASTI,KHSTPP-I,JHAJJAR,KHSTPP-II,KGSU1AND2,KGSU3AND4,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,354.02,0,0,0,0,0,0,18.11,0,13.96,0,0,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,354.02,0,0,0,0,0,0,18.11,0,13.96,0,0,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,6.03,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,6.03,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,6.03,0,0,22.42,93.73,0,1.28,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,6.03,0,0,22.42,93.73,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,93.73,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,24.55,346.32,78.47,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,93.73,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,28.37,346.32,92.03,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,93.73,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,92.93,402.86,60.83,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,28.37,346.32,92.03,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,104.2,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,83.42,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,28.37,346.32,92.03,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,0,0,0,22.42,104.2,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,28.37,346.32,92.03,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,6.03,0,0,22.42,104.2,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,9.63,15.85,28.37,346.32,92.03,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,13.96,0,6.03,0,0,22.42,104.2,0,0.85,11.55,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,11.53,15.85,36.89,346.32,121.02,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,354.02,0,0,0,0,0,0,4.27,0,17.6,0,6.03,0,0,28.83,120.85,0,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,11.53,15.85,36.89,350.59,121.02,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,392.5,0,0,0,0,0,0,4.27,0,18.85,0,6.03,0,0,30.42,121.17,14.97,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,11.53,15.85,36.89,350.59,121.02,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,440.6,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,29.94,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,20.95,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,11.53,15.85,36.89,350.59,121.02,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,469.46,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,44.91,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,45.01,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,11.53,15.85,36.89,350.59,121.02,0,0,0,0,0,0,0

25,06:00-06:15,2.57,0,0,0,421.48,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,59.87,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,17.08,0,0,0,0,0,0,0,67.5,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,3.67,1.35,0,59.01,0,14.06,15.85,36.89,350.59,121.02,0,0,0,0,0,0,0

26,06:15-06:30,3.85,0,0,9.3,430.98,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,59.87,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,25.62,0,0,0,0,0,0,0,90,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,15.92,1.35,0,59.01,7.75,14.06,31.7,43.5,350.59,142.08,0,0,0,0,0,0,0

27,06:30-06:45,38.01,13.52,0,27.97,469.46,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,59.87,0.85,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,109.32,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,15.92,8.94,5.07,59.01,15.37,14.06,31.7,43.5,350.59,142.66,0,0,0,0,0,0,0

28,06:45-07:00,38.01,13.52,0,27.97,517.56,0,0,0,0,0,0,4.27,0,18.85,0,0,0,0,30.42,121.17,59.87,3.18,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,135.02,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,15.92,40.24,5.07,59.01,15.37,17.51,31.7,43.5,350.59,142.66,0,0,0,0,0,0,0

29,07:00-07:15,38.01,13.52,0,27.97,521.75,0,0,0,0,0,0,4.27,0,25.39,0,0,0,0,40.78,121.17,59.87,25.48,19.59,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,135.02,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,15.92,40.24,5.07,59.01,33.29,17.51,31.7,43.5,448.72,142.66,0,0,0,0,0,0,0

30,07:15-07:30,38.01,13.52,0,27.97,551.73,0,0,0,0,0,0,4.27,0,25.39,0,0,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,135.02,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,15.92,40.24,5.07,59.01,35.16,17.51,31.7,43.5,556.8,142.66,0,0,0,0,0,0,0

31,07:30-07:45,38.01,13.52,0,27.97,551.65,0,0,0,0,0,0,4.27,0,25.39,0,0,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,135.02,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,15.92,40.24,5.07,59.01,35.16,17.51,31.7,43.5,628.27,142.66,0,0,0,0,0,0,0

32,07:45-08:00,38.01,13.52,0,27.97,599.75,0,0,0,0,0,0,4.27,0,25.39,0,0,0,0,40.78,121.17,59.87,3.18,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,38.32,0,0,0,0,0,0,0,135.02,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,3.42,40.24,5.07,59.01,35.16,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

33,08:00-08:15,3.2,13.52,0,1.84,654.33,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,25.62,0,0,0,0,0,0,0,91.1,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,40.24,0,59.01,35.16,17.51,31.7,43.5,629.44,142.66,0,0,0,0,0,0,0

34,08:15-08:30,0,13.46,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,0.49,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,25.62,0,0,0,0,0,0,0,72.88,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,8.94,0,59.01,15.37,17.51,15.85,43.5,629.44,142.66,0,0,0,0,0,0,0

35,08:30-08:45,0,13.46,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,25.62,0,0,0,0,0,0,0,54.66,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,7.75,17.51,15.85,43.5,629.44,142.66,0,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,17.08,0,0,0,0,0,0,0,36.44,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,15.85,43.5,629.44,142.66,0,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,656.89,0,0,0,0,0,0,18.11,0,25.39,0,1.48,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,17.08,0,0,0,0,0,0,0,18.5,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,15.85,43.5,601.06,142.66,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,656.89,0,0,0,0,0,0,18.11,0,25.39,0,1.48,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,18.22,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,15.85,43.5,601.06,142.66,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,656.89,0,0,0,0,0,0,18.11,0,25.39,0,1.48,0,0,40.78,121.17,59.87,25.48,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,15.85,43.5,581.82,142.66,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,656.89,0,0,0,0,0,0,18.11,0,25.39,0,1.48,0,0,40.78,121.17,59.87,3.18,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,15.85,43.5,581.82,142.66,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,656.89,0,0,0,0,0,0,4.27,0,25.39,0,1.48,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,15.85,43.5,581.82,142.66,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,656.83,0,0,0,0,0,0,4.27,0,25.39,0,1.48,0,0,40.78,121.17,59.87,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,552.96,142.66,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,609.18,0,0,0,0,0,0,4.27,0,25.39,0,1.48,0,0,40.78,121.17,45.45,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,552.96,142.66,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,583.2,0,0,0,0,0,0,4.27,0,25.39,0,1.48,0,0,40.78,121.17,31.15,1.6,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,552.96,142.66,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,624.32,0,0,0,0,0,0,4.27,0,25.15,0,1.48,0,0,40.38,121.17,16.24,1.6,19.59,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,627.05,142.66,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,605.08,0,0,0,0,0,0,4.27,0,25.15,0,1.48,0,0,40.38,121.17,14.97,1.6,19.59,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,627.05,142.66,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,600.27,0,0,0,0,0,0,4.27,0,25.15,0,1.48,0,0,40.38,121.17,0,1.6,19.59,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,616.6,142.66,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,574.91,0,0,0,0,0,0,4.27,0,24.71,0,1.48,0,0,40.04,121.17,0,1.6,19.57,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,542.03,142.66,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,574.91,0,0,0,0,0,0,4.27,0,24.71,0,1.48,0,0,40.04,121.17,0,1.6,19.57,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,448.72,142.66,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,574.91,0,0,0,0,0,0,4.27,0,24.71,0,1.48,0,0,40.04,121.17,0,1.6,19.57,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,377.53,142.66,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,574.91,0,0,0,0,0,0,4.27,0,22.79,0,1.48,0,0,36.19,121.17,0,1.6,17.64,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,365.02,142.66,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,574.91,0,0,0,0,0,0,4.27,0,22.79,0,1.48,0,0,36.19,121.17,0,1.6,17.64,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,350.59,142.66,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,498.32,0,0,0,0,0,0,4.27,0,18.85,0,1.48,0,0,30.42,121.17,0,1.07,17.59,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,350.59,142.66,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,469.46,0,0,0,0,0,0,4.27,0,18.85,0,1.48,0,0,30.42,121.17,0,1.07,15.77,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,350.59,142.66,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,450.22,0,0,0,0,0,0,4.27,0,18.85,0,1.48,0,0,30.42,121.17,0,1.07,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,14.99,0,43.5,350.59,142.66,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,440.6,0,0,0,0,0,0,4.27,0,18.85,0,1.48,0,0,30.42,121.17,0,1.07,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,14.99,0,43.5,350.59,142.66,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,411.74,0,0,0,0,0,0,4.27,0,18.85,0,1.72,0,0,30.42,121.17,0,1.07,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,14.99,0,43.5,350.59,142.66,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,411.74,0,0,0,0,0,0,4.27,0,18.85,0,1.72,0,0,30.42,121.17,0,1.07,15.42,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,14.99,0,43.5,350.59,142.66,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,430.98,0,0,0,0,0,0,4.27,0,22.79,0,1.11,0,0,36.19,121.17,0,1.07,17.64,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,14.99,0,43.5,350.59,142.66,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,450.22,0,0,0,0,0,0,4.27,0,22.79,0,1.11,0,0,36.19,121.17,0,1.07,17.64,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,14.99,0,43.5,350.59,142.66,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,450.22,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,0,1.07,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,357.33,142.66,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,459.84,0,0,0,0,0,0,4.27,0,25.39,0,1.11,0,0,40.78,121.17,0,1.07,19.78,0,0,0,0,0,0,0,0,0,14.43,42.02,8.54,0,0,0,0,0,0,0,0,0,0,0,0,114.24,402.86,88.5,0,0,0,0,0,51.64,0,0,0,1.35,0,59.01,0,17.51,0,43.5,351.55,142.66,0,0,0,0,0,0,0

