Block,Time,NR/01032024/22032024/HP-56,NR/01102023/06022042/L_NR_2012_02,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/15082037/GNA_NR_2012_01,NR/05032024/05032024/DD20240305NR23133,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/01012024/31032024/ ChanjuII,NR/01032024/31032024/NVVN/OA/16997,NR/01032024/15032024/HP-62,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01032024/22032024/HP-59,NR/30092023/26122029/SH-06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,SR/01032024/15032024/SWAP ARRANGEMENT LOA.NO.365 DT.31-08-2023,WR/01032024/15032024/TPDDL/PMG/MSEDCL/Banking/12112023,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01032024/31032024/SJVN010324NR1588,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,SR/01032024/15032024/BYPL-APPCPL-KSEB,SR/01032024/31032024/SJVN010324NR1590,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01032024/31032024/SJVN010324NR1589,WR/01102023/01102023/L_NR_2022_09,SR/01032024/31032024/SWAP ARRANGEMENT LOA D.NO.366 DT.31-08-2023
59,14:30-14:45,0.000000,138.630000,33.020000,16.660000,25.980000,0.930000,50.970000,0.000000,1.390000,1.070000,0.000000,270.760000,16.240000,16.240000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,19.83,96.27,144.405000,130.191049,89.39,0,15.34,34.67,87,59.5,19.84,32.05,182,0,32.05,43.8,7.01,43,0,96.27,17.33,245.83,78,0,34.67,48.14

60,14:45-15:00,0.000000,138.630000,33.020000,15.840000,25.980000,0.930000,50.970000,0.000000,1.390000,1.070000,0.000000,270.760000,15.460000,15.460000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,19.33,96.27,144.405000,123.729665,89.35,0,15,34,87,58,19.34,32.05,182,0,32.05,42.2,7.61,43,0,96.27,17.33,245.83,78,0,34,48.14

61,15:00-15:15,0.000000,165.290000,33.020000,15.090000,25.980000,1.010000,50.970000,0.000000,1.390000,1.110000,0.000000,270.760000,14.720000,14.720000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,49.17,18.67,96.27,144.405000,114.738221,89.35,0,14.66,33.33,85,56,18.66,32.05,175,0,32.05,39.6,8.78,43,0,96.27,17.33,245.83,75,0,33.33,48.14

62,15:15-15:30,0.000000,165.290000,33.020000,14.200000,25.980000,1.010000,50.970000,0.000000,1.390000,1.110000,0.000000,270.760000,13.860000,13.860000,3.760000,48.140000,0.000000,32.340000,20.220000,0.000000,25.980000,32.05,49.17,18,96.27,144.405000,106.817187,87.71,0,14.34,32.33,80,54,18,32.05,165,0,32.05,37.5,9.38,40,0,96.27,17.33,245.83,70,0,32.33,48.14

63,15:30-15:45,0.000000,139.590000,33.020000,13.260000,25.980000,1.010000,50.970000,0.000000,1.390000,1.110000,0.000000,270.760000,12.940000,12.940000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,42.72,17.17,96.27,144.405000,97.79655,81.76,0,14,31.33,72,51.5,17.16,32.05,151,0,32.05,35.3,9.94,36,0,96.27,17.33,213.6,64,0,31.33,48.14

64,15:45-16:00,0.000000,139.590000,33.020000,12.260000,25.980000,1.010000,50.970000,0.000000,1.390000,1.110000,0.000000,270.760000,11.960000,11.960000,3.760000,48.140000,0.000000,32.340000,19.250000,0.000000,25.980000,32.05,39.8,16.33,96.27,144.405000,87.841737,75.81,0,13.66,30,65,49,16.34,32.05,137,0,32.05,32.2,10.48,33,0,96.27,17.33,198.98,58,0,30,48.14

65,16:00-16:15,0.000000,166.250000,33.020000,8.810000,25.980000,1.010000,50.970000,0.000000,1.430000,1.110000,0.000000,270.760000,8.600000,8.600000,3.860000,48.140000,0.000000,32.340000,20.220000,0.000000,25.980000,32.05,36.03,13.72,96.27,144.405000,77.312795,61.65,0,11.66,26.33,57,41.16,13.72,32.05,123,0,32.05,29.4,10.94,29,0,96.27,17.33,180.18,52,0,26.33,48.14

66,16:15-16:30,0.000000,166.250000,33.020000,7.830000,25.980000,1.010000,50.970000,0.000000,1.430000,1.110000,0.000000,270.760000,7.640000,7.640000,3.860000,48.140000,0.000000,51.270000,20.220000,0.000000,25.980000,32.05,32.09,13.61,96.27,144.405000,66.735198,54.4,0,11.34,25.67,49,40.83,13.6,32.05,109,0,32.05,26,11.13,24,0,96.27,17.33,160.46,46,0,25.67,48.14

67,16:30-16:45,0.000000,226.160000,57.740000,6.960000,25.980000,1.010000,50.970000,0.000000,0.000000,1.110000,0.000000,270.760000,6.790000,6.790000,3.860000,48.140000,0.000000,51.270000,21.180000,0.000000,25.980000,32.05,24.51,10,96.27,144.405000,58.853088,46.7,0,11,20,40,30,10,32.05,88,0,32.05,19.8,12.52,20,0,96.27,17.33,122.56,37,0,20,48.14

68,16:45-17:00,0.000000,226.160000,57.740000,5.870000,25.980000,1.010000,50.970000,0.000000,0.000000,1.110000,0.000000,270.760000,5.730000,5.730000,3.860000,48.140000,0.000000,74.980000,22.140000,0.000000,25.980000,32.05,20.74,9.95,96.27,144.405000,46.475256,38.81,0,10.66,19.67,30,29.86,9.97,32.05,70,0,32.05,16.5,12.38,15,0,96.27,17.33,103.69,30,0,19.67,48.14

69,17:00-17:15,0.000000,226.160000,57.740000,4.750000,25.980000,1.010000,50.970000,0.000000,0.000000,1.150000,0.000000,270.760000,4.630000,4.630000,3.860000,48.140000,0.000000,74.980000,22.140000,0.000000,25.980000,20,15.04,9.56,96.27,144.405000,34.009845,22.69,0,10.34,19.33,21,28.69,9.57,22.48,53,0,30.48,12.5,14.1,11,0,96.27,0,75.18,22,0,19.33,48.14

70,17:15-17:30,0.000000,226.160000,57.740000,3.630000,25.980000,1.010000,50.970000,0.000000,0.000000,1.150000,0.000000,270.760000,3.540000,3.540000,3.860000,48.140000,0.000000,74.980000,23.100000,0.000000,25.980000,7,12.07,9.14,96.27,144.405000,22.517534,17,0,10.34,19,15,27.42,9.15,10.48,35,0,18.45,9.5,13.6,7,0,96.27,0,60.36,15,0,19,48.14

71,17:30-17:45,0.000000,260.510000,57.740000,2.450000,25.980000,1.010000,50.970000,0.000000,1.430000,1.150000,0.000000,270.760000,2.400000,2.400000,3.860000,48.140000,0.000000,74.980000,23.100000,0.000000,25.980000,1,9.01,9.06,96.27,144.405000,13.438511,12.7,0,10.34,18.33,12,27.19,9.07,5.48,28,0,8.45,6.5,12.6,6,0,96.27,0,45.07,12,0,18.33,48.14

72,17:45-18:00,0.000000,260.510000,57.740000,1.720000,25.980000,1.010000,52.950000,0.000000,1.430000,1.150000,0.000000,270.760000,1.680000,1.680000,3.860000,48.140000,0.000000,74.980000,24.070000,0.000000,25.980000,0,6.04,8.97,96.27,144.405000,7.366367,9.24,0,9.34,17.67,10,26.92,8.97,1.22,18,0,2.55,4,12.01,5,0,96.27,0,30.23,7,0,17.67,48.14

73,18:00-18:15,0.000000,260.510000,57.740000,1.060000,25.980000,1.010000,81.830000,0.000000,1.390000,1.070000,0.000000,270.760000,1.030000,1.030000,3.860000,48.140000,0.000000,74.980000,25.030000,0.000000,25.980000,0,3.9,9.01,96.27,144.405000,3.454505,5.53,0,8.66,18.33,4,27.04,9.02,0,7,0,0,3,11.83,2,0,96.27,0,19.53,3,0,18.33,96.27

74,18:15-18:30,0.000000,260.510000,57.740000,0.530000,25.980000,1.010000,99.750000,0.000000,1.390000,1.070000,0.000000,270.760000,0.530000,0.530000,3.860000,48.140000,0.000000,74.980000,25.990000,0.000000,25.980000,0,2.2,9.18,96.27,144.405000,0.768749,2.92,0,8,18.67,0,27.54,9.19,0,1,0,0,2,11.54,0,0,96.27,0,10.98,1,0,18.67,96.27

75,18:30-18:45,0.000000,260.510000,47.170000,0.000000,25.140000,1.010000,99.750000,144.400000,1.390000,1.070000,0.000000,270.760000,0.000000,0.000000,3.860000,48.140000,0.000000,56.040000,25.990000,0.000000,30.810000,0,0.98,10.4,96.27,144.405000,0,0.98,0,7.34,16.67,0,31.2,10.4,0,1,0,0,1,11.37,0,0,96.27,0,4.88,0,0,16.67,96.27

76,18:45-19:00,0.000000,260.510000,51.420000,0.000000,25.140000,1.010000,99.750000,144.400000,1.390000,1.070000,0.000000,270.760000,0.000000,0.000000,3.860000,48.140000,0.000000,86.840000,25.990000,0.000000,30.810000,0,0.13,10.4,96.27,144.405000,0,0,0,7.34,16.67,0,31.2,10.4,0,0,0,0,0,10.77,0,0,96.27,0,0.64,0,0,16.67,96.27

77,19:00-19:15,0.000000,260.510000,55.660000,0.000000,25.140000,1.090000,99.750000,144.400000,1.390000,1.030000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,0.000000,86.840000,25.990000,0.000000,30.810000,0,0,10.4,96.27,144.405000,0,0,0,7.34,16.67,0,31.2,10.4,0,0,0,0,0,9.99,0,0,96.27,0,0,0,0,16.67,96.27

78,19:15-19:30,0.000000,260.510000,57.740000,0.000000,25.140000,1.090000,99.750000,144.400000,1.390000,1.030000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,0.000000,86.840000,25.030000,0.000000,30.810000,0,0,10.4,96.27,144.405000,0,0,0,7.34,16.67,0,31.2,10.4,0,0,0,0,0,9.24,0,0,96.27,0,0,0,0,16.67,96.27

79,19:30-19:45,0.000000,260.510000,57.740000,0.000000,25.140000,1.090000,99.750000,144.400000,1.390000,1.030000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,0.000000,86.840000,25.030000,0.000000,30.810000,0,0,8.33,96.27,144.405000,0,0,0,7.34,16.73,0,25,8.34,0,0,0,0,0,8.87,0,0,96.27,0,0,0,0,16.73,96.27

80,19:45-20:00,0.000000,260.510000,47.170000,0.000000,25.140000,1.090000,99.750000,144.400000,1.390000,1.030000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,0.000000,67.900000,25.030000,0.000000,30.810000,0,0,8.33,96.27,144.405000,0,0,0,7.34,16.73,0,25,8.34,0,0,0,0,0,8.66,0,0,96.27,0,0,0,0,16.73,96.27

81,20:00-20:15,0.000000,260.510000,47.170000,0.000000,25.140000,1.090000,99.750000,144.400000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,86.840000,25.030000,0.000000,30.810000,0,0,8.33,96.27,144.405000,0,0,0,7.34,16.73,0,25,8.34,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,16.73,96.27

82,20:15-20:30,0.000000,260.510000,57.740000,0.000000,25.140000,1.090000,99.750000,144.400000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,86.840000,25.030000,0.000000,30.810000,0,0,8.42,96.27,144.405000,0,0,0,7.34,16.83,0,25.27,8.43,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,16.83,96.27

83,20:30-20:45,0.000000,260.510000,57.740000,0.000000,25.140000,1.090000,99.750000,144.400000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,86.840000,25.030000,0.000000,30.810000,0,0,8.67,96.27,144.405000,0,0,0,7.34,17.77,0,26,8.66,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,17.77,96.27

84,20:45-21:00,0.000000,260.510000,47.170000,0.000000,25.140000,1.090000,99.750000,144.400000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,74.980000,25.030000,0.000000,30.810000,0,0,8.79,96.27,144.405000,0,0,0,7.34,18.83,0,26.38,8.79,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,18.83,96.27

85,21:00-21:15,0.000000,260.510000,49.250000,0.000000,25.140000,1.010000,70.870000,0.000000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,76.330000,25.030000,0.000000,30.810000,0,0,9.76,96.27,144.405000,0,0,0,7.34,20.77,0,29.28,9.76,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,20.77,96.27

86,21:15-21:30,0.000000,260.510000,33.020000,0.000000,25.140000,1.010000,52.950000,0.000000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,76.330000,25.030000,0.000000,30.810000,0,0,10.68,96.27,144.405000,0,0,0,7.34,25.53,0,32.04,10.68,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,25.53,96.27

87,21:30-21:45,0.000000,260.510000,33.020000,0.000000,25.140000,1.010000,52.950000,0.000000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,76.330000,25.030000,0.000000,30.810000,0,0,13.9,96.27,144.405000,0,0,0,8,31.67,0,41.7,13.89,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,31.67,96.27

88,21:45-22:00,0.000000,260.510000,35.100000,0.000000,25.140000,1.010000,52.950000,0.000000,1.340000,1.030000,0.000000,270.760000,0.000000,0.000000,4.040000,48.140000,0.000000,76.330000,25.030000,0.000000,30.810000,0,0,15.5,96.27,144.405000,0,0,0,8.66,36.07,0,46.49,15.5,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,36.07,96.27

89,22:00-22:15,76.530000,244.450000,35.100000,0.000000,25.980000,0.770000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,57.400000,25.030000,32.760000,25.980000,0,0,17.16,96.27,144.405000,0,0,0,9.34,36.93,0,51.49,17.17,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,36.93,96.27

90,22:15-22:30,76.530000,196.310000,35.100000,0.000000,25.980000,0.770000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,57.400000,25.030000,32.760000,25.980000,0,0,17.36,96.27,144.405000,0,0,0,10.34,41.5,0,52.08,17.36,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,41.5,96.27

91,22:30-22:45,76.530000,188.910000,35.100000,0.000000,25.980000,0.770000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,57.400000,25.030000,32.760000,25.980000,0,0,17.4,96.27,144.405000,0,0,0,11,45,0,52.21,17.41,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,45,96.27

92,22:45-23:00,76.530000,188.910000,35.100000,0.000000,25.980000,0.770000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,57.400000,25.030000,32.760000,25.980000,0,0,17.42,96.27,144.405000,0,0,0,11.66,46.67,0,52.26,17.43,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,46.67,96.27

93,23:00-23:15,76.530000,188.910000,35.100000,0.000000,25.980000,0.930000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,57.400000,25.030000,32.760000,25.980000,0,0,18.7,96.27,144.405000,0,0,0,12.34,46.67,0,56.11,18.71,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,46.67,96.27

94,23:15-23:30,76.530000,188.910000,35.100000,0.000000,25.980000,0.930000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,33.690000,25.030000,32.760000,25.980000,0,0,18.82,96.27,144.405000,0,0,0,12.66,47,0,56.46,18.81,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,47,96.27

95,23:30-23:45,76.530000,188.910000,35.100000,0.000000,25.980000,0.930000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,33.690000,25.030000,32.760000,25.980000,0,0,18.96,96.27,144.405000,0,0,0,16.34,47.37,0,56.88,18.96,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,47.37,96.27

96,23:45-24:00,76.530000,225.190000,47.170000,0.000000,25.980000,0.930000,52.950000,0.000000,1.300000,0.990000,0.000000,270.760000,0.000000,0.000000,3.960000,48.140000,98.210000,52.630000,25.030000,32.760000,25.980000,0,0,19.3,96.27,144.405000,0,0,0,16.66,47.83,0,57.88,19.29,0,0,0,0,0,7.01,0,0,96.27,0,0,0,0,47.83,96.27

