Block,Time,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/24112044/L_NR_2020_07,NR/01122023/07122023/HP-18,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/30042040/GNA_LT_35,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01122023/15122023/HP-15,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31102037/L_NR_2019_11,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,L_NR_2019_19,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2020_06,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01
74,18:15-18:30,0,0,0,0,0,0,0,0,0,0,28.1,123.290000,0,0.000000,48.20,84.32,0,271.150000,118.010000,60.97,24.45,2.080000,30.850000,0.000000,0.000000,86.960000,26.030000,0,1.760000,96.410000,0,16.200000,1.480000,0.000000,7.01,28.11,260.890000,60.97,0.000000,97.350000

75,18:30-18:45,0,0,0,0,0,0,0,0,0,0,23.15,123.290000,0,0.000000,48.20,69.44,0,271.150000,118.010000,60.93,20.22,2.080000,30.850000,0.000000,0.000000,86.960000,25.070000,0,1.760000,96.410000,0,16.200000,1.480000,0.000000,7.01,23.15,260.890000,60.93,0.000000,97.350000

76,18:45-19:00,0,0,0,0,0,0,0,0,0,0,23.21,123.290000,0,0.000000,48.20,69.64,0,271.150000,118.010000,60.93,20.03,2.080000,30.850000,0.000000,0.000000,86.960000,25.070000,0,1.760000,96.410000,0,16.200000,1.480000,0.000000,7.01,23.23,260.890000,60.93,0.000000,97.350000

77,19:00-19:15,0,0,0,0,0,0,0,0,0,0,23.63,123.290000,0,0.000000,48.20,70.9,0,271.150000,118.010000,66.04,20.33,2.080000,25.670000,0.000000,0.000000,86.960000,25.070000,0,1.530000,96.410000,0,25.670000,1.480000,0.000000,7.01,23.64,260.890000,66.04,0.000000,97.350000

78,19:15-19:30,0,0,0,0,0,0,0,0,0,0,23.77,123.290000,0,0.000000,48.20,71.32,0,271.150000,118.010000,66.23,20.51,2.080000,25.670000,0.000000,0.000000,86.960000,25.070000,0,1.530000,96.410000,0,25.670000,1.480000,0.000000,7.01,23.78,260.890000,66.23,0.000000,97.350000

79,19:30-19:45,0,0,0,0,0,0,0,0,0,0,29.27,123.290000,0,0.000000,48.20,87.82,0,271.150000,118.010000,73.33,20.88,2.080000,25.670000,0.000000,0.000000,86.960000,25.070000,0,1.530000,96.410000,0,25.670000,1.480000,0.000000,7.01,29.27,260.890000,73.33,0.000000,97.350000

80,19:45-20:00,0,0,0,0,0,0,0,0,0,0,29.11,123.290000,0,0.000000,48.20,87.32,0,271.150000,118.010000,73.33,21.11,2.080000,25.670000,0.000000,0.000000,86.960000,25.070000,0,1.530000,96.410000,0,25.670000,1.480000,0.000000,7.01,29.09,260.890000,73.33,0.000000,97.350000

81,20:00-20:15,0,0,0,0,0,0,0,0,0,0,28.77,123.290000,0,0.000000,48.20,86.32,0,271.150000,118.010000,78.33,21.33,2.040000,26.020000,0.000000,0.000000,86.960000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,28.77,260.890000,78.33,0.000000,97.350000

82,20:15-20:30,0,0,0,0,0,0,0,0,0,0,28.44,123.290000,0,0.000000,48.20,85.33,0,271.150000,118.010000,78.33,21.51,2.040000,26.020000,0.000000,0.000000,86.960000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,28.45,260.890000,78.33,0.000000,97.350000

83,20:30-20:45,0,0,0,0,0,0,0,0,0,0,28.09,123.290000,0,0.000000,48.20,84.26,0,271.150000,96.410000,78.33,21.66,2.040000,26.020000,0.000000,0.000000,86.960000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,28.08,260.890000,78.33,0.000000,100.980000

84,20:45-21:00,0,0,0,0,0,0,0,0,0,0,28.61,123.290000,0,0.000000,48.20,85.82,0,271.150000,67.490000,78.33,21.88,2.040000,26.020000,0.000000,0.000000,74.520000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,28.59,260.890000,78.33,0.000000,80.020000

85,21:00-21:15,0,0,0,0,0,0,0,0,0,0,33.1,123.290000,0,0.000000,48.20,99.32,0,271.150000,67.490000,78.33,24.84,2.040000,26.020000,0.000000,0.000000,55.550000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,33.11,247.700000,78.33,0.000000,51.100000

86,21:15-21:30,0,0,0,0,0,0,0,0,0,0,33,123.290000,0,0.000000,48.20,99,0,271.150000,67.490000,78.33,25.01,2.040000,26.020000,0.000000,0.000000,55.550000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,32.99,247.700000,78.33,0.000000,51.100000

87,21:30-21:45,0,0,0,0,0,0,0,0,0,0,32.89,123.290000,0,0.000000,48.20,98.68,0,271.150000,67.490000,81.67,25.2,2.040000,26.020000,0.000000,0.000000,55.550000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,32.89,247.700000,81.67,0.000000,51.100000

88,21:45-22:00,0,0,0,0,0,0,0,0,0,0,32.78,123.290000,0,0.000000,48.20,98.36,0,271.150000,67.490000,81.67,25.34,2.040000,26.020000,0.000000,0.000000,55.550000,25.070000,0,1.610000,96.410000,0,26.020000,1.400000,0.000000,7.01,32.79,221.000000,81.67,0.000000,51.100000

89,22:00-22:15,0,0,0,0,0,0,0,0,0,0,38.01,123.290000,0,0.000000,48.20,114.04,0,271.150000,67.490000,81.67,32.8,2.040000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,38.01,175.690000,81.67,0.000000,51.100000

90,22:15-22:30,0,0,0,0,0,0,0,0,0,0,37.9,123.290000,0,0.000000,48.20,113.71,0,271.150000,67.490000,81.67,32.62,2.040000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.92,175.690000,81.67,0.000000,51.100000

91,22:30-22:45,0,0,0,0,0,0,0,0,0,0,37.8,123.290000,0,0.000000,48.20,113.39,0,271.150000,67.490000,81.67,36.01,2.040000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.8,175.690000,81.67,0.000000,51.100000

92,22:45-23:00,0,0,0,0,0,0,0,0,0,0,37.69,123.290000,0,0.000000,48.20,113.07,0,271.150000,67.490000,81.67,35.92,2.040000,26.020000,57.410000,0.000000,55.550000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.7,175.690000,81.67,0.000000,51.100000

93,23:00-23:15,0,0,0,0,0,0,0,0,0,0,37.77,123.290000,0,0.000000,48.20,113.31,0,271.150000,67.490000,81.67,35.84,2.000000,26.020000,57.410000,0.000000,31.290000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.78,175.690000,81.67,0.000000,51.100000

94,23:15-23:30,0,0,0,0,0,0,0,0,0,0,37.93,123.290000,0,0.000000,48.20,113.79,0,271.150000,67.490000,81.67,35.68,2.000000,26.020000,57.410000,0.000000,31.290000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.94,155.980000,81.67,0.000000,51.100000

95,23:30-23:45,0,0,0,0,0,0,0,0,0,0,37.7,123.290000,0,0.000000,48.20,113.1,0,231.380000,71.730000,81.67,35.51,2.000000,26.020000,57.410000,0.000000,31.290000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.69,133.290000,81.67,0.000000,51.100000

96,23:45-24:00,0,0,0,0,0,0,0,0,0,0,37.4,123.290000,0,0.000000,48.20,112.21,0,231.380000,71.730000,81.67,35.25,2.000000,26.020000,57.410000,0.000000,31.290000,24.100000,0,1.530000,96.410000,0,26.020000,1.320000,0.000000,7.01,37.42,133.290000,81.67,0.000000,51.100000

