Block,Time Block,TALA,SASAN,TANDA2,SIMHST1,SINGRAULI_HYDRO,RSTPSU1TO6,SIMHST2,RSTPSU7,TALST2,SEWA2,SINGRAULI,SALAL,TANAKPUR,RIHAND3,DADRI_CRF,ANTA_GF,AURY_CRF,AURY_RF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_RF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_LF,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,CHAMERA1,JHAJJAR,BSIUL,CHAMERA3,BRBCL,CHAMERA2,DHAULIGNGA,FSTPP I & II,DULHASTI,DADRT2,KGSU1AND2,KHSTPP-I,KGSU3AND4,KUDGI,MAPS,KHSTPP-II,KOTESHWR,KKNP,KKNPPU2,KISHANGANGA,KOLDAM,PARBATI3,RAPPB,RIHAND2,NLCEXP,NLCIIST1,RIHAND1,NLCIIST2,NJPC,RAMPUR,NLCTS2EXP,RAPPC,NNTPP,NAPP,NTPL,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
7,01:30-01:45,9.34,379.14,1.96,0,0,0,0,0,0,11.15,112.51,80.57,2.96,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,19.31,0,30.6,40.92,65.21,14.92,0,0,13.53,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,582.31,0,23.24,0,0,0,142.8,37.21,0,0,2.77,5.15,20.3,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

8,01:45-02:00,9.34,379.14,1.14,0,0,0,0,0,0,11.15,112.51,80.57,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,19.31,0,30.6,40.92,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,582.31,0,25.72,0,0,0,142.8,37.21,0,0,2.77,5.15,20.3,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

9,02:00-02:15,9.48,379.14,0,0,0,0,0,0,0,11.15,112.51,80.57,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,582.31,0,26.89,0,0,0,142.8,37.21,0,0,2.77,5.15,20.3,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

10,02:15-02:30,9.48,379.14,0,0,0,0,0,0,0,11.15,112.51,80.57,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,582.31,0,26.89,0,0,0,142.8,37.21,0,0,2.77,5.15,29.77,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

11,02:30-02:45,9.48,379.14,0,0,0,0,0,0,0,11.15,112.51,80.57,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,582.31,0,28.06,0,0,0,142.8,37.21,0,0,2.77,5.15,33.84,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

12,02:45-03:00,9.48,379.14,0,0,0,0,0,0,0,11.15,112.51,80.57,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.19,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,582.31,0,29.22,0,0,0,142.8,37.21,0,0,2.77,5.15,33.84,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

13,03:00-03:15,9.63,379.14,0,0,0,0,0,0,0,0,112.51,73.84,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,19.31,0,30.6,40.92,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,560.54,0,30.4,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

14,03:15-03:30,9.63,379.14,0,0,0,0,0,0,0,0,112.51,73.84,9.13,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,19.31,0,30.6,40.92,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,536.47,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

15,03:30-03:45,10.33,379.14,0,0,0,0,0,0,0,0,112.51,73.84,10.36,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,511.43,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

16,03:45-04:00,10.19,379.14,0,0,0,0,0,0,0,0,112.51,73.84,10.36,122.87,0,0,0,0,0,0,0,0,0,0,0,0,24.89,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,493.14,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

17,04:00-04:15,10.19,379.14,0,0,0,0,0,0,0,0,112.51,73.84,12.33,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,476.77,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

18,04:15-04:30,10.19,379.14,0,0,0,0,0,0,0,0,112.51,73.84,12.33,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,35.08,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,463.29,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

19,04:30-04:45,10.19,379.14,0,0,0,0,0,0,0,0,112.51,73.84,12.33,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,40.92,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,447.88,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

20,04:45-05:00,10.05,379.14,0,0,0,0,0,0,0,0,112.51,73.84,12.33,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,40.92,65.21,14.92,0,0,0,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,433.44,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

21,05:00-05:15,9.76,379.14,0,0,0,0,0,0,0,0,112.51,73.84,12.33,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,35.08,65.21,14.92,0,0,13.53,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,416.11,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

22,05:15-05:30,9.48,379.14,0,0,0,0,0,0,0,0,112.51,73.84,12.33,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,35.08,65.21,14.92,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,399.74,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

23,05:30-05:45,9.06,379.14,0,0,0,0,0,0,0,0,112.51,73.84,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,35.08,65.21,14.92,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,383.37,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

24,05:45-06:00,8.93,379.14,0,0,0,0,0,0,0,0,112.51,73.84,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,19.31,0,30.6,35.08,65.21,14.92,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,380.48,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

25,06:00-06:15,9.06,379.14,0,0,0,0,0,0,0,0,112.51,73.84,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,19.31,0,30.6,40.92,65.21,14.92,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,447.02,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

26,06:15-06:30,9.06,379.14,0,0,0,0,0,0,0,0,112.51,73.84,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,19.31,0,30.316,40.92,65.21,14.92,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,444.11,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

27,06:30-06:45,9.76,379.14,0,0,0,0,0,0,0,0,112.51,70.49,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,19.31,0,30.6,35.08,65.21,14.92,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,396.85,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

28,06:45-07:00,9.48,379.14,0,0,0,0,0,0,0,0,112.51,70.49,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.89,0,30.6,35.08,65.21,11.79,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,11.27,34.89,363.34,0,30.98,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

29,07:00-07:15,9.34,379.14,0,0,0,0,0,0,0,0,112.51,70.49,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,23.48,14.89,0,26.02,35.08,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,11.13,34.89,363.34,0,25.07,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

30,07:15-07:30,9.48,379.14,0,0,0,0,0,0,0,0,112.51,70.49,11.1,122.87,0,0,0,0,0,0,0,0,0,0,0,0,23.48,14.89,0,23.26,35.08,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,11.13,34.89,363.34,0,25.07,0,0,0,142.8,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

31,07:30-07:45,9.48,379.14,0,0,0,0,0,0,0,0,112.51,70.49,12.46,122.87,0,0,0,0,0,0,0,0,0,0,0,0,23.48,14.89,0,23.26,40.92,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,10.69,34.89,363.34,0,19.81,0,0,0,100.81,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

32,07:45-08:00,9.48,379.14,0,0,0,0,0,0,0,0,112.51,70.49,12.46,122.87,0,0,0,0,0,0,0,0,0,0,0,0,23.48,14.89,0,23.26,40.92,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

33,08:00-08:15,9.48,379.14,0,0,0,0,0,0,0,16.73,103.64,68.25,12.46,122.87,0,0,0,0,0,0,0,0,0,0,0,0,23.48,14.89,0,23.26,35.08,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,104.47,0,0,66.06,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

34,08:15-08:30,9.48,379.14,0,0,0,0,0,0,0,16.73,103.64,68.25,12.46,122.87,0,0,0,0,0,0,0,0,0,0,0,0,23.48,14.89,0,23.26,35.08,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

35,08:30-08:45,9.48,379.14,0,0,0,0,0,0,0,16.73,76.9,68.25,12.46,122.87,0,0,0,0,0,0,0,0,0,0,0,0,22.77,14.89,0,23.26,35.08,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

36,08:45-09:00,9.48,379.14,0,0,0,0,0,0,0,16.73,76.9,68.25,12.46,122.87,0,0,0,0,0,0,0,0,0,0,0,0,22.77,14.89,0,23.26,35.08,65.21,11.79,0,0,27.06,110.83,6.28,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

37,09:00-09:15,9.48,379.14,0,0,0,0,0,0,0,16.73,87.11,68.25,11.34,122.87,0,0,0,0,0,0,0,0,0,0,0,0,19.91,14.89,0,23.26,35.08,64.03,11.79,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

38,09:15-09:30,9.48,379.14,0,0,0,0,0,0,0,16.73,88.45,68.25,11.34,122.87,0,0,0,0,0,0,0,0,0,0,0,0,19.91,14.89,0,23.26,35.08,63.83,11.79,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

39,09:30-09:45,9.48,379.14,0,0,0,0,0,0,0,16.73,88.45,68.25,11.34,122.87,0,0,0,0,0,0,0,0,0,0,0,0,19.91,14.89,0,23.26,35.08,48.28,11.79,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

40,09:45-10:00,9.48,379.14,0,0,0,0,0,0,0,16.73,88.45,68.25,11.34,122.87,0,0,0,0,0,0,0,0,0,0,0,0,19.91,14.89,0,23.26,35.08,48.28,11.79,0,0,27.06,110.83,12.56,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,27.9,0,0,2.77,5.15,0,0,95.86,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

41,10:00-10:15,12.57,379.14,0,0,0,0,0,0,0,16.73,85.78,68.25,11.34,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,14.89,0,23.26,35.61,32.19,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

42,10:15-10:30,12.57,379.14,0,0,0,0,0,0,0,16.73,85.78,68.25,11.34,122.87,0,0,0,0,0,0,0,0,0,0,0,0,34.71,14.89,0,23.26,35.61,16.09,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,117.19,0,0,79.26,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

43,10:30-10:45,12.57,379.14,0,0,0,0,0,0,0,16.73,76.18,68.25,12.46,93.58,0,0,0,0,0,0,0,0,0,0,0,0,34.71,14.89,0,23.26,35.61,16.09,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,91.15,0,0,56.39,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

44,10:45-11:00,12.43,379.14,0,0,0,0,0,0,0,16.73,76.18,68.25,12.46,81.15,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.89,0,23.26,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,80.3,0,0,55.02,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

45,11:00-11:15,12.43,379.14,0,0,0,0,0,0,0,16.73,76.18,68.25,12.46,81.15,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.89,0,23.26,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,80.3,0,0,55.02,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

46,11:15-11:30,12.43,379.14,0,0,0,0,0,0,0,16.73,76.18,68.25,11.34,81.15,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.89,0,23.26,34.02,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,80.3,0,0,55.02,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

47,11:30-11:45,11.98,379.14,0,0,0,0,0,0,0,16.73,76.18,64.89,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.89,0,23.26,34.02,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.05,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,79.76,0,0,55.02,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

48,11:45-12:00,11.98,379.14,0,0,0,0,0,0,0,16.73,76.18,64.89,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,25.61,14.89,0,23.26,34.02,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,16.87,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,79.76,0,0,55.02,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

49,12:00-12:15,11.98,344.3765,0,0,0.6,0,0,0,0,16.73,76.42,64.89,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,28.46,14.4,0,23.15,42.52,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,79.76,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

50,12:15-12:30,11.98,311.9065,0,0,0.6,0,0,0,0,16.73,76.42,64.89,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,28.46,14.4,0,23.15,42.52,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,79.76,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

51,12:30-12:45,11.55,296.8265,0,0,0.6,0,0,0,0,16.73,76.42,40.28,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.08,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,79.33,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

52,12:45-13:00,11.55,296.8265,0,0,0.6,0,0,0,0,16.73,76.42,40.28,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.08,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,79.33,0,0,55.7,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

53,13:00-13:15,11.55,296.8265,0,0,0.6,0,0,0,0,16.73,76.42,40.28,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.08,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,12.29,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

54,13:15-13:30,11.55,296.8265,0,0,0.6,0,0,0,0,16.73,76.42,40.28,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.08,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,12.29,0,0,0,78.54,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

55,13:30-13:45,11.55,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,44.76,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,16.09,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

56,13:45-14:00,11.55,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,44.76,11.34,98.18,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,6.91,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.72,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

57,14:00-14:15,11.69,296.8265,0,0,0.49,0,0,0,0,16.73,76.42,49.23,11.34,67.58,0,0,0,0,0,0,0,0,0,0,0,0,24.19,14.4,0,23.15,35.61,0,11.79,0,0,27.06,110.83,0,30.89,14.44,42.58,38.9,6.65,34.89,363.34,0,14.46,0,0,0,97.73,18.6,0,0,2.77,5.15,0,0,80.3,0,0,57.32,0,0,0,0,58.14,0,43.66,0,0,0,0,0,0

