Block,Time Block,SINGRAULI_HYDRO,TALA,SINGRAULI,DADRT2,KHSTPP-II,KISHANGANGA,JHAJJAR,KHSTPP-I,KKNP,DHAULIGNGA,FSTPP I & II,DULHASTI,KGSU1AND2,KGSU3AND4,RAPPD,SASAN,SIMHST2,SIMHST1,RSTPSU1TO6,RAPPC,RSTPSU7,SALAL,SEWA2,RIHAND3,RIHAND1,RAPPB,RIHAND2,NLCIIST1,NJPC,NLCIIST2,NLCTS2EXP,NNTPP,NTPL,PARBATI3,PARBATI2,RAMPUR,NLCEXP,KUDGI,NAPP,MAPS,CHAMERA3,BSIUL,CHAMERA2,BRBCL,CHAMERA1,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,KOTESHWR,KOLDAM,KKNPPU2,TEHRIPSP,TEHRI,TelanganaSTPP,TANDA2,ANTA_CRF,URI2,UNCHAHAR3,UNCHAHAR2,URI,UNCHAHAR1,UNCHAHAR4,VALLURNTECL,TALST2,TANAKPUR,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
12,02:45-03:00,0.92,17.61,143.31,110.71,95.05,6.78,272.19,43.9,0,40.82,20,53.24,0,0,0,324.47,0,0,0,62.89,0,69.27,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,32.87,0,5.48,0,0,23.67,0,32.63,6.27,45.3,12.98,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,0,57.22,0,2.93,0,37.47,20,32.47,36.08,15.37,1.7,0,0,10.72,0,0,0,0,0

13,03:00-03:15,0.92,24.76,143.31,210.83,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,32.87,0,5.48,0,0,23.67,0,32.63,12.54,45.3,15.47,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,9.6,0,0,0,0,0

14,03:15-03:30,0.92,24.76,143.31,245.38,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,32.87,0,5.48,0,0,23.67,0,32.63,12.54,45.3,16.47,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,9.6,0,0,0,0,0

15,03:30-03:45,0.92,24.76,143.31,306.97,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,11.75,125.79,45.21,0,120.43,0,169,0,0,0,0,32.87,0,5.48,0,0,23.67,0,32.63,12.54,45.3,15.92,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,2.22,0,0,9.6,0,0,0,0,0

16,03:45-04:00,0.92,24.76,143.31,306.97,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,32.87,0,5.48,0,0,23.67,0,32.63,12.54,45.3,14.47,40.52,0,0,0,0,0,0,0,0,0,0,0,39,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,2.22,0,0,9.6,0,0,0,0,0

17,04:00-04:15,0.92,24.76,143.31,258.9,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,14.75,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,2.22,0,0,9.97,0,0,0,0,0

18,04:15-04:30,0.92,24.76,143.31,210.83,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,15.23,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,2.22,0,0,9.97,0,0,0,0,0

19,04:30-04:45,0.92,27.73,143.31,162.76,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,16.3,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,9.97,0,0,0,0,0

20,04:45-05:00,0.92,27.48,143.31,162.76,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,20.7,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,10.83,0,0,0,0,0

21,05:00-05:15,0.92,27.42,143.31,93.05,95.05,6.78,277.96,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.05,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,10.83,0,0,0,0,0

22,05:15-05:30,0.92,27.16,143.31,84.75,95.05,6.78,333.72,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,35.74,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.92,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,10.83,0,0,0,0,0

23,05:30-05:45,0.92,27.11,143.31,110.71,95.05,6.78,391.41,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,23.53,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,10.83,0,0,0,0,0

24,05:45-06:00,0.92,27.11,143.31,148.35,95.05,6.78,410.63,43.98,0,40.82,20,53.24,0,0,22.49,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.17,40.52,0,0,0,0,0,0,0,0,0,0,0,29.26,8.29,0,0,57.22,0,2.93,0,26.98,25.96,41.93,36.08,20.41,1.7,0,0,11.45,0,0,0,0,0

25,06:00-06:15,0.89,26.57,143.31,148.35,95.05,6.78,404.86,43.98,0,40.82,20,53.24,0,0,23.84,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.24,40.52,0,0,0,0,0,0,0,0,0,0,0,19.72,8.29,0,0,57.22,0,2.93,0,26.98,20,32.47,36.08,15.37,1.7,0,0,11.45,0,0,0,0,0

26,06:15-06:30,0.89,26.52,143.31,148.35,95.05,6.78,404.86,43.98,0,40.82,20,53.24,0,0,23.84,319.07,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,23.87,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,20,32.47,36.08,15.37,1.7,0,0,11.45,0,0,0,0,0

27,06:30-06:45,0.89,27.42,143.31,148.35,95.05,6.78,404.86,43.98,0,40.82,20,53.24,0,0,23.84,323.58,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,31.45,0,5.48,0,0,23.67,0,32.63,12.54,45.3,23.7,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,20,32.47,36.08,15.37,1.7,0,0,11.45,0,0,0,0,0

28,06:45-07:00,0.89,27.5,143.31,148.35,95.05,6.78,376.02,43.98,0,40.82,20,53.24,0,0,23.84,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,31.45,0,5.48,0,0,23.67,0,32.63,12.54,45.3,17.06,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,20,32.47,36.08,15.37,1.7,0,0,11.45,0,0,0,0,0

29,07:00-07:15,0.89,27.68,143.31,155.79,72.54,6.78,294.19,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,31.45,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.73,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,20,32.47,36.08,15.37,2.22,0,0,11.45,0,0,0,0,0

30,07:15-07:30,0.89,27.64,143.31,84.75,72.54,6.78,250.93,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,31.45,0,5.48,0,0,23.67,0,32.63,12.54,45.3,17.4,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,20,32.47,36.08,15.37,2.22,0,0,11.45,0,0,0,0,0

31,07:30-07:45,0.89,27.93,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,31.45,0,5.48,0,0,23.67,0,32.63,12.54,45.3,15.6,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,14.64,23.79,36.08,11.85,2.22,0,0,11.45,0,0,0,0,0

32,07:45-08:00,0.89,27.9,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,31.45,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.99,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,57.22,0,2.93,0,26.98,16.42,23.79,36.08,11.85,2.22,0,0,11.45,0,0,0,0,0

33,08:00-08:15,0.87,27.99,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.72,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,42.92,0,4.4,0,37.47,16.42,30.23,36.08,11.85,2.22,0,0,11.45,0,0,0,0,0

34,08:15-08:30,0.87,27.99,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,21.36,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,28.61,0,4.4,0,37.47,16.42,30.23,36.08,12.5,2.22,0,0,11.45,0,0,0,0,0

35,08:30-08:45,0.87,28.18,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.74,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,14.31,0,4.4,0,37.47,16.42,30.23,33.97,12.5,2.22,0,0,11.45,0,0,0,0,0

36,08:45-09:00,0.87,27.99,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,324.47,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,20.06,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,37.47,16.42,30.23,33.97,12.5,2.22,0,0,11.45,0,0,0,0,0

37,09:00-09:15,0.87,28.02,143.31,8.13,72.54,6.78,228.81,34.25,0,40.82,15.54,53.24,0,0,0,329.88,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.81,40.52,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,16.42,30.23,33.97,12.53,2.22,0,0,11.45,0,0,0,0,0

38,09:15-09:30,0.87,28.06,143.31,8.13,95.05,6.78,228.81,43.98,0,40.82,15.54,53.24,0,0,0,329.88,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.81,27.02,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,16.42,30.23,33.97,12.53,2.22,0,0,11.45,0,0,0,0,0

39,09:30-09:45,0.87,28.02,143.31,8.13,95.05,6.78,228.81,43.98,0,40.82,14.08,53.24,0,0,0,329.88,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.37,13.51,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,16.42,30.23,50.34,13.05,2.22,0,0,11.45,0,0,0,0,0

40,09:45-10:00,0.87,28.06,143.31,8.13,95.05,6.78,228.81,43.98,0,40.82,14.08,53.24,0,0,0,329.88,0,0,0,62.89,0,64.24,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.81,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,16.42,30.23,50.34,13.05,2.22,0,0,11.45,0,0,0,0,0

41,10:00-10:15,0.87,28.92,143.31,8.13,95.05,6.78,228.81,43.98,0,40.82,14.08,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.68,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,16.42,30.23,50.34,13.05,2.22,0,0,11.45,0,0,0,0,0

42,10:15-10:30,0.87,28.92,143.31,8.13,95.05,6.78,228.81,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.17,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,16.42,30.23,29.72,13.05,2.22,0,0,11.45,0,0,0,0,0

43,10:30-10:45,0.87,28.63,143.31,8.13,95.05,6.78,233.19,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,15.5,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,21.44,34.47,29.72,16.28,2.22,0,0,11.45,0,0,0,0,0

44,10:45-11:00,0.87,28.63,143.31,8.13,95.05,6.78,233.19,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,15.96,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,21.44,34.47,29.72,16.28,2.22,0,0,11.45,0,0,0,0,0

45,11:00-11:15,0.87,28.66,143.31,8.13,95.05,6.78,237.73,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,15.32,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,21.84,35.28,29.72,16.54,2.43,0,0,11.45,0,0,0,0,0

46,11:15-11:30,0.87,28.7,143.31,8.13,95.05,6.78,237.73,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,15.1,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,21.84,35.28,29.72,16.54,2.43,0,0,11.45,0,0,0,0,0

47,11:30-11:45,0.87,28.7,143.31,8.13,95.05,6.78,237.73,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,30.01,0,5.48,0,0,23.67,0,32.63,18.8,45.3,16.78,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,21.84,35.28,29.72,16.54,2.43,0,0,11.45,0,0,0,0,0

48,11:45-12:00,0.87,28.66,143.31,8.13,95.05,6.78,237.73,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,18.15,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,4.4,0,23.98,21.84,35.28,50.34,16.54,2.43,0,0,11.45,0,0,0,0,0

49,12:00-12:15,0.87,28.7,143.31,8.13,95.05,6.78,240.95,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,22.64,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,37.47,21.84,35.28,50.34,16.54,2.43,0,0,11.45,0,0,0,0,0

50,12:15-12:30,0.87,28.7,143.31,8.13,95.05,6.78,240.95,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,19.19,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,37.47,21.84,35.28,50.34,16.54,2.43,0,0,11.45,0,0,0,0,0

51,12:30-12:45,0.87,28.7,143.31,8.13,95.05,6.78,240.95,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,18.62,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,21.84,35.28,33.97,16.54,2.43,0,0,11.45,0,0,0,0,0

52,12:45-13:00,0.87,28.7,143.31,8.13,95.05,6.78,240.95,43.98,0,40.82,16.84,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,18.8,45.3,19.38,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,21.84,35.28,33.97,16.54,2.43,0,0,11.45,0,0,0,0,0

53,13:00-13:15,0.87,28.7,143.31,8.13,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,19.22,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,21.84,35.28,33.97,16.54,2.43,0,0,11.45,0,0,0,0,0

54,13:15-13:30,0.87,28.7,143.31,8.13,95.05,6.78,240.95,43.98,0,40.82,20,53.24,0,0,0,329.88,0,0,0,62.89,0,65.91,0,125.79,45.21,0,120.43,0,169,0,0,0,0,21.44,0,5.48,0,0,23.67,0,32.63,12.54,45.3,18.68,0,0,0,0,0,0,0,0,0,0,0,0,9.75,8.29,0,0,0,0,5.34,0,26.98,21.84,35.28,33.97,16.54,2.43,0,0,11.45,0,0,0,0,0

