Time,Block,NR/2024/18691/A/7192,NR/2024/18388/A/6904,NER/2024/2023/A/7154,NR/2024/18739/C,WR/2024/21710/A/7198,WR/2024/21675/A/7158,SR/2024/12108/C,WR/2024/21740/A/7196,Total
25,06:00-06:15,162.260000,0.530000,25.000000,0,0.000000,0.000000,0.00,50.000000,237.79

26,06:15-06:30,162.260000,0.530000,25.000000,0,0.000000,0.000000,0.00,50.000000,237.79

27,06:30-06:45,162.260000,0.530000,25.000000,0,0.000000,0.000000,0.00,50.000000,237.79

28,06:45-07:00,162.260000,0.530000,25.000000,0.14,0.000000,0.000000,0.00,50.000000,237.93

29,07:00-07:15,162.260000,0.580000,25.000000,0.44,0.000000,0.000000,0.00,50.000000,238.28

30,07:15-07:30,162.260000,0.580000,25.000000,0.8,0.000000,0.000000,0.00,50.000000,238.64

31,07:30-07:45,162.260000,0.580000,25.000000,1.32,0.000000,0.000000,0.00,50.000000,239.16

32,07:45:08:00,162.260000,0.580000,25.000000,1.81,0.000000,0.000000,0.00,50.000000,239.65

33,08:00-08:15,162.260000,0.970000,25.000000,2.4,0.000000,0.000000,0.00,50.000000,240.63

34,08:15-08:30,162.260000,0.970000,25.000000,3,0.000000,0.000000,0.00,50.000000,241.23

35,08:30-08:45,162.260000,0.970000,25.000000,3.69,0.000000,0.000000,0.00,50.000000,241.92

36,08:45:09:00,162.260000,0.970000,25.000000,4.31,0.000000,0.000000,0.00,50.000000,242.54

37,09:00:09:15,162.260000,0.970000,25.000000,4.95,0.000000,0.000000,0.00,50.000000,243.18

38,09:15-09:30,162.260000,0.970000,25.000000,5.55,0.000000,0.000000,0.00,50.000000,243.78

39,09:30-09:45,162.260000,0.970000,25.000000,6.12,0.000000,0.000000,0.00,50.000000,244.35

40,09:45-10:00,162.260000,0.970000,25.000000,6.59,0.000000,0.000000,0.00,50.000000,244.82

41,10:00-10:15,162.260000,0.970000,25.000000,7.09,0.000000,0.000000,0.00,50.000000,245.32

42,10:15-10:30,162.260000,0.970000,25.000000,7.42,0.000000,0.000000,0.00,50.000000,245.65

43,10:30-10:45,162.260000,0.970000,25.000000,7.7,0.000000,0.000000,0.00,50.000000,245.93

44,10:45-11:00,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

45,11:00-11:15,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

46,11:15-11:30,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

47,11:30-11:45,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

48,11:45-12:00,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

49,12:00-12:15,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

50,12:15-12:30,162.260000,0.970000,25.000000,7.73,0.000000,0.000000,0.00,50.000000,245.96

51,12:30-12:45,162.260000,0.970000,25.000000,8.31,0.000000,0.000000,0.00,50.000000,246.54

52,12:45-13:00,162.260000,0.970000,25.000000,8.77,0.000000,0.000000,0.00,50.000000,247

53,13:00-13:15,162.260000,0.970000,25.000000,8.86,0.000000,0.000000,0.00,50.000000,247.09

54,13:15-13:30,162.260000,0.970000,25.000000,8.86,0.000000,0.000000,0.00,50.000000,247.09

55,13:30-13:45,162.260000,0.970000,25.000000,8.94,0.000000,0.000000,0.00,50.000000,247.17

56,13:45-14:00,162.260000,0.970000,25.000000,8.94,0.000000,0.000000,0.00,50.000000,247.17

57,14:00-14:15,162.260000,0.970000,25.000000,8.94,0.000000,0.000000,0.00,50.000000,247.17

58,14:15-14:30,162.260000,0.970000,25.000000,8.94,0.000000,0.000000,0.00,50.000000,247.17

59,14:30-14:45,162.260000,0.970000,25.000000,8.94,0.000000,0.000000,0.00,50.000000,247.17

60,14:45-15:00,162.260000,0.970000,25.000000,8.94,0.000000,0.000000,0.00,50.000000,247.17

61,15:00-15:15,162.260000,0.770000,25.000000,7.19,0.000000,0.000000,0.00,50.000000,245.22

62,15:15-15:30,162.260000,0.770000,25.000000,6.65,0.000000,0.000000,0.00,50.000000,244.68

63,15:30-15:45,162.260000,0.770000,25.000000,5.82,0.000000,0.000000,0.00,50.000000,243.85

64,15:45-16:00,162.260000,0.770000,25.000000,5.18,0.000000,0.000000,0.00,50.000000,243.21

65,16:00-16:15,162.260000,0.530000,25.000000,4.91,0.000000,0.000000,0.00,50.000000,242.7

66,16:15-16:30,162.260000,0.530000,25.000000,4.84,0.000000,0.000000,0.00,50.000000,242.63

67,16:30-16:45,162.260000,0.530000,25.000000,3.35,0.000000,0.000000,0.00,50.000000,241.14

68,16:45-17:00,162.260000,0.530000,25.000000,2.81,0.000000,0.000000,0.00,50.000000,240.6

69,17:00-17:15,162.260000,0.530000,25.000000,2.18,0.000000,0.000000,0.00,50.000000,239.97

70,17:15-17:30,162.260000,0.530000,25.000000,1.51,0.000000,0.000000,0.00,50.000000,239.3

71,17:30-17:45,162.260000,0.530000,25.000000,0.98,0.000000,0.000000,0.00,50.000000,238.77

72,17:45-18:00,162.260000,0.530000,25.000000,0.6,0.000000,0.000000,0.00,50.000000,238.39

73,18:00-18:15,81.610000,0.530000,25.000000,0.3,25.000000,57.760000,0.00,50.000000,240.2

74,18:15-18:30,81.610000,0.530000,25.000000,0,25.000000,57.760000,0.00,50.000000,239.9

75,18:30-18:45,81.610000,0.530000,25.000000,0,25.000000,57.760000,0.00,50.000000,239.9

76,18:45-19:00,81.610000,0.530000,25.000000,0,25.000000,57.760000,0.00,50.000000,239.9

77,19:00-19:15,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

78,19:15-19:30,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

79,19:30-19:45,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

80,19:45-20:00,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

81,20:00-20:15,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

82,20:15-20:30,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

83,20:30-20:45,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

84,20:45-21:00,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

85,21:00-21:15,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

86,21:15-21:30,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

87,21:30-21:45,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

88,21:45-22:00,81.610000,0.630000,25.000000,0,25.000000,57.760000,0.00,50.000000,240

89,22:00-22:15,0.000000,0.530000,25.000000,0,0.000000,57.760000,0.00,50.000000,133.29

90,22:15-22:30,0.000000,0.530000,25.000000,0,0.000000,57.760000,0.00,50.000000,133.29

91,22:30-22:45,0.000000,0.530000,25.000000,0,0.000000,57.760000,0.00,50.000000,133.29

92,22:45-23:00,0.000000,0.530000,25.000000,0,0.000000,57.760000,0.00,50.000000,133.29

93,23:00-23:15,0.000000,0.480000,25.000000,0,0.000000,0.000000,0.00,50.000000,75.48

94,23:15-23:30,0.000000,0.480000,25.000000,0,0.000000,0.000000,0.00,50.000000,75.48

95,23:30-23:45,0.000000,0.480000,25.000000,0,0.000000,0.000000,0.00,50.000000,75.48

96,23:45-24:00,0.000000,0.480000,25.000000,0,0.000000,0.000000,0.00,50.000000,75.48

