Block,Time,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/31032046/L_NR_2020_05,NR/01102023/31102037/L_NR_2019_11,WR/01102023/29112042/RUMS(L_NR_2019_06),L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/19072037/LT-05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59
89,22:00-22:15,23.46,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,23.46,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.000000,101.230000,208.760000,3.260000,74.110000,2.960000

90,22:15-22:30,21.48,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,30.930000,0,21.48,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.000000,101.230000,208.760000,3.260000,74.110000,2.960000

91,22:30-22:45,19.63,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,2.110000,0,19.63,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.000000,101.230000,208.760000,3.260000,74.110000,2.960000

92,22:45-23:00,18.56,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,2.110000,0,18.56,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,29.000000,101.230000,208.760000,3.260000,74.110000,2.960000

93,23:00-23:15,18.01,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,2.110000,0,18.01,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,28.030000,101.230000,208.760000,3.260000,74.110000,2.960000

94,23:15-23:30,17.31,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,2.110000,0,17.31,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,28.030000,101.230000,208.760000,3.260000,74.110000,2.960000

95,23:30-23:45,17.06,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,2.110000,0,17.06,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,28.030000,101.230000,208.760000,3.260000,74.110000,2.960000

96,23:45-24:00,15.9,6.66,20,2.840000,0,0,6.67,0,0,7,0,0.000000,2.110000,0,15.9,0,0,0,118.300000,0,0.000000,30.930000,132.600000,0,0,7.21,0.000000,0.000000,28.030000,101.230000,208.760000,3.260000,74.110000,2.960000

