Block,Time,KISHANGANGA,MAPS,NLCIIST1,NLCIIST2,RAPPD,SINGRAULI,TALA,UNCHAHAR4,AURY_LF,DADRI_GF,FSTPP I & II,JHAJJAR,KGSU3AND4,RAPPB,RSTPSU1TO6,RSTPSU7,SIMHST1,UNCHAHAR3,VALLURNTECL,DADRI_RF,DADRT2,DULHASTI,KHSTPP-I,KOLDAM,NLCEXP,PARBATI3,RIHAND3,SIMHST2,ANTA_CRF,DADRI_LF,KKNPPU2,NLCTS2EXP,RAPPC,TANAKPUR,TANDA2,TEHRI,URI,AURY_GF,BRBCL,CHAMERA3,NTPL,RIHAND1,SEWA2,TEHRIPSP,TelanganaSTPP,AURY_CRF,AURY_RF,KGSU1AND2,KOTESHWR,KUDGI,NJPC,TALST2,UNCHAHAR1,ANTA_GF,ANTA_LF,DADRI_CRF,BSIUL,CHAMERA1,DHAULIGNGA,NAPP,NNTPP,PARBATI2,RIHAND2,SALAL,SASAN,UNCHAHAR2,URI2,CHAMERA2,KHSTPP-II,KKNP,RAMPUR,SINGRAULI_HYDRO,ANTA_RF
6,01:15-01:30,6.96,0,0,0,24.33,98.76,20.74,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,30.43,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.34

7,01:30-01:45,6.96,0,0,0,24.33,98.76,20.74,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,30.43,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.34

8,01:45-02:00,6.96,0,0,0,24.33,98.76,20.74,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,30.43,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.34

9,02:00-02:15,6.96,0,0,0,24.33,98.76,20.45,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.59

10,02:15-02:30,6.96,0,0,0,24.33,98.76,20.45,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.59

11,02:30-02:45,6.96,0,0,0,24.33,98.76,20.45,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

12,02:45-03:00,6.96,0,0,0,24.33,98.76,20.45,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,13.06,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

13,03:00-03:15,6.96,0,0,0,24.33,98.76,20.45,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.59

14,03:15-03:30,6.96,0,0,0,24.33,98.76,20.45,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.59

15,03:30-03:45,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

16,03:45-04:00,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

17,04:00-04:15,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.85

18,04:15-04:30,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.85

19,04:30-04:45,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.85

20,04:45-05:00,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.85

21,05:00-05:15,6.96,0,0,0,24.33,98.76,20.01,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.85

22,05:15-05:30,6.96,0,0,0,24.33,98.76,19.78,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,37.42,0,98.87,0,5.7,0,52.85

23,05:30-05:45,6.96,0,0,0,24.33,98.76,19.56,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,45.27,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.85

24,05:45-06:00,6.96,0,0,0,24.33,98.76,19.21,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,45.27,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,20.29,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.85

25,06:00-06:15,6.96,0,0,0,24.33,98.76,19.06,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

26,06:15-06:30,6.96,0,0,0,24.33,98.76,19,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,68.47,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

27,06:30-06:45,6.96,0,0,0,24.33,98.76,19,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,51.35,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

28,06:45-07:00,6.96,0,0,0,24.33,98.76,19.13,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,51.35,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

29,07:00-07:15,6.96,0,0,0,24.33,98.76,19.27,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,34.23,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

30,07:15-07:30,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

31,07:30-07:45,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

32,07:45-08:00,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,105.39,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,410.62,45,31.17,0,98.87,0,5.7,0,52.59

33,08:00-08:15,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,52.09

34,08:15-08:30,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,52.09

35,08:30-08:45,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,52.09

36,08:45-09:00,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,44.16,0,24.99,0,0,98.32,18.34,0,0,0,80.91,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,52.09

37,09:00-09:15,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,45.82,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,51.59

38,09:15-09:30,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,45.82,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,51.59

39,09:30-09:45,6.96,0,0,0,24.33,98.76,19.72,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,45.82,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,51.59

40,09:45-10:00,6.96,0,0,0,24.33,98.76,19.72,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,45.82,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,51.59

41,10:00-10:15,6.96,0,0,0,24.33,98.76,19.72,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.82

42,10:15-10:30,6.96,0,0,0,24.33,98.76,19.48,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.82

43,10:30-10:45,6.96,0,0,0,24.33,98.76,19.48,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.57

44,10:45-11:00,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.57

45,11:00-11:15,6.96,0,0,0,24.33,98.76,19.42,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,52.99,0,24.99,0,0,98.32,18.34,0,0,0,80.65,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.06

46,11:15-11:30,6.96,0,0,0,24.33,98.76,19.37,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.06

47,11:30-11:45,6.96,0,0,0,24.33,98.76,20.37,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,37.53,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.06

48,11:45-12:00,6.96,0,0,0,24.33,98.76,20.37,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,50.06

49,12:00-12:15,6.96,0,0,0,24.33,98.76,22.8,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,49.81

50,12:15-12:30,6.96,0,0,0,24.33,98.76,22.8,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,49.81

51,12:30-12:45,6.96,0,0,0,24.33,98.76,22.44,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,49.81

52,12:45-13:00,6.96,0,0,0,24.33,98.76,22.46,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,49.81

53,13:00-13:15,6.96,0,0,0,24.33,98.76,22.46,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,80.26,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,49.56

54,13:15-13:30,6.96,0,0,0,24.33,98.76,22.46,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,31.17,0,98.87,0,5.7,0,49.56

55,13:30-13:45,6.96,0,0,0,24.33,98.76,22.46,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.06

56,13:45-14:00,6.96,0,0,0,24.33,98.76,22.46,3.22,0,0,16.68,667.25,0,0,0,0,0,27.69,0,102.75,689.38,55.38,45.53,8.62,0,0,130.84,0,0,0,0,0,65.42,11.91,5.73,0,48.57,0,24.99,0,0,98.32,18.34,0,0,0,79.48,0,10.14,0,175.79,0,21.65,0,0,0,0,42.15,42.46,24.62,0,24.63,125.27,0,418.77,45,32.74,0,98.87,0,5.7,0,49.06

