Block,Time,L_NR_2012_02,L_NR_2012_04,LT-31,L_NR_2020_02,L_NR_2019_11,SH-07,L_NR_2023_04,LT-35,L_NR_2012_07,LT-05,L_NR_2012_01,LT-36,SH-06,LT-59,L_NR_2019_05,L_NR_2019_19,L_NR_2020_06,L_NR_2021_12,L_NR_2021_14,L_NR_2021_16,L_NR_2021_15,L_NR_2021_17,L_NR_2022_10,L_NR_2019_06,L_NR_2022_09,L_NR_2022_08,L_NR_2020_05,L_NR_2021_13,L_NR_2020_07,L_NR_2018_61,L_NR_2019_07,L_NR_2023_07,L_NR_2023_10
18,04:15-04:30,131.270000,272.870000,0.000000,6.350000,7.870000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.800000,0,0,13.33,0,0,0,0,0,40.88,0,40.88,12.55,40,0,13.34,31.07,0,0,0

19,04:30-04:45,131.270000,272.870000,0.000000,6.350000,7.870000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.800000,0,0,13.3,0,0,0,0,0,40.11,0,40.11,11.97,39.89,0,13.29,30.69,0,0,0

20,04:45-05:00,131.270000,272.870000,0.000000,6.350000,7.870000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.800000,0,0,13.67,0,0,0,0,0,39.21,0,39.21,12.33,41,0,13.66,34.08,0,0,0

21,05:00-05:15,131.270000,272.870000,0.000000,6.350000,7.560000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.650000,0,0,13.67,0,0,0,0,0,37.23,0,37.23,12.33,41,0,13.66,33.68,0,0,0

22,05:15-05:30,131.270000,272.870000,0.000000,6.350000,7.560000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.650000,0,0,13.67,0,0,0,0,0,36.23,0,36.23,12.33,41,0,13.66,33.07,0,0,0

23,05:30-05:45,131.270000,272.870000,0.000000,6.350000,7.560000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.650000,0,0,13.67,0,0,0,0,0,35.33,0,35.33,12.33,41,0,13.66,32.07,0,0,0

24,05:45-06:00,131.270000,272.870000,0.000000,6.350000,7.560000,31.050000,31.900000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,7.650000,0,0,13.67,0,0,0,0,0,35.08,0,35.08,12.33,41,0,13.66,30.67,0,0,0

25,06:00-06:15,131.270000,272.870000,0.000000,6.250000,7.410000,31.050000,30.930000,0.000000,0.000000,55.640000,101.630000,0.000000,31.050000,7.490000,3.55,0.41882,13.67,0,0,1,0,0,35.08,0,35.08,12.33,41,0,13.66,33.07,1.24,0,0

26,06:15-06:30,131.270000,272.870000,0.010000,6.250000,7.410000,31.050000,29.920000,0.010000,0.000000,55.640000,101.630000,0.010000,31.050000,7.490000,8.75,3.22394,13.67,0,0,3,0,2,35.08,0,35.08,12.33,41,0,13.66,32.75,2.57,0.53,0.22

27,06:30-06:45,131.270000,272.870000,0.190000,6.250000,7.410000,31.050000,29.920000,0.190000,0.000000,55.640000,101.630000,0.190000,31.050000,7.490000,15.49,6.83748,12,1.42,0.33,5,1,3,32.11,0,32.11,9.67,36,0.28,12,32.35,6.84,2.28,0.98

28,06:45-07:00,131.270000,272.870000,0.610000,6.250000,7.410000,31.050000,29.920000,0.610000,0.000000,55.640000,101.630000,0.620000,31.050000,7.490000,25.45,10.41206,12,7.06,1.63,9,2,5,32.11,15.3,32.11,9.67,36,1.41,12,31.23,12.83,6.7,2.87

29,07:00-07:15,131.270000,272.870000,1.250000,6.250000,7.180000,31.050000,29.920000,1.250000,0.000000,55.640000,101.630000,1.280000,31.050000,7.490000,33,14.66844,12,15.93,3.27,13,4,7,32.11,29.78,32.11,9.67,36,3.19,12,31.07,18.81,13.17,5.65

30,07:15-07:30,131.270000,272.870000,2.020000,6.250000,7.180000,31.050000,30.890000,2.020000,0.000000,55.640000,101.630000,2.080000,31.050000,7.490000,30.15,19.68454,12,27.1,6.53,20,7,10,32.11,30.15,32.11,9.67,36,5.42,12,30.6,25.65,20.91,8.96

31,07:30-07:45,131.270000,272.870000,3.010000,6.250000,7.180000,31.050000,30.890000,3.010000,0.000000,55.640000,101.630000,3.080000,31.050000,7.490000,30.17,25.1292,12,42.52,9.8,23,9,11,32.11,30.17,32.11,9.67,36,8.5,12,30.09,30.16,29.97,12.84

32,07:45:08:00,131.270000,272.870000,4.090000,6.250000,7.180000,31.050000,30.890000,4.090000,0.000000,55.640000,101.630000,4.180000,31.050000,7.490000,30.67,30.18426,12,58.91,17.67,29,13,14,31.65,30.67,31.65,9.78,36,11.78,12,36.13,30.66,40.24,17.24

33,08:00-08:15,131.270000,272.870000,5.240000,6.160000,6.790000,31.050000,31.900000,5.240000,0.000000,53.740000,101.630000,5.380000,31.050000,6.010000,31.83,34.99582,10.56,76.15,20.06,31,15,15,31.84,31.83,31.84,9.58,31.69,15.23,10.57,36.08,31.84,56,24

34,08:15-08:30,131.270000,272.870000,6.420000,6.160000,6.790000,31.050000,30.930000,6.420000,0.000000,53.740000,101.630000,6.580000,31.050000,6.870000,32.17,39.99244,10.87,96.48,25.99,35,18.41,18,32.14,32.17,32.14,10.82,32.62,19.29,10.87,35.95,32.16,67,28

35,08:30-08:45,131.270000,272.870000,7.570000,6.160000,6.790000,31.050000,30.930000,7.570000,0.000000,53.740000,101.630000,7.760000,31.050000,6.010000,32.17,45.26178,11.13,117.81,31.91,39,21.59,20,32.4,32.17,32.4,12.14,33.38,23.56,11.13,35.49,32.16,77,33

36,08:45:09:00,107.010000,272.870000,8.700000,6.160000,6.790000,31.050000,30.930000,8.700000,0.000000,33.290000,101.630000,8.920000,31.050000,6.640000,32.17,50.57982,11.66,104.38,39.31,43,24.55,22,21.89,32.17,21.89,8.55,34.99,20.87,11.67,35.19,32.16,91,39

37,09:00:09:15,103.290000,272.870000,9.760000,6.160000,6.790000,31.050000,31.860000,9.760000,0.000000,33.290000,101.630000,10.000000,31.050000,6.640000,32.33,50.19022,11.85,129.38,44.98,48,24.27,24,22.12,32.33,22.12,8.58,35.54,25.87,11.84,35.23,32.34,105,45

38,09:15-09:30,127.540000,272.870000,10.760000,6.160000,6.790000,31.050000,31.860000,10.760000,0.000000,53.740000,101.630000,11.030000,31.050000,6.640000,32.33,55.86864,12.07,154.38,51.6,56,26.83,28,22.53,32.33,22.53,8.62,36.22,30.87,12.08,35.08,32.34,119,51

39,09:30-09:45,131.270000,272.870000,9.520000,6.160000,6.790000,31.050000,31.860000,9.520000,0.000000,53.740000,101.630000,9.760000,31.050000,6.640000,32.33,61.23538,12.54,175.3,56.85,55,28,28,22.89,32.33,22.89,8.78,37.62,35.06,12.55,35.19,32.34,130,55

40,09:45-10:00,131.270000,272.870000,10.420000,6.160000,6.790000,31.050000,31.860000,10.420000,0.000000,53.740000,101.630000,10.680000,31.050000,6.640000,32.33,66.19304,12.49,187.8,64.22,58,30,29,23.45,32.33,23.45,9.23,37.49,37.56,12.5,35.28,32.34,140,60

41,10:00-10:15,131.270000,272.870000,11.370000,6.060000,6.790000,31.050000,30.850000,11.370000,0.000000,53.740000,101.630000,11.660000,31.050000,6.640000,32.33,68.4722,12.67,200.3,70.12,61,32,31,24.42,32.33,24.42,9.56,38.02,40.06,12.68,35.26,32.34,154,66

42,10:15-10:30,131.270000,272.870000,11.960000,6.060000,6.790000,31.050000,30.850000,11.960000,0.000000,53.740000,101.630000,12.250000,31.050000,6.640000,32.33,71.23836,13.04,212.8,79.63,65,34,33,36.45,32.33,36.45,9.98,39.12,42.56,13.03,34.98,32.34,161,69

43,10:30-10:45,131.270000,272.870000,8.020000,6.060000,6.790000,31.050000,30.850000,8.020000,0.000000,53.740000,101.630000,8.220000,31.050000,6.640000,32.33,52.14796,13.42,221.13,83.46,71,35,35,36.89,32.33,36.89,15.12,40.26,44.23,13.41,41.11,32.34,168,72

44,10:45-11:00,131.270000,272.870000,8.740000,6.060000,6.790000,31.050000,30.850000,8.740000,0.000000,53.740000,101.630000,8.960000,31.050000,6.640000,32.67,54.31998,15.95,216.88,78.07,76,33,38,37.23,32.67,37.23,15.53,47.84,43.37,15.94,41.28,32.66,175,75

45,11:00-11:15,131.270000,272.870000,9.450000,5.970000,6.950000,31.050000,25.810000,9.450000,0.000000,53.740000,101.630000,9.690000,31.050000,6.640000,32.67,55.80046,16.3,216.88,79.76,79,35,39,37.56,32.67,37.56,15.89,48.9,43.37,16.3,41.5,32.66,179,76

46,11:15-11:30,131.270000,272.870000,10.920000,5.970000,6.950000,31.050000,25.810000,10.920000,0.000000,53.740000,101.630000,11.180000,31.050000,6.640000,32.67,56.71602,16.77,216.88,81.27,79,36,39,38.2,32.67,38.2,16.56,50.33,43.37,16.78,41.77,32.66,182,78

47,11:30-11:45,131.270000,272.870000,12.300000,5.700000,6.950000,31.050000,25.810000,12.300000,0.000000,53.740000,101.630000,12.610000,31.050000,6.640000,32.67,57.82638,17.27,216.88,84.02,78,37,39,38.99,32.67,38.99,17.56,51.82,43.37,17.29,41.95,32.66,186,79

48,11:45-12:00,131.270000,272.870000,12.900000,5.700000,6.950000,31.050000,25.810000,12.900000,0.000000,53.740000,101.630000,13.230000,31.050000,6.640000,32.67,56.31668,17.85,216.88,54,78,38,39,39.45,32.67,39.45,18.56,53.55,43.37,17.85,42.15,32.66,186,80

49,12:00-12:15,131.270000,272.870000,13.090000,5.780000,7.180000,31.050000,25.810000,13.090000,0.000000,53.740000,101.630000,13.420000,31.050000,6.790000,32.67,36.27176,18.11,216.88,55.67,84,38,42,41.72,32.67,41.72,19.37,54.34,43.37,18.12,42.74,32.66,186,80

50,12:15-12:30,131.270000,272.870000,13.280000,5.780000,7.180000,31.050000,25.810000,13.280000,0.000000,53.740000,101.630000,13.620000,31.050000,6.790000,32.67,35.07374,18.39,227.97,58.33,88,38,44,42.87,32.67,42.87,20.19,55.17,45.59,18.4,39.49,32.66,179,76

51,12:30-12:45,131.270000,272.870000,10.040000,5.780000,7.180000,31.050000,27.750000,10.040000,0.000000,53.740000,101.630000,10.290000,31.050000,6.790000,32.67,37.39186,17.04,227.97,61,92,25,46,42.77,32.67,42.77,17.45,51.12,45.59,17.05,39.78,32.66,179,76

52,12:45-13:00,131.270000,272.870000,10.420000,5.780000,7.180000,31.050000,27.750000,10.420000,0.000000,53.740000,101.630000,10.680000,31.050000,6.790000,32.67,43.98584,17.33,227.97,65,95,26,48,43.45,32.67,43.45,17.93,52,45.59,17.34,40.15,32.66,179,76

53,13:00-13:15,131.270000,272.870000,10.800000,5.880000,7.710000,29.830000,27.750000,10.800000,0.000000,53.740000,101.630000,11.070000,29.830000,6.870000,32.67,45.1936,17.98,227.97,70,95,27,48,44.12,32.67,44.12,18.03,53.93,45.59,17.97,40.68,32.66,179,76

54,13:15-13:30,131.270000,272.870000,10.990000,5.880000,7.710000,29.830000,27.750000,10.990000,0.000000,53.740000,101.630000,11.270000,29.830000,6.870000,32.67,45.4858,18.36,227.97,76.67,93,28,47,33.37,32.67,33.37,18.15,55.08,45.59,18.36,41.33,32.66,179,76

55,13:30-13:45,131.270000,272.870000,11.180000,5.880000,7.710000,29.830000,27.750000,11.180000,0.000000,53.740000,101.630000,11.460000,29.830000,7.180000,32.67,59.86204,16.27,183.63,83.33,91,24.72,46,33.83,32.67,33.83,18.31,48.8,36.73,16.26,41.75,32.66,179,76

56,13:45-14:00,131.270000,272.870000,11.240000,5.880000,7.710000,29.830000,27.750000,11.240000,0.000000,53.740000,101.630000,11.520000,29.830000,7.180000,32.67,57.35886,16.45,183.63,84.62,89,25.24,44,34.36,32.67,34.36,18.42,49.34,36.73,16.44,34.12,32.66,179,76

57,14:00-14:15,131.270000,272.870000,11.160000,5.880000,8.490000,29.830000,28.720000,11.160000,0.000000,53.740000,101.630000,11.440000,29.830000,7.800000,32.67,49.3331,16.61,183.84,82.7,79,25.22,39,35.07,32.67,35.07,16.22,49.84,36.77,16.62,35.05,32.66,175,75

58,14:15-14:30,131.270000,272.870000,11.140000,5.880000,8.490000,29.830000,28.720000,11.140000,0.000000,53.740000,101.630000,11.420000,29.830000,7.800000,32.67,44.35596,17.06,112.8,80.58,77,24.78,39,35.87,32.67,35.87,16.56,51.18,22.56,17.05,36.11,32.66,168,72

59,14:30-14:45,131.270000,272.870000,10.990000,5.880000,8.490000,29.830000,28.720000,10.990000,0.000000,53.740000,101.630000,11.270000,29.830000,8.590000,32.67,42.47614,17.45,116.97,78.68,73,38,36,37.07,32.67,37.07,16.67,52.34,23.39,17.44,37.08,32.66,161,69

60,14:45-15:00,131.270000,272.870000,11.970000,5.880000,8.490000,29.830000,28.720000,11.970000,0.000000,53.740000,101.630000,12.260000,29.830000,8.590000,32.67,42.99236,18.11,121.13,75.04,69,36,34,38.7,32.67,38.7,16.78,54.34,24.23,18.12,38.11,32.66,154,66

61,15:00-15:15,131.270000,272.870000,11.510000,6.060000,9.640000,29.590000,29.690000,11.510000,0.000000,53.740000,101.630000,11.790000,29.590000,9.360000,32.67,60.90422,18.27,125.3,71.04,67,34,34,37.89,32.67,37.89,17.12,54.8,25.06,18.26,32.14,32.66,147,63

62,15:15-15:30,131.270000,272.870000,11.030000,6.060000,9.640000,29.590000,29.690000,11.030000,0.000000,53.740000,101.630000,11.300000,29.590000,9.360000,32.67,56.979,18.36,133.63,66.59,51,33,25,38.13,32.67,38.13,17.43,55.08,26.73,18.37,32.8,32.66,137,58

63,15:30-15:45,131.270000,272.870000,10.330000,6.060000,9.640000,29.860000,29.690000,10.330000,0.000000,53.740000,101.630000,10.590000,29.860000,9.360000,32.67,51.99212,18.43,135.3,61.71,50,32,25,37.84,32.67,37.84,17.52,55.28,27.06,18.41,33.67,32.66,126,54

64,15:45-16:00,131.270000,272.870000,9.540000,6.060000,9.640000,29.860000,29.690000,9.540000,0.000000,53.740000,101.630000,9.780000,29.860000,9.360000,32.67,46.67408,18.41,135.23,56.21,49,30,24,37.84,32.67,37.84,18.06,55.23,27.05,18.41,34.8,32.66,116,49

65,16:00-16:15,131.270000,272.870000,8.600000,6.350000,10.030000,29.860000,28.720000,8.600000,0.000000,53.740000,101.630000,8.810000,29.860000,9.750000,32.67,41.61902,18.32,126.31,50.57,46,27,23,37.86,32.67,37.86,19.15,54.97,25.26,18.33,35.48,32.66,102,43

66,16:15-16:30,131.270000,272.870000,7.590000,6.350000,10.030000,29.860000,28.720000,7.590000,0.000000,53.740000,101.630000,7.780000,29.860000,9.750000,32.67,35.91138,18.29,114.15,44.64,41,24,21,38.26,32.67,38.26,19.87,54.88,22.83,18.29,36.28,32.66,88,37

67,16:30-16:45,131.270000,272.870000,6.620000,6.350000,10.030000,30.250000,28.720000,6.620000,0.000000,53.740000,101.630000,6.780000,30.250000,9.750000,32.67,39.32038,18.15,101.99,38.57,58,20,29,38.73,32.67,38.73,20.44,54.44,20.4,18.14,37.11,32.66,77,33

68,16:45-17:00,131.270000,272.870000,5.590000,6.350000,10.030000,31.050000,28.720000,5.590000,0.000000,53.740000,101.630000,5.730000,31.050000,9.750000,33,29.53168,17.95,90.65,32.17,51,17,26,39.19,33,39.19,16.67,53.87,18.13,17.96,39.81,21.38,67,28

69,17:00-17:15,131.270000,272.870000,4.560000,6.810000,10.420000,30.250000,28.720000,4.560000,0.000000,53.740000,101.630000,4.680000,30.250000,9.990000,30.48,20.10336,17.74,79.58,25.6,45,15,22,43.51,22.31,43.51,16.67,53.22,15.91,17.74,40.28,17.1,56,24

70,17:15-17:30,131.270000,272.870000,3.500000,6.810000,10.420000,30.250000,28.720000,3.500000,0.000000,53.740000,101.630000,3.590000,30.250000,9.990000,20.15,13.59704,17.44,63.86,19.21,39,11.43,19,43.51,10.4,43.51,16.67,52.32,12.77,17.44,41.28,12.83,46,19

71,17:30-17:45,131.270000,272.870000,2.630000,6.810000,9.260000,29.590000,28.720000,2.630000,0.000000,53.740000,101.630000,2.680000,29.590000,8.970000,14.3,8.05498,17.07,48.15,12.85,33,8.24,16,43.51,0.36,43.51,16.67,51.21,9.63,17.07,42.02,7.47,35,15

72,17:45-18:00,131.270000,272.870000,1.790000,6.810000,9.260000,29.590000,28.720000,1.790000,0.000000,53.740000,101.630000,1.830000,29.590000,8.970000,5.88,3.96418,16.88,32.93,7.18,25,5.36,13,43.51,0,43.51,16.67,50.65,6.58,16.88,42.02,2.31,25,10

73,18:00-18:15,131.270000,272.870000,1.080000,7.280000,9.030000,29.590000,28.720000,1.080000,0.000000,53.740000,101.630000,1.110000,29.590000,8.820000,0,1.72398,15.66,21.29,0.94,17,3.84,9,42.54,0,42.54,16.67,46.97,4.26,15.66,42.02,0,14,6

74,18:15-18:30,131.270000,272.870000,0.530000,7.280000,9.030000,29.590000,28.720000,0.530000,0.000000,53.740000,101.630000,0.550000,29.590000,8.820000,0,0.39934,14.68,12.93,0.31,13,2.05,6,41.63,0,41.63,16.49,44.04,2.58,14.68,42.02,0,7,3

75,18:30-18:45,131.270000,272.870000,0.130000,7.280000,9.030000,29.590000,29.690000,0.130000,0.000000,53.740000,101.630000,0.140000,29.590000,8.820000,0,0,15.06,4.55,0,7,0.72,3,41.4,0,41.4,16.13,45.18,0.91,15.06,42.02,0,4,1

76,18:45-19:00,131.270000,272.870000,0.000000,7.280000,9.030000,29.590000,29.690000,0.000000,0.000000,53.740000,101.630000,0.000000,29.590000,8.820000,0,0,14.52,1.05,0,3,0,2,40.94,0,40.94,15.71,43.56,0.21,14.52,42.02,0,0,0

77,19:00-19:15,131.270000,272.870000,0.000000,7.650000,9.030000,29.590000,29.690000,0.000000,0.000000,53.740000,101.630000,0.000000,29.590000,8.820000,0,0,13.86,0.25,0,1,0,0,40.81,0,40.81,15.24,41.59,0.05,13.87,42.02,0,0,0

78,19:15-19:30,131.270000,272.870000,0.000000,7.650000,9.030000,29.590000,29.690000,0.000000,0.000000,53.740000,101.630000,0.000000,29.590000,8.820000,0,0,13.18,0.12,0,3,0,1,40.66,0,40.66,14.76,39.53,0.02,13.16,42.02,0,0,0

79,19:30-19:45,131.270000,272.870000,0.000000,7.650000,9.880000,29.590000,29.690000,0.000000,0.000000,53.740000,101.630000,0.000000,29.590000,9.750000,0,0,12.52,0.03,0,1,0,0,40.78,0,40.78,14.26,37.57,0.01,12.53,42.02,0,0,0

80,19:45-20:00,131.270000,272.870000,0.000000,7.650000,9.880000,29.590000,29.690000,0.000000,0.000000,53.740000,101.630000,0.000000,29.590000,9.750000,0,0,11.76,0,0,0,0,0,34.34,0,34.34,13.73,35.26,0,11.75,42.42,0,0,0

81,20:00-20:15,131.270000,272.870000,0.000000,7.650000,9.880000,29.590000,29.690000,0.000000,0.000000,56.590000,101.630000,0.000000,29.590000,9.750000,0,0,11.6,0,0,0,0,0,33.83,0,33.83,14.22,34.81,0,11.62,42.42,0,0,0

82,20:15-20:30,131.270000,272.870000,0.000000,7.650000,9.880000,29.590000,29.690000,0.000000,0.000000,56.590000,101.630000,0.000000,29.590000,9.750000,0,0,11.4,0,0,0,0,0,33.18,0,33.18,13.99,34.19,0,11.39,42.42,0,0,0

83,20:30-20:45,131.270000,272.870000,0.000000,7.650000,8.880000,29.590000,29.690000,0.000000,0.000000,58.210000,101.630000,0.000000,29.590000,9.520000,0,0,11.25,0,0,0,0,0,32.9,0,32.9,13.75,33.74,0,11.23,41.95,0,0,0

84,20:45-21:00,131.270000,272.870000,0.000000,7.650000,8.880000,29.590000,29.690000,0.000000,0.000000,58.210000,101.630000,0.000000,29.590000,9.520000,0,0,11.1,0,0,0,0,0,32.54,0,32.54,13.48,33.28,0,11.09,41.3,0,0,0

85,21:00-21:15,131.270000,272.870000,0.000000,6.630000,8.880000,30.080000,28.720000,0.000000,0.000000,58.210000,101.630000,0.000000,30.080000,8.430000,0,0,11.12,0,0,0,0,0,32.99,0,32.99,13.46,33.35,0,11.12,40.74,0,0,0

86,21:15-21:30,131.270000,272.870000,0.000000,6.630000,8.880000,30.080000,28.720000,0.000000,0.000000,58.210000,101.630000,0.000000,30.080000,8.430000,0,0,11.16,0,0,0,0,0,32.9,0,32.9,13.46,33.47,0,11.14,39.94,0,0,0

87,21:30-21:45,131.270000,272.870000,0.000000,6.630000,8.330000,30.080000,28.720000,0.000000,0.000000,58.210000,101.630000,0.000000,30.080000,8.430000,0,0,11.2,0,0,0,0,0,26.58,0,26.58,9.51,33.61,0,11.21,38.81,0,0,0

88,21:45-22:00,131.270000,272.870000,0.000000,6.630000,8.330000,30.080000,28.720000,0.000000,0.000000,58.210000,101.630000,0.000000,30.080000,8.430000,0,0,11.26,0,0,0,0,0,26.42,0,26.42,9.51,33.79,0,11.27,38.48,0,0,0

89,22:00-22:15,131.270000,272.870000,0.000000,6.530000,8.100000,31.050000,31.820000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.120000,0,0,11.18,0,0,0,0,0,26.3,0,26.3,9.62,33.53,0,11.18,38.33,0,0,0

90,22:15-22:30,131.270000,272.870000,0.000000,6.530000,8.100000,31.050000,31.820000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.120000,0,0,11.08,0,0,0,0,0,26.17,0,26.17,9.71,33.25,0,11.09,38.74,0,0,0

91,22:30-22:45,131.270000,272.870000,0.000000,6.530000,8.100000,31.050000,31.820000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.120000,0,0,7.5,0,0,0,0,0,21.84,0,21.84,7.33,22.5,0,7.5,33.45,0,0,0

92,22:45-23:00,131.270000,272.870000,0.000000,6.530000,8.100000,31.050000,31.820000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.120000,0,0,7.5,0,0,0,0,0,22.51,0,22.51,7.33,22.5,0,7.5,33.59,0,0,0

93,23:00-23:15,131.270000,272.870000,0.000000,6.440000,7.870000,31.050000,31.860000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.040000,0,0,7.5,0,0,0,0,0,23.17,0,23.17,7.33,22.5,0,7.5,33.46,0,0,0

94,23:15-23:30,131.270000,272.870000,0.000000,6.440000,7.870000,31.050000,31.860000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.040000,0,0,7.5,0,0,0,0,0,23.84,0,23.84,7.33,22.5,0,7.5,23.53,0,0,0

95,23:30-23:45,131.270000,272.870000,0.000000,6.440000,7.870000,31.050000,31.860000,0.000000,0.000000,58.210000,101.630000,0.000000,31.050000,8.040000,0,0,7.5,0,0,0,0,0,24.51,0,24.51,7.33,22.5,0,7.5,23.9,0,0,0

