Block,Time Block,CHAMERA2,CHAMERA3,BSIUL,CHAMERA1,KUDGI,KKNPPU2,KISHANGANGA,KHSTPP-I,KOLDAM,KHSTPP-II,KKNP,KOTESHWR,BRBCL,JHAJJAR,KGSU1AND2,KGSU3AND4,RAMPUR,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,NLCEXP,NLCIIST1,NLCIIST2,NJPC,NLCTS2EXP,NNTPP,NAPP,NTPL,PARBATI3,TANDA2,SIMHST1,TelanganaSTPP,SIMHST2,SINGRAULI_HYDRO,TALST2,SEWA2,TALA,SINGRAULI,TANAKPUR,TEHRI,UNCHAHAR2,URI,VALLURNTECL,UNCHAHAR4,URI2,UNCHAHAR1,UNCHAHAR3,DHAULIGNGA,DADRT2,DULHASTI,FSTPP I & II,MAPS,SALAL,RIHAND3,RIHAND2,SASAN,RSTPSU1TO6,RSTPSU7,RIHAND1,RAPPC,RAPPB,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
63,15:30-15:45,0,0,0,0,0,0,0,22.56,0,54.12,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,14.95,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

64,15:45-16:00,0,0,0,0,0,0,0,22.56,0,54.12,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,14.95,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,87.59,91.55,335.27,0,0,60.82,51.21,0,0,0,0,0,0

65,16:00-16:15,0,0,0,0,0,0,0,22.56,0,62.2,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,110.55,0.86,14.95,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,115.7,114.08,335.27,0,0,60.82,51.21,0,0,0,0,0,0

66,16:15-16:30,0,0,0,0,0,0,0,22.56,0,75.2,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,29.9,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

67,16:30-16:45,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,43.03,28.09,0.63,0,0,4.14,6.94,17.75,0,358.49,0,13.43,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

68,16:45-17:00,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,383.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.39,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,43.03,28.09,0.63,0,0,4.14,6.94,17.75,0,360.96,0,15.33,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

69,17:00-17:15,3.2,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,445.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.41,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,43.03,34.09,0.63,0,0,4.14,8.81,21.36,0,416.12,15.83,19.88,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

70,17:15-17:30,12.56,9.29,2.11,11.57,0,0,0,32.37,0,94.98,0,8.53,19.21,545.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.88,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,43.03,40.11,0.63,0,0,4.14,9.87,24.99,17.55,416.12,31.66,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

71,17:30-17:45,25.3,18.62,12.53,26.07,0,0,0,32.37,0,94.98,0,9.47,19.21,598.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,0.86,59.79,40.72,0.63,0,0,4.14,9.87,25.35,26.33,479.7,31.66,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

72,17:45-18:00,25.3,18.62,12.53,26.07,0,0,0,32.37,0,94.98,0,9.47,19.21,598.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,0.86,59.79,40.72,0.63,0,0,4.14,9.87,25.35,26.33,600.37,31.66,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

73,18:00-18:15,25.3,18.62,12.53,26.07,0,0,0,32.37,0,94.98,0,9.47,19.21,598.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,0.86,59.79,40.72,3.18,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

74,18:15-18:30,25.3,18.62,12.53,26.07,0,0,0,32.37,0,94.98,0,9.47,19.21,598.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.36,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,0.86,59.79,40.72,3.18,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

75,18:30-18:45,25.3,18.62,12.53,11.57,0,0,0,32.37,0,94.98,0,9.47,19.21,598.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.35,0,0,41.67,0,0,0,0,0,0,0,0,7.59,0,121.01,0.86,59.79,40.72,3.18,0,0,4.14,9.87,25.35,26.33,655.96,31.66,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

76,18:45-19:00,12.56,9.29,2.11,0,0,0,0,32.37,0,94.98,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.41,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,59.79,40.72,3.18,0,0,4.14,9.87,25.35,17.55,655.96,15.83,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

77,19:00-19:15,12.56,9.29,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,3.67,0,0,0,0,0,0,0,0,121.01,0.86,44.85,40.72,3.18,0,0,4.14,8.5,25.35,0,655.96,15.83,19.98,0,8.92,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

78,19:15-19:30,0,9.29,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,15.9,0,0,0,0,0,0,0,0,121.01,0.86,43.63,40.72,8.48,0,0,10.34,7.41,25.35,0,655.96,15.83,19.98,0,40.19,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

79,19:30-19:45,0,9.29,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,41.67,0,15.9,0,0,0,0,0,0,0,0,121.01,0.86,29.9,40.72,25.45,0,0,10.34,7.41,25.35,0,627.75,15.83,19.98,0,40.19,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

80,19:45-20:00,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,41.67,0,15.9,0,0,0,0,0,0,0,0,121.01,0.86,29.9,40.72,25.45,0,0,10.34,7.41,25.35,0,598.93,15.83,19.98,0,40.19,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

81,20:00-20:15,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,628.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,41.67,0,15.9,0,0,0,0,0,0,0,0,121.01,0.86,14.95,40.72,25.45,0,0,10.34,7.41,25.35,0,546.93,15.83,19.98,0,40.19,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

82,20:15-20:30,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,600.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,15.9,0,0,0,0,0,0,0,0,121.01,0.86,14.95,40.72,25.45,0,0,10.34,7.41,25.35,0,508.5,15.83,19.98,0,40.19,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

83,20:30-20:45,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,552.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,15.9,0,0,0,0,0,0,0,0,121.01,0.86,0,40.72,25.45,0,0,10.34,7.41,25.35,0,433.32,15.83,19.98,0,40.19,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

84,20:45-21:00,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,494.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,3.42,0,0,0,0,0,0,0,0,121.01,0.86,0,40.72,6.37,0,0,4.14,7.41,25.35,0,360.96,15.83,19.98,0,8.92,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

85,21:00-21:15,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,422.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,32.67,6.37,0,0,4.14,6.14,20.35,0,358.49,15.83,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

86,21:15-21:30,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,422.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,32.67,14.84,0,0,4.14,6.14,20.35,0,358.49,15.83,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

87,21:30-21:45,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,394.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,32.67,14.84,0,0,4.14,6.14,20.35,0,365.07,15.83,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

88,21:45-22:00,0,0,0,0,0,0,0,32.37,0,94.98,0,8.53,19.21,384.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,32.67,14.84,0,0,4.14,6.14,20.35,0,365.07,15.83,19.98,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

89,22:00-22:15,0,0,0,0,0,0,0,28.55,0,84.38,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,27.26,3.18,0,0,4.14,5.76,16.4,0,365.2,15.83,15.31,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

90,22:15-22:30,0,0,0,0,0,0,0,27.89,0,81.87,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,22.47,3.18,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

91,22:30-22:45,0,0,0,0,0,0,0,27.89,0,81.87,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,22.47,3.18,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

92,22:45-23:00,0,0,0,0,0,0,0,27.89,0,81.87,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,22.47,3.18,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

93,23:00-23:15,0,18.6,0,0,0,0,0,24.48,0,81.87,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,22.47,2.12,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

94,23:15-23:30,0,18.6,0,0,0,0,0,18.39,0,63.2,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0.86,0,22.47,2.12,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

95,23:30-23:45,0,18.6,0,0,0,0,0,18.39,0,63.2,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,22.47,2.12,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

96,23:45-24:00,0,1.22,0,0,0,0,0,18.39,0,63.2,0,8.53,19.21,346.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.67,0,0,0,0,0,0,0,0,0,0,121.01,0,0,22.47,2.12,0,0,4.14,5.76,14.25,0,365.2,15.83,10.99,0,1.34,119.43,114.08,335.27,0,0,88.38,51.21,0,0,0,0,0,0

