Column1,Time,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,GNARE/SR/2025/01/13/4532,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2025/01/01/6528,NR/30092023/31122025/SH-07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,NR/01102023/30042040/GNA_LT_36,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/7459,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,GNA/NR/2025/01/01/8058,GNA/WR/2024/11/01/4200,NR/30092023/26122029/SH-06,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/3925,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/3514,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/WR/2025/01/01/9606,NR/22102023/11042047/L_NR_2021_17,GNA/NR/2025/01/15/4189,GNARE/NR/2024/12/20/3668,GNA/NR/2025/01/01/8738,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/02/1250,GNA/WR/2025/01/01/8625
70,17:15-17:30,16.67,14.33,11.81,14,6,2,7.22,5.82,34.34,99.8,86.41,0,14.37,0,43.01,0,14.33,29.1,4,6.27,34.33,4.37,9,2.13,1.47,43.11,36.4,130.05,1.52,0,114.58,2.29,26.82,0,32,20.12,47.9,2.29,36.4,19.16,131.25,0,2,0,12.26,47.9,1.22,28.74,47.9,0

71,17:30-17:45,15.67,13.33,12.21,7,3,0,1.47,2.94,29.34,99.8,86.41,0,14.37,0,40.01,0,13.33,14.73,1,3.09,29.33,1.93,7,1.44,1.47,43.11,36.4,130.05,1.52,0,114.58,1.56,26.82,0,32,20.12,47.9,1.56,36.4,19.16,131.25,0,0,0,6.56,47.9,1.22,28.74,47.9,0

72,17:45-18:00,14.67,12.33,12.81,1,1,0,0.67,1.04,29.66,99.8,86.41,0,14.37,0,37.01,0,12.33,5.23,0,1.51,29.67,0.19,3,0.85,1.47,43.11,36.4,130.05,1.52,0,114.58,0.91,26.82,0,31,20.12,47.9,0.91,36.4,19.16,131.25,0,0,0,2.47,47.9,1.22,28.74,47.9,0

73,18:00-18:15,18.33,16.67,14.41,0,0,0,0,0.14,30.34,99.8,86.41,0,14.37,0,49.99,0,16.67,0.7,0,0,30.33,0,2,0.43,1.47,43.11,36.4,130.05,1.52,0,114.58,0.46,26.82,50,31,20.12,47.9,0.46,36.4,19.16,131.25,30,0,116.88,1.39,47.9,1.14,28.74,47.9,50

74,18:15-18:30,18.67,17,14.41,0,0,0,0,0,34,99.8,86.41,0,14.37,0,51,0,17,0,0,0,34,0,0,0.15,1.47,43.11,36.4,130.05,1.52,0,114.58,0.17,26.82,50,31,20.12,47.9,0.17,36.4,19.16,131.25,30,0,118.79,0.62,47.9,1.14,28.74,47.9,50

75,18:30-18:45,19,17.33,24.01,0,0,0,0,0,36.34,99.8,86.41,0,14.37,0,52.01,0,17.33,0,0,0,36.33,0,0,0.06,1.37,43.11,36.4,130.05,1.52,0,114.58,0.07,26.82,50,31,20.12,47.9,0.07,36.4,19.16,131.25,30,0,119.75,0,47.9,1.14,28.74,47.9,50

76,18:45-19:00,19.33,17.67,23.81,0,0,0,0,0,38.34,99.8,86.41,0,14.37,0,52.99,0,17.67,0,0,0,38.33,0,0,0,1.37,43.11,36.4,130.05,1.52,0,114.58,0,26.82,50,31,20.12,47.9,0,36.4,19.16,131.25,30,0,124.54,0,47.9,1.14,28.74,47.9,50

77,19:00-19:15,21.67,18,23.81,0,0,0,0,0,50.34,99.8,86.41,0,14.37,0,54,0,18,0,0,0,50.33,0,0,0,1.37,43.11,36.4,130.05,1.52,0,114.58,0,26.82,50,31,20.12,47.9,0,36.4,19.16,131.25,30,0,122.62,0,47.9,1.06,28.74,47.9,50

78,19:15-19:30,22,18.83,23.61,0,0,0,0,0,55,99.8,86.41,0,14.37,0,56.51,0,18.83,0,0,0,55,0,0,0,1.37,43.11,36.4,130.05,1.52,0,114.58,0,26.82,50,31,20.12,47.9,0,36.4,19.16,131.25,30,0,124.54,0,47.9,1.06,28.74,47.9,50

79,19:30-19:45,20.33,19.33,23.01,0,0,0,0,0,45.34,99.8,86.41,0,14.37,0,58.01,0,19.33,0,0,0,45.33,0,0,0,1.47,43.11,36.4,130.05,1.52,0,114.58,0,26.82,50,32,20.12,47.9,0,36.4,19.16,131.25,30,0,130.29,0,47.9,1.06,28.74,47.9,50

80,19:45-20:00,21,19.67,20.41,0,0,0,0,0,47.34,99.8,86.41,0,14.37,0,58.99,0,19.67,0,0,0,47.33,0,0,0,1.47,43.11,36.4,130.05,1.52,0,114.58,0,26.82,50,32,20.12,47.9,0,36.4,19.16,131.25,30,0,136.99,0,47.9,1.06,28.74,47.9,50

81,20:00-20:15,21.67,20.17,19.41,0,0,0,0,0,50.34,99.8,86.41,0,14.37,0,60.49,0,20.17,0,0,0,50.33,0,0,0,1.47,43.11,36.4,130.05,1.48,0,106.12,0,26.82,50,32,20.12,47.9,0,36.4,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

82,20:15-20:30,22.33,20.33,19.01,0,0,0,0,0,52.66,99.8,86.41,0,14.37,0,61.01,0,20.33,0,0,0,52.67,0,0,0,1.47,43.11,36.4,130.05,1.48,0,97.67,0,26.82,50,32,20.12,47.9,0,36.4,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

83,20:30-20:45,23,22.17,19.41,0,0,0,0,0,53.34,99.8,86.41,0,14.37,0,66.49,0,22.17,0,0,0,53.33,0,0,0,1.37,43.11,36.4,130.05,1.48,0,89.22,0,26.82,50,27,20.12,47.9,0,36.4,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

84,20:45-21:00,23.33,22.33,19.81,0,0,0,0,0,53.34,99.8,86.41,0,14.37,0,67.01,0,22.33,0,0,0,53.33,0,0,0,1.37,43.11,36.4,130.05,1.48,0,69.87,0,26.82,50,27,20.12,47.9,0,36.4,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

85,21:00-21:15,25,21.83,20.21,0,0,0,0,0,45,99.8,86.41,0,14.37,0,65.51,0,21.83,0,0,0,45,0,0,0,1.37,43.11,34.49,130.05,1.48,0,69.87,0,26.82,50,27,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

86,21:15-21:30,25,21.33,20.61,0,0,0,0,0,42,99.8,86.41,0,14.37,0,64.01,0,21.33,0,0,0,42,0,0,0,1.37,43.11,34.49,130.05,1.48,0,69.87,0,26.82,50,27,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

87,21:30-21:45,21.67,20.67,20.61,0,0,0,0,0,40,99.8,86.41,0,14.37,0,61.99,0,20.67,0,0,0,40,0,0,0,1.37,43.11,34.49,130.05,1.48,0,69.87,0,26.82,50,27,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

88,21:45-22:00,22,20,20.21,0,0,0,0,0,38.34,99.8,63.82,0,14.37,0,60,0,20,0,0,0,38.33,0,0,0,1.37,43.11,34.49,111.88,1.48,0,69.87,0,26.82,50,1.3,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,50

89,22:00-22:15,20.67,19.17,20.01,0,0,0,0,0,36,99.8,63.82,0,8.62,0,57.49,0,19.17,0,0,0,36,0,0,0,1.37,34.49,34.49,95.15,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,0

90,22:15-22:30,19.67,18.5,19.81,0,0,0,0,0,34,99.8,63.82,0,8.62,0,55.5,0,18.5,0,0,0,34,0,0,0,1.37,34.49,34.49,95.15,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,0

91,22:30-22:45,18.33,17.67,21.41,0,0,0,0,0,32.34,69.93,63.82,0,8.62,0,52.99,0,17.67,0,0,0,32.33,0,0,0,1.37,34.49,34.49,95.15,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,0

92,22:45-23:00,17.33,17,21.21,0,0,0,0,0,31,52.69,63.82,0,8.62,0,51,0,17,0,0,0,31,0,0,0,1.37,34.49,34.49,95.15,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,34.49,19.16,131.25,30,0,0,0,47.9,1.06,28.74,47.9,0

93,23:00-23:15,16,16.33,20.61,0,0,0,0,0,30.34,52.69,63.82,0,8.62,0,49.01,0,16.33,0,0,0,30.33,0,0,0,1.37,28.74,28.74,95.15,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,28.74,19.16,131.25,30,0,0,0,47.9,1.03,28.74,47.9,0

94,23:15-23:30,14.67,15.83,20.41,0,0,0,0,0,29.34,52.69,63.82,0,8.62,0,47.51,0,15.83,0,0,0,29.33,0,0,0,1.37,28.74,28.74,95.15,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,28.74,19.16,131.25,30,0,0,0,47.9,1.03,28.74,47.9,0

95,23:30-23:45,13.67,15.17,19.81,0,0,0,0,0,28.34,52.69,59.23,0,8.62,0,45.49,0,15.17,0,0,0,28.33,0,0,0,1.37,28.74,28.74,65.14,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,28.74,19.16,131.25,30,0,0,0,47.9,1.03,28.74,47.9,0

96,23:45-24:00,12.67,14.67,19.21,0,0,0,0,0,28,52.69,59.23,0,8.62,0,43.99,0,14.67,0,0,0,28,0,0,0,1.37,28.74,28.74,65.14,1.48,0,69.87,0,26.82,50,0,20.12,47.9,0,28.74,19.16,131.25,30,0,0,0,47.9,1.03,28.74,47.9,0

