Block,Time,KGSU1AND2,KKNPPU2,RAPPB,SIMHST2,VALLURNTECL,ANTA_RF,DADRI_CRF,DADRI_RF,CHAMERA3,DULHASTI,KGSU3AND4,KOLDAM,KOTESHWR,NLCTS2EXP,SEWA2,SINGRAULI_HYDRO,TALST2,TelanganaSTPP,DHAULIGNGA,KHSTPP-I,NAPP,NJPC,RIHAND1,TANDA2,UNCHAHAR2,ANTA_CRF,CHAMERA2,KISHANGANGA,NLCIIST1,PARBATI3,SIMHST1,TANAKPUR,UNCHAHAR4,NLCIIST2,NTPL,RSTPSU1TO6,RSTPSU7,SALAL,SINGRAULI,UNCHAHAR1,DADRI_GF,CHAMERA1,DADRT2,FSTPP I & II,KUDGI,NLCEXP,RAMPUR,RAPPC,SASAN,UNCHAHAR3,URI2,BRBCL,BSIUL,JHAJJAR,KKNP,RIHAND3,TALA,URI,AURY_GF,DADRI_LF,KHSTPP-II,MAPS,NNTPP,RIHAND2,TEHRI,ANTA_GF,ANTA_LF,AURY_CRF,AURY_LF,AURY_RF
10,02:15-02:30,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,83.67,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,23.65,20.01,13.04,413.81,0,127.6,9.85,35.33,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

11,02:30-02:45,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,83.67,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.85,22.08,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

12,02:45-03:00,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,83.67,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.85,22.08,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

13,03:00-03:15,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.7,27.6,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

14,03:15-03:30,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.7,27.6,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

15,03:30-03:45,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.41,24.29,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

16,03:45-04:00,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.41,24.29,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

17,04:00-04:15,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.41,24.29,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

18,04:15-04:30,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,9.27,24.29,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

19,04:30-04:45,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,36.05,20.01,13.04,413.81,0,127.6,9.27,17.67,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

20,04:45-05:00,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,3.51,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,36.05,20.01,13.04,413.81,0,127.6,9.27,17.67,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

21,05:00-05:15,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,3.51,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,36.05,20.01,13.04,413.81,0,127.6,9.11,38.64,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

22,05:15-05:30,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,3.51,0,12.94,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,36.05,20.01,13.04,413.81,0,127.6,8.96,38.64,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

23,05:30-05:45,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,11.24,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,8.82,38.64,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

24,05:45-06:00,0,0,0,0,0,48.13,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,54.11,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,8.68,38.64,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.69

25,06:00-06:15,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,54.11,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,8.68,38.64,0,0,98.87,0,0,121.71,35.44,0,0,0,0,77.45

26,06:15-06:30,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,54.11,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,13.04,413.81,0,127.6,8.53,22.08,0,0,98.87,0,0,121.71,17,0,0,0,0,77.45

27,06:30-06:45,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,54.11,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,6.52,413.81,0,127.6,8.53,22.08,0,0,98.87,0,0,121.71,17,0,0,0,0,77.45

28,06:45-07:00,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,54.11,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,26.6,20.01,6.52,413.81,0,127.6,8.37,22.08,0,0,98.87,0,0,121.71,17,0,0,0,0,77.45

29,07:00-07:15,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,54.11,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,29.56,20.01,6.52,413.81,0,127.6,8.37,38.64,0,0,98.87,0,0,121.71,17,0,0,0,0,77.45

30,07:15-07:30,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,29.56,20.01,6.52,413.81,0,127.6,8.37,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

31,07:30-07:45,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,29.56,20.01,6.52,413.81,0,127.6,8.68,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

32,07:45-08:00,0,0,0,0,0,46.96,0,95.63,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,11.53,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,382.5,27.05,29.56,20.01,6.52,413.81,0,127.6,8.96,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

33,08:00-08:15,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,9.11,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

34,08:15-08:30,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,9.27,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

35,08:30-08:45,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,9.27,41.95,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

36,08:45-09:00,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,9.27,41.95,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

37,09:00-09:15,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,36.05,20.01,6.52,413.81,0,127.6,9.41,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

38,09:15-09:30,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,36.05,20.01,6.52,413.81,0,127.6,9.41,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

39,09:30-09:45,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,28.1,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,3.97,38.64,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

40,09:45-10:00,0,0,0,0,0,46.96,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,24.33,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,3.97,45.27,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

41,10:00-10:15,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,13.99,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,5.41,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

42,10:15-10:30,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,1.44,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,5.41,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

43,10:30-10:45,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,5.41,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

44,10:45-11:00,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,5.41,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

45,11:00-11:15,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,6.14,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

46,11:15-11:30,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,6.14,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

47,11:30-11:45,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,6.14,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

48,11:45-12:00,0,0,0,0,0,46.72,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,29.56,20.01,6.52,413.81,0,127.6,6.14,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.45

49,12:00-12:15,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,5.53,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

50,12:15-12:30,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,5.53,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

51,12:30-12:45,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,5.53,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

52,12:45-13:00,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,4.91,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,5.53,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

53,13:00-13:15,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,3.92,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,5.53,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

54,13:15-13:30,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,4.91,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,5.53,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

55,13:30-13:45,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,4.26,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

56,13:45-14:00,0,0,0,0,0,46.37,0,93.64,32.08,53.79,0,5.35,9.66,0,0,0,0,0,40.4,33.38,45.1,167.1,92.59,2.89,43.71,0,44.22,2.88,0,17.56,0,8.33,1.62,0,0,0,0,79.38,127.75,20.96,0,0,686.07,20.8,0,0,3.54,60.68,399.38,27.05,26.6,20.01,6.52,413.81,0,127.6,4.26,30.91,0,0,98.87,0,0,121.71,0,0,0,0,0,77.21

