Block,Time,CHAMERA2,MAPS,NLCIIST2,RIHAND1,RIHAND3,TALST2,URI2,ANTA_GF,AURY_CRF,AURY_GF,DADRI_CRF,DHAULIGNGA,KKNP,KKNPPU2,KUDGI,NLCTS2EXP,RAPPB,RIHAND2,RSTPSU7,SIMHST1,TALA,URI,KISHANGANGA,KOTESHWR,NAPP,UNCHAHAR1,ANTA_CRF,CHAMERA3,NLCIIST1,TEHRI,UNCHAHAR4,VALLURNTECL,CHAMERA1,JHAJJAR,KHSTPP-I,PARBATI3,RSTPSU1TO6,SEWA2,TANDA2,BRBCL,KGSU3AND4,NLCEXP,SINGRAULI,UNCHAHAR2,AURY_RF,KGSU1AND2,KHSTPP-II,KOLDAM,NTPL,RAPPC,SALAL,SIMHST2,SINGRAULI_HYDRO,TelanganaSTPP,UNCHAHAR3,ANTA_LF,ANTA_RF,AURY_LF,DADRI_RF,BSIUL,DADRT2,DULHASTI,FSTPP I & II,NJPC,NNTPP,RAMPUR,SASAN,TANAKPUR,DADRI_GF,DADRI_LF
6,01:15-01:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,2.05,0,23.57

7,01:30-01:45,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,2.05,0,23.57

8,01:45-02:00,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,2.05,0,23.57

9,02:00-02:15,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,8.33,0,23.57

10,02:15-02:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,8.33,0,23.57

11,02:30-02:45,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,8.33,0,23.57

12,02:45-03:00,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,2.05,0,23.57

13,03:00-03:15,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.99,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,2.05,0,23.57

14,03:15-03:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.99,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,11.7,0,0,0,348.98,2.05,0,23.57

15,03:30-03:45,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.88,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,13.08,0,0,0,348.98,2.05,0,23.57

16,03:45-04:00,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.88,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,13.78,0,0,0,348.98,2.05,0,23.57

17,04:00-04:15,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.66,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,14.47,0,0,0,348.98,8.33,0,23.57

18,04:15-04:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.66,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,14.47,0,0,0,348.98,8.33,0,23.57

19,04:30-04:45,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.66,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,15.17,0,0,0,348.98,8.33,0,23.57

20,04:45-05:00,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0.66,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,9.29,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,15.17,21.78,0,0,348.98,2.05,0,23.57

21,05:00-05:15,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0,0,8.88,43.46,20.56,30.45,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,15.86,21.78,0,0,348.98,0,0,23.57

22,05:15-05:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0,0,8.88,43.46,20.56,30.45,0,0,15.56,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,16.56,21.78,0,0,348.98,0,0,23.57

23,05:30-05:45,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0,0,8.88,43.46,20.56,30.45,0,0,31.12,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,17.25,21.78,0,0,348.98,0,0,23.57

24,05:45-06:00,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0,0,8.88,43.46,20.56,30.45,0,0,46.68,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,18.2,46.79,0,0,348.98,0,0,23.57

25,06:00-06:15,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,0,0,17.75,43.46,20.56,30.45,0,0,62.24,0,0,0,654.3,45.22,3.82,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,70.17,0,0,348.98,0,0,23.57

26,06:15-06:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,8.06,0,0,0,0,0,118.75,0,0,0,0,0,26.63,43.46,20.56,30.45,9.67,0,62.24,0,0,0,654.3,45.22,16.55,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,93.56,0,0,348.98,6.27,0,23.57

27,06:30-06:45,3.33,0,0,92,124.32,0,4.44,0,70.59,0,64.12,15.98,0,0,0,0,0,118.75,0,0,0,0,0,39.83,43.46,20.56,30.45,29.07,0,62.24,0,0,14.05,654.3,45.22,16.55,0,5.27,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,9.29,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,113.64,0,0,348.98,6.27,0,23.57

28,06:45-07:00,39.51,0,0,92,124.32,0,4.44,0,70.59,0,64.12,15.98,0,0,0,0,0,118.75,0,0,0,0,0,39.83,43.46,20.56,30.45,29.07,0,62.24,0,0,14.05,654.3,45.22,16.55,0,5.27,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,348.98,0,0,23.57

29,07:00-07:15,39.51,0,0,92,124.32,0,4.44,0,70.59,0,64.12,31.97,0,0,0,0,0,118.75,0,0,0,0,0,39.83,43.46,20.56,30.45,29.07,0,62.24,0,0,14.05,654.3,45.22,16.55,0,5.27,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,348.98,0,0,23.57

30,07:15-07:30,39.51,0,0,92,124.32,0,4.44,0,70.59,0,64.12,36.55,0,0,0,0,0,118.75,0,0,0,0,0,39.83,43.46,20.56,30.45,29.07,0,62.24,0,0,14.05,654.3,45.22,16.55,0,5.27,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,348.98,0,0,23.57

31,07:30-07:45,39.51,0,0,92,124.32,0,4.44,0,70.59,0,64.12,36.55,0,0,0,0,0,118.75,0,0,0,26.49,0,39.83,43.46,20.56,30.45,29.07,0,62.24,0,0,14.05,654.3,45.22,16.55,0,5.27,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,348.98,0.25,0,23.57

32,07:45-08:00,39.51,0,0,92,124.32,0,4.44,0,70.59,0,64.12,36.55,0,0,0,0,0,118.75,0,0,0,26.49,0,39.83,43.46,20.56,30.45,29.07,0,62.24,0,0,14.05,654.3,45.22,3.56,0,5.27,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,140.35,0,0,348.98,0.25,0,23.57

33,08:00-08:15,39.51,0,0,92,124.32,0,4.44,0,70.59,0,64.12,36.55,0,0,0,0,0,118.75,0,0,0,26.49,0,26.63,43.46,20.56,30.03,1.91,0,62.24,0,0,14.05,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,94.7,0,0,348.98,6.27,0,23.57

34,08:15-08:30,3.33,0,0,92,124.32,0,4.44,0,70.59,0,64.12,15.98,0,0,0,0,0,118.75,0,0,0,3.31,0,26.63,43.46,20.56,30.03,0,0,62.24,0,0,13.99,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,75.76,0,0,348.98,1.15,0,23.57

35,08:30-08:45,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,8.06,0,0,0,0,0,118.75,0,0,0,1.66,0,26.63,43.46,20.56,30.03,0,0,62.24,0,0,13.99,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,56.82,0,0,348.98,1.15,0,23.57

36,08:45-09:00,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.66,0,17.75,43.46,20.56,30.03,0,0,62.24,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,37.88,0,0,348.98,1.15,0,23.57

37,09:00-09:15,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.66,0,17.75,43.46,20.56,30.03,0,0,62.24,0,0,0,624.8,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,19.23,0,0,348.98,1.15,0,23.57

38,09:15-09:30,0,0,0,92,124.32,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.66,0,8.88,43.46,20.56,30.03,0,0,62.24,0,0,0,624.8,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,18.94,0,0,348.98,1.15,0,23.57

39,09:30-09:45,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,26.49,0,8.88,43.46,20.56,44.83,0,0,62.24,0,0,0,604.8,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,32.95,18.2,18.94,0,0,348.98,1.15,0,23.57

40,09:45-10:00,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,26.49,0,8.88,43.46,20.56,44.63,0,0,62.24,0,0,0,604.8,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,18.2,18.94,0,0,348.98,1.15,0,23.57

41,10:00-10:15,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,26.49,0,8.88,43.46,20.56,44.52,0,0,62.24,0,0,0,609.6,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,17.65,0,0,0,348.98,1.15,0,23.57

42,10:15-10:30,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,3.31,0,8.88,43.46,20.56,44.52,0,0,62.24,0,0,0,563.35,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,683.14,16.48,17.65,0,0,0,348.98,1.15,0,23.57

43,10:30-10:45,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,44.31,0,0,46.68,0,0,0,563.35,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,633.24,16.48,17.65,0,0,0,348.98,1.15,0,23.57

44,10:45-11:00,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,44.1,0,0,31.12,0,0,0,563.35,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,26.39,0,0,0,5.48,0,542.05,16.48,17.65,0,0,0,348.98,1.15,0,23.57

45,11:00-11:15,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.89,0,0,16.88,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,9.29,0,0,0,24.17,0,0,0,5.48,0,683.14,16.48,17.65,0,0,0,348.98,3.2,0,23.57

46,11:15-11:30,0,0,0,92,60.02,0,10.76,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.89,0,0,16.88,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,21.4,0,0,0,5.48,0,683.14,16.48,17.65,0,0,0,348.98,3.2,0,23.57

47,11:30-11:45,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.68,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

48,11:45-12:00,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.68,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,41.83,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

49,12:00-12:15,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.57,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,9.29,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

50,12:15-12:30,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.36,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

51,12:30-12:45,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.36,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

52,12:45-13:00,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.16,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

53,13:00-13:15,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.16,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

54,13:15-13:30,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.16,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

55,13:30-13:45,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.16,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

56,13:45-14:00,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,348.98,3.2,0,23.57

57,14:00-14:15,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,43.16,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,369.22,2.31,0,23.57

58,14:15-14:30,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,389.48,2.31,0,23.57

59,14:30-14:45,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,397.35,3.2,0,23.57

60,14:45-15:00,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,17.65,0,0,0,405.22,3.2,0,23.57

61,15:00-15:15,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,413.1,3.2,0,23.57

62,15:15-15:30,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,418.77,3.2,0,23.57

63,15:30-15:45,0,0,0,92,60.02,0,4.44,0,70.59,0,64.12,0,0,0,0,0,0,118.75,0,0,0,1.33,0,8.88,43.46,20.56,42.94,0,0,0,0,0,0,654.3,45.22,0,0,0,0,15,0,0,125.96,42.39,0,0,148.3,0,0,53.3,1.4,0,0,0,21.4,0,0,0,5.48,0,683.14,0,18.2,0,0,0,418.77,3.2,0,23.57

