Column1,Time,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,GNARE/SR/2025/01/13/4532,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,GNARE/NR/2024/12/20/3668,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/01/7762,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/4444,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/2868,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,GNA/NR/2025/06/01/2569,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8964,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/06/01/7782,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/06/01/5280,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/04/01/8456,NR/01102023/31052040/LT-31
20,04:45-05:00,0,58.99,6.67,15.01,0,0,34.33,0,34.33,0,19.67,19.67,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.97,70.37,58.56,26.94,26.94,272.91,0,4.18,0,11.89,1.93,24.23,3.93,11.9,100.56,3.12,11.36,10.45,0

21,05:00-05:15,0,57.49,6.67,15.21,0,0,33.33,0,33.33,0,19.17,19.17,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,58.56,26.94,26.94,272.91,0,4.18,0,11.89,1.93,24.23,3.93,11.9,100.56,3.12,11.27,10.45,0

22,05:15-05:30,0,56.51,6.67,15.41,0,0,32.67,0,32.67,0,18.83,18.83,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,69.09,26.94,26.94,272.91,0,4.18,0,11.89,1.93,24.23,3.93,11.9,100.56,3.12,11.27,10.45,0

23,05:30-05:45,0.31,40.01,6.67,15.01,0,0,31.67,0,31.67,0,13.33,13.33,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,69.09,26.94,26.94,272.91,0,4.18,0,11.89,1.93,23.72,3.93,11.9,100.56,3.12,11.27,10.45,0

24,05:45-06:00,2.07,39,6.67,14.81,0,0,30,0,30,0,13,13,0,0,0,0,0,0,0,0,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,69.09,26.94,26.94,272.91,0,4.18,0,11.89,1.93,24.73,3.93,11.9,100.56,3.12,11.27,10.45,0

25,06:00-06:15,3.97,37.5,6.67,14.41,6.65,0,29.33,0.61,29.33,6.5,12.5,12.5,0,1,0.42,2.09,0,1,0,1,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,69.09,26.94,26.94,272.91,0,4.18,0,11.89,1.93,24.22,3.85,11.9,100.56,3.12,11.18,7.71,0

26,06:15-06:30,7.6,34.99,6.67,14.21,12.95,0,28.33,1.29,28.33,12.65,11.67,11.67,1,2,0.7,3.5,0,2,1,2,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,69.09,26.94,26.94,272.91,0,4.18,0,11.89,1.93,24.22,3.85,11.9,100.56,3.12,11.18,7.71,0

27,06:30-06:45,12.43,34.01,6.67,14.41,20.55,3,28.33,4.31,28.33,20.3,11.33,11.33,2,3,2,9.97,0,3,3,3,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,58.56,26.94,26.94,272.91,0.74,4.18,0.58,11.89,8.62,24.22,3.85,11.9,100.56,3.27,11.18,7.71,0.74

28,06:45-07:00,18.46,32.51,6.67,14.61,27.72,6,29.67,7.19,29.67,27.38,10.83,10.83,3,5,3.4,16.99,0,6,6,7,33.78,16.89,100.55,16.89,135.13,33.78,28.96,33.78,16.89,43.92,1.87,70.37,38.61,26.94,26.94,234.3,1.17,4.18,0.91,11.89,8.62,23.71,3.85,11.9,55.02,3.27,11.18,7.71,1.17

29,07:00-07:15,25.65,32.51,6.67,14.81,33,10,30.67,10.81,30.67,33,10.83,10.83,7,7,5.39,26.93,0,9,10,15,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,195.69,1.69,4.18,1.31,11.89,8.14,23.71,3.85,11.9,55.02,3.27,10.99,7.71,1.69

30,07:15-07:30,33.62,32.51,6.67,15.01,33,16,31.33,15.5,31.33,33,10.83,10.83,9,9,7.73,38.67,0,13,15,19,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,157.09,2.29,4.18,1.78,11.89,8.14,24.22,3.85,11.9,55.02,3.27,10.99,7.71,2.29

31,07:30-07:45,52,27.49,6.67,8,33,26,23.33,21.08,23.33,33,9.17,9.17,13,12,10.35,51.72,0,19,21,27,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,150.1,3,4.18,2.32,11.89,8.14,24.73,3.85,11.9,55.02,3.27,10.99,7.71,3

32,07:45-08:00,60.55,27.49,6.67,8,32.6,32.6,24,27.27,24,32.6,9.17,9.17,17,16,13.48,67.38,0,25,27,33,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,150.1,4.27,4.18,3.29,11.89,8.14,25.23,3.85,11.9,55.02,3.27,10.99,7.71,4.27

33,08:00-08:15,68.69,27.49,6.67,8,33,33,24.67,33.94,24.67,33,9.17,9.17,20,21,17.14,85.7,0,36,33,40,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,150.1,5.56,4.18,4.3,11.89,8.14,25.23,3.7,11.9,55.02,3.27,10.9,7.71,5.56

34,08:15-08:30,76.36,27.49,6.67,7.8,33,33,25,40.65,25,33,9.17,9.17,23,25,20.64,103.18,0,43,39,47,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,150.1,6.56,4.18,5.07,11.89,8.14,24.23,3.7,11.9,55.02,3.27,10.9,7.71,6.56

35,08:30-08:45,83.28,27.49,6.67,7.8,33,33,23,47.35,23,33,9.17,9.17,27,27,23.88,119.41,0,48,45,53,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,150.1,7.53,4.18,5.83,11.89,8.14,24.23,3.7,11.9,55.02,3.27,10.9,7.71,7.53

36,08:45-09:00,93.3,28.5,6.67,7.6,33,33,23.67,54.18,23.67,33,9.5,9.5,29,30,26.94,134.69,0,53,51,58,33.78,16.89,53.09,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.94,26.94,150.1,8.51,4.18,6.58,11.89,8.14,24.73,3.7,11.9,55.02,3.27,10.9,7.71,8.51

37,09:00-09:15,101.48,26.51,8.33,7.6,33,33,24.33,60.82,24.33,33,8.83,8.83,32,32,29.7,148.5,0,61,57,64,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.95,26.95,150.1,10.38,4.18,8.02,11.89,8.14,25.23,3.7,11.9,55.02,3.12,10.81,7.71,10.38

38,09:15-09:30,107.52,27.49,8.33,7.4,33,33,24.67,66.48,24.67,33,9.17,9.17,35,34,32.23,161.15,0,66,63,69,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.95,26.95,150.1,11.35,4.18,8.77,11.89,8.14,24.22,3.7,11.9,55.02,3.12,10.81,7.71,11.35

39,09:30-09:45,112.44,28.5,10.33,7,33,33,25.67,74.3,25.67,33,9.5,9.5,37,36,34.5,172.48,0,69,69,74,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.95,26.95,150.1,12.25,4.18,9.47,11.89,8.14,24.22,3.7,11.9,55.02,3.12,10.81,7.71,12.25

40,09:45-10:00,117.58,29.51,10.33,7,33,33,25.67,79.61,25.67,33,9.83,9.83,39,38,36.61,183.06,0,73,73,79,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.78,70.37,38.61,26.95,26.95,150.1,13.1,4.18,10.12,11.89,8.14,24.22,3.7,11.9,55.02,3.12,10.81,7.71,13.1

41,10:00-10:15,122.12,30,10.33,7,33,33,36.67,84.37,36.67,33,10,10,42,40,38.59,192.97,0,78,78,83,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.69,70.37,38.61,26.95,26.95,150.1,13.87,4.18,10.72,11.89,8.14,23.71,3.62,11.9,55.02,3.12,10.71,7.71,13.87

42,10:15-10:30,128.74,31.01,10.67,7,33,33,36.67,88.8,36.67,33,10.33,10.33,43,41,40.56,202.82,0,83,81,86,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.69,70.37,38.61,26.95,26.95,150.1,14.58,4.18,11.27,11.89,8.14,23.71,3.62,11.9,55.02,3.12,10.71,7.71,14.58

43,10:30-10:45,128.74,31.99,11,7,33,33,36.67,92.76,36.67,33,10.67,10.67,44,42,42.42,212.09,0,88,84,89,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.69,70.37,38.61,26.95,26.95,150.1,15.23,4.18,11.77,11.89,1.93,23.71,3.85,11.9,55.02,3.12,10.71,7.71,15.23

44,10:45-11:00,128.74,33,11.67,7,33,33,36.67,96.67,36.67,33,11,11,46,43,44.16,220.8,0,92,85,91,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.69,70.37,38.61,26.95,26.95,150.1,15.79,4.18,12.2,11.89,1.93,23.71,3.85,11.9,55.02,3.12,10.71,7.71,15.79

45,11:00-11:15,128.74,34.01,12,7,33,33,36.67,100,36.67,33,11.33,11.33,46,44,46,230,0,95,87,93,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.87,70.37,38.61,26.95,26.95,150.1,16.27,4.18,12.58,11.89,1.93,23.71,3.7,11.9,55.02,3.12,10.71,7.71,16.27

46,11:15-11:30,128.74,34.99,12.33,7,33,33,36.67,100,36.67,33,11.67,11.67,47,44,49.17,245.83,0,97,87,93,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.87,70.37,38.61,26.95,26.95,150.1,16.67,4.18,12.88,11.89,1.93,23.71,3.7,11.9,55.02,3.12,10.71,7.71,16.67

47,11:30-11:45,128.74,36,13,7,33,33,36.67,100,36.67,33,12,12,48,45,49.17,245.83,0,98,87,95,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.87,70.37,38.61,26.95,26.95,160.27,17,4.18,13.13,11.89,1.93,23.21,3.93,11.9,55.02,3.12,10.71,7.71,17

48,11:45-12:00,124.84,37.5,13.33,7,33,33,36.67,100,36.67,33,12.5,12.5,48,45,49.17,245.83,0,98,87,96,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,1.87,70.37,38.61,26.95,26.95,157.2,17.25,4.18,13.33,11.89,1.93,23.21,3.93,11.9,55.02,3.12,10.71,7.71,17.25

49,12:00-12:15,124.84,38.51,13,7,33,33,36.67,100,36.67,33,12.83,12.83,48,45,49.17,245.83,0,98,87,97,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,164.76,17.44,4.18,13.48,11.89,1.93,23.21,3.93,11.9,55.02,3.12,10.63,7.71,17.44

50,12:15-12:30,117.04,40.99,13.33,7,33,33,37.33,100,37.33,33,13.67,13.67,48,45,49.17,245.83,0,98,87,97,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,179.47,17.55,4.18,13.57,11.89,1.93,22.71,3.93,11.9,55.02,3.12,10.63,7.71,17.55

51,12:30-12:45,117.04,42,13.67,7,33,33,38.33,100,38.33,33,14,14,48,45,49.17,245.83,0,98,87,97,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,181.34,17.61,4.18,13.61,11.89,1.93,22.71,3.93,11.9,55.02,3.12,10.63,7.71,17.61

52,12:45-13:00,117.04,43.01,14.33,7,33,33,39,100,39,33,14.33,14.33,48,45,49.17,245.83,0,98,87,97,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,150.1,17.55,4.18,13.57,11.89,1.93,22.71,3.93,11.9,55.02,3.12,10.63,7.71,17.55

53,13:00-13:15,117.04,43.99,14.67,7,33,33,39,100,39,33,14.67,14.67,48,45,49.17,245.83,0,95,87,97,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,150.1,17.45,4.18,13.48,11.89,1.93,22.71,3.93,11.9,55.02,3.27,10.63,7.71,17.45

54,13:15-13:30,115.09,45,15,7,33,33,39,100,39,33,15,15,48,44,49.17,245.83,0,93,87,95,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,150.1,17.28,4.18,13.35,11.89,1.93,21.71,3.93,11.9,55.02,3.27,10.63,7.71,17.28

55,13:30-13:45,116.49,46.01,15.33,7,33,33,39,100,39,33,15.33,15.33,47,44,49.17,245.83,0,91,87,95,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,193.04,17,4.18,13.14,11.89,1.93,21.71,3.93,11.9,55.02,3.27,10.63,7.71,17

56,13:45-14:00,113.51,48.49,16,7,33,33,39,100,39,33,16.17,16.17,46,44,49.17,245.83,0,91,87,93,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.06,70.37,38.61,26.96,26.96,193.04,16.66,4.18,12.87,11.89,1.93,21.71,3.93,11.9,55.02,3.27,10.63,7.71,16.66

57,14:00-14:15,110.09,51,16.33,9,33,33,39,100,39,33,17,17,45,44,48.96,244.8,0,90,75,91,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,38.61,26.8,26.8,231.65,16.21,4.18,12.53,11.89,1.93,21.71,4.08,11.9,55.02,3.43,10.71,7.71,16.21

58,14:15-14:30,106.29,53.51,16.67,9,33,33,39,100,39,33,17.83,17.83,43,43,47.06,235.31,0,88,72,87,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,38.61,26.8,26.8,231.65,15.71,4.18,12.14,11.89,1.93,21.71,4.08,11.9,55.02,3.43,10.71,7.71,15.71

59,14:30-14:45,99.7,44.51,16.67,10.8,33,33,39,91.01,39,33,14.83,14.83,38,41,46.15,230.72,0,87,70,77,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,38.61,26.8,26.8,231.65,15.11,4.18,11.67,11.89,1.93,21.71,4.08,11.9,55.02,3.43,10.71,7.71,15.11

60,14:45-15:00,97.9,45,16.67,11,33,33,39,87.42,39,33,15,15,36,40,44.73,223.63,0,85,67,72,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,38.61,26.8,26.8,231.65,14.33,4.18,11.07,11.89,1.93,22.21,4.08,11.9,55.02,3.43,10.71,7.71,14.33

61,15:00-15:15,91.9,45.49,16.67,15.01,33,33,39,83.44,39,33,15.17,15.17,33,38,42.79,213.94,0,83,61,67,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,56.58,26.8,26.8,231.65,13.61,7.25,10.51,11.89,8.97,21.7,4.24,11.9,85.05,3.43,10.81,10.45,13.61

62,15:15-15:30,86.57,46.5,16.67,14.81,33,33,39,79.17,39,33,15.5,15.5,31,35,41.76,208.8,0,78,57,62,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,56.58,26.8,26.8,231.65,12.86,7.25,9.94,11.89,8.97,21.7,4.24,11.9,85.05,3.43,10.81,10.45,12.86

63,15:30-15:45,80.7,46.99,16.67,14.61,33,33,39,74.22,39,33,15.67,15.67,28,32,38.86,194.31,0,70,52,57,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,56.58,26.8,26.8,231.65,12,7.25,9.28,11.89,8.97,22.2,4.16,11.9,85.05,3.27,10.81,10.45,12

64,15:45-16:00,73.92,47.51,16.67,14.41,33,33,39,69.28,39,33,15.83,15.83,25,30,35.76,178.79,0,67,46,50,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.15,70.37,56.58,26.8,26.8,212.34,11.11,7.25,8.59,11.89,8.97,22.2,4.16,11.9,85.05,3.27,10.81,10.45,11.11

65,16:00-16:15,67.35,43.5,15,22.01,33,25,39,58.94,39,33,14.5,14.5,18,28,32.55,162.76,0,61,34,37,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,70.37,56.58,26.8,26.8,250.95,10.29,7.25,7.95,11.89,8.97,22.71,4.24,11.9,85.05,3.27,11.18,10.45,10.29

66,16:15-16:30,60.79,43.99,15,22.41,33,20,39,55.67,39,33,14.67,14.67,16,24,29.8,149,0,57,30,32,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,70.37,56.58,26.8,26.8,272.91,9.07,7.25,7.01,11.89,8.97,22.71,4.24,11.9,85.05,3.27,11.18,10.45,9.07

67,16:30-16:45,53.32,55.01,18.33,28.01,33,15,39,50.66,39,33,18.33,18.33,13,21,25.21,126.04,0,48,25,25,33.78,16.89,100.55,16.89,135.13,33.78,17.37,33.78,16.89,43.92,2.25,70.37,67.11,26.8,26.8,272.91,8.08,7.25,6.25,11.89,8.97,22.71,4.24,11.9,102.76,3.27,11.18,10.45,8.08

