Time,Block,NR/2023/11956/F,NR/2023/11961/F,NR/2023/12133/C,NR/2023/11476/A,NR/2023/10236/A,NR/2023/11957/F,NR/2023/12132/C,NR/2023/12134/C,NR/2023/11960/F,NR/2023/11941/F,NR/2023/12131/C,NR/2023/11947/F,NR/2023/11962/F,NR/2023/11958/F,NR/2023/12122/D,NR/2023/11963/F,NR/2023/11952/F,NR/2023/11959/F,NR/2023/12125/C,NR/2023/10613/A,NR/2023/10344/A,NR/2023/11955/F,NR/2023/11342/A,NR/2023/11862/F,NR/2023/10229/A,NR/2023/10487/A,NER/2023/786/C,NR/2023/12121/D,NR/2023/12120/D,NR/2023/12119/D,Total
4,00:45-01:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.420000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.88

5,01:00-01:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.330000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.79

6,01:15-01:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.330000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.79

7,01:30-01:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.330000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.79

8,01:45-02:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.330000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.79

9,02:00-02:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.240000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.7

10,02:15-02:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.240000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.7

11,02:30-02:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.240000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.7

12,02:45-03:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.240000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,36.470000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,761.7

13,03:00-03:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.150000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.14

14,03:15-03:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.150000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.14

15,03:30-03:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.150000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.14

16,03:45-04:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.150000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.14

17,04:00-04:15,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.050000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.04

18,04:15-04:30,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.050000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.04

19,04:30-04:45,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.050000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.04

20,04:45-05:00,0.370000,0.700000,30.000000,48.320000,214.830000,0.720000,10.000000,16.050000,0.640000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,12.660000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,725.04

21,05:00-05:15,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.970000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.8

22,05:15-05:30,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.970000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.8

23,05:30-05:45,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.970000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.8

24,05:45-06:00,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.970000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.8

25,06:00-06:15,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.870000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.7

26,06:15-06:30,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.870000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.7

27,06:30-06:45,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.870000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,663.7

28,06:45-07:00,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.870000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,1.5,3.5,0,668.7

29,07:00-07:15,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.770000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,7.5,17.5,0,686.56

30,07:15-07:30,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.770000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,12,28,0.1,701.66

31,07:30-07:45,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.770000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,17.4,40.6,0.42,719.98

32,07:45:08:00,0.370000,0.700000,0.000000,48.320000,214.830000,0.720000,0.000000,15.770000,0.640000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.640000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,24,56,0.86,742.42

33,08:00-08:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.690000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,30,70,1.17,811.15

34,08:15-08:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.690000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,36,84,1.64,831.62

35,08:30-08:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.690000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,42,98,2.51,852.49

36,08:45:09:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.690000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,25.480000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,48.6,113.4,2.99,874.97

37,09:00:09:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.590000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,54.6,127.4,3.76,917.68

38,09:15-09:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.590000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,60,140,4.53,936.45

39,09:30-09:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.590000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,66.6,155.4,4.73,958.65

40,09:45-10:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.590000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,69,161,5.21,967.13

41,10:00-10:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.500000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,72,168,5.59,977.42

42,10:15-10:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.500000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,75,175,5.69,987.52

43,10:30-10:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.500000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,75.9,177.1,5.69,990.52

44,10:45-11:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.500000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,76.5,178.5,6.17,993

45,11:00-11:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.410000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,76.5,178.5,6.94,993.68

46,11:15-11:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.410000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78,182,7.14,998.88

47,11:30-11:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.410000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78,182,7.81,999.55

48,11:45-12:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.410000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78,182,8.01,999.75

49,12:00-12:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.320000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78,182,8.1,999.75

50,12:15-12:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.320000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,8.2,1002.85

51,12:30-12:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.320000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,8.29,1002.94

52,12:45-13:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.320000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,8.58,1003.23

53,13:00-13:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.220000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,9.02,1003.57

54,13:15-13:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.220000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,8.68,1003.23

55,13:30-13:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.220000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,8.49,1003.04

56,13:45-14:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.220000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,78.9,184.1,8.2,1002.75

57,14:00-14:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.140000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,76.5,178.5,8.1,994.57

58,14:15-14:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.140000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,75.6,176.4,8.05,991.52

59,14:30-14:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.140000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,75,175,7.91,989.38

60,14:45-15:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.140000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,73.5,171.5,7.81,984.28

61,15:00-15:15,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.040000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,68.4,159.6,7.76,967.13

62,15:15-15:30,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.040000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,64.5,150.5,7.72,954.09

63,15:30-15:45,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.040000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,61.5,143.5,6.85,943.22

64,15:45-16:00,0.350000,0.690000,30.000000,48.320000,214.830000,0.710000,10.000000,15.040000,0.660000,62.820000,8.500000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,20.000000,57.9,135.1,6.08,930.45

65,16:00-16:15,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.950000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,51,119,5.69,838.47

66,16:15-16:30,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.950000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,47.4,110.6,4.92,825.7

67,16:30-16:45,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.950000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,67.080000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,39.9,93.1,4.34,800.12

68,16:45-17:00,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.950000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,69.300000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,32.4,75.6,3.47,776.47

69,17:00-17:15,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.860000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,81.090000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,27,63,2.6,769.3

70,17:15-17:30,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.860000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,81.090000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,21.6,50.4,1.64,750.34

71,17:30-17:45,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.860000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,134.150000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,16.5,38.5,0.87,785.63

72,17:45-18:00,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.860000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,0.000000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,13.5,31.5,0.21,834.12

73,18:00-18:15,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.760000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,9.9,23.1,0,858.28

74,18:15-18:30,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.760000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,3,7,0,835.28

75,18:30-18:45,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.760000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,1.5,3.5,0,830.28

76,18:45-19:00,0.350000,0.690000,0.000000,48.320000,214.830000,0.710000,0.000000,14.760000,0.660000,62.820000,0.000000,6.770000,0.420000,0.560000,193.300000,0.420000,36.470000,0.660000,27.520000,0.000000,12.250000,0.360000,115.980000,2.900000,42.970000,41.560000,0.000000,0,0,0,825.28

