Column1,Time,WR/01102023/01102023/L_NR_2022_09,NR/01102023/31102037/L_NR_2019_11,NR/01082024/15082024/APL-Raigarh,NR/01082024/31082024/jitpl,NR/01082024/15082024/IIPL/JPL-T-BRPL/04/Aug'24,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01082024/31082024/1000011628-SIEL-BRPL(DISCOM),NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01082024/30092024/LT_MEJA_DELHI,NR/01082024/30082024/NR/01082024/30082024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01082024/31082024/APPCPL/180/F25/GNA/12763,NR/01102023/05012040/L_NR_2020_02,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01082024/31082024/SKS-Raigarh,NR/01102023/06022042/L_NR_2012_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10
9,02:00-02:15,35.33,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,38.47,5.83,65.94,32,30.27,8.74,261.1,90.84,86.75,0,133.29,15,0,0,0,0,0,35.33,15,10,45,7,0,0,0,0,0,0,0,0,0

10,02:15-02:30,35.33,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,38.47,5.83,65.94,32,30.27,8.74,261.1,90.84,86.75,0,133.29,15,0,0,0,0,0,35.33,15,9.66,45,7,0,0,0,0,0,0,0,0,0

11,02:30-02:45,48.33,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,38.47,5.83,65.94,5.9536,30.27,8.74,261.1,90.84,86.75,0,133.29,15,0,0,0,0,0,48.33,15,9.34,45,7,0,0,0,0,0,0,0,0,0

12,02:45-03:00,47.67,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,38.47,5.83,65.94,5.9536,30.27,8.74,261.1,90.84,86.75,0,133.29,14.84,0,0,0,0,0,47.67,14.83,9,44.5,7,0,0,0,0,0,0,0,0,0

13,03:00-03:15,49.67,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,0,5.73,114.92,5.9536,30.27,8.74,261.1,90.84,86.75,0,133.29,14.66,0,0,0,0,0,49.67,14.67,8.34,44,7,0,0,0,0,0,0,0,0,0

14,03:15-03:30,48.67,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,0,5.73,114.92,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,14.5,0,0,0,0,0,48.67,14.5,8,43.5,7,0,0,0,0,0,0,0,0,0

15,03:30-03:45,47.67,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,0,5.18,114.92,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,14.16,0,0,0,0,0,47.67,14.17,7.34,42.5,7,0,0,0,0,0,0,0,0,0

16,03:45-04:00,46.67,0,192.34,8.41,48.08,0,0,48.08,18.18,0,32,0,0,0,5.18,114.92,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,14.16,0,0,0,0,0,46.67,14.17,6.66,42.5,7,0,0,0,0,0,0,0,0,0

17,04:00-04:15,47,0,192.34,8.41,48.08,0,0,48.08,17.71,0,32,0,0,0,4.99,94.2,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,13.66,0,0,0,0,0,47,13.67,8,41,7,0,0,0,0,0,0,0,0,0

18,04:15-04:30,47,0,192.34,8.41,48.08,0,0,48.08,17.71,0,32,0,0,0,4.99,94.2,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,13.66,0,0,0,0,0,47,13.67,7.66,41,7,0,0,0,0,0,0,0,0,0

19,04:30-04:45,47,0,192.34,8.41,48.08,0,0,48.08,17.71,0,32,0,0,0,4.99,94.2,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,13.16,0,0,0,0,0,47,13.17,6.66,39.5,7,0,0,0,0,0,0,0,0,0

20,04:45-05:00,46.67,0,192.34,8.41,48.08,0,0,48.08,17.71,0,32,0,0,0,4.99,94.2,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,12.5,0,0,0,0,0,46.67,12.5,6,37.5,7,0,0,0,0,0,0,0,0,0

21,05:00-05:15,45,0,192.34,8.41,48.08,0,0,48.08,17.71,0,24.8044,0,0,0,0,65.94,21.5632,30.27,8.74,261.1,90.84,86.75,0,133.29,12.16,0,0,0,0,0,45,12.17,5.66,36.5,7,0,0,0,0,0,0,0,0,0

22,05:15-05:30,44,0,192.34,8.41,48.08,0,0,48.08,17.71,0,24.8044,0,0,0,0,65.94,21.5632,29.77,8.74,261.1,90.84,86.75,0,133.29,12.34,0,0,0,0,0,44,12.33,5.34,37,7,0,0,0,0,0,0,0,0,0

23,05:30-05:45,43.33,0,192.34,8.41,48.08,0,0,48.08,17.71,0,24.8044,0,0,0,0,65.94,21.5632,29.26,8.74,261.1,90.84,86.75,0,133.29,12.66,0,0,0,0,0,43.33,12.67,5.34,38,7,0,0,0,0,0,0,0,0,0

24,05:45-06:00,42.33,0,192.34,8.41,48.08,0,0,48.08,17.71,0,24.8044,0,0,0,0,65.94,21.5632,29.26,8.74,261.1,90.84,86.75,0,133.29,12.5,0,0,0.21,0,0,42.33,12.5,5,37.5,7,0,0,0,0,0,0,0,0,0

25,06:00-06:15,34.33,0,192.34,8.41,48.08,0,0,48.08,17.26,0,24.8044,0,0,0,0,65.94,21.5632,28.76,8.74,261.1,90.84,86.75,0,133.29,9.66,1,0,0.8,0,4,34.33,9.67,4.66,29,7,0.32,0.82,8.99,9.28,1,1,0,0.06,1

26,06:15-06:30,34,0,192.34,8.41,48.08,0,0.39,48.08,17.26,0.4,24.8044,0,0,0,0,65.94,21.5632,28.76,8.74,261.1,90.84,86.75,0.39,133.29,9.66,2,1,2.5,0,9.1,34,9.67,4.34,29,7,2.79,2.92,14.14,14.6,4,2,0,0.56,1

27,06:30-06:45,33.67,0,192.34,8.41,48.08,0,0.39,48.08,16.62,0.4,24.8044,0,0,0,0,65.94,21.5632,28.25,8.74,261.1,90.84,86.75,0.39,133.29,9.5,5,3,4.85,0,13.1,33.67,9.5,4,28.5,7,5.68,4.94,23.1,23.1,7,3,0,1.13,3

28,06:45-07:00,33.33,0,192.34,8.41,48.08,0,1.13,48.08,16.62,1.15,24.8044,0,0,0,0,65.94,21.5632,28.25,8.74,261.1,90.84,86.75,1.13,133.29,9.34,8,4,7.75,0,17.2,33.33,9.33,3.34,28,7,9.54,7.94,29.25,29.25,14,5,0,1.91,6

29,07:00-07:15,34,0,192.34,8.41,48.08,0,1.64,48.08,16.62,1.69,24.8044,0,0,0,0,65.94,21.5632,28.25,8.74,213.02,90.84,67.51,1.64,115.4,8.84,10,5,11.2,0,20.2,34,8.83,4,26.5,7,14.48,10,28.5,28.5,21,7,0,2.9,9

30,07:15-07:30,35.33,0,192.34,8.41,48.08,0,1.54,48.08,16.62,1.58,24.8044,0,0,0,0,65.94,21.5632,28.25,8.74,200.86,90.84,67.88,1.54,133.29,8.34,12,6,15.01,0,26.4,35.33,8.33,4.34,25,7,20.3,13,26.4,26.4,28,8,0,4.06,12

31,07:30-07:45,36.33,0,192.34,8.41,48.08,0,2.04,48.08,16.62,2.1,26.8708,0,0,0,0,65.94,25.9614,28.25,8.74,200.86,90.84,57.41,2.04,133.29,8,15,7,20.97,0,28.73,36.33,8,4.66,24,7,28.62,17,28.74,28.73,39,8,0,5.72,16

32,07:45-08:00,25,0,192.34,8.41,48.08,0,2.54,48.08,16.62,2.6,26.8708,0,0,0,0,65.94,25.9614,28.25,8.74,200.86,90.84,57.41,2.54,133.29,9.5,17,8,25.53,0,29.4,25,9.5,8.34,28.5,7,36.35,20,29.4,29.4,49,8,0,7.27,21

33,08:00-08:15,24.67,0,192.34,8.41,48.08,0,3.21,48.08,16.62,3.3,26.8708,0,0,0,4.63,65.94,25.9614,28.25,8.74,152.78,70.2,57.41,3.21,115.4,9.5,24,11,30.33,0,30.07,24.67,9.5,8,28.5,7,40.08,17,30.06,30.07,49,8,0,8.02,21

34,08:15-08:30,24.33,0,192.34,8.41,48.08,0,3.89,48.08,16.62,3.98,26.8708,0,0,0,4.63,70.08,25.9614,28.25,8.74,110.6,70.2,57.41,3.89,96.17,9.16,29,14,35.36,0,31.73,24.33,9.17,8.34,27.5,7,47.98,18,31.74,31.73,56,8,0,9.59,24

35,08:30-08:45,23.67,0,192.34,8.41,48.08,0,4.56,48.08,16.62,4.67,26.8708,0,0,0,4.63,70.08,25.9614,28.25,8.74,110.6,60.59,57.41,4.56,74.78,9,36,17,37.87,0,32.67,23.67,9,8,27,7,56.14,25,32.66,32.67,70,14,0,11.23,30

36,08:45-09:00,23.33,0,192.34,8.41,48.08,0,5.23,48.08,16.62,5.37,26.8708,0,0,0,4.63,70.08,25.9614,28.25,8.74,110.6,60.59,57.41,5.23,74.78,9,43,20,39.97,0,32.67,23.33,9,8,27,7,64.25,30,32.66,32.67,81,17,0,12.85,34

37,09:00-09:15,20,0,0,8.41,0,0,6.01,0,16.62,6.15,26.8708,0,0,0,4.44,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,6.01,74.78,9.34,47,23,41.33,0,33,20,9.33,7.66,28,7,72.83,37,33,33,91,20,0,14.56,39

38,09:15-09:30,20,0,0,8.41,0,0,6.78,0,16.62,6.94,26.8708,0,0,0,4.44,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,6.78,74.78,9.66,52,25,42.27,0,33,20,9.67,7.34,29,7,81.1,40,33,33,102,23,0,16.22,43

39,09:30-09:45,20,0,0,8.41,0,0,7.54,0,16.62,7.73,26.8708,0,0,0,4.44,70.08,26.8708,27.75,8.74,110.6,52.89,57.41,7.54,74.78,7.5,64,31,48.55,0,33,20,7.5,6.66,22.5,7,89.59,47,33,33,126,23,0,17.92,54

40,09:45-10:00,20,0,0,8.41,0,0,8.31,0,16.62,8.52,26.8708,0,0,0,4.44,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,8.31,74.78,7.5,70,33,54.85,0,33,20,7.5,6.66,22.5,7,97.43,50,33,33,133,25,0,19.49,57

41,10:00-10:15,20,0,0,8.41,0,0,8.64,0,16.62,8.85,26.8708,0,0,0,4.25,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,8.64,74.78,7.5,68,32,60.85,0,33,20,7.5,6.66,22.5,7,83.68,55,33,33,105,26,0,16.74,45

42,10:15-10:30,20,0,0,8.41,0,0,8.94,0,16.62,9.17,26.8708,0,0,0,4.25,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,8.94,74.78,7.5,71,34,66.85,0,33,20,7.5,6.66,22.5,7,88.41,60,33,33,109,29,0,17.68,46

43,10:30-10:45,20,0,0,8.41,0,0,9.27,0,16.62,9.49,26.8708,0,0,0,4.25,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,9.27,74.78,7.5,78,39,54.4,0,33,20,7.5,6.66,22.5,7,92.47,50,33,33,140,29,0,18.49,60

44,10:45-11:00,20,0,0,8.41,0,0,6.43,0,16.62,6.6,26.8708,0,0,0,4.25,70.08,26.8708,26.74,8.74,110.6,52.89,57.41,6.43,74.78,7.5,82,41,53.97,0,33,20,7.5,6.66,22.5,7,95.58,52,33,33,144,30,0,19.11,61

45,11:00-11:15,20,0,0,8.41,0,0,6.43,0,16.34,6.6,26.8708,0,0,0,4.25,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,6.43,74.78,7.5,87,43,52.54,0,33,20,7.5,6.66,22.5,7,97.28,53,33,33,179,29,0,19.46,76

46,11:15-11:30,20,0,0,8.41,0,0,10.71,0,16.34,10.98,26.8708,0,0,0,4.25,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,10.71,74.78,7.5,87,43,50.9,0,33,20,7.5,6.66,22.5,7,98.15,53,33,33,179,29,0,19.63,76

47,11:30-11:45,37.33,0,0,8.41,0,0,10.71,0,16.34,10.98,26.8708,0,0,0,4.25,70.08,26.8708,28.25,8.74,170.84,52.89,57.41,10.71,74.78,7.5,87,43,54.42,0,33,37.33,7.5,6.66,22.5,7,181.27,78,33,33,179,38,0,36.25,76

48,11:45-12:00,37.67,0,0,8.41,0,0,10.71,0,16.34,10.98,26.8708,0,0,0,4.25,70.08,26.8708,28.25,8.74,170.84,52.89,57.41,10.71,74.78,7.5,87,43,57.94,0,33,37.67,7.5,10.34,22.5,7,181.02,80,33,33,179,41,0,36.2,76

49,12:00-12:15,37.67,0,0,8.41,0,0,10.71,0,16.34,10.98,26.8708,0,0,0,4.16,70.08,26.8708,28.25,8.74,170.84,52.89,57.41,10.71,74.78,10,87,43,58.54,0,33,37.67,10,11,30,7,180.76,80,33,33,179,41,0,36.15,76

50,12:15-12:30,38,0,0,8.41,0,0,12.49,0,16.34,12.8,26.8708,0,0,0,4.16,70.08,26.8708,28.25,8.74,170.84,52.89,57.41,12.49,74.78,10.16,87,43,60.71,0,33,38,10.17,11.66,30.5,7,181.25,80,33,33,179,41,0,36.25,76

51,12:30-12:45,38,0,0,8.41,0,0,12.49,0,16.34,12.8,26.8708,0,0,0,4.16,70.08,26.8708,28.25,8.74,170.84,52.89,57.41,12.49,74.78,10.34,87,43,56.03,0,33,38,10.33,12,31,7,156.88,60,33,33,179,29,0,31.37,76

52,12:45-13:00,39,0,0,8.41,0,0,10.11,0,16.34,10.36,26.8708,0,0,0,4.16,70.08,26.8708,28.25,8.74,170.84,52.89,57.41,10.11,74.78,10.5,87,43,50.79,0,33,39,10.5,12.34,31.5,7,157.5,57,33,33,179,29,0,31.5,76

53,13:00-13:15,39.67,0,0,8.41,0,0,10.11,0,16.34,10.36,26.8708,0,0,0,4.35,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,10.11,74.78,10.66,87,43,45.18,0,33,39.67,10.67,15,32,7,191.92,55,33,33,179,29,0,38.38,76

54,13:15-13:30,40,0,0,8.41,0,0,10.11,0,16.34,10.36,26.8708,0,0,0,4.35,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,10.11,74.78,10.84,89,44,39.13,0,33,40,10.83,15.66,32.5,7.2,190.87,53,33,33,179,29,0,38.17,76

55,13:30-13:45,48.33,0,0,8.41,0,0,10.11,0,16.34,10.36,26.8708,0,0,0,4.35,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,10.11,74.78,14.66,85,40,47.46,0,33,48.33,14.67,16.34,44,7.2,216.67,53,33,33,175,29,0,43.33,75

56,13:45-14:00,49,0,0,8.41,0,0,10.11,0,16.34,10.36,26.8708,0,0,0,4.35,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,10.11,74.78,15,85,40,45.56,0,33,49,15,17,45,7.2,217.12,53,33,33,175,29,0,43.42,75

57,14:00-14:15,49.67,0,0,8.41,0,0,10.11,0,16.8,10.36,26.8708,0,0,0,4.53,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,10.11,74.78,15.34,74,36,43.53,0,33,49.67,15.33,17.66,46,9.6,215.57,70,33,33,126,38,0,43.11,54

58,14:15-14:30,50.33,0,0,8.41,0,0,10.11,0,16.8,10.36,26.8708,0,0,0,4.53,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,10.11,74.78,15.66,71,34,41.35,0,33,50.33,15.67,18.34,47,10,210.91,72,33,33,123,38,0,42.18,52

59,14:30-14:45,50.33,0,0,8.41,0,0,10.11,0,16.8,10.36,26.8708,0,0,0,4.53,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,10.11,74.78,16,43,20,39.97,0,33,50.33,16,19,48,10.4,201.53,75,33,33,74,35,0,40.3,31

60,14:45-15:00,50,0,0,8.41,0,0,10.11,0,16.8,10.36,26.8708,0,0,0,4.53,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,10.11,74.78,16.34,41,19,38.35,0,33,50,16.33,19.66,49,11,190.28,75,33,33,74,35,0,38.06,31

61,15:00-15:15,50,0,0,8.41,0,0,10.11,0,16.8,10.36,26.8708,0,0,0,4.9,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,10.11,74.78,18,30,15,31.46,0,33,50,18,20,54,11.2,180.14,52,33,33,56,29,0,36.03,24

62,15:15-15:30,50,0,0,8.41,0,0,7.35,0,16.8,7.53,26.8708,0,0,0,4.9,70.08,26.8708,28.25,8.74,110.6,52.89,57.41,7.35,74.78,18.34,30,15,31.34,0,33,50,18.33,20,55,12.01,169.15,50,33,33,56,29,0,33.83,24

63,15:30-15:45,50,0,0,8.41,0,0,2.76,0,18.64,2.83,26.8708,0,0,0,4.9,70.08,26.8708,27.24,8.74,110.6,52.89,57.41,2.76,74.78,18.66,27,13,29.32,0,33,50,18.67,20,56,12.41,66.44,18,33,33,60,9,0,13.29,25

64,15:45-16:00,50,0,0,8.41,0,0,2.76,0,18.64,2.83,26.8708,0,0,0,4.9,70.08,26.8708,26.24,8.74,110.6,52.89,57.41,2.76,74.78,19,27,13,27.21,0,33,50,19,20,57,11.61,64.07,17,33,33,56,8,0,12.81,24

65,16:00-16:15,50,0,0,8.41,0,0,2.76,0,18.64,2.83,26.8708,0,0,0,5.18,70.08,26.8708,28.77,8.74,158.68,81.74,57.41,2.76,74.78,19.34,34,16,24.66,0,33,50,19.33,20,58,7.4,61.53,17,33,33,46,8.5,0,12.31,19

66,16:15-16:30,50,0,0,8.41,0,0,2.76,0,18.64,2.83,26.8708,0,0,0,5.18,70.08,26.8708,28.77,8.74,170.84,100.19,57.41,2.76,74.78,19.34,34,16,21.75,0,33,50,19.33,20,58,7.4,60.53,17,33,33,42,8,0,12.11,18

67,16:30-16:45,50,0,0,8.41,0,0,2.76,0,18.64,2.83,26.8708,0,0,0,5.18,70.08,26.8708,28.77,8.74,170.84,100.19,57.41,2.76,74.78,19.34,34,16,18.32,0,33,50,19.33,23.34,58,7.4,106.93,15,33,33,39,7.5,0,21.39,17

68,16:45-17:00,50,0,0,8.41,0,0,2.76,0,18.64,2.83,26.8708,0,0,0,5.18,70.08,26.8708,28.77,8.74,170.84,100.19,57.41,2.76,74.78,19.5,30,15,15.12,0,24.2,50,19.5,24,58.5,7.4,94,13,33,33,36,7.5,0,18.8,15

69,17:00-17:15,50,0,192.34,8.41,48.08,0,2.76,48.08,18.64,2.83,26.8708,0,0,0,5.55,70.08,26.8708,29.77,8.74,170.84,100.19,57.41,2.76,74.78,19.16,15,7,12.17,0,17.2,50,19.17,24.34,57.5,7.4,79.62,12,33,33,32,7.5,0,15.92,14

70,17:15-17:30,50,0,192.34,8.41,48.08,0,2.76,48.08,18.64,2.83,26.8708,0,0,0,5.55,70.08,26.8708,29.77,8.74,170.84,100.19,57.41,2.76,74.78,18.66,10,5,9.48,0,8.1,50,18.67,24.66,56,7.4,67.09,12,28.73,29.66,28,7.5,0,13.42,12

71,17:30-17:45,56.67,0,192.34,8.41,48.08,0,2.76,48.08,18.64,2.83,26.8708,0,0,0,5.55,70.08,26.8708,29.77,8.74,170.84,100.19,57.41,2.76,74.78,19.16,10,5,7.16,0,3,56.67,19.17,24.66,57.5,7.4,55.15,10,22.88,23.64,18,7.5,0,11.03,7

72,17:45-18:00,57,0,192.34,8.41,48.08,0,2.13,48.08,18.64,2.16,26.8708,0,0,0,5.55,70.08,26.8708,30.28,8.74,170.84,100.19,57.41,2.13,74.78,19,10,5,4.96,0,0,57,19,23.66,57,7.4,44.28,10,17.79,18.37,11,6.5,0,8.86,4

73,18:00-18:15,58,0,192.34,8.41,48.08,0,1.62,48.08,18.64,1.65,26.8708,0,0,0,5.55,70.08,26.8708,29.77,8.74,170.84,100.19,57.41,1.62,96.17,18,7,3,3.07,0,0,58,18,24,54,7.4,35.53,8,0,0,7,7,0,7.11,3

74,18:15-18:30,57.33,0,192.34,8.41,48.08,0,1.18,48.08,18.64,1.21,26.8708,0,0,0,5.55,70.08,26.8708,29.77,8.74,170.84,100.19,57.41,1.18,115.4,18,3,2,1.6,0,0,57.33,18,23.34,54,7.4,27.48,8,0,0,4,5,0,5.5,1

75,18:30-18:45,57.67,0,192.34,8.41,48.08,0,0.56,48.08,18.64,0.58,26.8708,0,0,0,5.55,70.08,26.8708,29.77,8.74,198.73,71.34,57.41,0.56,133.29,24.16,1,1,0.33,0,0,57.67,24.17,22.66,72.5,7.4,19.9,5,0,0,1,3,0,3.98,0

76,18:45-19:00,57.67,0,192.34,8.41,48.08,0,0.33,48.08,18.64,0.34,23.2784,0,0,0,5.55,114.92,23.2784,29.27,8.74,225.6,52.89,76.25,0.33,133.29,24,0,0,0,0,0,57.67,24,22.66,72,7.4,12.77,4,0,0,1,2,0,2.55,0

77,19:00-19:15,62.33,0,192.34,8.41,48.08,0,0.07,48.08,16.8,0.07,0,0,0,0,6.01,114.92,32,28.26,8.74,261.1,81.74,86.75,0.07,133.29,29.84,0,0,0,0,0,62.33,29.83,22.34,89.5,7.4,6.87,2,0,0,1,1,0,1.37,0

78,19:15-19:30,61.67,0,192.34,8.41,48.08,0,0.01,48.08,16.8,0.01,0,0,0,0,6.01,114.92,32,28.26,8.74,261.1,100.19,86.75,0.01,133.29,29.66,0,0,0,0,0,61.67,29.67,21.66,89,7.4,1.78,1,0,0,0,0,0,0.35,0

79,19:30-19:45,59.67,0,192.34,8.41,48.08,0,0,48.08,16.8,0,0,0,0,0,6.01,114.92,32,28.26,8.74,261.1,100.19,86.75,0,133.29,29.5,0,0,0,0,0,59.67,29.5,21.34,88.5,7.4,0.68,0,0,0,0,0,0,0.14,0

80,19:45-20:00,58,0,192.34,8.41,48.08,0,0,48.08,16.8,0,0,0,0,0,6.01,114.92,32,28.26,8.74,261.1,100.19,86.75,0,133.29,29.16,0,0,0,0,0,58,29.17,21,87.5,7.4,0.28,0,0,0,0,0,0,0.05,0

81,20:00-20:15,56,0,192.34,8.41,48.08,0,0,48.08,16.8,0,15.4736,0,0,0,6.01,114.92,15.4736,28.26,8.74,261.1,100.19,86.75,0,133.29,28.5,0,0,0,0,0,56,28.5,20.66,85.5,7.4,0,0,0,0,0,0,0,0,0

82,20:15-20:30,55,0,192.34,8.41,48.08,0,0,48.08,16.8,0,15.4736,0,0,0,6.01,114.92,15.4736,28.26,8.74,261.1,100.19,86.75,0,133.29,28.16,0,0,0,0,0,55,28.17,20,84.5,7.4,0,0,0,0,0,0,0,0,0

