Block,Time,NR/23122023/31122023/HP-21,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05421,NR/30092023/26122029/SH-06,NR/20122023/29022024/IEX_LDC_231218_00502,NR/26122023/26122023/HPX-TAMCTG-251223-05509,NR/30092023/31122025/SH-07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/20122023/29022024/IEX_LDC_231218_00501,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01122023/31122023/5412UPCL/CE(Comm)/SE/Banking dt. 17.11.2023,NR/26122023/26122023/IEX_231225_05938,NR/23122023/31122023/HP-17,NR/25122023/27122023/IEX_231223_05926,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/20122023/31122023/HPX-GTAMLDCRA-141223-05422,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/23122023/31122023/SJVN231223NR1309,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/23122023/31122023/SJVN231223NR1310,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/L_NR_2019_05,SR/01122023/31122023/BYPL_KSEB_DEC23,WR/01102023/01102023/L_NR_2020_06,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07
6,01:15-01:30,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,24.080000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,7.04,0,21.11,0,0,0,17.64,0,22.14,5.34,0,0,0,48.16,7.02,17.64,0,0,0

7,01:30-01:45,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,24.080000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,6.69,0,20.08,0,0,0,17.58,0,22.41,5.34,0,0,0,48.16,6.7,17.58,0,0,0

8,01:45-02:00,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,24.080000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,6.51,0,19.53,0,0,0,17.05,0,22.7,5.34,0,0,0,48.16,6.5,17.05,0,0,0

9,02:00-02:15,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,24.080000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,6.43,0,19.3,0,0,0,15,0,23.16,5.34,0,0,0,48.16,6.43,15,0,0,0

10,02:15-02:30,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,24.080000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,6.25,0,18.74,0,0,0,15,0,23.71,5.34,0,0,0,48.16,6.24,15,0,0,0

11,02:30-02:45,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,6.06,0,18.18,0,0,0,15,0,24.13,5.34,0,0,0,48.16,6.06,15,0,0,0

12,02:45-03:00,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.670000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,24.71,5.34,0,0,0,48.16,5.84,15,0,0,0

13,03:00-03:15,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,22.96,5.34,0,0,0,48.16,5.84,15,0,0,0

14,03:15-03:30,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,23.14,5.34,0,0,0,48.16,5.84,15,0,0,0

15,03:30-03:45,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,23.32,5.34,0,0,0,48.16,5.84,15,0,0,0

16,03:45-04:00,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,71.650000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,23.52,5.34,0,0,0,48.16,5.84,15,0,0,0

17,04:00-04:15,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,67.420000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,23.75,5.34,0,0,0,48.16,5.84,15,0,0,0

18,04:15-04:30,147.720000,32.750000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,109.790000,14.450000,67.420000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,23.89,5.34,0,0,0,48.16,5.84,15,0,0,0

19,04:30-04:45,147.720000,32.220000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,107.660000,14.450000,67.420000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,15,0,26.69,5.34,0,0,0,48.16,5.84,15,0,0,0

20,04:45-05:00,147.720000,32.220000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,123.280000,14.450000,67.420000,1.620000,0.000000,1.010000,0,0,0,0,0,5.83,0,17.5,0,0,0,14.67,0,26.8,5.34,0,0,0,48.16,5.84,14.67,0,0,0

21,05:00-05:15,147.720000,32.220000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,171.430000,14.450000,67.420000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,14.67,0,26.91,5.34,0,0,0,48.16,5.84,14.67,0,0,0

22,05:15-05:30,147.720000,56.290000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,148.970000,48.160000,205.050000,14.450000,67.420000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,14.67,0,27.04,5.34,0,0,0,48.16,5.84,14.67,0,0,0

23,05:30-05:45,147.720000,75.400000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,192.620000,48.160000,253.210000,14.450000,77.050000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,14.33,0,27.15,5.34,0,0,0,48.16,5.84,14.33,0,0,0

24,05:45-06:00,147.720000,56.460000,0.000000,0.000000,5.780000,25.990000,11.560000,0.000000,25.990000,23.110000,8.190000,0.000000,96.310000,0.000000,114.950000,192.620000,1.150000,231.140000,48.160000,260.610000,14.450000,67.420000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,14,0,27.33,5.34,0,0,0,48.16,5.84,14,0,0,0

25,06:00-06:15,251.460000,56.460000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,25.450000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,231.140000,77.050000,260.610000,14.450000,67.420000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,13.67,0,22.28,5.34,0,0,0,48.16,5.84,13.67,0,0,0

26,06:15-06:30,251.460000,67.930000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,25.450000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,231.140000,100.880000,260.610000,14.450000,67.420000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,13.33,0,22.39,5.34,0,0,0,48.16,5.84,13.33,0,0,0

27,06:30-06:45,251.460000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,0.000000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,13.33,0,22.52,5.34,0,0,0,48.16,5.84,13.33,0,0.5,0

28,06:45-07:00,251.460000,86.870000,0.000000,0.000000,5.780000,30.820000,11.560000,0.000000,0.000000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,0.000000,0.930000,0,0,0,0,0,5.83,0,17.5,0,0,0,13.33,0,22.73,5.34,0,0,0,48.16,5.84,13.33,0,3,0

29,07:00-07:15,251.460000,86.870000,0.000000,0.000000,5.780000,30.340000,11.560000,52.970000,30.340000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,0.000000,0.930000,0,0,1,0,0,5.83,0,17.5,0.710509,0,0,13.33,0,22.74,5.34,0,0,1,48.16,5.84,13.33,0,10,0

30,07:15-07:30,251.460000,86.870000,0.030000,0.030000,5.780000,30.340000,11.560000,98.240000,30.340000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,0.030000,0.930000,1,0,8.34,0,0,5.83,0,17.5,5.732737,0,0,13.33,0,22.74,5.34,0,0,1.58,48.16,5.84,13.33,0,18,0

31,07:30-07:45,251.460000,86.870000,0.210000,0.220000,5.780000,30.340000,11.560000,149.280000,30.340000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,0.210000,0.930000,3,0,28.71,0,1,5.83,1,17.5,12.974089,0,0.22,13.33,1.1,22.91,5.34,0,0.31,14.37,48.16,5.84,13.33,1,28,2

32,07:45:08:00,251.460000,86.870000,0.570000,0.580000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,0.570000,0.930000,5,0,30.37,0,3,5.83,2,17.5,20.974615,0,1.49,13.33,7.43,22.99,5.34,0,0.92,29.76,48.16,5.84,13.33,3,30.37,8

33,08:00-08:15,251.460000,86.870000,1.200000,1.230000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,1.200000,0.930000,12,0,30.33,0,6,5.83,5,17.5,30.834144,0,5.16,13.33,25.82,23.06,5.34,0,5.65,30.33,48.16,5.84,13.33,9,30.34,21

34,08:15-08:30,251.460000,86.870000,2.050000,2.100000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,2.050000,0.930000,20,0,30.33,0,10,5.83,8,17.5,42.494278,0,9.02,13.33,45.11,23.53,5.34,0,13.37,30.33,48.16,5.84,13.33,13,30.34,32

35,08:30-08:45,251.460000,86.870000,2.840000,2.910000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,2.840000,0.930000,29,0,32,0,14,5.83,12,17.5,54.825989,0,14.14,13.33,70.69,23.94,5.34,0,21.02,32,48.16,5.84,13.33,24,32,56

36,08:45:09:00,251.460000,86.870000,3.730000,3.830000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,3.730000,0.930000,37,0,32,0,19,5.83,17,17.5,66.37906,0,18.45,13.33,92.26,24.14,5.34,0,27.34,32,48.16,5.84,13.33,31,32,74

37,09:00:09:15,251.460000,86.870000,4.920000,5.040000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,4.920000,0.930000,43,0,32,0,22,5.83,21.8,17.5,76.394317,0,22.52,13.33,112.62,24.35,5.34,0,34.2,32,48.16,5.84,13.33,37,32,88

38,09:15-09:30,251.460000,86.870000,6.080000,6.240000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,6.080000,0.930000,50,0,32,0,25,5.83,25.13,17.5,85.767196,0,26.2,13.33,131.03,24.71,5.34,0,41.73,32,48.16,5.84,13.33,43,32,102

39,09:30-09:45,251.460000,86.870000,7.080000,7.260000,5.780000,30.340000,11.560000,178.170000,30.340000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,7.080000,0.930000,58,0,32,0,29,5.83,28.08,17.5,94.157042,0,29.4,13.33,147.02,25.14,5.34,0,48.36,32,48.16,5.84,13.33,49,32,116

40,09:45-10:00,251.460000,86.870000,8.100000,8.300000,5.780000,30.820000,11.560000,178.170000,30.820000,22.150000,8.190000,0.000000,96.310000,48.160000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,86.680000,1.620000,8.100000,0.930000,65,0,32.5,0,33,5.83,30.58,17.5,101.70985,0,32.39,13.33,161.98,25.32,5.34,0,53.76,32.5,48.16,5.84,13.33,55,32.5,130

41,10:00-10:15,251.460000,86.870000,9.020000,9.240000,5.780000,30.820000,11.560000,0.000000,30.820000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,82.830000,1.620000,9.020000,0.930000,67,0,32.5,0,33,5.83,32.96,17.5,108.668945,0,32.52,13.33,162.59,29.71,5.34,0,58.98,32.5,48.16,5.84,13.33,58,32.5,137

42,10:15-10:30,251.460000,86.870000,9.740000,9.980000,5.780000,30.820000,11.560000,0.000000,30.820000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,82.830000,1.620000,9.740000,0.930000,71,0,32.5,0,36,5.83,35.04,17.5,114.859133,0,34.94,13.33,174.68,30.06,5.34,0,63.66,32.5,48.16,5.84,13.33,63,32.5,147

43,10:30-10:45,251.460000,86.870000,10.470000,10.730000,5.780000,30.820000,11.560000,0.000000,30.820000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,82.830000,1.620000,10.470000,0.930000,73,0,32.5,0,37,5.83,36.99,17.5,124.09575,0,39.54,13.33,197.69,30.58,5.34,0,68.16,32.5,48.16,5.84,13.33,65,32.5,153

44,10:45-11:00,251.460000,86.870000,11.150000,11.430000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.150000,270.870000,100.880000,260.610000,14.450000,82.830000,1.620000,11.150000,0.930000,77,0,32.5,0,38,5.83,38.22,17.5,128.407469,0,41.57,13.33,207.88,30.95,5.34,0,72.07,32.5,48.16,5.84,13.33,68,32.5,160

45,11:00-11:15,251.460000,86.870000,11.790000,12.090000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,11.790000,0.930000,80,0,32.5,0,40,5.83,39.6,17.5,131.697223,0,43.38,13.33,216.92,29.8,5.34,0,75.11,32.5,48.16,5.84,13.33,72,32.5,167

46,11:15-11:30,251.460000,86.870000,13.090000,13.420000,5.780000,30.820000,11.560000,0.000000,30.820000,20.230000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,13.090000,0.930000,84,0,32.5,0,42,5.83,41.24,17.5,134.733919,0,45.14,13.33,225.68,29.78,5.34,0,77.77,32.5,48.16,5.84,13.33,75,32.5,175

47,11:30-11:45,251.460000,86.870000,13.410000,13.750000,5.780000,30.820000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,13.410000,0.930000,90,0,32.5,0,45,5.83,41.88,17.5,137.361829,0,46,13.33,230,29.75,5.34,0,79.4,32.5,48.16,5.84,13.33,78,32.5,182

48,11:45-12:00,251.460000,86.870000,13.790000,14.130000,5.780000,30.820000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,13.790000,0.930000,90,0,32.5,0,45,5.83,43,17.5,138.88991,0,46,13.33,230,29.86,5.34,0,81.63,32.5,48.16,5.84,13.33,79,32.5,186

49,12:00-12:15,251.460000,86.870000,14.010000,14.360000,5.780000,30.820000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,14.010000,0.930000,89,0,32.5,0,44,5.83,43.49,17.5,141.537286,24.08,46,13.33,230,27.18,5.34,28.89,81.62,32.5,48.16,5.84,13.33,76,32.5,179

50,12:15-12:30,251.460000,86.870000,14.080000,14.430000,5.780000,30.820000,11.560000,0.000000,30.820000,23.110000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,14.080000,0.930000,89,0,32.5,0,44,5.83,43.59,17.5,140.855976,24.08,46,13.33,230,27.28,5.34,28.89,83.18,32.5,48.16,5.84,13.33,78,32.5,182

51,12:30-12:45,251.460000,86.870000,14.080000,14.430000,5.780000,30.820000,11.560000,0.000000,30.820000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,14.080000,0.930000,89,0,32.5,0,44,5.83,43.74,17.5,139.425225,24.08,46,13.33,230,27.14,5.34,28.89,83.44,32.5,48.16,5.84,13.33,78,32.5,182

52,12:45-13:00,251.460000,86.870000,14.080000,14.430000,5.780000,30.820000,11.560000,0.000000,30.820000,22.150000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.180000,270.870000,100.880000,260.610000,14.450000,82.830000,1.670000,14.080000,0.930000,89,0,32.5,0,44,5.83,43.13,17.5,137.283965,24.08,46,13.33,230,27.1,5.34,28.89,82.03,32.5,48.16,5.84,13.33,78,32.5,182

53,13:00-13:15,251.460000,57.420000,14.050000,14.400000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,231.140000,84.750000,260.610000,14.450000,67.420000,1.670000,14.050000,1.090000,89,0,32.5,0,44,5.83,40.91,17.5,133.945546,24.08,46,13.33,230,29.66,5.34,28.89,81.02,32.5,48.16,5.84,13.33,79,32.5,186

54,13:15-13:30,251.460000,57.420000,13.960000,14.320000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,192.620000,62.600000,260.610000,14.450000,67.420000,1.670000,13.960000,1.090000,88,0,32.5,0,44,5.83,40.01,17.5,129.809021,24.08,46,13.33,230,29.61,5.34,28.89,79.65,32.5,48.16,5.84,13.33,78,32.5,182

55,13:30-13:45,251.460000,57.420000,13.610000,13.950000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,211.880000,48.160000,260.610000,14.450000,67.420000,1.670000,13.610000,1.090000,85,0,32.5,0,42,5.83,37.6,17.5,127.317373,24.08,46,13.33,230,29.33,5.34,28.89,76.98,32.5,48.16,5.84,13.33,75,32.5,175

56,13:45-14:00,251.460000,57.420000,13.140000,13.470000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,250.410000,48.160000,260.610000,14.450000,67.420000,1.670000,13.140000,1.090000,81,0,32.5,0,41,5.83,36.37,17.5,121.769563,24.08,46,13.33,230,29.09,5.34,28.89,75,32.5,48.16,5.84,13.33,73,32.5,172

57,14:00-14:15,251.460000,57.420000,12.530000,12.840000,5.780000,30.820000,11.560000,0.000000,30.820000,21.190000,8.190000,0.000000,96.310000,0.000000,0.000000,192.620000,1.220000,270.870000,48.160000,260.610000,14.450000,67.420000,1.710000,12.530000,1.090000,79,0,32.5,0,39,5.83,34.27,17.5,115.968695,24.08,44.39,13.33,221.97,28.73,5.34,28.89,73.18,32.5,48.16,5.84,13.33,70,32.5,165

