Block,Time,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,JHAJJAR,KOLDAM,KOTESHWR,NAPP,RAMPUR,BSIUL,CHAMERA3,KISHANGANGA,RAPPB,NJPC,PARBATI3,RIHAND1,RIHAND3,SALAL,SINGRAULI,SINGRAULI_HYDRO,TANAKPUR,TEHRI,UNCHAHAR1,UNCHAHAR2,UNCHAHAR4,URI,URI2,RAPPC,RIHAND2,TANDA2,UNCHAHAR3,SEWA2,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
64,15:45-16:00,42.14808,14.427279,689.353782,9.340345,51.482324,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,143.057536,1.075357,0,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,88.779045,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.75,0.8,0,20.016,20.0018,38.91477,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

65,16:00-16:15,42.14808,14.427279,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0,13.1076,10.55926,2.551476,0,0,0,94.319983,126.520837,36.022,139.568328,1.075357,0,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.73,0.8,0,16.8051,20.0018,38.91477,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021107,0,0,0.002557,0,0.017259

66,16:15-16:30,42.14808,14.427279,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.395742,13.1076,10.55926,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,0,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.19,1.99,2.18,1.62,0,1.85,7.89,1.94,0,9.33,0.25,1.73,0.8,0,15.985,20.0018,38.91477,147.515625,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021107,0,0,0.002557,0,0.017259

67,16:30-16:45,42.14808,14.427279,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.395742,13.1076,21.139359,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,1.9215,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,15.985,20.0018,38.91477,147.515625,2.352264,1.942962,1.959684,1.341844,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

68,16:45-17:00,42.14808,14.427279,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.395742,13.09,21.139359,2.551476,0,20.475526,0,94.319983,126.520837,36.022,139.568328,1.075357,6.0207,33.066273,22.193776,43.545976,1.492324,47.472,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,15.985,20.0018,38.91477,147.515625,2.352264,1.942962,1.959684,1.341844,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

69,17:00-17:15,42.14808,29.090107,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.395742,13.09,21.139359,2.551476,0,20.475526,0,94.319983,126.520837,36.022,138.017569,1.075357,6.405,33.066273,22.193776,43.545976,1.492324,48.576,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,15.985,20.0018,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

70,17:15-17:30,42.14808,29.090107,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.395742,13.09,21.139359,2.551476,0,20.475526,0,94.319983,126.520837,36.022,138.017569,1.075357,6.405,33.066273,22.193776,43.545976,1.492324,48.576,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,15.985,20.0018,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

71,17:30-17:45,42.14808,29.090107,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.395742,13.09,21.139359,2.551476,0,20.475526,0,94.319983,126.520837,36.022,138.017569,1.075357,6.0207,33.066273,22.193776,43.545976,1.492324,49.68,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,20.0018,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

72,17:45-18:00,42.14808,29.090107,689.353782,9.340345,53.90535,661.459879,0,8.712864,45.567181,0.791484,13.09,21.139359,2.551476,0,40.951052,0,94.319983,126.520837,36.022,138.017569,1.075357,6.6612,33.066273,22.193776,43.545976,1.492324,49.68,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,20.0018,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017259

73,18:00-18:15,42.14808,29.090107,689.353782,9.340345,53.90535,661.459879,0.85977,8.712864,45.567181,1.187226,13.09,21.139359,2.551476,0,61.426578,0,94.319983,126.520837,36.022,137.629879,1.075357,6.6612,33.066273,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,18.0236,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

74,18:15-18:30,42.14808,29.090107,689.353782,19.830272,53.90535,661.459879,2.12793,8.712864,45.567181,1.674836,13.09,21.139359,2.551476,0,87.020986,0,94.319983,126.520837,36.022,137.629879,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021181,0,0,0.002557,0,0.017418

75,18:30-18:45,42.14808,29.090107,689.353782,29.745407,53.90535,661.459879,3.191895,17.425726,45.567181,2.169514,12.87,21.139359,2.551476,0,112.615393,0,94.319983,126.520837,48.804,137.629879,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

76,18:45-19:00,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,0,94.319983,126.520837,70.882,137.629879,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

77,19:00-19:15,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,3.47244,94.319983,126.520837,70.882,137.629879,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

78,19:15-19:30,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,8.333857,94.319983,126.520837,70.882,137.629879,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.28817,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

79,19:30-19:45,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,54.170072,94.319983,126.520837,70.882,139.568328,1.075357,6.0207,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.84,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.517178,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

80,19:45-20:00,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,54.170072,94.319983,126.520837,70.882,139.568328,1.075357,6.0207,33.066273,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,89.995196,0,0,6.41457,30.906565,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.85,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,16.402,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.57443,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021255,0,0,0.002557,0,0.017418

81,20:00-20:15,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,54.170072,94.319983,126.520837,70.882,139.568328,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,19.6129,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.71756,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

82,20:15-20:30,42.66,43.63516,689.353782,39.660543,53.90535,661.459879,4.255859,27.626152,45.567181,2.883263,19.6614,31.709733,2.609464,0,151.723648,54.170072,94.319983,126.520837,48.804,139.568328,1.075357,0.6405,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.18,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,20.73185,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.71756,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

83,20:30-20:45,42.66,43.63516,689.353782,29.745407,53.90535,661.459879,4.255859,27.626152,45.567181,2.381518,19.6614,31.709733,2.609464,0,123.467422,54.170072,94.319983,126.520837,24.402,143.057536,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,1.86069,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

84,20:45-21:00,42.66,43.63516,689.353782,29.745407,53.90535,661.459879,3.761492,26.13859,45.567181,1.950442,19.6614,31.709733,2.551476,0,101.149098,54.170072,94.319983,126.520837,24.402,143.057536,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,32.072852,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.74,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.00382,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.616085,1.341844,0.82956,0,0,0.001858,0.021367,0,0,0.002557,0,0.017578

85,21:00-21:15,42.66,43.63516,689.353782,19.830272,53.90535,661.459879,3.761492,26.13859,45.567181,1.950442,19.6614,31.709733,2.551476,0,101.149098,6.944881,94.319983,126.520837,83.664,143.057536,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.061072,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.646505,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017738

86,21:15-21:30,42.66,43.63516,689.353782,9.915136,53.90535,661.459879,3.761492,26.13859,45.567181,1.950442,19.6614,31.709733,2.551476,0,101.149098,3.47244,94.319983,126.520837,83.664,143.057536,1.075357,1.281,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.14695,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.646505,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017738

87,21:30-21:45,42.66,43.63516,689.353782,9.915136,53.90535,661.459879,3.761492,26.13859,45.567181,1.950442,19.6614,31.709733,2.551476,0,101.149098,0,94.319983,126.520837,36.022,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.29008,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.646505,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017738

88,21:45-22:00,42.66,43.63516,689.353782,9.915136,53.90535,661.459879,3.761492,26.13859,45.567181,1.950442,19.6614,31.709733,2.551476,0,101.149098,0,94.319983,126.520837,24.402,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,33.239137,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.73,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.43321,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.646505,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017738

89,22:00-22:15,42.66,43.63516,689.353782,9.915136,53.90535,661.459879,4.255859,27.626152,45.567181,2.438053,19.6614,31.709733,2.609464,0,126.436373,0,94.319983,126.520837,24.402,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.82,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.73,0.84,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.533401,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017897

90,22:15-22:30,42.66,43.63516,689.353782,9.915136,53.90535,661.459879,4.255859,27.626152,45.567181,2.438053,19.6614,31.709733,2.609464,0,126.436373,0,94.319983,126.520837,24.402,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,52.992,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.84,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.73,0.84,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.633592,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021553,0,0,0.002557,0,0.017897

91,22:30-22:45,42.66,43.63516,689.353782,0,53.90535,661.459879,4.255859,27.626152,45.567181,2.438053,19.6614,31.709733,2.609464,0,126.436373,0,94.319983,126.520837,24.402,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.85,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.84,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017897

92,22:45-23:00,42.66,43.63516,689.353782,0,53.90535,661.459879,3.761492,27.626152,45.567181,2.438053,19.6614,31.709733,2.609464,0,126.436373,0,94.319983,126.520837,36.022,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.17,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.017897

93,23:00-23:15,42.66,43.63516,689.353782,0,53.90535,661.459879,3.191895,17.425726,45.567181,1.575901,19.6614,31.709733,2.551476,0,81.902104,0,94.319983,126.520837,83.664,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.14,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.018058

94,23:15-23:30,42.66,43.63516,689.353782,0,53.90535,661.459879,2.12793,17.425726,45.567181,1.187226,19.6614,31.709733,2.551476,0,61.426578,0,94.319983,126.520837,83.664,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.14,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.75,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021739,0,0,0.002557,0,0.018058

95,23:30-23:45,42.66,43.63516,689.353782,0,53.90535,661.459879,2.095689,17.425726,45.567181,0.791484,19.6614,31.709733,2.551476,0,40.951052,0,94.319983,126.520837,54.614,143.057536,1.075357,2.562,33.066273,22.193776,43.545976,1.492324,50.232,34.64741,59.738476,120.694688,2.525983,26.963602,17.179062,0,6.080757,91.211347,0,0,6.41457,34.405422,0,0,72.0861,0,0,3.03,2.38,1.89,0.42,0.87,0.14,1.99,2.18,1.62,0,1.85,7.82,1.94,0,9.33,0.25,1.78,0.8,0,18.140334,17.0345,38.91477,147.515625,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.58016,1.870228,3.542468,3.511691,1.371098,348.975,4.2939,3.542466,2.676925,1.341844,0.82956,0,0,0.001858,0.021924,0,0,0.002557,0,0.018058

