Block,Time,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/20102023/20102023/HPX-TAMCTG-201023-05032,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/20102023/20102023/IEX_231020_05621,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2020_06,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25072045/L_NR_2021_15,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/01102023/08032047/L_NR_2021_14,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07
82,20:15-20:30,30.930000,118.300000,3.300000,3.000000,0.000000,101.230000,29.960000,208.760000,48.320000,74.110000,0.000000,132.600000,3.030000,0.000000,30.930000,0.000000,0.000000,8.23,6.81,0,0,8.25,26.26,0,0,26.26,0,0,24.74,0,7.36,0,0,0,0,0

83,20:30-20:45,30.930000,118.300000,3.300000,3.000000,0.000000,101.230000,29.960000,208.760000,48.320000,74.110000,0.000000,132.600000,3.030000,0.000000,30.930000,0.000000,0.000000,8.6,6.81,0,0,8.6,27.06,0,0,27.06,0,0,25.8,0,7.59,0,0,0,0,0

84,20:45-21:00,30.930000,118.300000,3.300000,3.000000,0.000000,101.230000,29.960000,208.760000,48.320000,74.110000,0.000000,132.600000,3.030000,0.000000,30.930000,0.000000,0.000000,8.91,6.81,0,0,8.9,27.46,0,0,27.46,0,0,26.71,0,7.69,0,0,0,0,0

85,21:00-21:15,30.930000,118.300000,3.300000,2.920000,0.000000,101.230000,29.960000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,9.61,6.81,0,0,9.6,26.24,0,0,26.24,0,0,28.81,0,7.88,0,0,0,0,0

86,21:15-21:30,30.930000,118.300000,3.300000,2.920000,0.000000,101.230000,29.960000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,10.17,6.81,0,0,10.17,24.51,0,0,24.51,0,0,30.51,0,7.98,0,0,0,0,0

87,21:30-21:45,30.930000,118.300000,3.300000,2.920000,0.000000,101.230000,29.000000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,10.75,6.81,0,0,10.74,23.3,0,0,23.3,0,0,32.23,0,8.09,0,0,0,0,0

88,21:45-22:00,30.930000,118.300000,3.300000,2.920000,0.000000,101.230000,29.000000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,11.25,6.81,0,0,11.24,22.56,0,0,22.56,0,0,33.73,0,8.05,0,0,0,0,0

89,22:00-22:15,30.930000,118.300000,3.260000,2.920000,0.000000,101.230000,29.000000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,11,6.81,0,0,11.02,22,0,0,22,0,0,33.05,0,8.01,0,0,0,0,0

90,22:15-22:30,30.930000,118.300000,3.260000,2.920000,0.000000,101.230000,29.000000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,10.7,6.81,0,0,10.72,21.35,0,0,21.35,0,0,32.15,0,7.99,0,0,0,0,0

91,22:30-22:45,30.930000,118.300000,3.260000,2.920000,0.000000,101.230000,29.000000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,10.18,6.81,0,0,10.18,20.88,0,0,20.88,0,0,30.55,0,7.99,0,0,0,0,0

92,22:45-23:00,30.930000,118.300000,3.260000,2.920000,0.000000,101.230000,29.000000,208.760000,48.320000,74.110000,0.000000,132.600000,2.960000,0.000000,30.930000,0.000000,0.000000,9.87,6.81,0,0,9.87,20.08,0,0,20.08,0,0,29.61,0,8.01,0,0,0,0,0

93,23:00-23:15,30.930000,118.300000,3.260000,2.840000,0.000000,101.230000,28.030000,208.760000,48.320000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,9.43,6.81,0,0,9.43,20.41,0,0,20.41,0,0,28.3,0,7.73,0,0,0,0,0

94,23:15-23:30,30.930000,118.300000,3.260000,2.840000,0.000000,101.230000,28.030000,208.760000,48.320000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,9.07,6.81,0,0,9.06,20.54,0,0,20.54,0,0,27.19,0,7.57,0,0,0,0,0

95,23:30-23:45,30.930000,118.300000,3.260000,2.840000,0.000000,101.230000,28.030000,208.760000,48.320000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,8.76,6.81,0,0,8.76,21.02,0,0,21.02,0,0,26.29,0,7.32,0,0,0,0,0

96,23:45-24:00,30.930000,118.300000,3.260000,2.840000,0.000000,101.230000,28.030000,208.760000,48.320000,74.110000,0.000000,132.600000,2.880000,0.000000,30.930000,0.000000,0.000000,8.47,6.81,0,0,8.47,21.27,0,0,21.27,0,0,25.42,0,7.1,0,0,0,0,0

