Time,Block,NR/2023/18074/A/1425,NR/2023/18105/A/1458,NR/2023/18117/C,NR/2023/18113/C,WR/2023/20256/A/1504,NR/2023/17270/A,WR/2023/19446/A,WR/2023/20577/A/1502,NER/2023/1718/C,NR/2023/18118/C,NR/2023/18115/C,NR/2023/17525/A,NR/2023/18062/A/1399,Total
56,13:45-14:00,0.770000,0.960000,8.170000,2.300000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.71

57,14:00-14:15,0.770000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.79

58,14:15-14:30,0.770000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.79

59,14:30-14:45,0.770000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.79

60,14:45-15:00,0.770000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.79

61,15:00-15:15,0.620000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.64

62,15:15-15:30,0.620000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,28.84,15.86,0.000000,4.810000,236.64

63,15:30-15:45,0.620000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,25.47,15.86,0.000000,4.810000,233.27

64,15:45-16:00,0.620000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,15.57,15.86,0.000000,4.810000,223.37

65,16:00-16:15,0.480000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,13.07,15.86,0.000000,4.810000,220.73

66,16:15-16:30,0.480000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,5.86,15.86,0.000000,4.810000,213.52

67,16:30-16:45,0.480000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,0,14.61,0.000000,4.810000,206.41

68,16:45-17:00,0.480000,0.960000,8.170000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,0,7.31,0.000000,4.810000,199.11

69,17:00-17:15,0.480000,0.960000,0.000000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,0,0,0.000000,4.810000,183.63

70,17:15-17:30,0.480000,0.960000,0.000000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,0,0,0.000000,4.810000,183.63

71,17:30-17:45,0.480000,0.960000,0.000000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,0,0,0.000000,4.810000,183.63

72,17:45-18:00,0.480000,0.960000,0.000000,2.380000,0.000000,100.000000,75.000000,0.000000,0.000000,0,0,0.000000,4.810000,183.63

73,18:00-18:15,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

74,18:15-18:30,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

75,18:30-18:45,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

76,18:45-19:00,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

77,19:00-19:15,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

78,19:15-19:30,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

79,19:30-19:45,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

80,19:45-20:00,0.530000,0.960000,0.000000,2.380000,25.000000,100.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,263.68

81,20:00-20:15,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

82,20:15-20:30,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

83,20:30-20:45,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

84,20:45-21:00,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

85,21:00-21:15,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

86,21:15-21:30,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

87,21:30-21:45,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

88,21:45-22:00,0.530000,0.960000,0.000000,2.380000,25.000000,0.000000,75.000000,55.000000,0.000000,0,0,0.000000,4.810000,163.68

89,22:00-22:15,0.480000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,55.000000,0.000000,0,0,25.490000,4.810000,164.12

90,22:15-22:30,0.480000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,55.000000,0.000000,0,0,25.490000,4.810000,164.12

91,22:30-22:45,0.480000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,55.000000,0.000000,0,0,25.490000,4.810000,164.12

92,22:45-23:00,0.480000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,55.000000,0.000000,0,0,25.490000,4.810000,164.12

93,23:00-23:15,0.430000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,0.000000,0.000000,0,0,25.490000,4.810000,109.07

94,23:15-23:30,0.430000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,0.000000,0.000000,0,0,25.490000,4.810000,109.07

95,23:30-23:45,0.430000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,0.000000,0.000000,0,0,25.490000,4.810000,109.07

96,23:45-24:00,0.430000,0.960000,0.000000,2.380000,0.000000,0.000000,75.000000,0.000000,0.000000,0,0,25.490000,4.810000,109.07

