Block,Time,JHAJJAR,KHSTPP-II,NAPP,NTPL,SIMHST2,SINGRAULI_HYDRO,UNCHAHAR1,BRBCL,BSIUL,CHAMERA2,DULHASTI,RAPPD,RSTPSU1TO6,SIMHST1,SINGRAULI,TALA,TelanganaSTPP,CHAMERA1,FSTPP I & II,KGSU3AND4,KHSTPP-I,KOTESHWR,NLCEXP,RIHAND1,SASAN,TANAKPUR,TANDA2,URI,ANTA_RF,DADRI_CRF,DADRI_GF,MAPS,NJPC,RAPPB,UNCHAHAR3,VALLURNTECL,ANTA_CRF,AURY_RF,KGSU1AND2,NLCIIST1,NLCIIST2,RAMPUR,SEWA2,TEHRI,TEHRIPSP,URI2,AURY_GF,DADRI_LF,KISHANGANGA,KKNP,KUDGI,NLCTS2EXP,NNTPP,PARBATI3,RIHAND3,UNCHAHAR2,AURY_CRF,DADRI_RF,DADRT2,DHAULIGNGA,KOLDAM,PARBATI2,RAPPC,RSTPSU7,TALST2,UNCHAHAR4,AURY_LF,CHAMERA3,KKNPPU2,RIHAND2,SALAL,ANTA_GF,ANTA_LF
12,02:45-03:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.07,0,42.15,17.38,0,45.53,30.43,0,98.32,413.44,13.06,5.73,46.37,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

13,03:00-03:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,17.38,0,45.53,30.43,0,98.32,413.44,11.91,5.73,46.37,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,37.42,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

14,03:15-03:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,17.38,0,45.53,30.43,0,98.32,413.44,11.91,5.73,46.37,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,37.42,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

15,03:30-03:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,17.38,0,45.53,30.43,0,98.32,413.44,11.91,5.73,46.37,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

16,03:45-04:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,17.38,0,45.53,30.43,0,98.32,413.44,11.91,5.73,46.37,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

17,04:00-04:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,16.68,0,45.53,30.43,0,98.32,413.44,11.91,5.73,52.99,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,37.42,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

18,04:15-04:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,16.68,0,45.53,30.43,0,98.32,413.44,11.91,5.73,52.99,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,37.42,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

19,04:30-04:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.2,0,42.15,16.68,0,45.53,30.43,0,98.32,413.44,11.91,5.73,52.99,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

20,04:45-05:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,22.05,0,42.15,16.68,0,45.53,30.43,0,98.32,413.44,11.91,5.73,52.99,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

21,05:00-05:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,21.9,0,42.15,16.68,0,45.53,20.51,0,98.32,413.44,11.91,5.73,47.47,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,37.42,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

22,05:15-05:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,21.73,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,47.47,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,37.42,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

23,05:30-05:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,21.73,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,47.47,52.85,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

24,05:45-06:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,21.61,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,47.47,52.85,0,0,0,175.79,0,27.01,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,43.61,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

25,06:00-06:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,21.17,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.01,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,43.61,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

26,06:15-06:30,667.25,98.87,24.62,0,0,0,21.23,24.99,0,0,55.38,24.16,0,0,98.76,21.05,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.01,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,43.61,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

27,06:30-06:45,667.25,98.87,24.62,0,0,0,21.26,24.99,0,0,55.38,24.16,0,0,98.76,20.79,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.01,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,43.61,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

28,06:45-07:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,20.37,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.01,0,0,80.91,0,0,0,5.7,18.34,69.7,0,31.17,0,0,6.96,0,0,0,0,0,130.84,43.61,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

29,07:00-07:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,19.46,0,42.15,16.68,0,45.53,20.29,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,52.28,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,1.52,0,0,0,125.27,0,0,0

30,07:15-07:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,98.76,19.46,0,42.15,16.68,0,45.53,10.14,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,34.85,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

31,07:30-07:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,106.89,19.46,0,42.15,16.68,0,45.53,10.14,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,17.43,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

32,07:45-08:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,108.93,19.46,0,42.15,16.68,0,45.53,10.14,0,98.32,413.44,11.91,5.73,48.02,52.59,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,17.43,0,31.17,0,0,6.96,0,0,0,0,0,130.84,45,0,105.39,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

33,08:00-08:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,108.93,19.46,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.02,52.09,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

34,08:15-08:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,0,55.38,24.16,0,0,110.58,19.35,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.02,52.09,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

35,08:30-08:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,15.67,55.38,24.16,0,0,110.58,19.35,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.02,52.09,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

36,08:45-09:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,31.4,55.38,24.16,0,0,111.39,19.26,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.02,52.09,0,0,0,175.79,0,27.69,0,0,80.91,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

37,09:00-09:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.7,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,51.59,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

38,09:15-09:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,20.09,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,51.59,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

39,09:30-09:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.9,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,51.59,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

40,09:45-10:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,19.9,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,51.59,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,0,0,125.27,0,0,0

41,10:00-10:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.25,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,52.99,50.82,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,11.45,0,125.27,0,0,0

42,10:15-10:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.25,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,52.99,50.82,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,0,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,11.45,0,125.27,0,0,0

43,10:30-10:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.79,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,52.99,50.57,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,3.72,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

44,10:45-11:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.79,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,52.99,50.57,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,18.58,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

45,11:00-11:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.34,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,44.16,50.06,0,0,0,175.79,0,27.69,0,0,80.65,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,37.17,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

46,11:15-11:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.34,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,44.16,50.06,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

47,11:30-11:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.2,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,38.64,50.06,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

48,11:45-12:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.13,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,44.16,50.06,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

49,12:00-12:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.13,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,41.95,49.81,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

50,12:15-12:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.2,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,41.95,49.81,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

51,12:30-12:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.23,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,41.95,49.81,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

52,12:45-13:00,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.44,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,41.95,49.81,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

53,13:00-13:15,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.44,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,49.56,0,0,0,175.79,0,27.69,0,0,80.26,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,65.42,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

54,13:15-13:30,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.44,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,49.56,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,65.42,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

55,13:30-13:45,667.25,98.87,24.62,0,0,0,21.65,24.99,0,47.12,55.38,24.16,0,0,111.39,22.2,0,42.15,16.68,0,45.53,10.14,0,98.32,418.77,11.91,5.73,48.57,49.06,0,0,0,175.79,0,27.69,0,0,79.48,0,0,0,5.7,18.34,0,0,32.74,0,0,6.96,0,0,0,0,56.49,130.84,45,0,102.75,689.38,42.46,8.62,24.63,65.59,0,0,3.22,0,33.95,0,125.27,0,0,0

