Block,Time,BRBCL,BSIUL,CHAMERA1,KOTESHWR,NLCTS2EXP,NNTPP,SIMHST1,AURY_CRF,DADRI_GF,KOLDAM,MAPS,NJPC,RSTPSU1TO6,URI,VALLURNTECL,DADRI_LF,DHAULIGNGA,DULHASTI,KGSU3AND4,NAPP,PARBATI3,SEWA2,SINGRAULI,TALST2,TelanganaSTPP,UNCHAHAR1,DADRI_CRF,DADRI_RF,JHAJJAR,KGSU1AND2,KHSTPP-II,NLCIIST2,RAMPUR,RAPPB,SIMHST2,UNCHAHAR3,UNCHAHAR4,ANTA_LF,ANTA_RF,NLCEXP,RIHAND1,RSTPSU7,SASAN,TANAKPUR,URI2,CHAMERA2,CHAMERA3,DADRT2,KHSTPP-I,RAPPC,RIHAND2,RIHAND3,SALAL,TANDA2,AURY_GF,AURY_LF,FSTPP I & II,KISHANGANGA,KKNPPU2,NTPL,TALA,UNCHAHAR2,ANTA_CRF,KKNP,KUDGI,NLCIIST1,SINGRAULI_HYDRO,TEHRI,ANTA_GF,AURY_RF
9,02:00-02:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

10,02:15-02:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,9.29,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

11,02:30-02:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

12,02:45-03:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

13,03:00-03:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

14,03:15-03:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

15,03:30-03:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

16,03:45-04:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,41.83,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

17,04:00-04:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,9.29,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

18,04:15-04:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

19,04:30-04:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

20,04:45-05:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,18.2,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

21,05:00-05:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

22,05:15-05:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

23,05:30-05:45,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.46

24,05:45-06:00,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,2.21,0,23.57,0,16.48,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.46

25,06:00-06:15,20,0,0,8.88,0,0,0,0,0,0,0,46.79,0,2.21,0,23.57,9.14,16.48,0,44.32,3.82,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,0.25,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.13

26,06:15-06:30,20,0,0,8.88,0,0,0,0,0,0,0,70.17,0,3.86,0,23.57,18.27,32.95,0,44.32,16.55,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,13.07,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,31.12,0,71.13

27,06:30-06:45,20,1.1,12.01,8.88,0,0,0,0,0,0,0,93.56,0,26.49,0,23.57,27.41,32.95,0,44.32,16.55,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,13.07,9.67,682.78,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

28,06:45-07:00,20,13.04,12.25,9.86,0,0,0,0,0,0,0,93.56,0,26.49,0,23.57,27.41,49.43,0,44.32,16.55,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

29,07:00-07:15,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,26.49,0,23.57,27.41,49.43,0,44.32,16.55,7.9,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

30,07:15-07:30,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,26.49,0,23.57,27.41,49.43,0,44.32,16.55,15.81,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

31,07:30-07:45,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,4.97,0,23.57,27.41,49.43,0,44.32,16.55,15.81,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

32,07:45-08:00,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,3.31,0,23.57,27.41,49.43,0,44.32,3.56,15.81,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,0.25,18.83,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

33,08:00-08:15,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,4.97,0,23.57,27.41,49.43,0,44.32,0,15.81,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,5.76,18.83,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

34,08:15-08:30,20,13.04,28.1,9.86,0,0,0,0,0,0,0,113.64,0,26.49,0,23.57,27.41,49.43,0,44.32,0,9.33,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.47,0,92,0,348.98,5.76,4.31,26.34,29.07,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

35,08:30-08:45,20,2.2,12.01,8.88,0,0,0,0,0,0,0,93.56,0,26.49,0,23.57,9.14,32.95,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.25,0,92,0,348.98,5.76,4.31,26.34,9.67,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,62.24,0,71.13

36,08:45-09:00,20,0,0,8.88,0,0,0,0,0,0,0,70.17,0,26.49,0,23.57,0,32.95,0,44.32,0,0,125.96,0,0,20.56,0,69.59,654.3,0,148.3,0,0,0,0,26.39,0,0,45.05,0,92,0,348.98,5.76,4.31,13.17,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

37,09:00-09:15,20,0,0,8.88,0,0,0,0,0,0,0,46.79,0,26.49,0,23.57,0,16.48,0,44.32,0,0,125.96,0,0,20.56,0,69.59,624.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0,18.83,13.17,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,46.68,0,71.13

38,09:15-09:30,20,0,0,8.88,0,0,0,0,0,0,0,23.39,0,6.07,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,0,69.59,624.3,0,148.3,0,0,0,0,26.39,0,0,44.83,0,92,0,348.98,0,18.83,13.17,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,31.12,0,71.13

39,09:30-09:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,614.3,0,148.3,0,0,0,0,26.39,0,0,44.63,0,92,0,348.98,0,18.83,13.07,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,31.12,0,71.13

40,09:45-10:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,614.3,0,148.3,0,0,0,0,26.39,0,0,44.41,0,92,0,348.98,0,18.83,13.07,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.13

41,10:00-10:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,594.3,0,148.3,0,0,0,0,26.39,0,0,44.31,0,92,0,348.98,0,4.31,13.07,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

42,10:15-10:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,2.21,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,572.3,0,148.3,0,0,0,0,26.39,0,0,44.31,0,92,0,348.98,0,4.31,0,0,682.79,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

43,10:30-10:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,3.31,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,554.3,0,148.3,0,0,0,0,26.39,0,0,44.1,0,92,0,348.98,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

44,10:45-11:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,3.31,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,538.3,0,148.3,0,0,0,0,26.39,0,0,43.89,0,92,0,348.98,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

45,11:00-11:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,15.45,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.68,0,92,0,348.98,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

46,11:15-11:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,15.45,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.68,0,92,0,348.98,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

47,11:30-11:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.47,0,92,0,348.98,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

48,11:45-12:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.47,0,92,0,348.98,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

49,12:00-12:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.36,0,92,0,331.88,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

50,12:15-12:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.16,0,92,0,315,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

51,12:30-12:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,43.16,0,92,0,298.12,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

52,12:45-13:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

53,13:00-13:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

54,13:15-13:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

55,13:30-13:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

56,13:45-14:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.74,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

57,14:00-14:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

58,14:15-14:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,1.11,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

59,14:30-14:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

60,14:45-15:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,4.41,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

61,15:00-15:15,20,0,0,8.88,0,0,0,0,0,0,0,0,0,11.04,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

62,15:15-15:30,20,0,0,8.88,0,0,0,0,0,0,0,0,0,11.04,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,0,0,71.13

63,15:30-15:45,20,0,0,8.88,0,0,0,0,0,0,0,0,0,6.63,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.13

64,15:45-16:00,20,0,0,8.88,0,0,0,0,0,0,0,0,0,6.63,0,23.57,0,0,0,44.32,0,0,125.96,0,0,20.56,2.19,67.41,654.3,0,148.3,0,0,0,0,26.39,0,0,42.94,0,92,0,276.75,0,4.31,0,0,683.14,33.99,54.06,118.75,124.32,1.4,0,0,0,15.99,0,0,0,0,42.39,0,0,0,0,0,15.56,0,71.13

