Block,Time,FSTPP I & II,KKNPPU2,NLCTS2EXP,RIHAND3,SINGRAULI,URI,URI2,ANTA_GF,AURY_CRF,DADRI_GF,KKNP,PARBATI3,RAPPC,SASAN,SEWA2,UNCHAHAR4,VALLURNTECL,CHAMERA2,CHAMERA3,KGSU3AND4,NLCIIST1,RAMPUR,SIMHST1,SIMHST2,TALA,UNCHAHAR1,ANTA_CRF,AURY_GF,AURY_RF,DADRI_CRF,MAPS,NNTPP,RIHAND1,RIHAND2,SINGRAULI_HYDRO,TANAKPUR,DADRI_RF,DADRT2,DHAULIGNGA,KOTESHWR,RSTPSU1TO6,RSTPSU7,SALAL,TALST2,UNCHAHAR2,UNCHAHAR3,BRBCL,BSIUL,KHSTPP-I,KISHANGANGA,KOLDAM,NAPP,AURY_LF,CHAMERA1,DULHASTI,JHAJJAR,KGSU1AND2,KHSTPP-II,NJPC,NTPL,ANTA_RF,KUDGI,NLCEXP,NLCIIST2,RAPPB,TANDA2,TEHRI,TelanganaSTPP,ANTA_LF,DADRI_LF
6,01:15-01:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,1.32,8.87,0,0,79.38,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

7,01:30-01:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,1.32,8.87,0,0,26.73,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

8,01:45-02:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,1.32,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

9,02:00-02:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,12.56,66.85,341.57,1.32,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

10,02:15-02:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,12.56,66.85,341.57,1.32,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

11,02:30-02:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

12,02:45-03:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

13,03:00-03:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,2.33,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

14,03:15-03:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

15,03:30-03:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

16,03:45-04:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

17,04:00-04:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.92,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

18,04:15-04:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.92,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

19,04:30-04:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.92,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

20,04:45-05:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.92,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,21.78,0,42.74,0,0,0,0,0,14.93,0,0,21.92

21,05:00-05:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.4,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,16.48,654.31,0,148.3,42.62,0,42.74,0,0,0,0,0,14.93,0,0,21.92

22,05:15-05:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.4,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,1.1,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,70.17,0,42.74,0,0,0,0,0,14.93,0,0,21.92

23,05:30-05:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,4,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.4,66.85,341.57,18.23,8.87,0,0,12.78,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,85.23,0,42.74,0,0,0,0,0,14.93,0,0,21.92

24,05:45-06:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,2.55,51.9,418.77,0,0,0,12,19.36,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,6.4,66.85,341.57,27.48,8.87,0,0,26.73,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,11.85,49.43,654.31,0,148.3,113.64,0,42.74,0,0,0,0,0,14.93,0,0,21.92

25,06:00-06:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,5.09,51.9,418.77,0,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,12.56,66.85,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,14.05,49.93,654.31,0,148.3,140.34,0,41.68,0,0,0,0,0,31.13,0,0,21.92

26,06:15-06:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,33.1,51.9,418.77,0,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,12.56,66.85,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,14.05,49.93,654.31,0,148.3,140.34,0,41.68,0,0,0,0,0,31.13,0,0,21.92

27,06:30-06:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,33.1,51.9,418.77,0,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,8.96,66.85,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,14.05,49.93,654.31,0,148.3,140.34,0,41.68,0,0,0,0,0,31.13,0,0,21.92

28,06:45-07:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,33.1,51.9,418.77,0,0,0,40.79,29.06,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,8.96,66.85,341.57,37.65,19.72,0,0,79.38,0,42.4,26.39,15,19.56,44.31,0,0,41.76,0,14.05,49.93,654.31,0,148.3,140.34,0,41.68,0,0,0,0,0,30.68,0,0,21.92

29,07:00-07:15,20.8,0,0,124.32,139.68,40.85,4.57,0,0,0,0,33.1,51.9,418.77,0,0,0,12,19.36,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,27.48,8.87,0,0,12.78,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,11.85,49.43,654.31,0,148.3,116.95,0,41.68,0,0,0,0,0,14.93,0,0,21.92

30,07:15-07:30,20.8,0,0,124.32,139.68,40.85,4.57,0,0,0,0,33.1,51.9,418.77,0,0,0,12,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,18.23,8.87,0,0,12.78,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,116.95,0,41.68,0,0,0,0,0,0,0,0,21.92

31,07:30-07:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,33.1,51.9,418.77,0,0,0,12,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,9.11,8.87,0,0,12.78,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,93.56,0,41.68,0,0,0,0,0,0,0,0,21.92

32,07:45-08:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,5.09,51.9,418.77,0,0,0,12,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,1.32,8.87,0,0,12.78,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,70.17,0,41.68,0,0,0,0,0,0,0,0,21.92

33,08:00-08:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,2.55,51.9,418.77,0,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,6.52,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,46.68,0,41.68,0,0,0,0,0,0,0,0,21.92

34,08:15-08:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,6.49,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,39.78,0,41.68,0,0,0,0,0,0,0,0,21.92

35,08:30-08:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,6.49,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,39.78,0,41.68,0,0,0,0,0,0,0,0,21.92

36,08:45-09:00,20.8,0,0,124.32,139.68,2.76,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,39.78,0,41.68,0,0,0,0,0,0,0,0,21.92

37,09:00-09:15,20.8,0,0,124.32,139.68,2.76,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,9.68,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,12.56,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,39.78,0,41.68,0,0,0,0,0,0,0,0,21.92

38,09:15-09:30,20.8,0,0,124.32,139.68,40.85,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,12.56,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,39.78,0,41.68,0,0,0,0,0,0,0,0,21.92

39,09:30-09:45,20.8,0,0,124.32,139.68,40.85,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,23.39,0,41.68,0,0,0,0,0,0,0,0,21.92

40,09:45-10:00,20.8,0,0,124.32,139.68,2.76,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,23.39,0,41.68,0,0,0,0,0,0,0,0,21.92

41,10:00-10:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.5,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

42,10:15-10:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,418.77,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,654.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

43,10:30-10:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

44,10:45-11:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

45,11:00-11:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,12.56,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

46,11:15-11:30,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,12.56,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

47,11:30-11:45,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

48,11:45-12:00,20.8,0,0,124.32,139.68,40.85,18.83,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,66.85,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.48,0,0,0,0,0,0,0,0,21.92

49,12:00-12:15,20.8,0,0,124.32,139.68,40.85,18.83,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

50,12:15-12:30,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,405,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

51,12:30-12:45,20.8,0,0,124.32,139.68,2.21,18.83,0,0,0,0,0,51.9,388.12,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

52,12:45-13:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,365.62,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,69.29,0,0,0,92,118.76,0,7.68,65.76,341.57,0,8.87,0,0,12.78,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,534.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

53,13:00-13:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,12.56,65.76,341.57,9.11,8.87,0,0,19.75,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,554.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

54,13:15-13:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,12.56,65.76,341.57,9.11,8.87,0,0,19.75,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,554.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

55,13:30-13:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,554.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

56,13:45-14:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,554.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

57,14:00-14:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,554.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

58,14:15-14:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,554.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

59,14:30-14:45,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

60,14:45-15:00,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

61,15:00-15:15,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

62,15:15-15:30,20.8,0,0,124.32,139.68,2.21,4.57,0,0,0,0,0,51.9,335.25,0,0,0,2.4,0,0,0,0,0,0,0,20.56,0,0,68.96,0,0,0,92,118.76,0,7.05,65.76,341.57,9.11,8.87,0,0,20.91,0,42.4,26.39,15,0,44.31,0,0,41.76,0,0,32.96,604.31,0,148.3,23.39,0,41.16,0,0,0,0,0,0,0,0,21.92

