Block,Time,NR/01112023/30112023/HP-10,NR/01102023/31102037/L_NR_2019_11,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/19072037/LT-05,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01112023/30112023/HP-09,NR/03112023/30112023/IEX-231101-05680,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,WR/01102023/30052048/L_NR_2022_10,NR/02112023/15112023/D20231102NR21539,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_02,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/30042040/GNA_LT_36,WR/01102023/01102023/L_NR_2022_09,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13
6,01:15-01:30,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,67.630000,48.310000,0.000000,27.050000,38.280000,48.310000,1.860000,231.890000,26.090000,49.930000,11.67,48.310000,7.56,0,11.66,0,0,170.270000,7.59,0,0,0,0.000000,11.67,22.78,0,0,0,0,7.59,144.93,0,0,0,0

7,01:30-01:45,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,67.630000,48.310000,0.000000,27.050000,38.280000,48.310000,1.860000,231.890000,26.090000,31.390000,11.67,48.310000,7.65,0,11.46,0,0,110.150000,9.68,0,0,0,0.000000,11.67,29.05,0,0,0,0,9.69,144.93,0,0,0,0

8,01:45-02:00,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,67.630000,48.310000,0.000000,27.050000,38.280000,48.310000,1.860000,231.890000,26.090000,31.390000,11.67,48.310000,7.84,0,11.06,0,0,110.150000,10.07,0,0,0,0.000000,11.67,30.2,0,0,0,0,10.06,144.93,0,0,0,0

9,02:00-02:15,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.860000,193.240000,26.090000,31.390000,11.67,48.310000,8.18,0,10.86,0,0,110.150000,10.42,0,0,0,0.000000,11.67,31.26,0,0,0,0,10.42,144.93,0,0,0,0

10,02:15-02:30,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.860000,149.450000,26.090000,31.390000,11.67,48.310000,8.84,0,14.85,0,0,110.150000,10.75,0,0,0,0.000000,11.67,32.26,0,0,0,0,10.76,144.93,0,0,0,0

11,02:30-02:45,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.860000,149.450000,26.090000,31.390000,11.67,48.310000,8.4,0,14.73,0,0,110.150000,11.09,0,0,0,0.000000,11.67,33.26,0,0,0,0,11.08,144.93,0,0,0,0

12,02:45-03:00,93.630000,2.000000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.860000,149.450000,26.090000,31.390000,11.67,48.310000,8.25,0,14.65,0,0,110.150000,11.42,0,0,0,0.000000,11.67,34.26,0,0,0,0,11.42,144.93,0,0,0,0

13,03:00-03:15,93.630000,1.920000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,149.450000,26.090000,31.390000,11.67,48.310000,8.24,0,14.65,0,0,110.150000,9.33,0,0,0,0.000000,11.67,28,0,0,0,0,9.34,144.93,0,0,0,0

14,03:15-03:30,93.630000,1.920000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,149.450000,26.090000,31.390000,11.67,48.310000,7.94,0,14.45,0,0,110.150000,9.33,0,0,0,0.000000,11.67,28,0,0,0,0,9.34,144.93,0,0,0,0

15,03:30-03:45,93.630000,1.920000,48.310000,26.090000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,149.450000,26.090000,31.390000,11.67,48.310000,7.9,0,14.45,0,0,110.150000,9.33,0,0,0,0.000000,11.67,28,0,0,0,0,9.34,144.93,0,0,0,0

16,03:45-04:00,93.630000,1.920000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,149.450000,26.080000,31.390000,18.51,48.310000,7.79,0,14.25,0,0,110.150000,9.33,0,0,0,0.000000,18.51,28,0,0,0,0,9.34,144.93,0,0,0,0

17,04:00-04:15,93.630000,1.920000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,149.450000,26.080000,30.920000,18.59,48.310000,7.73,0,14.05,0,0,110.150000,9.33,0,0,0,0.000000,18.59,28,0,0,0,0,9.34,144.93,0,0,0,0

18,04:15-04:30,93.630000,1.920000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,193.240000,26.080000,30.920000,27.84,48.310000,7.65,0,13.73,0,0,110.150000,9.33,0,0,0,0.000000,27.84,28,0,0,0,0,9.34,144.93,0,0,0,0

19,04:30-04:45,93.630000,1.920000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,231.890000,26.080000,30.920000,28.51,48.310000,7.61,0,13.05,0,0,110.150000,9.33,0,0,0,0.000000,28.51,28,0,0,0,0,9.34,144.93,0,0,0,0

20,04:45-05:00,93.630000,1.920000,48.310000,26.080000,0.000000,2.460000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,2.020000,231.890000,26.080000,30.920000,29.63,48.310000,7.57,0,12.9,0,0,110.150000,13.33,0,0,0,0.000000,29.63,40,0,0,0,0,13.34,144.93,0,0,0,0

21,05:00-05:15,93.630000,1.920000,77.300000,26.080000,0.000000,2.420000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.940000,231.890000,26.080000,30.920000,30.84,48.310000,7.49,0,12.64,0,0,145.590000,13.33,0,0,0,0.000000,30.84,40,0,0,0,0,13.34,144.93,0,0,0,0

22,05:15-05:30,93.630000,1.920000,101.200000,26.080000,0.000000,2.420000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.940000,271.740000,26.080000,30.920000,31.84,48.310000,10.97,0,12.72,0,0,201.330000,13.33,0,0,0,0.000000,31.84,40,0,0,0,0,13.34,144.93,0,0,0,0

23,05:30-05:45,93.630000,1.920000,101.200000,26.080000,0.000000,2.420000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.940000,271.740000,26.080000,40.080000,56.15,48.310000,10.66,0,13.28,0,0,261.450000,13.33,0,0,0,0.000000,56.15,40,0,0,0,0,13.34,144.93,0,0,0,0

24,05:45-06:00,93.630000,1.920000,101.200000,26.080000,0.000000,2.420000,0.000000,71.890000,48.310000,0.000000,26.090000,38.280000,48.310000,1.940000,271.740000,26.080000,40.080000,57.46,48.310000,10.55,0,13.96,0,0,261.450000,13.33,0,0,0,0.000000,57.46,40,0,0,0,0,13.34,144.93,0,0,0,0

25,06:00-06:15,223.850000,1.920000,101.200000,26.080000,0.000000,2.420000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,57.2,48.310000,10.2,1.03,13.52,0,0,261.450000,13.33,0,0,0,0.000000,57.2,40,0,0,0,0,13.34,144.93,0,0,0,0

26,06:15-06:30,223.850000,1.920000,101.200000,26.080000,0.000000,2.420000,0.000000,71.890000,48.310000,0.000000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,67.77,48.310000,9.88,5.43,12.33,0,0,261.450000,13.33,0,0,0,0.000000,67.77,40,2.04,1,0,0,13.34,144.93,0,0,0,0

27,06:30-06:45,223.850000,1.920000,101.200000,26.080000,0.010000,2.420000,0.000000,71.890000,48.310000,0.010000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,67.44,48.310000,9.7,12.58,11.96,0.992154,0,261.450000,13.33,0,0,0,0.010000,67.44,40,5.85,5,0,0,13.34,144.93,0,0,0,0

28,06:45-07:00,223.850000,1.920000,101.200000,26.080000,0.020000,2.420000,0.000000,71.890000,48.310000,0.020000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,67.12,48.310000,14.49,24.62,11.51,9.104472,0,261.450000,24.25,0,0,0,0.020000,67.12,72.76,13.04,12,0,0.1,24.26,144.93,0,3.5,1.5,0.02

29,07:00-07:15,223.850000,2.000000,101.200000,26.080000,0.230000,2.420000,0.000000,71.890000,48.310000,0.230000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,66.8,48.310000,14.1,32.06,11.54,19.755537,0,261.450000,24.25,2.55,1,0,0.240000,66.8,72.76,22.31,20,0,2.64,24.26,144.93,0,7,3,0.53

30,07:15-07:30,223.850000,2.000000,101.200000,26.080000,0.680000,2.420000,0.000000,71.890000,48.310000,0.680000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,66.48,48.310000,13.96,26.85,16.45,29.356086,0,261.450000,23.92,5,3,1,0.700000,66.48,71.76,26.85,26.85,0,9.32,23.92,144.93,0.33,11,4,1.86

31,07:30-07:45,223.850000,2.000000,101.200000,26.080000,1.460000,2.420000,0.000000,71.890000,48.310000,1.460000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,59.080000,66.15,48.310000,13.49,27.52,16.25,39.053905,0,261.450000,23.59,9,7,3,1.500000,66.15,70.76,27.52,27.51,0,19.48,23.58,144.93,1.67,14,6,3.9

32,07:45:08:00,223.850000,2.000000,101.200000,26.080000,2.480000,2.420000,0.000000,71.890000,48.310000,2.480000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,73.580000,65.84,48.310000,13.08,27.68,15.65,49.656335,0,261.450000,23.09,12,13,6,2.550000,65.84,69.26,27.68,27.69,0,33.83,23.08,144.93,8.32,22,10,6.76

33,08:00-08:15,223.850000,2.000000,101.200000,26.080000,3.570000,2.420000,0.000000,71.890000,48.310000,3.570000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,59.62,48.310000,12.83,30.22,15.05,60.871566,0,246.300000,22.59,10.39,18,9,3.660000,59.62,67.76,30.22,30.21,0,50.41,22.58,144.93,16.02,35,15,10.08

34,08:15-08:30,223.850000,2.000000,101.200000,26.080000,4.700000,2.420000,0.000000,71.890000,48.310000,4.700000,26.090000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,58.02,48.310000,12.63,30.22,15.53,71.610174,0,197.990000,22.09,15.5,25,12,4.810000,58.02,66.26,30.22,30.21,0,68.46,22.08,144.93,23.72,52,22,13.69

35,08:30-08:45,223.850000,2.000000,101.200000,26.080000,5.880000,2.420000,0.000000,71.890000,48.310000,5.880000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,56.99,48.310000,12.39,30.72,15.13,81.424717,0,169.310000,21.42,18.53,23,11,6.030000,56.99,64.26,30.72,30.71,0,87.3,21.42,144.93,31.42,52.5,22.5,17.46

36,08:45:09:00,223.850000,2.000000,101.200000,26.080000,6.950000,2.420000,0.000000,71.890000,48.310000,6.950000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,55.43,48.310000,12.01,30.72,14.73,90.36383,0,169.310000,20.92,22.23,31,16,7.120000,55.43,62.76,30.72,30.71,0,106.23,20.92,144.93,38.38,72.8,31.2,21.25

37,09:00:09:15,223.850000,2.000000,101.200000,26.080000,4.310000,2.420000,0.000000,71.890000,48.310000,4.310000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,54.17,48.310000,11.9,30.72,14.33,83.914829,0,207.960000,22.44,25.34,32,16,4.420000,54.17,67.33,30.72,30.71,0,114.6,22.44,144.93,45.5,88.2,37.8,22.92

38,09:15-09:30,223.850000,2.000000,101.200000,26.080000,5.480000,2.420000,0.000000,71.890000,48.310000,5.480000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,52.88,48.310000,11.53,30.82,13.93,91.307349,0,169.310000,22.26,28.05,42,21,5.620000,52.88,66.78,30.82,30.81,0,130.73,22.26,144.93,51.48,102.9,44.1,26.14

39,09:30-09:45,223.850000,1.920000,101.200000,26.080000,6.100000,2.420000,0.000000,71.890000,48.310000,6.100000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,51.95,48.310000,11.06,32,13.73,98.281608,0,169.310000,22.05,30.83,46,23,6.260000,51.95,66.16,32,32,0,146.38,22.06,144.93,46.67,112,48,29.28

40,09:45-10:00,223.850000,1.920000,101.200000,26.080000,6.690000,2.420000,0.000000,71.890000,48.310000,6.690000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,34.15,48.310000,10.9,32,13.53,104.711155,0,169.310000,21.83,32.63,52,26,6.860000,34.15,65.49,32,32,0,161.75,21.83,144.93,50,124.6,53.4,32.35

41,10:00-10:15,223.850000,1.920000,101.200000,26.080000,7.240000,2.420000,0.000000,71.890000,48.310000,7.240000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,33.11,48.310000,10.49,32,13.16,110.138821,0,185.730000,20.89,31.66,46,23,7.420000,33.11,62.66,32,32,0,183.07,20.88,144.93,53.33,130.2,55.8,36.61

42,10:15-10:30,223.850000,1.920000,101.200000,26.080000,8.600000,2.420000,0.000000,71.890000,48.310000,8.600000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,31.27,48.310000,10.34,32,12.76,115.080137,0,195.390000,20.16,33.78,52,26,8.810000,31.27,60.49,32,32,0,196.15,20.17,144.93,56.67,140,60,39.23

43,10:30-10:45,223.850000,1.920000,101.200000,26.080000,3.870000,2.420000,0.000000,71.890000,48.310000,3.870000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,30.29,48.310000,8.15,32,12.09,118.056599,0,170.270000,19.22,32.22,41,21,3.960000,30.29,57.66,32,32,0,214.85,19.22,144.93,60,136.5,58.5,42.97

44,10:45-11:00,223.850000,1.920000,101.200000,26.080000,4.250000,2.420000,0.000000,71.890000,48.310000,4.250000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,29.23,48.310000,8.07,31.97,11.75,121.412414,0,170.270000,18.44,33.87,45,22,4.350000,29.23,55.33,31.97,31.96,0,225.27,18.44,144.93,63.33,143.5,61.5,45.05

45,11:00-11:15,223.850000,2.000000,101.200000,26.080000,4.440000,2.420000,0.000000,71.890000,48.310000,4.440000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,28.78,48.310000,7.99,31.97,10.93,124.418057,0,205.710000,15.08,33.08,31,16,4.560000,28.78,45.25,31.97,31.96,0,233.06,15.09,144.93,66.67,122.5,52.5,46.61

46,11:15-11:30,223.850000,2.000000,101.200000,26.080000,4.630000,2.420000,0.000000,71.890000,48.310000,4.630000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,28.22,48.310000,7.88,31.97,10.39,126.509362,0,205.710000,14.87,37.95,32,16,4.750000,28.22,44.61,31.97,31.96,0,233.33,14.86,144.93,70,129.5,55.5,46.67

47,11:30-11:45,223.850000,2.000000,101.200000,26.080000,10.550000,2.420000,0.000000,71.890000,48.310000,10.550000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,27.31,48.310000,7.77,31.97,9.85,127.462608,0,205.710000,11.62,34.55,83,41,10.820000,27.31,34.85,31.97,31.96,0,233.33,11.61,144.93,73.33,190.4,81.6,46.67

48,11:45-12:00,223.850000,2.000000,101.200000,26.080000,11.510000,2.420000,0.000000,71.890000,48.310000,11.510000,25.120000,0.000000,48.310000,1.940000,271.740000,26.080000,49.930000,26.28,48.310000,7.73,31.97,9.27,127.22916,0,205.710000,11.38,35.39,81,40.01,11.790000,26.28,34.13,31.97,31.96,0,233.33,11.37,144.93,75,190.4,81.6,46.67

49,12:00-12:15,223.850000,2.080000,101.200000,25.530000,12.460000,2.460000,0.000000,71.890000,48.310000,12.460000,25.120000,0.000000,48.310000,2.020000,271.740000,26.080000,49.930000,22.48,48.310000,7.66,31.97,8.95,127.705783,0,205.710000,10.96,44.25,81,41,12.780000,22.48,32.89,31.97,31.96,0,233.33,10.96,144.93,76.97,190.4,81.6,46.67

50,12:15-12:30,223.850000,2.080000,101.200000,25.530000,12.460000,2.460000,0.000000,71.890000,48.310000,12.460000,25.120000,0.000000,48.310000,2.020000,271.740000,26.080000,49.930000,21.37,48.310000,7.55,31.97,10.74,125.57557,0,205.710000,10.83,45.08,81,40,12.780000,21.37,32.49,31.97,31.96,0,233.33,10.82,144.93,77.65,190.4,81.6,46.67

51,12:30-12:45,223.850000,2.080000,101.200000,26.080000,12.460000,2.460000,0.000000,71.890000,48.310000,12.460000,25.120000,0.000000,48.310000,2.020000,231.890000,26.080000,49.930000,20.53,48.310000,9.06,31.97,10.54,122.385114,0,205.710000,13.7,45,80,40.01,12.780000,20.53,41.1,31.97,31.96,0,250,13.69,144.93,77.72,190.4,81.6,50

52,12:45-13:00,223.850000,2.080000,101.200000,26.080000,12.460000,2.460000,0.000000,71.890000,48.310000,12.460000,24.160000,0.000000,48.310000,2.020000,231.890000,26.080000,49.930000,20.46,48.310000,8.9,31.97,10.08,118.397044,0,205.710000,13.86,45,80,40,12.780000,20.46,41.58,31.97,31.96,0,237.5,13.85,144.93,77.36,189,81,47.5

53,13:00-13:15,223.850000,2.150000,101.200000,26.080000,13.850000,2.460000,0.000000,71.890000,48.310000,13.850000,24.160000,0.000000,48.310000,2.020000,193.240000,26.080000,59.080000,19.88,48.310000,12.49,31.97,9.94,114.642422,0,205.710000,13.41,45,80,40,14.190000,19.88,40.22,31.97,31.96,0,241.67,13.41,144.93,76.3,189,81,48.33

54,13:15-13:30,223.850000,2.150000,101.200000,26.080000,13.540000,2.460000,0.000000,71.890000,48.310000,13.540000,24.160000,0.000000,48.310000,2.020000,149.760000,26.080000,59.080000,19.34,48.310000,12.38,31.97,9.48,111.17961,0,205.710000,12.55,44,73,37,13.890000,19.34,37.66,31.97,31.96,0,237.5,12.56,144.93,74.92,189,81,47.5

55,13:30-13:45,223.850000,2.150000,101.200000,26.080000,13.050000,2.460000,0.000000,71.890000,48.310000,13.050000,24.160000,0.000000,48.310000,2.020000,149.760000,26.080000,59.080000,19.36,48.310000,12.27,32.3,7.41,105.596312,0,205.710000,11.78,43,71,36,13.380000,19.36,35.33,32.3,32.3,0,237.5,11.76,144.93,84.52,186.9,80.1,47.5

56,13:45-14:00,223.850000,2.150000,101.200000,26.080000,12.840000,2.460000,0.000000,71.890000,48.310000,12.840000,24.160000,0.000000,48.310000,2.020000,193.240000,26.080000,59.080000,18.76,48.310000,11.92,32.3,7.41,99.886563,0,205.710000,11.11,41,67,34,13.160000,18.76,33.33,32.3,32.3,0,237.5,11.1,144.93,82.54,183.4,78.6,47.5

57,14:00-14:15,223.850000,2.150000,101.200000,26.080000,12.440000,2.460000,0.000000,71.890000,48.310000,12.440000,24.160000,0.000000,48.310000,2.020000,231.890000,26.080000,59.080000,26.7,48.310000,11.58,32.3,7.21,93.651556,0,205.710000,11.11,40.25,63,32,12.750000,26.7,33.33,32.3,32.3,0,237.5,11.1,144.93,78.78,178.5,76.5,47.5

58,14:15-14:30,223.850000,2.150000,101.200000,26.080000,11.880000,2.460000,0.000000,71.890000,48.310000,11.880000,24.160000,0.000000,48.310000,2.020000,271.740000,26.080000,59.080000,25.97,48.310000,11.07,32.47,7.21,87.455457,0,205.710000,11.04,38.23,61,31,12.180000,25.97,33.11,32.47,32.46,0,231.67,11.03,144.93,74.81,166.6,71.4,46.33

59,14:30-14:45,223.850000,2.150000,101.200000,26.080000,10.890000,2.460000,0.000000,71.890000,48.310000,10.890000,24.160000,0.000000,48.310000,2.020000,271.740000,26.080000,59.080000,35.08,48.310000,10.75,32.47,8.01,80.675738,0,205.710000,10.97,36,59,30,11.160000,35.08,32.92,32.47,32.46,0,223.17,10.99,144.93,71.11,154,66,44.63

60,14:45-15:00,223.850000,2.150000,101.200000,26.080000,9.680000,2.460000,0.000000,71.890000,48.310000,9.680000,24.160000,0.000000,48.310000,2.020000,271.740000,26.080000,59.080000,34.9,48.310000,10.4,32.47,8.01,73.195675,0,205.710000,10.94,32,51,26,9.920000,34.9,32.83,32.47,32.46,0,206,10.95,144.93,66.08,140,60,41.2

61,15:00-15:15,223.850000,2.230000,101.200000,26.080000,8.760000,2.460000,0.000000,71.890000,48.310000,8.760000,25.120000,0.000000,48.310000,2.100000,271.740000,26.080000,59.080000,33.89,48.310000,9.91,32.67,8.01,71.736625,0,205.710000,10.89,31,44,22,8.980000,33.89,32.67,32.67,32.66,0,188.83,10.9,144.93,60.67,128.8,55.2,37.77

62,15:15-15:30,223.850000,2.230000,101.200000,26.080000,7.900000,2.460000,0.000000,71.890000,48.310000,7.900000,25.120000,0.000000,48.310000,2.100000,271.740000,26.080000,59.080000,32.77,48.310000,9.47,32.67,8.01,62.223619,0,205.710000,10.92,29,36,18,8.100000,32.77,32.76,32.67,32.66,0,171.67,10.92,144.93,54.39,114.8,49.2,34.33

63,15:30-15:45,223.850000,2.230000,101.200000,26.080000,7.010000,2.460000,0.000000,71.890000,48.310000,7.010000,25.120000,0.000000,48.310000,2.100000,271.740000,26.080000,74.090000,32.22,48.310000,8.77,32.67,8.01,52.214536,0,254.020000,12.64,25,33,16,7.180000,32.22,37.92,32.67,32.66,0,158.14,12.65,144.93,47.51,102.2,43.8,31.63

64,15:45-16:00,223.850000,2.230000,101.200000,26.080000,5.830000,2.460000,0.000000,71.890000,48.310000,5.830000,25.120000,0.000000,48.310000,2.100000,271.740000,26.080000,74.090000,31.24,48.310000,8.27,32.67,12.41,41.874735,0,261.450000,12.5,20,24,12,5.970000,31.24,37.49,32.67,32.66,0,143.93,12.49,144.93,41.33,88.9,38.1,28.78

65,16:00-16:15,223.850000,2.230000,101.200000,26.000000,4.500000,2.510000,0.000000,71.890000,48.310000,4.500000,26.090000,0.000000,48.310000,2.330000,271.740000,26.000000,74.090000,30.39,48.310000,10.81,32.67,12.13,31.291759,0,261.450000,12.44,16.97,21,11,4.610000,30.39,37.31,32.67,32.66,0,122.88,12.43,144.93,34.08,73.5,31.5,24.57

66,16:15-16:30,223.850000,2.230000,101.200000,26.000000,3.290000,2.510000,0.000000,96.620000,48.310000,3.290000,26.090000,0.000000,48.310000,2.330000,271.740000,26.000000,74.090000,29.73,48.310000,10.66,29.12,11.94,21.467489,0,261.450000,12.25,12.71,16,8,3.370000,29.73,36.76,33,33,0,104.16,12.26,144.93,26.77,56,24,20.83

67,16:30-16:45,223.850000,2.230000,101.200000,26.000000,2.260000,2.510000,0.000000,118.260000,48.310000,2.260000,26.090000,0.000000,48.310000,2.330000,271.740000,26.000000,74.090000,28.47,48.310000,10.37,16.57,11.06,13.03418,0,261.450000,12.04,10,8,4,2.320000,28.47,36.12,20.87,22,0,80.48,12.05,144.93,18.44,38.5,16.5,16.09

