Block,Time,BSIUL,DADRT2,DULHASTI,KGSU3AND4,KOTESHWR,KUDGI,PARBATI2,RIHAND3,SASAN,SEWA2,TANAKPUR,UNCHAHAR1,VALLURNTECL,DADRI_RF,KHSTPP-II,SIMHST1,TALA,TALST2,UNCHAHAR4,URI,CHAMERA1,JHAJJAR,PARBATI3,RAMPUR,RAPPC,RIHAND1,URI2,ANTA_RF,AURY_LF,CHAMERA2,KGSU1AND2,KOLDAM,NNTPP,SALAL,SINGRAULI_HYDRO,AURY_RF,BRBCL,FSTPP I & II,NLCEXP,TEHRI,UNCHAHAR3,ANTA_LF,DADRI_CRF,KISHANGANGA,MAPS,NJPC,NTPL,RSTPSU1TO6,SIMHST2,AURY_GF,CHAMERA3,DHAULIGNGA,KHSTPP-I,KKNP,NAPP,NLCIIST1,RAPPB,RIHAND2,SINGRAULI,TelanganaSTPP,UNCHAHAR2,ANTA_CRF,ANTA_GF,AURY_CRF,KKNPPU2,NLCIIST2,NLCTS2EXP,RAPPD,RSTPSU7,TANDA2,DADRI_GF,DADRI_LF
11,02:30-02:45,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,92.26,148.3,0,0,0,2.3,49.68,42.15,428.67,23.02,4.33,68.56,97.23,36.47,53.54,0,48.81,0,7.19,0,79.38,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

12,02:45-03:00,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,92.26,148.3,0,0,0,2.3,49.68,42.15,428.67,23.02,4.33,68.56,97.23,36.47,53.54,0,48.81,0,7.17,0,79.38,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

13,03:00-03:15,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,23.02,4.33,68.56,97.23,36.47,53.54,0,48.81,0,6.95,0,79.38,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

14,03:15-03:30,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,23.02,4.33,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,55.77,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

15,03:30-03:45,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,33.76,4.33,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,110.67,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

16,03:45-04:00,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

17,04:00-04:15,19.56,688.92,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,12.12,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

18,04:15-04:30,19.56,688.92,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,24.64,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

19,04:30-04:45,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,448.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,24.72,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

20,04:45-05:00,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,448.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

21,05:00-05:15,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,448.67,33.76,3.56,68.56,97.23,36.47,53.27,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

22,05:15-05:30,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,448.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,1.93,0,63.92,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

23,05:30-05:45,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,6.27,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,448.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,4.79,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

24,05:45-06:00,19.56,688.55,59.5,0,10.43,0,22.54,130.79,416.25,18.9,6.27,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,448.67,33.76,3.56,68.56,97.23,36.47,53.54,0,48.81,0,7.19,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,35.03,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

25,06:00-06:15,19.56,688.55,59.5,0,10.43,0,18.78,130.79,416.25,18.9,6.27,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,448.67,19.18,3.56,68.56,97.23,36.47,53.54,0,48.81,0,9.59,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

26,06:15-06:30,19.56,688.55,59.5,0,10.43,0,18.78,130.79,416.25,18.9,6.27,21.64,0,112.08,148.3,0,0,0,2.3,52.36,42.15,448.67,19.18,3.56,68.56,97.23,36.47,53.54,0,48.81,0,9.59,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,89.6,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

27,06:30-06:45,19.56,688.55,59.5,0,10.43,0,18.78,130.79,416.25,18.9,6.27,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,448.67,19.18,3.11,68.56,97.23,36.47,53.27,0,48.81,0,9.59,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,78.4,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

28,06:45-07:00,19.56,688.55,59.5,0,10.43,0,18.78,130.79,416.25,18.9,6.27,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,448.67,19.18,3.11,68.56,97.23,36.47,53.27,0,48.81,0,9.59,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,78.4,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,44.5,0,0,0,0,0,0,0,0,5.7,0,0

29,07:00-07:15,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,4.35,21.64,0,112.08,148.3,0,0,0,2.3,49.68,42.15,428.67,19.18,3.11,68.56,97.23,36.47,53.27,0,48.81,0,7.19,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,78.4,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,0,0,5.7,0,0

30,07:15-07:30,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,670.67,19.18,3.11,68.56,97.23,36.47,53.27,0,48.81,0,7.19,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,78.4,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,0,0,5.7,0,0

31,07:30-07:45,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,670.67,19.18,3.11,68.56,97.23,36.47,53.27,0,48.81,0,1.93,0,66.23,0.98,85.48,20,18.2,0,25.19,27.68,0,0,8.63,0,78.4,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,0,0,5.7,0,0

32,07:45-08:00,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,670.67,19.18,3.11,68.56,97.23,36.47,53.27,0,48.81,0,0,0,66.23,0.98,85.48,20,18.2,0,12.12,27.68,0,0,8.63,0,78.4,0,0,0,0,27.63,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,0,0,5.7,0,0

33,08:00-08:15,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,670.67,19.18,3.11,68.56,97.23,36.47,53.01,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,78.4,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,0,0,5.7,0,0

34,08:15-08:30,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,3.2,49.68,42.15,545.67,19.18,3.11,68.56,97.23,36.47,53.01,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,78.4,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

35,08:30-08:45,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,3.2,16.56,42.15,545.67,19.18,4,68.56,97.23,36.47,53.01,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

36,08:45-09:00,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,3.2,5.52,42.15,545.67,19.18,4,68.56,97.23,36.47,53.01,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

37,09:00-09:15,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,3.2,5.52,42.15,545.67,19.18,4,68.56,97.23,38.56,52.74,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

38,09:15-09:30,19.56,688.92,59.5,0,10.43,0,18.78,130.79,416.25,18.9,0.25,21.64,0,112.08,148.3,0,0,0,3.2,16.56,42.15,450.67,19.18,4,68.56,97.23,38.56,52.74,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

39,09:30-09:45,19.56,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,0.9,21.64,0,112.08,148.3,0,0,0,3.2,49.68,28.1,450.67,19.18,4,68.56,97.23,38.56,52.74,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,23.33,10.95,45.53,0,25.38,0,0,124.58,131.54,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

40,09:45-10:00,19.56,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,0.9,21.64,0,112.08,148.3,0,0,0,3.2,49.68,13.27,450.67,19.18,4,68.56,97.23,38.56,52.74,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,11.67,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

41,10:00-10:15,19.56,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,13.08,450.67,19.18,4,68.56,97.23,36.47,52.22,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

42,10:15-10:30,19.56,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,1.79,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,450.67,19.18,4,68.56,97.23,36.47,52.22,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,100.81,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

43,10:30-10:45,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,450.67,19.18,3.29,68.56,97.23,36.14,52.22,0,48.81,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,82.99,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

44,10:45-11:00,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,19.18,2.98,68.56,97.23,36.14,52.22,0,16.27,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

45,11:00-11:15,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,19.18,2.98,68.56,97.23,36.14,51.7,0,0,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

46,11:15-11:30,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,19.18,2.98,68.56,97.23,36.14,51.7,0,0,0,0,0,76.69,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

47,11:30-11:45,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,19.18,2.98,68.56,97.23,36.14,51.7,0,0,0,0,0,66.82,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,10.95,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

48,11:45-12:00,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,3.07,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,19.18,2.98,68.56,97.23,36.14,51.7,0,0,0,0,0,66.82,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

49,12:00-12:15,13.04,688.92,59.5,0,10.43,0,18.78,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,19.18,2.98,68.56,97.23,36.14,51.7,0,0,0,0,0,66.82,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

50,12:15-12:30,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

51,12:30-12:45,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

52,12:45-13:00,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,0.98,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

53,13:00-13:15,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

54,13:15-13:30,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

55,13:30-13:45,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

56,13:45-14:00,13.04,688.92,59.5,0,10.43,0,9.39,130.79,418.77,18.9,4.35,21.64,0,112.08,148.3,0,0,0,3.2,49.68,0,430.67,4.29,2.98,68.56,97.23,36.14,51.17,0,0,0,0,0,66.82,1,85.48,20,18.2,0,0,27.68,0,0,8.63,0,75.04,0,0,0,0,0,0,45.53,0,25.38,0,0,124.58,150.34,0,45,0,0,0,0,0,0,29.51,0,5.7,0,0

