Block,Time,NJPC,NLCTS2EXP,RIHAND2,SASAN,TANDA2,UNCHAHAR4,ANTA_CRF,ANTA_LF,AURY_GF,DADRI_GF,DADRI_LF,CHAMERA1,DHAULIGNGA,NNTPP,RAMPUR,RSTPSU7,TALA,TEHRI,UNCHAHAR2,UNCHAHAR3,AURY_CRF,SALAL,SIMHST1,TANAKPUR,BRBCL,KGSU3AND4,KOLDAM,KOTESHWR,NAPP,RIHAND1,SINGRAULI_HYDRO,TALST2,AURY_RF,DADRI_CRF,DULHASTI,FSTPP I & II,KHSTPP-II,MAPS,NLCEXP,DADRI_RF,BSIUL,KKNPPU2,RIHAND3,RSTPSU1TO6,SIMHST2,SINGRAULI,URI,VALLURNTECL,ANTA_GF,ANTA_RF,CHAMERA3,DADRT2,KISHANGANGA,KUDGI,NLCIIST1,RAPPC,SEWA2,UNCHAHAR1,URI2,CHAMERA2,JHAJJAR,KGSU1AND2,KHSTPP-I,KKNP,NLCIIST2,NTPL,PARBATI3,RAPPB,TelanganaSTPP,AURY_LF
15,03:30-03:45,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,28.1,40.4,0,2.2,0,11.17,76.9,43.71,0,0,79.38,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,113.05,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,36.35,28.34,663.81,0,41.89,0,0,0,3.51,0,0,0

16,03:45-04:00,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,14.05,40.4,0,2.2,0,11.11,76.9,43.71,0,0,51.13,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,113.05,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,36.35,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

17,04:00-04:15,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,14.05,40.4,0,2.2,0,11.05,76.9,43.71,0,0,51.13,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,113.05,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,22.16,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

18,04:15-04:30,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,14.05,40.4,0,2.2,0,10.96,76.9,43.71,0,0,51.13,0,11.53,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,113.05,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,22.16,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

19,04:30-04:45,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,0,40.4,0,2.2,0,10.79,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,127.6,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,22.16,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

20,04:45-05:00,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,0,40.4,0,2.2,0,10.76,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,127.6,0,0,119.18,50.23,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,22.16,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

21,05:00-05:15,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,0,40.4,0,2.2,0,10.53,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,127.6,0,0,119.18,50.23,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,22.16,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

22,05:15-05:30,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,0,40.4,0,2.2,0,10.11,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,127.6,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,22.16,13.43,663.81,0,41.89,0,0,0,5.62,0,0,0

23,05:30-05:45,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,0,40.4,0,2.2,0,9.79,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,127.6,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,36.35,13.43,663.81,0,41.89,0,0,0,8.43,0,0,0

24,05:45-06:00,102.23,0,121.71,196.88,2.89,1.62,0,16.08,0,0,0,0,40.4,0,2.2,0,9.53,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,101.12,6.52,0,127.6,0,0,119.18,36.43,0,0,32.17,10.69,686.07,1.44,0,0,60.53,0,20.96,36.35,13.43,663.81,0,41.89,0,0,0,54.11,0,0,0

25,06:00-06:15,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,9.38,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,36.43,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,36.35,13.43,663.81,0,41.89,0,0,0,54.11,0,0,0

26,06:15-06:30,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,9.15,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,36.43,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,36.35,13.43,663.81,0,41.89,0,0,0,54.11,0,0,0

27,06:30-06:45,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,9.08,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,50.23,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,23.65,13.43,663.81,0,41.89,0,0,0,54.11,0,0,0

28,06:45-07:00,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,9.11,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,50.23,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,23.65,13.43,663.81,0,41.89,0,0,0,54.11,0,0,0

29,07:00-07:15,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,8.23,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,41.95,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,23.65,13.43,663.81,0,41.89,0,0,0,54.11,0,0,0

30,07:15-07:30,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,8.33,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,41.95,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,23.65,13.43,663.81,0,41.89,0,0,0,7.03,0,0,0

31,07:30-07:45,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,8.37,76.9,43.71,0,0,51.13,0,2.56,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,41.95,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

32,07:45-08:00,102.23,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.2,0,8.47,76.9,43.71,0,0,51.13,0,2.56,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,41.95,0,0,31.34,10.69,686.07,1.44,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

33,08:00-08:15,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,7.97,76.9,43.71,0,0,51.13,0,5.13,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,50.23,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,3.51,0,0,0

34,08:15-08:30,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,8.02,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,50.23,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

35,08:30-08:45,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,10.76,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,41.95,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

36,08:45-09:00,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,11.67,76.9,43.71,0,0,51.13,0,11.78,15,0,4.01,38.64,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,41.95,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,26.6,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

37,09:00-09:15,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,13.97,76.9,43.71,0,0,51.13,0,13,15,0,4.01,28.98,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,35.33,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

38,09:15-09:30,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,13.97,76.9,43.71,0,0,51.13,0,13,15,0,3.64,28.98,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,35.33,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

39,09:30-09:45,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,13.97,76.9,43.71,0,0,51.13,0,13,15,0,2.43,28.98,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,35.33,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

40,09:45-10:00,127.78,0,121.71,196.88,2.89,1.62,0,15.73,0,0,0,0,40.4,0,2.74,0,13.97,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,78.06,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,35.33,0,0,31.34,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

41,10:00-10:15,127.78,0,121.71,196.88,2.89,1.62,0,15.61,0,0,0,0,40.4,0,2.74,0,15.05,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,98.65,6.52,0,127.6,0,0,119.18,50.23,0,0,31.23,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

42,10:15-10:30,127.78,0,121.71,196.88,2.89,1.62,0,15.61,0,0,0,0,40.4,0,2.74,0,15.08,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,50.23,0,0,31.23,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

43,10:30-10:45,127.78,0,121.71,196.88,2.89,1.62,0,15.61,0,0,0,0,40.4,0,2.74,0,15.08,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,31.23,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

44,10:45-11:00,127.78,0,121.71,196.88,2.89,1.62,0,15.61,0,0,0,0,40.4,0,2.74,0,15.08,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,31.23,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

45,11:00-11:15,127.78,0,121.71,196.88,2.89,1.62,0,0,0,0,0,0,40.4,0,2.74,0,14.41,76.9,43.71,0,0,51.13,0,11.78,15,0,2.43,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.83,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

46,11:15-11:30,127.78,0,121.71,196.88,2.89,1.62,0,0,0,0,0,0,40.4,0,2.74,0,14.41,76.9,43.71,0,0,51.13,0,11.78,15,0,2.33,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.83,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

47,11:30-11:45,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.41,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.83,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

48,11:45-12:00,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.44,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.83,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

49,12:00-12:15,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.49,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

50,12:15-12:30,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.56,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

51,12:30-12:45,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.56,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

52,12:45-13:00,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.56,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.3,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

53,13:00-13:15,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.58,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

54,13:15-13:30,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.58,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

55,13:30-13:45,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.56,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

56,13:45-14:00,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.52,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.81,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,40.85,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

57,14:00-14:15,113.81,0,121.71,154.12,2.89,1.62,0,0,0,0,0,0,30.23,0,2.44,0,14.49,76.9,43.71,0,0,51.13,0,11.78,15,0,2.14,28.98,45.82,47.33,0,0,77.58,0,53.79,20.8,98.87,0,0,97.42,6.52,0,127.6,0,0,119.18,35.33,0,0,46.48,10.69,686.07,0,0,0,60.53,0,20.96,31.03,13.43,663.81,0,41.89,0,0,0,15.46,0,0,0

