Block,Time,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,RAPPC,TANAKPUR,SALAL,URI,UNCHAHAR1,DULHASTI,KISHANGANGA,KOLDAM,NAPP,NJPC,PARBATI3,RAMPUR,BSIUL,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KOTESHWR,CHAMERA1,RAPPB,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
65,16:00-16:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.281,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,71.664341,3.47244,1.385096,13.1076,14.42728,10.559259,689.353782,0,503.902592,8.712863,14.04936,0,0,72.0861,0,0,0,32.836085,43.781448,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.008789,0,0.011346

66,16:15-16:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,18.370152,59.009958,1.281,66.815,52.992,20.904656,53.905351,2.551476,0,21.485044,71.664341,3.47244,1.385096,13.1076,14.42728,10.559259,689.353782,0,503.902592,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,43.781448,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.765,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.010387,0,0.009747

67,16:30-16:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,27.555228,59.009958,2.562,66.815,52.992,20.904656,53.905351,2.551476,0.591092,21.485044,71.664341,3.47244,1.385096,17.6,14.42728,21.118519,689.353782,0,503.902592,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,43.781448,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.019815,0,0

68,16:45-17:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,27.555228,59.009958,2.562,66.815,50.784,20.904656,53.905351,2.551476,0.85977,21.485044,71.664341,3.47244,1.385096,17.6,29.090107,21.118519,689.353782,0,503.902592,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,43.781448,0,0,37.321136,0,0,3.03,2.38,3.78,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.019815,0,0

69,17:00-17:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,27.555228,59.009958,10.248,79.3646,50.784,20.904656,53.905351,2.551476,1.719539,21.485044,71.664341,3.47244,1.385096,13.1076,29.090107,21.118519,689.353782,0,503.902592,8.712863,28.09872,0,0,54.064575,0,0,0,76.617531,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,43.097,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.019815,0,0

70,17:15-17:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,27.555228,59.009958,10.248,79.3646,50.784,20.904656,53.905351,2.551476,2.127929,21.485044,71.664341,3.47244,1.385096,13.1076,29.090107,21.118519,689.353782,0,503.902592,8.712863,28.09872,0,0,54.064575,0,0,0,76.617531,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,43.097,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.019814,0,0

71,17:30-17:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,27.555228,59.009958,10.248,79.3646,50.784,20.904656,53.905351,2.551476,2.127929,21.485044,61.426578,3.47244,1.187226,13.1076,29.090107,21.118519,689.353782,0,503.902592,8.712863,28.09872,0,0,54.064575,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,43.097,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.019814,0,0

72,17:45-18:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,27.555228,59.009958,10.248,79.3646,50.784,20.904656,53.905351,2.551476,1.719539,21.485044,40.951052,3.47244,0.791484,13.1076,29.090107,21.118519,689.353782,0,503.902592,8.712863,14.04936,0,0,54.064575,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,43.097,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.851838,1.341844,0.82956,0,0,0.022296,0,0,0,0.019814,0,0

73,18:00-18:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,143.987992,1.095647,2.525984,20.489785,59.009958,1.281,79.3646,50.784,20.904656,53.905351,2.551476,0.85977,21.485044,19.451749,3.47244,0.374541,6.49,29.090107,21.118519,689.353782,0,503.902592,8.712863,7.11,0,0,52.86314,0,0,0,76.617531,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.48,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.69974,1.341844,0.82956,0,0,0.021924,0,0,0,0.019814,0,0

74,18:15-18:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,27.413919,59.009958,0,79.3646,50.784,20.904656,53.905351,2.551476,0.85977,21.485044,38.9035,3.47244,0.749083,6.49,29.090107,21.118519,689.353782,1.436976,503.902592,8.712863,12.64,0,0,52.86314,0,0,0,76.617533,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.48,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.330683,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.69974,1.341844,0.82956,0,0,0.021924,0,0,0,0.019816,0,0

75,18:30-18:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,6.6612,79.3646,50.784,20.904656,53.905351,2.551476,2.127929,21.485044,71.664341,3.47244,1.385096,13.1076,29.090107,21.118519,689.353782,17.243714,503.902592,8.712863,28.09872,0,0,52.86314,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.48,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.69974,1.341844,0.82956,0,0,0.021552,0,0,0,0.019816,0,0

76,18:45-19:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,6.6612,79.3646,50.784,20.904656,57.637819,2.609464,3.191895,21.485044,97.258749,3.47244,1.872707,19.6614,43.63516,31.709733,689.353782,29.745407,503.902592,18.063253,28.09872,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.48,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.69974,1.341844,0.82956,0,0,0.021552,0,0,0,0.019687,0,0

77,19:00-19:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,6.6612,79.3646,50.784,20.904656,57.637819,2.609464,4.25586,21.485044,126.436373,6.944882,2.438053,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321135,0,0,3.03,2.38,3.42,0.48,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.69974,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

78,19:15-19:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,6.6612,79.3646,52.992,20.904656,57.637819,2.609464,4.25586,21.485044,151.723647,11.11181,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.48,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.69974,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

79,19:30-19:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.2562,79.3646,52.992,20.904656,55.371478,2.609464,4.25586,21.485044,151.723647,54.170072,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.889862,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

80,19:45-20:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.2562,79.3646,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,54.170072,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,41.276,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.889862,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

81,20:00-20:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,79.3646,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,54.170072,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.9,20.0018,18.07,42.49,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.889862,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

82,20:15-20:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,79.3646,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,54.170072,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.9,20.0018,18.07,42.49,147.515625,0,2.341473,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.889862,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

83,20:30-20:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,54.170072,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.9,20.0018,18.07,42.49,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.889862,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

84,20:45-21:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,126.436373,54.170072,2.438053,6.49,43.63516,31.709733,689.353782,29.745407,503.902592,17.425726,42.14808,0,0,51.661705,0,0,0,76.617532,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.9,20.0018,18.07,42.49,147.515625,0,2.352264,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.89771,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.889862,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

85,21:00-21:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,126.436373,18.05669,2.438053,6.49,43.63516,31.709733,689.353782,29.745407,503.902592,17.425726,42.14808,0,0,51.661705,0,0,0,87.562895,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.9,20.0018,18.07,42.49,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

86,21:15-21:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,126.436373,3.47244,2.438053,6.49,43.63516,31.709733,689.353782,29.745407,503.902592,17.425726,42.14808,0,0,51.661705,0,0,0,87.562895,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.9,20.0018,18.07,42.49,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

87,21:30-21:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,126.436373,0,2.438053,19.6614,43.63516,31.709733,689.353782,29.745407,503.902592,17.425726,42.14808,0,0,54.064575,0,0,0,87.562893,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,42.49,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

88,21:45-22:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,126.436373,0,2.438053,19.6614,43.63516,31.709733,689.353782,29.745407,503.902592,17.425726,42.14808,0,0,54.064575,0,0,0,87.562893,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.84,20.0018,18.07,42.49,147.515625,0,2.363054,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

89,22:00-22:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,0,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,54.064575,0,0,0,87.562895,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.44,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,42.49,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

90,22:15-22:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,0,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,54.064575,0,0,0,87.562895,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.44,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,42.49,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

91,22:30-22:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,0,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,54.064575,0,0,0,87.562894,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.44,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.89,20.0018,18.07,42.49,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

92,22:45-23:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.609464,4.25586,21.485044,151.723647,0,2.883262,19.6614,43.63516,31.709733,689.353782,39.75251,503.902592,18.063253,42.14808,0,0,54.064575,0,0,0,87.562894,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.85,20.0018,18.07,42.49,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

93,23:00-23:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,127.972037,0,2.466321,19.6614,43.63516,31.709733,689.353782,29.745407,503.902592,17.638235,42.14808,0,0,54.064575,0,0,0,87.562894,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.85,20.0018,18.07,42.49,147.515625,0,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

94,23:15-23:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,67.396,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,126.436373,0,2.438053,19.6614,43.63516,31.709733,689.353782,19.830272,503.902592,17.425726,42.14808,0,0,54.064575,0,0,0,87.562894,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.2,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.85,20.0018,18.07,42.49,147.515625,0,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.021553,0,0,0,0.019687,0,0

95,23:30-23:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,53.452,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,101.149099,0,1.950442,19.6614,43.63516,31.709733,689.353782,9.915136,503.902592,17.425726,42.14808,0,0,54.064575,0,0,0,87.562894,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.85,20.0018,18.07,42.49,147.515625,0,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.022296,0,0,0,0.019687,0,0

96,23:45-24:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,144.02676,1.095647,2.525984,28.615044,59.009958,0.6405,53.452,50.784,20.904656,53.905351,2.551476,4.25586,21.485044,75.861824,0,1.462832,19.6614,43.63516,31.709733,689.353782,9.915136,503.902592,17.425726,42.14808,0,0,54.064575,0,0,0,87.562894,0,0,0,37.321136,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.82,0.85,20.0018,18.07,42.49,147.515625,0,2.384634,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,5.313701,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.935491,1.341844,0.82956,0,0,0.022296,0,0,0,0.019687,0,0

