Block,Time,UNCHAHAR2,UNCHAHAR3,UNCHAHAR4,URI2,RIHAND1,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,TANDA2,TEHRI,RAPPC,TANAKPUR,SALAL,URI,UNCHAHAR1,DULHASTI,KISHANGANGA,KOLDAM,NAPP,NJPC,PARBATI3,RAMPUR,BSIUL,CHAMERA2,CHAMERA3,DADRT2,DHAULIGNGA,JHAJJAR,KOTESHWR,CHAMERA1,RAPPB,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,BRBCL,FSTPP I & II,KHSTPP-I,KHSTPP-II,TALA,VSTPS I,VSTPS II,VSTPS III,VSTPS IV,VSTPS V,LARA-I,MOUDA,SIPAT I,SIPAT II,SOLAPUR,MOUDA_II,TAPS-II,SASAN,GADARWARA-I,KHARGONE-I,KSTPS I&II,KSTPS7,KAPS,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas
11,02:30-02:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,0.7686,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.61,6.05,1.94,0,9.33,0.25,1.83,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.023411,0,0,0,0.00751,0,0.013103

12,02:45-03:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,0.7686,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.61,6.05,1.94,0,9.33,0.25,1.83,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.737764,1.341844,0.82956,0,0,0.023411,0,0,0,0.00751,0,0.013103

13,03:00-03:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.1529,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.61,6.05,1.94,0,9.33,0.25,1.83,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023597,0,0,0,0.00751,0,0.013103

14,03:15-03:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.1529,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,50.574549,0,0.975221,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.61,6.05,1.94,0,9.33,0.25,1.83,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023597,0,0,0,0.00751,0,0.013103

15,03:30-03:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.1529,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,20.475526,0,0.395742,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.61,6.05,1.94,0,9.33,0.25,1.53,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023783,0,0,0,0.00751,0,0.013103

16,03:45-04:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.1529,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.61,6.05,1.94,0,9.33,0.25,1.53,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023783,0,0,0,0.00751,0,0.013103

17,04:00-04:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.1529,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,0,0,0,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,1.53,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.86451,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

18,04:15-04:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.1529,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,0,3.47244,0,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,1.53,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.950388,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

19,04:30-04:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,29.038971,59.009958,1.7934,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,0,8.333857,0,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,1.42,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.064892,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

20,04:45-05:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,19.359313,59.009958,1.7934,66.815,50.784,20.904656,53.905351,2.551476,0,21.485044,0,8.333857,0,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,28.09872,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,1.27,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

21,05:00-05:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,52.992,20.904656,53.905351,2.551476,0,21.485044,20.475526,36.113381,0.395742,19.6614,43.63516,31.709733,689.353782,9.915136,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,1.11,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

22,05:15-05:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,52.992,20.904656,53.905351,2.551476,0,21.485044,53.645878,54.170072,1.031755,19.6614,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.91,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

23,05:30-05:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,61.426578,54.170072,1.187226,19.6614,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.42,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.77,0.84,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

24,05:45-06:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,61.426578,54.170072,1.187226,19.6614,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.77,0.89,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023968,0,0,0,0.00751,0,0.013103

25,06:00-06:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,54.170072,1.773771,19.6614,43.63516,31.709733,689.353782,17.243714,467.87613,8.712863,37.92,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.89,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023783,0,0,0,0.00751,0,0.013103

26,06:15-06:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,36.113381,1.773771,19.6614,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.89,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,4.15077,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023783,0,0,0,0.00751,0,0.013103

27,06:30-06:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,6.944882,1.773771,19.6614,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.89,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023783,0,0,0,0.00751,0,0.013103

28,06:45-07:00,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,84.826,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,3.47244,1.773771,19.6614,43.63516,31.709733,689.353782,19.830272,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.42,0.44,0.88,0.21,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.89,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.783393,1.341844,0.82956,0,0,0.023783,0,0,0,0.00751,0,0.013103

29,07:00-07:15,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,3.47244,1.773771,19.6614,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.86,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023597,0,0,0,0.00751,0,0.013103

30,07:15-07:30,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,3.47244,1.773771,19.6614,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.86,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023597,0,0,0,0.00751,0,0.013103

31,07:30-07:45,43.545976,26.963602,1.427606,35.068229,94.319982,120.694688,126.520837,17.179062,137.242189,1.095647,2.525984,0,59.009958,1.7934,53.452,50.784,20.904656,53.905351,2.551476,0,21.485044,92.139867,3.47244,1.773771,19.6614,43.63516,31.709733,689.353782,29.745407,467.87613,8.712863,42.14808,0,0,72.0861,0,0,0,32.836085,53.510658,0,0,40.819992,0,0,3.03,2.38,3.78,0.43,0.88,0.22,2,1.1,1.62,0,1.85,6.05,1.94,0,9.33,0.25,0.84,0.86,20.0018,18.765,33.385,147.515625,0,2.373844,1.942962,1.959684,2.683688,1.327531,4.258125,1.938103,3.542468,0.935114,3.542467,3.511691,2.793398,348.975,4.2939,3.542468,2.813812,1.341844,0.82956,0,0,0.023597,0,0,0,0.00751,0,0.013103

