Time,Block,NR/2023/18186/C,NR/2023/18062/A/2147,NR/2023/17270/A,NR/2023/18105/A/2146,NR/2023/18074/A/2120,NR/2023/17525/A,WR/2023/19446/A,WR/2023/20256/A/2224,WR/2023/20577/A/2234,NER/2023/1781/C,NR/2023/18187/C,Total
20,04:45-05:00,1.930000,4.820000,0.000000,0.960000,0.390000,51.110000,75.000000,0.000000,0.000000,40.000000,0,174.21

21,05:00-05:15,1.840000,4.820000,0.000000,0.960000,0.390000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.12

22,05:15-05:30,1.840000,4.820000,0.000000,0.960000,0.390000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.12

23,05:30-05:45,1.840000,4.820000,0.000000,0.960000,0.390000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.12

24,05:45-06:00,1.840000,4.820000,0.000000,0.960000,0.390000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.12

25,06:00-06:15,1.840000,4.820000,100.000000,0.960000,0.390000,0.000000,75.000000,0.000000,0.000000,0.000000,0,183.01

26,06:15-06:30,1.840000,4.820000,100.000000,0.960000,0.390000,0.000000,75.000000,0.000000,0.000000,0.000000,0,183.01

27,06:30-06:45,1.840000,4.820000,100.000000,0.960000,0.390000,0.000000,75.000000,0.000000,0.000000,0.000000,0,183.01

28,06:45-07:00,1.840000,4.820000,100.000000,0.960000,0.390000,0.000000,75.000000,0.000000,0.000000,0.000000,0,183.01

29,07:00-07:15,1.840000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,0.000000,0.000000,0.000000,0.1,183.25

30,07:15-07:30,1.840000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,0.000000,0.000000,0.000000,0.2,183.35

31,07:30-07:45,1.840000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,0.000000,0.000000,0.000000,0.35,183.5

32,07:45:08:00,1.840000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,0.000000,0.000000,0.000000,0.81,183.96

33,08:00-08:15,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,1.3,134.78

34,08:15-08:30,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,1.7,135.18

35,08:30-08:45,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,2.24,135.72

36,08:45:09:00,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,2.74,136.22

37,09:00:09:15,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,3.21,136.69

38,09:15-09:30,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,3.7,137.18

39,09:30-09:45,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,3.89,137.37

40,09:45-10:00,1.930000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,4.64,138.12

41,10:00-10:15,1.840000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,4.62,138.01

42,10:15-10:30,1.840000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,5.09,138.48

43,10:30-10:45,1.840000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,5.33,138.72

44,10:45-11:00,1.840000,4.820000,50.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,5.71,139.1

45,11:00-11:15,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,5.97,189.36

46,11:15-11:30,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.38,189.77

47,11:30-11:45,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.05,189.44

48,11:45-12:00,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.01,189.4

49,12:00-12:15,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.04,189.43

50,12:15-12:30,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.4,189.79

51,12:30-12:45,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.54,189.93

52,12:45-13:00,1.840000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.99,190.38

53,13:00-13:15,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.74,190.22

54,13:15-13:30,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.55,190.03

55,13:30-13:45,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.29,189.77

56,13:45-14:00,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.28,189.76

57,14:00-14:15,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,6.07,189.55

58,14:15-14:30,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,5.19,188.67

59,14:30-14:45,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,5.14,188.62

60,14:45-15:00,1.930000,4.820000,100.000000,0.960000,0.770000,0.000000,75.000000,0.000000,0.000000,0.000000,4.88,188.36

61,15:00-15:15,1.840000,4.820000,100.000000,0.960000,0.630000,0.000000,75.000000,0.000000,0.000000,0.000000,4.47,187.72

62,15:15-15:30,1.840000,4.820000,100.000000,0.960000,0.630000,0.000000,75.000000,0.000000,0.000000,0.000000,3.16,186.41

63,15:30-15:45,1.840000,4.820000,100.000000,0.960000,0.630000,0.000000,75.000000,0.000000,0.000000,0.000000,2.42,185.67

64,15:45-16:00,1.840000,4.820000,100.000000,0.960000,0.630000,0.000000,75.000000,0.000000,0.000000,0.000000,2,185.25

65,16:00-16:15,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,1.55,184.65

66,16:15-16:30,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,1.31,184.41

67,16:30-16:45,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,1.02,184.12

68,16:45-17:00,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,0.76,183.86

69,17:00-17:15,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,0.52,183.62

70,17:15-17:30,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,0.33,183.43

71,17:30-17:45,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,0.16,183.26

72,17:45-18:00,1.840000,4.820000,100.000000,0.960000,0.480000,0.000000,75.000000,0.000000,0.000000,0.000000,0.1,183.2

73,18:00-18:15,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

74,18:15-18:30,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

75,18:30-18:45,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

76,18:45-19:00,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

77,19:00-19:15,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

78,19:15-19:30,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

79,19:30-19:45,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

80,19:45-20:00,1.930000,4.820000,100.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,263.24

81,20:00-20:15,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

82,20:15-20:30,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

83,20:30-20:45,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

84,20:45-21:00,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

85,21:00-21:15,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

86,21:15-21:30,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

87,21:30-21:45,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

88,21:45-22:00,1.840000,4.820000,0.000000,0.960000,0.530000,0.000000,75.000000,25.000000,55.000000,0.000000,0,163.15

89,22:00-22:15,1.840000,4.820000,0.000000,0.960000,0.480000,51.110000,75.000000,0.000000,55.000000,0.000000,0,189.21

90,22:15-22:30,1.840000,4.820000,0.000000,0.960000,0.480000,51.110000,75.000000,0.000000,55.000000,0.000000,0,189.21

91,22:30-22:45,1.840000,4.820000,0.000000,0.960000,0.480000,51.110000,75.000000,0.000000,55.000000,0.000000,0,189.21

92,22:45-23:00,1.840000,4.820000,0.000000,0.960000,0.480000,51.110000,75.000000,0.000000,55.000000,0.000000,0,189.21

93,23:00-23:15,1.930000,4.820000,0.000000,0.960000,0.430000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.25

94,23:15-23:30,1.930000,4.820000,0.000000,0.960000,0.430000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.25

95,23:30-23:45,1.930000,4.820000,0.000000,0.960000,0.430000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.25

96,23:45-24:00,1.930000,4.820000,0.000000,0.960000,0.430000,51.110000,75.000000,0.000000,0.000000,0.000000,0,134.25

