Block,Time,L_NR_2012_04,L_NR_2019_05,L_NR_2021_12,L_NR_2021_13,L_NR_2012_01,L_NR_2019_11,LT_MEJA_Delhi,SH-07,LT-59,L_NR_2019_06,L_NR_2021_15,LT-31,L_NR_2020_07,L_NR_2022_08,L_NR_2023_04,L_NR_2020_02,L_NR_2012_02,L_NR_2019_19,L_NR_2021_16,L_NR_2012_07,L_NR_2020_06,L_NR_2022_09,LT-36,LT-05,L_NR_2022_10,L_NR_2020_05,L_NR_2019_07,L_NR_2018_61,L_NR_2021_14,SH-06,LT-35,L_NR_2021_17
21,05:00-05:15,272.110000,0,0,0,101.350000,5.620000,5.220000,0.000000,5.450000,0,0,0.000000,17.96,9.87,0.000000,5.680000,201.600000,0.000000,0,63.450000,17.97,49.31,0.000000,109.150000,49.31,53.9,0,7.06,0,0.000000,0.000000,0

22,05:15-05:30,272.110000,0,0,0,101.350000,5.620000,5.220000,0.000000,5.450000,0,0,0.000000,17.88,9.79,0.000000,5.680000,201.600000,0.000000,0,63.450000,17.9,47.22,0.000000,109.150000,47.22,53.69,0,7.14,0,0.000000,0.000000,0

23,05:30-05:45,272.110000,0,0,0,101.350000,5.620000,5.220000,0.000000,5.450000,0,0,0.000000,17.29,9.66,0.000000,5.680000,201.600000,1.360000,0,63.450000,17.29,43.3,0.000000,109.150000,43.3,51.86,0,7.03,0,0.000000,0.000000,0

24,05:45-06:00,272.110000,0,0.05,0.01,101.350000,5.620000,5.220000,0.000000,5.450000,0,0.36,0.000000,16.26,9.25,0.000000,5.680000,201.600000,5.530000,0,63.450000,16.26,39.42,0.000000,109.150000,39.42,48.78,0,7.19,0,0.000000,0.000000,0

25,06:00-06:15,272.110000,14.25,2.78,0.56,101.350000,5.620000,5.220000,0.000000,5.450000,16.47,0.59,0.090000,15.44,14.56,0.000000,5.490000,201.600000,9.970000,0,63.450000,15.44,36.6,0.090000,109.150000,36.6,46.32,4.24,7.13,0,0.000000,0.090000,0

26,06:15-06:30,272.110000,23.41,6.32,1.26,101.350000,5.620000,5.220000,0.000000,5.450000,27.51,1.39,0.360000,14.91,14.2,0.000000,5.490000,201.600000,14.750000,0,63.450000,14.9,33.87,0.370000,109.150000,33.87,44.72,10,7.06,0,0.000000,0.360000,0

27,06:30-06:45,272.110000,29.71,11.18,2.23,101.350000,5.620000,5.220000,0.000000,5.450000,29.7,1.83,0.420000,14.63,13.97,0.000000,5.490000,201.600000,20.820000,0,63.450000,14.63,31.98,0.430000,109.150000,31.98,43.89,18.54,7.14,1.17,0.000000,0.420000,0

28,06:45-07:00,272.110000,25.98,17.19,3.44,53.210000,5.620000,5.220000,0.000000,5.450000,25.99,3,0.880000,14.75,13.76,0.000000,5.490000,155.460000,28.120000,0,31.930000,14.76,30.34,0.900000,70.620000,30.34,44.28,25.98,7.03,3.44,0.000000,0.880000,0

29,07:00-07:15,272.110000,25.98,24.78,4.96,53.210000,5.620000,5.220000,0.000000,5.450000,25.99,4.42,1.520000,14.81,8.17,0.000000,5.490000,155.460000,36.190000,0,31.930000,14.79,28.9,1.560000,70.620000,28.9,44.38,25.98,7.19,6.73,0.000000,1.520000,0

30,07:15-07:30,272.110000,25.98,35.33,7.07,53.210000,5.620000,5.220000,0.000000,5.450000,25.99,6.03,2.320000,15.02,7.83,0.000000,5.490000,155.460000,44.880000,0,31.930000,15.02,41.75,2.380000,70.620000,41.75,45.07,25.98,7.14,11.21,0.000000,2.320000,0

31,07:30-07:45,272.110000,25.98,47.79,9.56,53.210000,5.620000,5.220000,0.000000,5.450000,25.99,7.65,3.380000,15.38,7.47,0.000000,5.490000,119.970000,53.610000,32,31.930000,15.4,41.21,3.460000,70.620000,41.21,46.19,25.98,7.2,16.76,0.000000,3.380000,16

32,07:45:08:00,272.110000,25.98,25.46,5.09,53.210000,5.620000,5.220000,0.000000,5.450000,25.99,9.34,4.420000,18.43,7.05,0.000000,5.490000,119.970000,61.600000,38.67,31.930000,18.44,40.42,4.520000,70.620000,40.42,55.31,25.98,7.12,23.07,0.000000,4.420000,19.33

33,08:00-08:15,272.110000,31.83,29.63,5.92,53.210000,5.620000,5.220000,0.000000,5.450000,31.84,12.07,5.410000,17.55,6.81,0.000000,5.350000,119.970000,68.940000,48,31.930000,17.56,39.76,5.540000,70.620000,39.76,52.67,31.83,7.03,31.35,0.000000,5.410000,24

34,08:15-08:30,272.110000,31.83,33.79,6.76,53.210000,5.620000,5.220000,0.000000,5.450000,31.84,13.96,6.410000,16.72,6.55,0.000000,5.350000,119.970000,76.920000,52,31.930000,16.71,39.09,6.570000,70.620000,39.09,50.14,31.83,7.13,39.3,0.000000,6.410000,26

35,08:30-08:45,272.110000,31.83,37.96,7.59,53.210000,5.620000,5.220000,0.000000,5.450000,31.84,16.1,4.230000,15.88,6.22,0.000000,5.350000,119.970000,85.590000,55.34,31.930000,15.9,38.43,4.340000,70.620000,38.43,47.69,31.83,7.01,45.12,0.000000,4.230000,27.66

36,08:45:09:00,272.110000,31.83,41.75,8.35,53.210000,5.620000,5.220000,0.000000,5.450000,31.84,18.1,4.620000,15.04,5.82,0.000000,5.350000,119.970000,94.230000,66,31.930000,15.05,37.78,4.730000,70.620000,37.78,45.15,31.83,7.06,52.1,0.000000,4.620000,33

37,09:00:09:15,232.200000,31.83,46.29,9.26,53.210000,5.470000,5.220000,0.000000,5.450000,31.84,19.8,5.000000,14.2,5.55,0.000000,5.350000,119.970000,100.720000,70.67,31.930000,14.22,20.33,5.130000,70.620000,20.33,42.65,31.83,7.14,57.74,0.000000,5.000000,35.33

38,09:15-09:30,193.500000,31.83,50.46,10.09,53.210000,5.470000,5.220000,0.000000,5.450000,31.84,21.31,5.390000,10.39,5.4,0.000000,5.350000,119.970000,107.750000,62,31.930000,10.39,20.88,5.520000,70.620000,20.88,31.18,31.83,7.03,63.72,0.000000,5.390000,31

39,09:30-09:45,232.200000,31.83,62.71,12.54,53.210000,5.470000,5.220000,0.000000,5.450000,31.84,34.37,5.770000,10.55,4.89,0.000000,5.350000,119.970000,114.110000,66.67,31.930000,10.54,21.4,5.920000,70.620000,21.4,31.63,31.83,7.19,69.03,0.000000,5.770000,33.33

40,09:45-10:00,272.110000,31.83,65.21,13.04,53.210000,5.470000,5.220000,0.000000,5.450000,31.84,41.27,6.160000,10.93,5.09,0.000000,5.350000,119.970000,120.230000,72,31.930000,10.92,22.2,6.310000,70.620000,22.2,32.77,31.83,7.14,35.12,0.000000,6.160000,36

41,10:00-10:15,272.110000,31.83,68.54,13.71,53.210000,5.780000,5.220000,0.000000,5.450000,31.84,47.63,6.540000,11.06,5.15,0.000000,5.120000,119.970000,124.850000,78.67,31.930000,11.06,22.46,6.710000,70.620000,22.46,33.19,31.83,7.2,36.78,0.000000,6.540000,39.33

42,10:15-10:30,272.110000,31.83,71.04,14.21,53.210000,5.780000,5.220000,0.000000,5.450000,31.84,50,6.930000,11.18,5.21,0.000000,5.120000,119.970000,127.460000,34.67,31.930000,11.17,22.67,7.100000,70.620000,22.67,33.52,31.83,7.12,38.45,0.000000,6.930000,17.33

43,10:30-10:45,272.110000,31.83,75.21,15.04,53.210000,5.780000,5.220000,0.000000,5.450000,31.84,50,7.700000,11.34,5.28,0.000000,5.120000,168.340000,130.070000,40.67,31.930000,11.33,22.96,7.890000,70.620000,22.96,34,31.83,7.03,42.78,0.000000,7.700000,20.33

44,10:45-11:00,272.110000,31.83,155.88,31.18,53.210000,5.780000,5.220000,0.000000,5.450000,31.84,48.82,8.470000,11.69,5.46,0.000000,5.120000,201.600000,132.480000,47.34,31.930000,11.71,23.66,8.680000,70.620000,23.66,35.12,31.83,7.13,46.78,0.000000,8.470000,23.66

45,11:00-11:15,272.110000,31.83,158.48,31.69,82.240000,5.780000,5.220000,0.000000,5.450000,31.84,29.72,9.240000,19.56,14.2,0.000000,5.120000,201.600000,134.280000,53.34,44.420000,19.57,50.45,9.470000,70.620000,50.45,58.69,31.83,7.01,51.78,0.000000,9.240000,26.66

46,11:15-11:30,272.110000,31.83,160.58,32.11,101.350000,5.780000,5.220000,0.000000,5.450000,31.84,29.33,9.810000,19.31,13.57,0.000000,5.120000,201.600000,135.210000,60,44.420000,19.31,47.95,10.060000,70.620000,47.95,57.93,31.83,7.06,58.55,0.000000,9.810000,30

47,11:30-11:45,272.110000,31.83,166.16,33.23,101.350000,5.780000,5.220000,0.000000,5.450000,31.84,31.61,9.960000,19.34,11.9,0.000000,5.120000,201.600000,135.690000,66,63.450000,19.34,43.17,10.210000,109.150000,43.17,58.03,31.83,7.14,82.55,0.000000,9.960000,33

48,11:45-12:00,272.110000,31.83,170.74,34.15,101.350000,5.780000,5.220000,0.000000,5.450000,31.84,33.85,10.170000,19.13,19.33,0.000000,5.120000,201.600000,135.730000,26,63.450000,19.13,70.22,10.420000,109.150000,70.22,57.39,31.83,7.03,83.55,0.000000,10.170000,13

49,12:00-12:15,272.110000,31.83,175.98,35.2,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,36.33,10.180000,18,18.88,0.000000,5.210000,201.600000,133.050000,32,50.650000,18,70.3,10.440000,109.150000,70.3,53.99,31.83,7.19,84.23,0.000000,10.180000,16

50,12:15-12:30,272.110000,31.83,227.92,45.58,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,38.47,10.200000,15.84,18.45,0.000000,5.210000,201.600000,125.600000,32,50.650000,15.85,70.17,10.460000,109.150000,70.17,47.54,31.83,7.14,84.84,0.000000,10.200000,16

51,12:30-12:45,272.110000,31.83,227.92,45.58,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,46.96,10.190000,20.21,18.23,0.000000,5.210000,201.600000,123.030000,39.34,63.450000,20.23,70.23,10.440000,109.150000,70.23,60.68,31.83,7.2,84.83,0.000000,10.190000,19.66

52,12:45-13:00,272.110000,31.83,227.92,45.58,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,45.08,10.220000,20.45,17.98,0.000000,5.210000,201.600000,122.220000,23.33,63.450000,20.44,70.29,10.480000,109.150000,70.29,61.32,31.83,7.12,84.81,0.000000,10.220000,11.67

53,13:00-13:15,272.110000,31.83,151.2,30.24,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,42.58,10.170000,21.11,17.42,0.000000,5.300000,154.520000,117.760000,20.67,63.450000,21.11,70.26,10.420000,109.150000,70.26,63.33,31.83,7.03,84.84,0.000000,10.170000,10.33

54,13:15-13:30,272.110000,31.83,151.2,30.24,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,39.12,10.100000,22.3,17.58,0.000000,5.300000,154.520000,116.430000,17.33,63.450000,22.31,53.45,10.350000,109.150000,53.45,66.92,31.83,7.13,84.84,0.000000,10.100000,8.67

55,13:30-13:45,272.110000,31.83,151.2,30.24,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,37.49,9.990000,23.79,17.76,0.000000,5.300000,154.520000,112.080000,14.67,63.450000,23.79,52.91,10.240000,109.150000,52.91,71.37,31.83,7.01,83.45,0.000000,9.990000,7.33

56,13:45-14:00,272.110000,31.83,151.2,30.24,101.350000,5.920000,5.220000,0.000000,5.450000,31.84,35.88,9.740000,25.25,18.05,0.000000,5.300000,154.520000,107.660000,16,63.450000,25.24,51.29,9.980000,109.150000,51.29,75.73,31.83,7.06,60.12,0.000000,9.740000,8

57,14:00-14:15,272.110000,31.83,151.2,30.24,101.350000,6.080000,3.470000,0.000000,5.450000,31.84,42.07,9.580000,18.44,11.56,0.000000,5.400000,201.600000,102.470000,14,63.450000,18.45,50.53,9.810000,109.150000,50.53,55.35,31.83,7.05,58.45,0.000000,9.580000,7

58,14:15-14:30,272.110000,31.83,79.47,15.89,101.350000,6.080000,3.470000,0.000000,5.450000,31.84,41.05,9.400000,18.23,11.67,0.000000,5.400000,201.600000,97.470000,12,63.450000,18.23,49.93,9.630000,109.150000,49.93,54.69,31.83,7.05,56.78,0.000000,9.400000,6

59,14:30-14:45,272.110000,31.83,79.47,15.89,101.350000,6.080000,3.470000,0.000000,5.450000,31.84,39.74,8.970000,18.02,11.72,0.000000,5.400000,201.600000,92.090000,10.67,63.450000,18.01,49.27,9.200000,109.150000,49.27,54.03,31.83,7.05,55.12,0.000000,8.970000,5.33

60,14:45-15:00,272.110000,31.83,79.47,15.89,101.350000,6.080000,3.470000,0.000000,5.450000,31.84,38.29,8.650000,17.68,11.74,0.000000,5.400000,201.600000,86.280000,12,63.450000,17.68,25.75,8.870000,109.150000,25.75,53.04,31.83,8.57,56.12,0.000000,8.650000,6

61,15:00-15:15,272.110000,31.83,79.47,15.89,101.350000,6.230000,3.470000,0.000000,5.600000,31.84,36.61,8.260000,9.45,6.11,0.000000,5.580000,201.600000,89.820000,14,63.450000,9.45,26.12,8.480000,109.150000,26.12,28.34,31.83,9.2,54.12,0.000000,8.260000,7

62,15:15-15:30,272.110000,31.83,79.47,15.89,101.350000,6.230000,3.470000,0.000000,5.600000,31.84,34.79,7.770000,9.35,6.22,0.000000,5.580000,201.600000,83.780000,48.67,63.450000,9.34,26.24,7.970000,109.150000,26.24,28.03,31.83,16.35,52.98,0.000000,7.770000,24.33

63,15:30-15:45,272.110000,31.83,79.02,15.8,101.350000,6.230000,3.470000,0.000000,5.600000,31.84,25.57,7.380000,9.23,6.34,0.000000,5.580000,201.600000,77.220000,46.67,63.450000,9.23,26.29,7.560000,109.150000,26.29,27.69,31.83,16.22,49.99,0.000000,7.380000,23.33

64,15:45-16:00,272.110000,31.83,132.69,26.54,101.350000,6.230000,3.470000,0.000000,5.600000,31.84,23.9,6.850000,9.05,6.46,0.000000,5.580000,201.600000,70.300000,45.34,63.450000,9.05,26.29,7.020000,109.150000,26.29,27.15,31.83,16.09,46.11,0.000000,6.850000,22.66

65,16:00-16:15,272.110000,31.83,121.31,24.26,101.350000,6.230000,3.470000,0.000000,5.760000,31.84,22.3,6.200000,8.84,6.52,0.000000,5.950000,249.970000,62.960000,40.67,87.270000,8.83,26.49,6.350000,109.150000,26.49,26.5,31.83,15.97,42.21,0.000000,6.200000,20.33

66,16:15-16:30,272.110000,31.83,110.76,22.15,101.350000,6.230000,3.470000,0.000000,5.760000,31.84,20.77,5.740000,8.55,6.55,0.000000,5.950000,261.810000,54.710000,42.67,87.270000,8.55,26.66,5.890000,109.150000,26.66,25.65,31.83,15.17,38.29,0.000000,5.740000,21.33

67,16:30-16:45,272.110000,31.83,98.94,19.79,101.350000,6.230000,3.470000,0.000000,5.760000,31.84,19.3,4.990000,8.24,6.58,0.000000,5.950000,261.810000,45.430000,38.67,87.270000,8.24,26.81,5.120000,109.150000,26.81,24.72,31.83,14.28,33.97,0.000000,4.990000,19.33

68,16:45-17:00,272.110000,31.83,87.41,17.48,101.350000,6.230000,3.470000,0.000000,5.760000,31.84,17.61,4.310000,7.93,11.43,0.000000,5.950000,261.810000,36.280000,34.67,87.270000,7.94,40.88,4.420000,109.150000,40.88,23.82,31.83,13.13,29.33,0.000000,4.310000,17.33

69,17:00-17:15,272.110000,33,74.93,14.99,101.350000,6.230000,3.470000,0.000000,5.600000,33,14.02,3.630000,15.87,11.44,0.000000,6.330000,261.810000,28.420000,27.33,87.270000,15.85,40.81,3.710000,109.150000,40.81,47.56,24.64,13.85,24.46,0.000000,3.630000,13.67

70,17:15-17:30,272.110000,33,80.57,16.11,101.350000,6.230000,3.470000,0.000000,5.600000,33,11.88,2.930000,15.32,11.48,0.000000,6.330000,261.810000,22.110000,23.33,87.270000,15.32,39.17,3.010000,109.150000,39.17,45.96,13.97,13.32,19.81,0.000000,2.930000,11.67

71,17:30-17:45,272.110000,21.31,64.6,12.92,101.350000,6.230000,3.470000,0.000000,5.600000,29.19,9.56,2.270000,15.66,11.62,0.000000,6.330000,261.810000,16.830000,16,87.270000,15.66,39.47,2.330000,109.150000,39.47,46.97,8.14,12.66,15.1,0.000000,2.270000,8

72,17:45-18:00,272.110000,12.2,47.32,9.46,101.350000,6.230000,3.470000,0.000000,5.600000,17.89,7.5,1.670000,16.16,11.79,0.000000,6.330000,261.810000,12.110000,14.67,87.270000,16.16,41.38,1.710000,109.150000,41.38,48.47,2.51,11.96,10.62,0.000000,1.670000,7.33

73,18:00-18:15,272.110000,0,32,6.4,101.350000,6.390000,3.470000,0.000000,5.600000,0,5.7,1.130000,16.12,12.4,0.000000,6.050000,261.810000,8.000000,13.33,87.270000,16.11,42.8,1.150000,109.150000,42.8,48.33,0,11.55,6.82,0.000000,1.130000,6.67

74,18:15-18:30,272.110000,0,23.05,4.61,101.350000,6.390000,3.470000,0.000000,5.600000,0,4.19,0.790000,16.79,12.46,0.000000,6.050000,261.810000,4.680000,4.67,87.270000,16.81,44.55,0.810000,109.150000,44.55,50.42,0,7.21,3.94,0.000000,0.790000,2.33

75,18:30-18:45,272.110000,0,14.75,2.95,101.350000,6.390000,3.470000,0.000000,5.600000,0,2.34,0.000000,21.61,13.28,0.000000,6.050000,261.810000,2.400000,2,87.270000,21.62,57.11,0.000000,109.150000,57.11,64.85,0,7.24,1.96,0.000000,0.000000,1

76,18:45-19:00,272.110000,0,8.3,1.66,101.350000,6.390000,3.470000,0.000000,5.600000,0,1.02,0.000000,21.74,13.78,0.000000,6.050000,261.810000,0.930000,1.33,87.270000,21.75,56.78,0.000000,109.150000,56.78,65.25,0,7.21,0.6,0.000000,0.000000,0.67

77,19:00-19:15,272.110000,0,3.69,0.74,101.350000,6.390000,3.470000,0.000000,5.450000,0,0.13,0.000000,22.21,14.03,0.000000,6.050000,261.810000,0.050000,0,87.270000,22.2,55.58,0.000000,109.150000,55.58,66.61,0,7.4,0.02,0.000000,0.000000,0

78,19:15-19:30,272.110000,0,0.92,0.18,101.350000,6.390000,3.470000,0.000000,5.450000,0,0,0.000000,22.42,10.44,0.000000,6.050000,261.810000,0.000000,0,87.270000,22.43,38.88,0.000000,109.150000,38.88,67.28,0,7.31,0,0.000000,0.000000,0

79,19:30-19:45,272.110000,0,0,0,101.350000,6.390000,3.470000,0.000000,5.450000,0,0,0.000000,17.03,10.24,0.000000,6.050000,261.810000,0.000000,0,87.270000,17.02,38.51,0.000000,109.150000,38.51,51.08,0,7.36,0,0.000000,0.000000,0

80,19:45-20:00,272.110000,0,0,0,101.350000,6.390000,3.470000,0.000000,5.450000,0,0,0.000000,16.81,9.88,0.000000,6.050000,261.810000,0.000000,0,87.270000,16.82,37.9,0.000000,109.150000,37.9,50.46,0,7.28,0,0.000000,0.000000,0

81,20:00-20:15,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.450000,0,0,0.000000,15.35,9.09,0.000000,6.000000,261.810000,0.000000,0,87.270000,15.34,37.05,0.000000,109.150000,37.05,46.03,0,7.27,0,0.000000,0.000000,0

82,20:15-20:30,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.450000,0,0,0.000000,14.9,8.22,0.000000,6.000000,261.810000,0.000000,0,87.270000,14.9,36.58,0.000000,109.150000,36.58,44.71,0,7.23,0,0.000000,0.000000,0

83,20:30-20:45,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.450000,0,0,0.000000,14.78,7.44,0.000000,6.000000,261.810000,0.000000,0,87.270000,14.79,36.43,0.000000,109.150000,36.43,44.36,0,7.22,0,0.000000,0.000000,0

84,20:45-21:00,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.450000,0,0,0.000000,14.55,6.77,0.000000,6.000000,261.810000,0.000000,0,87.270000,14.54,35.47,0.000000,109.150000,35.47,43.62,0,7.3,0,0.000000,0.000000,0

85,21:00-21:15,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.450000,0,0,0.000000,14.38,6.22,0.000000,5.950000,261.810000,0.000000,0,87.270000,14.4,34.53,0.000000,109.150000,34.53,43.19,0,7.24,0,0.000000,0.000000,0

86,21:15-21:30,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.450000,0,0,0.000000,14.37,5.22,0.000000,5.950000,261.810000,0.000000,0,87.270000,14.36,34.18,0.000000,109.150000,34.18,43.09,0,7.22,0,0.000000,0.000000,0

87,21:30-21:45,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.760000,0,0,0.000000,14.26,4.68,0.000000,5.950000,213.430000,0.000000,0,63.450000,14.26,33.53,0.000000,109.150000,33.53,42.78,0,7.21,0,0.000000,0.000000,0

88,21:45-22:00,272.110000,0,0,0,101.350000,6.150000,3.470000,0.000000,5.760000,0,0,0.000000,13.52,4.61,0.000000,5.950000,201.600000,0.000000,0,63.450000,13.51,32.89,0.000000,109.150000,32.89,40.53,0,7.36,0,0.000000,0.000000,0

89,22:00-22:15,272.110000,0,0,0,101.350000,6.000000,3.470000,0.000000,5.760000,0,0,0.000000,13.87,4.11,0.000000,5.860000,201.600000,0.000000,0,63.450000,13.86,31.88,0.000000,109.150000,31.88,41.59,0,7.32,0,0.000000,0.000000,0

90,22:15-22:30,272.110000,0,0,0,101.350000,6.000000,3.470000,0.000000,5.760000,0,0,0.000000,14.75,4.11,0.000000,5.860000,201.600000,0.000000,0,63.450000,14.76,31.8,0.000000,109.150000,31.8,44.28,0,7.28,0,0.000000,0.000000,0

91,22:30-22:45,272.110000,0,0,0,101.350000,6.000000,3.470000,0.000000,5.760000,0,0,0.000000,14.7,4.11,0.000000,5.860000,261.810000,0.000000,0,87.270000,14.71,31.69,0.000000,109.150000,31.69,44.12,0,7.33,0,0.000000,0.000000,0

92,22:45-23:00,272.110000,0,0,0,101.350000,6.000000,3.470000,0.000000,5.760000,0,0,0.000000,14,4.11,0.000000,5.860000,261.810000,0.000000,0,87.270000,13.99,28.95,0.000000,109.150000,28.95,41.98,0,7.21,0,0.000000,0.000000,0

