Block,Time Block,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,URI2,TANAKPUR,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,TANDA2,VALLURNTECL,UNCHAHAR1,UNCHAHAR4,DHAULIGNGA,DADRT2,FSTPP I & II,DULHASTI,JHAJJAR,KISHANGANGA,KUDGI,KGSU1AND2,KGSU3AND4,KHSTPP-II,KKNP,KOTESHWR,KHSTPP-I,KKNPPU2,KOLDAM,NLCIIST2,NJPC,MAPS,NLCTS2EXP,RAMPUR,NNTPP,NAPP,NTPL,PARBATI3,NLCEXP,NLCIIST1,SASAN,RIHAND1,TALST2,SIMHST1,RSTPSU1TO6,SIMHST2,SINGRAULI_HYDRO,RAPPC,RSTPSU7,SALAL,SEWA2,TALA,SINGRAULI,RIHAND3,RAPPB,RIHAND2,BSIUL,CHAMERA2,BRBCL,CHAMERA1,CHAMERA3,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,7.51,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,113.59,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,258.45,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,15.54,0,0,0,0,0,0,0

7,01:30-01:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.97,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,113.59,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,272.5,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,15.92,0,0,0,0,0,0,0

8,01:45-02:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,113.59,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,287.2,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,16.69,0,0,0,0,0,0,0

9,02:00-02:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,96.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,296.47,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,17.67,0,0,0,0,0,0,0

10,02:15-02:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,96.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,304.59,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,17.38,0,0,0,0,0,0,0

11,02:30-02:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,83.18,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,312.7,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,16.13,0,0,0,0,0,0,0

12,02:45-03:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,0,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,320.81,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,14.96,0,0,0,0,0,0,0

13,03:00-03:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,13.39,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,324.4,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,15.92,0,0,0,0,0,0,0

14,03:15-03:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,13.39,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,324.4,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,16.01,0,0,0,0,0,0,0

15,03:30-03:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,13.39,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,324.4,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,18.34,0,0,0,0,0,0,0

16,03:45-04:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,26.76,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,324.4,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,17.54,0,0,0,0,0,0,0

17,04:00-04:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,264.46,11,15.84,229.82,0,0,0,0,78.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,324.4,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

18,04:15-04:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,264.46,11,15.84,229.82,0,0,0,0,96.41,0,17.06,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,324.4,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

19,04:30-04:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,264.46,11,15.84,229.82,0,0,0,0,96.41,0,17.06,29.9,0,0,0,0,0,0,0,0,42.09,0,0,0,0,337.92,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

20,04:45-05:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,331.75,11,15.84,229.82,0,0,0,0,96.41,0,17.06,29.9,0,0,0,0,0,0,0,0,42.09,0,0,0,0,353.04,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

21,05:00-05:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,360.58,11,15.84,229.82,0,0,0,0,110.44,0,17.06,34.14,0,0,0,0,0,0,0,0,42.09,0,0,0,0,361.5,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

22,05:15-05:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,360.58,11,15.84,229.82,0,0,0,0,112.18,0,17.06,35.28,0,0,0,0,0,0,0,0,42.09,0,0,0,0,370.06,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

23,05:30-05:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,18.78,0,29.88,0.53,40.15,0,0,6.53,0,0,399.03,14.8,15.84,232,0,0,0,0,141.14,0,17.06,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,380.88,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

24,05:45-06:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,1.23,25.38,0,40.75,0.53,40.15,0,0,8.79,0,0,479.77,17.55,15.84,306.28,0,0,0,0,141.14,0,17.06,44.05,0,0,0,20.03,0,0,0,0,42.09,0,0,0,0,391.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

25,06:00-06:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,40.15,0,0,8.79,0,7.75,559.63,19.99,15.84,364.95,0,0,0,0,141.14,0,17.06,44.05,0,0,0,40.05,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

26,06:15-06:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,40.15,0,0,8.79,0,7.87,618.46,19.99,15.84,417.79,0,0,0,0,141.14,0,17.06,44.05,0,0,0,55.8,0,0,0,0,42.09,0,3.43,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,13.5,9.3,0,0,0,0,0

27,06:30-06:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,53.54,0,0,8.79,0,7.87,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,80.1,0,0,0,0,42.09,0,3.43,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,2.11,5.12,19.22,26.96,9.3,0,0,0,0,0

28,06:45-07:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,53.54,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,37.53,44.05,0,0,0,109.23,0,0,0,0,42.09,0,3.43,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,134.27,59.75,0,114.15,12.53,37.98,19.22,40.51,18.63,0,0,0,0,0

29,07:00-07:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.95,53.54,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,37.53,44.05,0,0,0,109.23,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.59,0,134.27,59.75,0,114.15,12.53,37.98,19.22,40.51,18.63,0,0,0,0,0

30,07:15-07:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,3.18,53.54,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,37.53,44.05,0,0,0,109.23,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.87,0,134.27,59.75,0,114.15,12.53,37.98,19.22,40.51,18.63,0,0,0,0,0

31,07:30-07:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,25.46,53.54,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,37.53,44.05,0,0,0,109.23,0,0,0,0,42.09,0,15.9,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.87,0,134.27,59.75,0,114.15,12.53,37.98,19.22,40.51,18.63,0,0,0,0,0

32,07:45-08:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,25.46,53.54,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,37.53,44.05,0,0,0,109.23,0,0,0,0,42.09,0,3.43,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.87,0,134.27,59.75,0,114.15,6.27,37.98,19.22,40.51,18.63,0,0,0,0,0

33,08:00-08:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,25.46,53.54,0,0,8.79,0,17.56,656.3,19.99,31.68,417.79,0,0,0,0,141.14,0,37.53,44.05,0,0,0,109.23,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,7.87,0,134.27,59.75,0,114.15,6.27,37.98,19.22,40.51,18.63,0,0,0,0,0

34,08:15-08:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,1.07,53.54,0,0,8.79,0,17.56,656.3,19.99,15.84,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,109.23,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,1.06,2.56,19.22,26.96,9.3,0,0,0,0,0

35,08:30-08:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,25.38,0,40.75,0.53,53.54,0,0,8.79,0,14.22,656.3,19.99,0,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,80.19,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,13.5,0,0,0,0,0,0

36,08:45-09:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,5.54,25.38,0,40.75,0.53,53.54,0,0,8.79,0,8.79,656.3,19.99,0,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,60.08,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,13.5,0,0,0,0,0,0

37,09:00-09:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,5.54,25.38,0,40.75,0.53,53.54,0,0,8.79,0,8.79,656.3,19.99,0,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,40.05,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

38,09:15-09:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,5.54,25.38,0,40.75,0.53,53.54,0,0,8.79,0,0,656.3,19.99,0,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,18.21,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

39,09:30-09:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,5.54,25.38,0,40.75,0.53,40.15,0,0,8.79,0,0,647.3,19.99,0,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

40,09:45-10:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,5.54,25.38,0,40.75,0.53,40.15,0,0,8.79,0,0,560.72,19.99,0,417.79,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

41,10:00-10:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,5.54,22.29,0,35.78,0.53,40.15,0,0,7.8,0,0,475.93,19.99,0,364.65,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

42,10:15-10:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,22.29,0,35.78,0.53,40.15,0,0,7.8,0,0,427.87,17.57,0,345.43,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

43,10:30-10:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,22.29,0,35.78,0.53,40.15,0,0,7.8,0,0,379.81,17.57,0,316.59,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,17.82,0,0,0,0,0,0,0

44,10:45-11:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,22.29,0,35.78,0.53,40.15,0,0,7.8,0,0,360.58,17.57,0,316.59,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.19,0,0,0,0,0,0,0

45,11:00-11:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,22.29,0,35.78,0.53,40.15,0,0,7.8,0,0,360.58,17.57,0,258.92,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.01,0,0,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,22.29,0,35.78,0.53,40.15,0,0,7.8,0,0,360.58,17.57,0,232,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,17.22,0,0,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,360.58,15.84,0,229.82,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,18.46,0,0,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,360.58,14.8,0,229.82,0,0,0,0,141.14,0,25.59,44.05,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,40.15,0,0,5.77,0,0,360.58,11.04,0,229.82,0,0,0,0,112.18,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,53.29,0,0,5.77,0,0,283.69,11,0,229.82,0,0,0,0,112.18,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,13.96,0,22.41,0.53,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,112.18,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,13.96,0,22.41,25.46,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,91.52,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,13.96,0,22.41,25.46,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,79.08,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,13.96,0,22.41,1.07,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

55,13:30-13:45,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,13.96,0,22.41,0.53,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

56,13:45-14:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

57,14:00-14:15,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

58,14:15-14:30,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0.53,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

59,14:30-14:45,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,264.46,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.24,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

60,14:45-15:00,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,331.75,11,0,229.82,0,0,0,0,78.41,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.24,0,0,0,0,0.61,25,0,1.35,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

61,15:00-15:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,360.58,11,0,229.82,0,0,0,0,92.77,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,4.47,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

62,15:15-15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,0,22.41,0,53.29,0,0,5.77,0,0,360.58,11,0,229.82,0,0,0,0,96.6,0,25.59,24.53,0,0,0,0,0,0,0,0,42.09,0,0,0,0,394.69,88.43,0,0,0,0,0.61,25,0,26.81,0,0,134.27,59.75,0,114.15,0,0,19.22,0,0,0,0,0,0,0

