Column1,Block,SR/2024/15456/A/48246,NR/2025/24732/C,NR/2024/24507/A/48487,NR/2024/24508/A/48488,NR/2024/24614/A/48489,NR/2024/24435/A/48244,WR/2024/25501/A/48459,NR/2025/24731/C,NR/2024/24418/A/48248,NR/2025/24730/C,NR/2025/24724/C,NR/2025/24725/C,NER/2024/2820/A/48452,NR/2024/24566/A/48220,NR/2024/24434/A/48245,GNA/NR/2025/01/01/8058,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/8738,GNA/NR/2025/01/01/3514,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/3733,NR/30092023/31122025/SH-07,GNA/NR/2025/01/02/1250,GNA/NR/2025/01/01/7459,GNA/WR/2025/01/01/8625,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/01/01/6528,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/09/6952,GNA/WR/2025/01/01/9606,NR/30092023/26122029/SH-06,Total
22,05:15-05:30,0,0,17.21,8.69,0,16.25,0,0,0.43,0,0,0,38.24,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,8.6,0,25.81,0,0,27,439.09000000000003

23,05:30-05:45,0,0,17.21,8.69,0,16.25,0,0,0.43,0,0,0,38.24,5.74,0,26.77,28.68,47.8,19.12,47.8,28.68,20.07,0,47.8,28.68,0,1.46,8.6,0,28.68,0,0,27,447.70000000000005

24,05:45-06:00,0,0,17.21,8.69,0,16.25,0,0,0.43,0,0,0,38.24,5.74,0,26.77,28.68,47.8,19.12,47.8,28.68,20.07,0,47.8,28.68,0,1.46,8.6,0,28.68,0,0,27,447.70000000000005

25,06:00-06:15,411.04,0,17.21,8.69,0,16.25,0,0,0.38,0,0,0,38.24,5.74,0,26.77,31.54,47.8,19.12,47.8,28.68,20.07,0,47.8,31.54,0,1.46,8.6,0,31.54,0,0,27,867.2699999999999

26,06:15-06:30,411.04,0,17.21,8.69,0,16.25,0,0,0.38,0,0,0,38.24,5.74,0,26.77,31.54,47.8,19.12,47.8,28.68,20.07,0,47.8,31.54,0,1.46,8.6,0,31.54,0,0,27,867.2699999999999

27,06:30-06:45,411.04,0,17.21,8.69,0,16.25,0,0,0.38,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,8.6,0,36.32,0,0,27,881.6100000000001

28,06:45-07:00,411.04,0,17.21,8.69,0,16.25,0,0,0.38,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,8.6,0,36.32,0,0,27,881.6100000000001

29,07:00-07:15,191.18,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,0,36.32,65.96,0,32,806.1400000000001

30,07:15-07:30,191.18,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,0,36.32,64.05,0,32,804.23

31,07:30-07:45,191.18,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,0,43.02,48.75,0,32,795.63

32,07:45-08:00,191.18,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,0,43.02,48.75,0,32,795.63

33,08:00-08:15,0,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,0,43.02,54.49,0,31.65,609.75

34,08:15-08:30,0,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,0,43.02,59.27,0,31.65,614.53

35,08:30-08:45,0,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,0,43.02,61.18,0,31.65,616.4399999999999

36,08:45-09:00,0,0,28.68,14.34,0,16.25,0,0,0.86,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,0,43.02,63.09,0,31.65,618.35

37,09:00-09:15,0,0,0,0,0,16.25,0,0,0.86,0,28.68,14.34,0,5.74,3.82,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,66.91,0,31.14,537.2399999999999

38,09:15-09:30,0,0,0,0,0,16.25,0,0,0.86,0,28.68,14.34,0,5.74,3.82,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,71.69,0,31.14,542.02

39,09:30-09:45,0,0,0,0,0,16.25,0,0,0.86,0,28.68,14.34,0,5.74,3.82,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,78.38,0,31.75,549.3199999999999

40,09:45-10:00,0,0,0,0,0,16.25,0,0,0.86,0,28.68,14.34,0,5.74,3.82,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,82.21,0,32,553.4

41,10:00-10:15,0,0,28.68,7.83,6.51,16.25,0,0,0.86,0,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,32,472.1499999999999

42,10:15-10:30,0,14.34,28.68,7.83,6.51,16.25,0,4.78,0.86,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,32,524.7299999999999

43,10:30-10:45,0,14.34,28.68,7.83,6.51,16.25,0,4.78,0.86,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,32,524.7299999999999

44,10:45-11:00,0,14.34,28.68,7.83,6.51,16.25,0,4.78,0.86,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,32,524.7299999999999

45,11:00-11:15,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,0,0,32,526.73

46,11:15-11:30,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,0,0,32,526.73

47,11:30-11:45,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,0,0,27,521.73

48,11:45-12:00,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,0,0,27,521.73

49,12:00-12:15,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,27,521.6399999999999

50,12:15-12:30,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,27,521.6399999999999

51,12:30-12:45,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,27,521.6399999999999

52,12:45-13:00,0,14.34,28.68,14.34,0,16.25,0,4.78,0.86,33.46,0,0,0,5.74,6.69,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,27,521.6399999999999

53,13:00-13:15,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,5.74,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,27,520.5899999999999

54,13:15-13:30,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,5.74,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,27,520.5899999999999

55,13:30-13:45,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,5.74,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,27,513.89

56,13:45-14:00,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,5.74,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,27,513.89

57,14:00-14:15,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,36.32,0,0,27,513.02

58,14:15-14:30,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,36.32,0,0,27,513.02

59,14:30-14:45,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,36.32,0,0,27,513.02

60,14:45-15:00,0,14.34,28.68,14.34,0,16.25,0,4.78,0.76,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,36.32,0,0,27,513.02

61,15:00-15:15,0,14.34,28.68,14.34,0,16.25,0,4.78,0.67,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,27,512.8399999999999

62,15:15-15:30,0,14.34,28.68,14.34,0,16.25,0,4.78,0.67,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,27,512.8399999999999

63,15:30-15:45,0,14.34,28.68,14.34,0,16.25,0,4.78,0.67,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,27,512.8399999999999

64,15:45-16:00,0,14.34,28.68,14.34,0,16.25,0,4.78,0.67,33.46,0,0,0,5.74,4.78,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,27,512.8399999999999

65,16:00-16:15,0,14.34,28.68,14.34,0,16.25,0,4.78,0.48,33.46,0,0,0,5.74,2.87,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,32,515.74

66,16:15-16:30,0,14.34,28.68,14.34,0,16.25,0,4.78,0.48,33.46,0,0,0,5.74,2.87,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,36.32,0,0,32,515.74

67,16:30-16:45,0,18.54,28.68,14.34,0,16.25,0,4.78,0.48,29.25,0,0,0,5.74,2.87,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,32,522.43

68,16:45-17:00,0,0,28.68,14.34,0,16.25,0,0,0.48,0,0,0,0,5.74,2.87,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.46,14.34,0,43.02,0,0,32,469.85999999999996

69,17:00-17:15,0,0,28.68,14.34,0,16.25,0,0,0.48,0,0,0,0,5.74,0.96,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,132.87,0,32,600.91

70,17:15-17:30,0,0,28.68,14.34,0,16.25,0,0,0.48,0,0,0,0,5.74,0.96,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,130.96,0,32,599

71,17:30-17:45,0,0,28.68,14.34,0,16.25,0,0,0.48,0,0,0,0,5.74,0.96,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,129.05,0,32,597.0899999999999

72,17:45-18:00,0,0,28.68,14.34,0,16.25,0,0,0.48,0,0,0,0,5.74,0.96,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,0,1.55,14.34,0,43.02,129.05,0,32,597.0899999999999

73,18:00-18:15,66.91,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,135.74,30,31.14,875.2600000000001

74,18:15-18:30,66.91,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,135.74,30,31.14,875.2600000000001

75,18:30-18:45,66.91,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,139.56,30,31.14,879.08

76,18:45-19:00,66.91,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,140.52,30,31.14,880.0400000000001

77,19:00-19:15,66.91,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,113.75,30,31.14,853.3600000000001

78,19:15-19:30,66.91,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,116.62,30,31.14,856.2300000000001

79,19:30-19:45,66.91,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,0,30,31.14,739.6100000000001

80,19:45-20:00,66.91,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,0,30,31.14,739.6100000000001

81,20:00-20:15,105.15,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,0,30,17.36,764.0700000000002

82,20:15-20:30,105.15,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,0,30,18.93,765.6400000000001

83,20:30-20:45,105.15,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,0,30,8.13,754.8400000000001

84,20:45-21:00,105.15,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,38.24,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.46,14.34,50,43.02,0,30,0,746.7100000000002

85,21:00-21:15,229.42,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,0,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,50,43.02,0,30,0,832.8299999999999

86,21:15-21:30,229.42,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,0,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,50,43.02,0,30,0,832.8299999999999

87,21:30-21:45,229.42,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,0,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,50,43.02,0,30,0,832.8299999999999

88,21:45-22:00,229.42,0,28.68,14.34,0,16.25,38.24,0,0.57,0,0,0,0,5.74,0,26.77,36.32,47.8,19.12,47.8,28.68,20.07,0,47.8,36.32,50,1.55,14.34,50,43.02,0,30,0,832.8299999999999

89,22:00-22:15,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,14.34,50,43.02,0,30,0,818.9799999999999

90,22:15-22:30,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,14.34,50,43.02,0,30,0,818.9799999999999

91,22:30-22:45,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,14.34,50,43.02,0,30,0,818.9799999999999

92,22:45-23:00,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,14.34,50,43.02,0,30,0,818.9799999999999

93,23:00-23:15,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,8.6,50,36.32,0,30,0,806.54

94,23:15-23:30,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,8.6,50,36.32,0,30,0,806.54

95,23:30-23:45,286.77,0,28.68,14.34,0,16.25,38.24,0,0.48,0,0,0,0,5.74,0,26.77,25.81,47.8,19.12,47.8,28.68,20.07,0,47.8,25.81,0,1.46,8.6,50,36.32,0,30,0,806.54

