Column1,Time,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01102023/31052040/LT-31,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/30092023/26122029/SH-06,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_07,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/09/01/4802,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/01/7196,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/01/6566,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/09/01/3451,NR/01102023/30042040/GNA_LT_35,GNA/NR/2024/09/04/1294,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/2171,NR/01102023/30042040/GNA_LT_36,NR/01082024/30092024/LT_MEJA_DELHI,GNA/NR/2024/09/01/9821
6,01:15-01:30,70.55,24.0835,0,273.67,0,24.0835,15.06,31.29,68.27,206.7,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,12,33.02,12,7,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,5.58,48.4,0,0,96.79,2.42,0,0,32.91

7,01:30-01:45,70.55,24.0835,0,232.3,0,24.0835,15.06,31.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,12,37.02,12,7,0,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,32.91

8,01:45-02:00,70.55,24.0835,0,193.58,0,24.0835,15.06,31.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,12,36.62,12,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,32.91

9,02:00-02:15,70.55,24.0835,0,193.58,0,24.0835,15.06,31.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,12,36.22,12,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,32.91

10,02:15-02:30,70.55,24.0835,0,193.58,0,24.0835,15.06,31.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,12,35.82,12,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,32.91

11,02:30-02:45,70.55,26.8708,0,150.52,0,26.8708,15.06,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,40.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,32.91

12,02:45-03:00,70.55,26.8708,0,150.52,0,26.8708,15.06,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,40.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,32.91

13,03:00-03:15,70.55,26.8708,0,150.52,0,26.8708,15.06,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,40.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

14,03:15-03:30,70.55,26.8708,0,150.52,0,26.8708,15.06,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,40.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

15,03:30-03:45,70.55,26.8708,0,150.52,0,26.8708,15.06,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,42.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

16,03:45-04:00,70.55,26.8708,0,150.52,0,26.8708,15.06,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,42.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

17,04:00-04:15,70.55,26.8708,0,150.52,0,26.8708,13.21,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.33,42.01,12.33,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

18,04:15-04:30,70.55,26.8708,0,150.52,0,26.8708,13.21,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42.01,12,7,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

19,04:30-04:45,70.55,26.8708,0,150.52,0,26.8708,13.21,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42.01,20,8.66,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

20,04:45-05:00,70.55,26.8708,0,150.52,0,26.8708,13.21,31.29,57.78,172.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.67,42.01,20.67,9,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

21,05:00-05:15,70.55,26.8708,0,150.52,0,26.8708,13.21,30.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,21.67,42.01,21.67,9.66,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

22,05:15-05:30,70.55,26.8708,0,150.52,0,26.8708,13.21,30.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,22.33,42.01,22.33,10.34,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

23,05:30-05:45,70.55,26.8708,0,150.52,0,26.8708,13.21,30.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,23,42.01,23,10.66,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

24,05:45-06:00,70.55,26.8708,0,193.58,0,26.8708,13.21,31.29,57.78,172.91,0,0,0,0,0,7.5,0,0,0,0,22.5,0,0,7.5,0,23.67,42.01,23.67,11,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

25,06:00-06:15,70.55,26.8708,0,232.3,0,26.8708,13.96,31.29,57.78,172.91,0,1,0,0.31,0.82,7.5,1,1,0,1,22.5,1.57,1.01,7.5,14.27,24.33,38.01,24.33,12.34,15.41,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

26,06:15-06:30,70.55,26.8708,0,232.3,0,26.8708,13.96,31.29,57.78,172.91,0,2,1,0.84,2.92,7.5,4,2,1,1,22.5,4.2,4.74,7.5,25.08,25,38.01,25,12.34,27.09,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,0,0,96.79,2.42,0,0,0

27,06:30-06:45,70.55,26.8708,0.67,273.67,0,26.8708,13.96,31.29,68.27,172.91,0,3,3,1.28,4.94,7.5,7,5,5,3,22.5,6.38,9.19,7.5,33,25,38.01,25,12.34,33,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,0.67,0,96.79,2.42,0.69,0,0

28,06:45-07:00,70.55,26.8708,0.96,273.67,0,26.8708,13.96,30.28,57.78,172.91,0,5,4,2.1,7.94,7.5,14,8,12,6,22.5,10.53,13.41,7.5,33,25,38.01,25,12.34,33,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,0.96,0,96.79,2.42,0.99,0,0

29,07:00-07:15,70.55,26.8708,1.4,273.67,0,26.8708,13.96,30.28,57.78,172.91,0,7,5,2.94,10,7.5,21,10,20,9,22.5,14.69,18.05,7.5,33,25,38.01,25,10,33,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,1.4,0,96.79,2.42,1.44,0,0

30,07:15-07:30,70.55,26.8708,1.89,232.3,0,26.8708,13.96,30.28,57.78,172.91,0,8,6,4.35,13,7.5,28,12,30,12,22.5,21.77,23.63,7.5,33,24.67,38.01,24.67,10,33,62.08,12.47,48.4,100.84,24.74,21.78,24.2,0,48.4,1.89,0,96.79,2.42,1.94,0,0

31,07:30-07:45,70.55,26.8708,2.42,193.58,0,26.8708,13.96,30.28,57.78,172.91,0,7,7,5.4,15,7.5,39,15,32.67,16,22.5,27.01,25.62,7.5,32.66,30,34.02,30,10,32.67,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,2.42,0,96.79,2.42,2.48,0,0

32,07:45-08:00,70.55,26.8708,3.16,150.52,0,26.8708,13.96,30.28,57.78,172.91,0,7,10,6.99,16,7.5,49,20,33,21,22.5,34.98,31.88,7.5,33,29.33,33.62,29.33,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,3.16,0,96.79,2.42,3.22,0,0

33,08:00-08:15,70.55,26.8708,3.89,150.52,0,26.8708,10.9,30.29,57.78,172.91,0,9,13,9.17,18,7.5,49,27,33,21,22.5,45.85,39.14,7.5,33,28.33,33.22,28.33,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,3.89,0,96.79,2.42,4,0,0

34,08:15-08:30,70.55,26.8708,4.63,150.52,0,26.8708,10.9,30.29,57.78,172.91,0,11,16,11.12,22,7.5,60,34,33,25,22.5,55.62,47.49,7.5,33,27.67,33.02,27.67,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,4.63,0,96.79,2.42,4.75,0,0

35,08:30-08:45,70.55,26.8708,5.39,150.52,0,26.8708,10.9,31.29,57.78,172.91,0,11,16,12.96,20,7.5,67,32,33,28,22.5,64.82,55.68,7.5,33,27,28.01,27,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,5.39,0,96.79,2.42,5.53,0,0

36,08:45-09:00,70.55,26.8708,6.11,150.52,0,26.8708,10.9,31.28,57.78,172.91,0,12,18,14.77,22,7.5,77,37,33,33,22.5,73.86,63.54,7.5,33,26,28.01,26,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,6.11,0,96.79,2.42,6.26,0,0

37,09:00-09:15,70.55,26.8708,6.76,150.52,0,26.8708,10.9,31.28,57.78,172.91,0,13,19,16.86,25,7.5,90,41,33,38,22.5,84.28,73.17,7.5,33,21.67,28.01,21.67,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,6.76,0,96.79,2.42,6.92,0,0

38,09:15-09:30,70.55,26.8708,7.39,150.52,0,26.8708,10.9,29.27,57.78,172.91,0,14,21,18.64,30,7.5,100,44,33,43,22.5,93.21,80.01,7.5,33,22,28.01,22,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,7.39,0,96.79,2.42,7.57,0,0

39,09:30-09:45,70.55,26.8708,2.96,150.52,0,26.8708,10.9,29.27,57.78,172.91,0,17,25,15.83,38,0,102,52,33,43,0,79.17,84.71,0,33,22.33,36.02,22.33,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,2.96,0,96.79,2.42,3.03,0,0

40,09:45-10:00,70.55,26.8708,3.15,150.52,0,26.8708,10.9,30.29,57.78,172.91,0,18,27,16.67,40,0,109,56,33,46,0,83.33,89.03,0,33,22.67,36.42,22.67,10,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,0,48.4,3.15,0,96.79,2.42,3.22,0,0

41,10:00-10:15,70.55,26.8708,3.33,150.52,0,26.8708,10.9,31.29,57.78,172.91,0,17,24,13,33,0,95,51,33,40,0,65,92.35,0,33,28.33,36.82,28.33,10,33,0,12.47,48.4,53.23,24.74,21.78,24.2,0,0,3.33,0,96.79,2.42,3.41,0,0

42,10:15-10:30,70.55,26.8708,3.51,150.52,0,26.8708,10.9,30.28,57.78,172.91,0,18,25,13.67,34,0,102,52,33,43,0,68.33,94.64,0,33,29.33,37.02,29.33,10,33,0,12.47,48.4,53.23,24.74,21.78,24.2,0,0,3.51,0,96.79,2.42,3.6,0,0

43,10:30-10:45,70.55,26.8708,3.7,150.52,0,26.8708,10.9,30.28,57.78,172.91,0,16,18,14.17,33,0,101,37,33,43,0,70.83,89.94,0,33,30.67,37.02,30.67,10.34,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

44,10:45-11:00,70.55,26.8708,3.7,193.58,0,26.8708,10.9,30.28,57.78,172.91,0,17,18,14.67,34,0,113,37,33,48,0,73.33,89.74,0,33,31.67,37.02,31.67,10.34,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

45,11:00-11:15,70.55,26.8708,3.7,212.94,0,26.8708,10.9,30.28,57.78,172.91,0,18,18,15.83,43,0,102,37,33,43,0,79.17,89.02,0,33,32,31.02,32,11,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

46,11:15-11:30,70.55,26.8708,3.7,212.94,0,26.8708,10.9,30.28,57.78,172.91,0,20,18,16.67,43,0,112,37,33,48,0,83.33,87.8,0,33,32.67,32.02,32.67,11.66,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

47,11:30-11:45,70.55,26.8708,3.7,212.94,0,26.8708,10.9,30.28,57.78,172.91,0,22,20,16.67,47,0,88,43,33,37,0,83.33,90.01,0,33,28,29.01,28,10.66,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

48,11:45-12:00,70.55,26.8708,3.7,212.94,0,26.8708,10.9,28.76,57.78,172.91,0,23,21,16.67,48,0,95,45,33,40,0,83.33,92.18,0,33,28.33,29.62,28.33,11,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

49,12:00-12:15,70.55,26.8708,3.7,212.94,0,26.8708,15.53,28.76,57.78,172.91,0,25,29,16.67,48,0,123,61,33,52,0,83.33,93.86,0,33,29,29.82,29,11.66,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

50,12:15-12:30,70.55,26.8708,3.7,212.94,0,26.8708,15.53,28.76,57.78,172.91,0,26,29,16.67,50,0,133,61,33,57,0,83.33,95.02,0,33,30,30.02,30,12,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

51,12:30-12:45,70.55,26.8708,3.7,212.94,0,26.8708,15.53,28.76,57.78,172.91,0,26,34,15,57,0,147,71,33,63,0,75,95.8,0,33,28.33,29.01,28.33,12.34,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

52,12:45-13:00,70.55,26.8708,3.7,212.94,0,26.8708,15.53,28.76,57.78,172.91,0,29,34,15.33,58,0,147,71,33,63,0,76.67,96.73,0,33,28.67,29.62,28.67,12.66,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.12,0,3.7,0,96.79,2.42,3.79,0,0

53,13:00-13:15,70.55,26.8708,3.7,212.94,0,26.8708,13.21,28.76,57.78,172.91,0,30,36,20.33,60,0,154,74,33,66,0,101.67,97.21,0,33,29.33,25.01,29.33,13,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,3.7,0,96.79,2.42,3.79,0,0

54,13:15-13:30,70.55,26.8708,3.7,212.94,0,26.8708,13.21,28.76,57.78,172.91,0,32,36,20.5,62,0,158,76,33,67,0,102.5,96.41,0,33,29.67,25.21,29.67,13.34,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,3.7,0,96.79,2.42,3.79,0,0

55,13:30-13:45,70.55,26.8708,9.14,212.94,0,26.8708,13.21,28.76,57.78,172.91,0,34,36,20.67,72,0,158,76,33,67,0,103.33,101.94,0,33,30,25.41,30,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,9.14,0,96.79,2.42,9.36,0,0

56,13:45-14:00,70.55,26.8708,8.32,212.94,0,26.8708,13.21,28.76,57.78,172.91,0,35,36,20.83,73,0,161,76,33,69,0,104.17,100.75,0,33,30.33,25.61,30.33,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,8.32,0,96.79,2.42,8.53,0,0

57,14:00-14:15,70.55,24.0835,7.51,212.94,0,24.0835,13.21,28.76,57.78,172.91,0,32,32,20.83,67,0,147,68,33,63,0,104.17,98.98,0,33,39.67,18.2,39.67,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,7.51,0,96.79,2.42,7.7,0,0

58,14:15-14:30,70.55,24.0835,7.71,212.94,0,24.0835,13.21,28.76,57.78,172.91,0,30,32,20.42,63,0,147,68,33,63,0,102.11,96.36,0,33,40.67,18.4,40.67,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,7.71,0,96.79,2.42,7.91,0,0

59,14:30-14:45,70.55,24.0835,7.66,232.3,0,24.0835,13.21,28.76,57.78,172.91,0,27,32,19.67,55,0,144,68,33,61,0,98.34,83.92,0,33,41.33,20.4,41.33,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.4,0,7.66,0,96.79,2.42,7.84,0,0

60,14:45-15:00,70.55,24.0835,7.74,232.3,0,24.0835,13.21,28.76,57.78,172.91,0,26,32,19.46,53,0,140,66,33,60,0,97.31,71.67,0,33,41.67,20.8,41.67,0,33,0,12.47,48.4,100.84,24.74,21.78,24.2,5.4,0,7.74,0,96.79,2.42,7.94,0,0

61,15:00-15:15,70.55,24.0835,7.84,273.67,0,24.0835,13.21,28.76,76.74,228.99,0,23,29,13.51,53,0,144,61,33,61,0,67.56,61.64,0,33,42,21.81,42,0,33,0,12.47,48.4,100.84,24.74,21.78,24.2,5.77,0,7.84,0,96.79,2.42,8.03,0,0

62,15:15-15:30,70.55,24.0835,7.62,273.67,0,24.0835,13.21,30.28,76.74,228.99,0,22,29,13.1,52,0,137,61,33,58,0,65.51,50.43,0,33,42.33,23.21,42.33,0,33,0,12.47,48.4,100.84,24.74,21.78,24.2,5.77,0,7.62,0,96.79,2.42,7.81,0,0

63,15:30-15:45,70.55,26.9,7.4,232.3,0,26,13.21,30.78,57.78,180.59,0,20,28,12.69,52,0,126,59,33,54,0,63.44,49.52,0,33,42.67,29.42,42.67,0,33,0,12.47,48.4,71.8,24.74,21.78,24.2,5.77,0,7.4,0,96.79,2.42,7.59,0,0

64,15:45-16:00,70.55,26.9,7.16,193.58,0,26,13.21,30.78,57.78,172.91,0,17,25,11.46,52,0,119,53,33,51,0,57.3,48.02,0,33,43,30.02,43,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,5.77,0,7.16,0,96.79,2.42,7.35,0,0

65,16:00-16:15,70.55,26.9071,6.93,150.52,0,26.9071,13.21,30.78,57.78,172.91,0,18,20,20.83,48,0,84,43,33,36,0,104.17,45.67,0,33,49,33.42,49,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,6.23,0,6.93,0,96.79,2.42,7.1,0,0

66,16:15-16:30,70.55,26.9071,6.18,150.52,0,26.9071,13.21,30.78,57.78,206.7,0,17,19,19.17,47,0,77,39,33,33,0,95.83,42.43,0,33,49,35.02,49,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,6.23,0,6.18,0,96.79,2.42,6.33,0,0

67,16:30-16:45,70.55,26.9071,5.43,150.52,0,26.9071,13.21,30.78,57.78,206.7,0,16,19,16.96,40,0,70,39,22,30,0,84.82,37.91,0,33,49,43.01,49,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,6.23,0,5.43,0,96.79,2.42,5.56,0,0

68,16:45-17:00,70.55,26.9071,4.46,150.52,0,26.9071,13.21,30.78,57.78,206.7,0,14,16,14.56,33,0,63,34,12,27,0,72.81,30.57,0,33,48.67,43.01,48.67,0,33,0,12.47,48.4,53.23,24.74,21.78,24.2,6.23,0,4.46,0,96.79,2.42,4.58,0,0

69,17:00-17:15,70.55,26.9071,3.51,150.52,0,26.9071,13.21,30.78,68.27,206.7,0,12,15,12.24,27,0,56,30,7,24,0,61.19,23.82,0,33,48.33,43.01,48.33,0,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.61,48.4,3.51,0,96.79,2.42,3.6,0,0

70,17:15-17:30,70.55,26.9071,2.78,150.52,0,26.9071,13.21,31.28,68.27,206.7,0,10,11,9.84,22,7.5,49,24,1,21,22.5,49.21,17.69,7.5,33,48,43.01,48,0,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.61,48.4,2.78,0,96.79,2.42,2.86,0,0

71,17:30-17:45,70.55,26.9071,2.06,150.52,0,26.9071,13.21,31.28,68.27,206.7,0,8.5,9,7.36,18,10.83,39,18,0,16,32.5,36.81,12.27,10.84,33,47.67,43.01,47.67,0,33,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.61,48.4,2.06,0,96.79,2.42,2.11,0,0

72,17:45-18:00,70.55,26.9071,1.35,193.58,0,26.9071,13.21,31.28,87.3,255.09,0,7,7,4.98,15,12.5,28,15,0,12,37.5,24.91,7.26,12.5,25.11,47.33,43.01,47.33,0,27.12,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.61,48.4,1.35,0,96.79,2.42,1.37,0,0

73,18:00-18:15,70.55,26.9071,0.64,232.3,0,26.9071,13.21,31.29,76.74,262.78,0,7,5,3.87,12,14.17,18,10,0,7,42.5,19.37,2.69,14.16,0,46.67,44.01,46.67,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.98,48.4,0.64,0,96.79,2.42,0.66,0,0

74,18:15-18:30,85.34,26.9071,0.71,273.67,0,26.9071,13.21,31.29,76.74,262.78,0,5,2,2.7,8,15.83,11,3,0,4,47.5,13.51,0.32,15.84,0,46.33,44.01,46.33,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.98,48.4,0.71,0,96.79,2.42,0.72,0,0

75,18:30-18:45,115.68,29.9071,0.18,273.67,0,29.9071,15.06,31.29,76.74,262.78,0,3,1,1.55,6,17.5,7,1,0,3,52.5,7.73,0,17.5,0,45.67,44.01,45.67,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.98,48.4,0.18,0,96.79,2.42,0.18,0,0

76,18:45-19:00,115.68,29.9071,0.1,273.67,0,29.9071,15.06,29.77,76.74,262.78,0,2,0,0.4,4,19.17,4,0,0,1,57.5,2,0,19.16,0,45.33,44.01,45.33,0,0,62.08,12.47,48.4,53.23,24.74,21.78,24.2,6.98,48.4,0.1,0,96.79,2.42,0.1,0,0

77,19:00-19:15,115.68,26.7147,0,273.67,0,26.7147,15.06,29.77,87.3,262.78,0,1,0,0.22,2,18.83,1,0,0,0,56.5,1.13,0,18.84,0,45,44.01,45,0,0,62.08,12.47,48.4,82.27,24.74,21.78,24.2,6.7,48.4,0,58.07,96.79,2.42,0,0,0

