Block,Time Block,NNTPP,NTPL,PARBATI3,NLCEXP,PARBATI2,RAPPB,NLCIIST1,NJPC,NLCIIST2,RAPPD,NLCTS2EXP,RAMPUR,NAPP,RAPPC,RIHAND1,RSTPSU1TO6,RIHAND3,RIHAND2,RSTPSU7,CHAMERA1,BRBCL,BSIUL,MAPS,KOTESHWR,KKNPPU2,KOLDAM,KUDGI,DHAULIGNGA,KKNP,KHSTPP-II,KGSU3AND4,KISHANGANGA,KHSTPP-I,KGSU1AND2,CHAMERA2,CHAMERA3,DADRT2,ANTA_GF,AURY_CRF,AURY_RF,DADRI_LF,ANTA_CRF,ANTA_RF,AURY_LF,DADRI_GF,ANTA_LF,AURY_GF,DADRI_CRF,DADRI_RF,FSTPP I & II,DULHASTI,JHAJJAR,URI2,UNCHAHAR3,TelanganaSTPP,UNCHAHAR2,URI,TEHRI,UNCHAHAR1,VALLURNTECL,UNCHAHAR4,SASAN,TALST2,SIMHST1,SINGRAULI_HYDRO,TANAKPUR,SIMHST2,TALA,SALAL,SEWA2,SINGRAULI,TANDA2,ISGS Total,Inj. Loss,Drw. Loss,Total Loss,Net
6,01:15-01:30,0,0,35.48,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,14.31,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.72,663.35,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,50.44,33.86,20.85,0,1.64,336.17,0,0,0.94,0,0,0,51.49,18.21,144.82,5.31,0,0,0,0,0

7,01:30-01:45,0,0,35.48,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,12.14,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.72,599.11,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.12,36.7,26.66,0,42.39,50.44,33.86,20.85,0,1.64,336.17,0,0,0.94,0,0,0,76.47,18.21,144.82,5.31,0,0,0,0,0

8,01:45-02:00,0,0,35.48,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,11.08,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,579.85,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.12,36.7,26.66,0,42.39,50.44,22.11,20.85,0,1.64,336.17,0,0,0.94,0,0,0,76.47,18.21,144.82,5.31,0,0,0,0,0

9,02:00-02:15,0,0,35.48,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,10.81,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,544.21,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,50.44,22.11,20.85,0,1.64,336.17,0,0,0.94,0,0,0,76.47,18.21,144.82,5.31,0,0,0,0,0

10,02:15-02:30,0,0,35.48,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,10.76,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,508.56,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,48.39,22.11,20.85,0,1.64,336.17,0,0,0.94,0,0,0,76.47,12.15,144.82,5.31,0,0,0,0,0

11,02:30-02:45,0,0,35.48,0,28.96,0,0,106.61,0,28.9,0,4.24,24.95,66.54,93.66,0,125.99,120.01,0,27.07,10.69,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,476.78,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,48.39,22.11,20.85,0,1.64,336.17,0,0,0.94,0,0,0,76.47,12.15,144.82,5.31,0,0,0,0,0

12,02:45-03:00,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,11.04,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,438.24,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,48.39,22.11,20.85,0,1.64,336.17,0,0,0.94,0,0,0,76.47,12.15,144.82,5.31,0,0,0,0,0

13,03:00-03:15,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,14.27,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,404.53,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,48.39,22.11,20.85,0,1.64,336.17,0,0,0.94,6.04,0,0,64.37,12.15,144.82,5.31,0,0,0,0,0

14,03:15-03:30,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,14.16,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,404.53,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,480.37,36.7,26.66,0,42.39,48.39,22.11,20.85,0,1.64,336.17,0,0,0.94,6.04,0,0,64.37,12.15,144.82,5.31,0,0,0,0,0

15,03:30-03:45,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,14.87,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,33.74,404.53,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,499.63,36.7,26.66,0,42.39,48.39,11.06,20.85,0,1.64,336.17,0,0,0.94,6.04,0,0,64.37,12.15,144.82,5.31,0,0,0,0,0

16,03:45-04:00,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,16.74,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.61,0,0,0,0,0,0,0,0,0,0,0,0,17.76,57.32,499.63,36.7,26.66,0,42.39,48.39,11.06,20.85,0,1.64,336.17,0,0,0.94,6.04,0,0,64.37,12.15,144.82,5.31,0,0,0,0,0

17,04:00-04:15,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,17.53,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,400.4,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,408.37,36.7,21.53,0,33.83,48.39,11.06,16.69,0,0.95,336.17,0,0,0.94,0.49,0,0,64.37,12.15,144.82,3.3,0,0,0,0,0

18,04:15-04:30,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,19.27,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,400.4,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,456.75,36.7,21.53,0,33.83,48.39,11.06,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,12.15,144.82,3.3,0,0,0,0,0

19,04:30-04:45,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,19.27,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.39,11.06,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,12.15,144.82,3.3,0,0,0,0,0

20,04:45-05:00,0,0,35.48,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,19.27,18.84,0,10.05,0,2.31,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.39,11.06,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,12.15,144.82,3.3,0,0,0,0,0

21,05:00-05:15,0,0,22.18,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,19.27,18.84,0,10.05,0,4.61,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.39,11.28,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,6.07,144.82,3.3,0,0,0,0,0

22,05:15-05:30,0,0,22.18,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,27.07,19.27,18.84,0,10.05,0,4.61,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.39,11.28,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,144.82,3.3,0,0,0,0,0

23,05:30-05:45,0,0,22.18,0,28.96,0,0,75.52,0,28.9,0,3,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,18.84,0,10.05,0,4.61,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.93,22.26,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,144.82,3.3,0,0,0,0,0

24,05:45-06:00,0,0,22.18,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,18.84,0,10.05,0,4.61,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.93,33.86,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,144.82,3.3,0,0,0,0,0

25,06:00-06:15,0,0,32.52,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,18.84,0,10.05,0,4.61,0,10.55,0,142.86,0,8.31,43.86,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.93,33.86,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,144.82,3.3,0,0,0,0,0

26,06:15-06:30,0,0,32.52,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,18.84,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,35.19,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,489.11,36.7,21.53,0,33.83,48.93,33.86,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

27,06:30-06:45,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,18.84,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,35.19,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,460.25,36.7,21.53,0,33.83,48.93,33.86,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

28,06:45-07:00,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,18.84,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,35.19,0,47.02,22.47,404.53,0,0,0,0,0,0,0,0,0,0,0,0,14.68,57.32,460.25,36.7,21.53,0,33.83,48.93,33.86,16.69,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

29,07:00-07:15,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,12.56,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,29.13,0,47.02,22.47,342.16,0,0,0,0,0,0,0,0,0,0,0,0,12.07,57.32,407.87,36.7,18.05,0,28.41,48.93,33.86,13.93,0,0.95,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

30,07:15-07:30,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,12.56,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,12.07,57.32,294.46,36.7,18.02,0,23.84,48.93,33.86,13.93,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

31,07:30-07:45,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,12.56,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.34,57.32,189.02,36.7,15.53,0,23.84,48.93,33.86,11.88,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

32,07:45-08:00,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,0,19.27,12.56,0,10.05,0,4.61,0,10.55,0,114.62,0,8.31,24.98,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,33.86,11.88,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

33,08:00-08:15,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,12.18,19.27,12.56,0,10.05,0,4.61,0,10.55,0,79.64,0,8.31,25.07,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,33.86,11.88,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

34,08:15-08:30,0,0,35.48,0,28.96,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,27.07,19.27,12.56,0,10.05,0,4.61,0,10.55,0,80.14,0,8.31,25.06,0,31.34,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,11.06,11.88,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

35,08:30-08:45,0,0,22.18,0,21.71,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,4.61,0,0,0,80.14,0,8.31,25.06,0,31.34,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,11.06,11.88,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

36,08:45-09:00,0,0,22.18,0,21.71,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,4.38,0,0,0,80.14,0,8.31,25.09,0,31.34,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,336.17,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

37,09:00-09:15,0,0,18.92,0,14.47,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,1.86,0,0,0,80.77,0,8.31,25.83,0,31.34,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,346.97,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

38,09:15-09:30,0,0,18.92,0,14.47,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,1.86,0,0,0,80.77,0,8.31,25.83,0,31.34,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,357.63,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

39,09:30-09:45,0,0,18.92,0,14.47,0,0,80.92,0,28.9,0,3.22,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,80.77,0,8.31,25.83,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,363.05,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

40,09:45-10:00,0,0,18.92,0,7.24,0,0,53.3,0,28.9,0,2.11,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,80.77,0,8.31,25.83,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,368.46,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

41,10:00-10:15,0,0,18.92,0,7.24,0,0,26.64,0,28.9,0,1.06,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,25.83,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,369.21,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

42,10:15-10:30,0,0,18.92,0,3.62,0,0,0,0,28.9,0,0,24.95,66.54,64.72,0,92.45,95.95,0,40.6,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,25.83,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,11.88,0,1.19,379.3,0,0,0.94,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

43,10:30-10:45,0,0,18.92,0,0,0,0,0,0,28.9,0,0,24.95,66.54,64.72,0,92.45,95.95,0,27.07,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.58,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,166.63,36.7,14.66,0,23.84,48.93,0,12.99,0,1.19,384.72,0,0,0.96,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

44,10:45-11:00,0,0,18.92,0,0,0,0,0,0,28.9,0,0,24.95,66.54,64.72,0,92.45,95.95,0,24.65,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.58,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,14.66,0,23.84,48.93,0,12.99,0,1.19,390.14,0,0,0.96,0,0,0,64.37,0,130.22,3.3,0,0,0,0,0

45,11:00-11:15,0,0,4.13,0,0,0,0,0,0,28.9,0,0,24.95,66.54,77.89,0,95.45,97.85,0,24.57,19.27,18.84,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,17.17,0,26.55,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

46,11:15-11:30,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,91.91,0,112.19,112.53,0,12.18,19.27,18.84,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,17.17,0,26.55,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

47,11:30-11:45,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.44,119.97,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,17.17,0,26.55,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

48,11:45-12:00,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,17.17,0,26.55,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

49,12:00-12:15,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,17.17,0,26.55,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

50,12:15-12:30,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,176.26,36.7,17.17,0,26.55,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

51,12:30-12:45,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,33.74,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.16,0,26.45,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

52,12:45-13:00,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,12.18,19.27,12.56,0,10.05,0,0,0,0,0,96.64,0,8.31,27.95,0,47.02,11.24,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.16,0,26.45,48.93,0,12.99,0,1.19,395.55,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

53,13:00-13:15,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,114.62,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.15,0,26.37,48.93,0,12.99,0,1.19,400.21,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

54,13:15-13:30,0,0,0,0,0,0,0,0,0,28.9,0,0,24.95,66.54,93.66,0,125.99,120.01,0,0,19.27,12.56,0,10.05,0,0,0,0,0,114.62,0,8.31,29.13,0,47.02,22.47,329.91,0,0,0,0,0,0,0,0,0,0,0,0,10.08,57.32,185.9,36.7,17.15,0,26.37,48.93,0,12.99,0,1.19,400.97,0,0,0.96,1.97,0,0,64.37,0,144.82,3.86,0,0,0,0,0

