Column1,Time,NR/01102023/31052040/LT-31,GNA/NR/2025/06/07/5932,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/07/01/2952,NR/01102023/30042040/GNA_LT_36,GNA/NR/2025/08/01/4125,NR/22102023/11042047/L_NR_2021_17,GNARE/NR/2024/12/20/3668,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,GNARE/WR/2025/08/25/1832,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,GNARE/SR/2025/01/13/4532,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/24112044/L_NR_2020_07,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2025/08/01/5126,GNA/NR/2025/08/01/2414,GNA/NR/2025/08/01/6452,NR/30092023/26122029/SH-06,GNA/NR/2025/08/01/6209,GNA/NR/2025/08/01/6187,NR/01102023/22052037/LT-59,GNA/NR/2025/07/01/8128,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/08/01/1196,GNA/NR/2025/08/01/3698,GNA/NR/2025/08/01/5784,GNA/NR/2025/08/01/4452,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/07/01/1044,GNA/NR/2025/08/01/6475,NR/01102023/27052033/DIAPL(L_NR_2023_04)
7,01:30-01:45,0,-0,0,8.51,0,8.66,0,0,0,0,0,0,0,0,0,0,41.51,33.34,0,12.33,33.33,42.01,13.83,0,0,13.83,0,81.78,0,70.17,270.59,0,20.44,40.89,20.44,0,33.67,17.32,0,12.65,0,260.34,19.24,8.66,81.78,15.25,56.4,5.9,20.76,0

8,01:45-02:00,0,-0,0,8.51,0,8.66,0,0,0,0,0,0,0,0,0,0,40.01,33,0,12,33,42.01,13.33,0,0,13.33,0,72.16,0,70.17,270.59,0,20.44,40.89,20.44,0,33.67,17.32,0,12.65,0,212.24,19.24,8.66,81.78,15.25,56.4,5.9,20.76,0

9,02:00-02:15,0,-0,0,8.51,0,8.66,0,0,0,0,0,0,0,0,0,0,37.5,32,0,9.33,32,42.02,12.5,0,0,12.5,0,67.35,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,186.87,19.24,8.66,81.78,15.25,56.4,5.9,20.76,0

10,02:15-02:30,0,-0,0,8.51,0,8.66,0,0,0,0,0,0,0,0,0,0,34.99,31,0,8.33,31,42.02,11.67,0,0,11.67,0,52.92,0,70.17,265.08,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,186.87,19.24,8.66,81.78,15.25,56.4,5.9,20.76,0

11,02:30-02:45,0,-0,0,8.51,0,8.66,0,0,0,0,0,0,0,0,0,0,25.01,30,0,7.67,30,42.02,8.33,0,0,8.33,0,59.65,0,70.17,263.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,204.84,19.24,8.66,81.78,15.25,56.4,5.9,20.76,0

12,02:45-03:00,0,-0,0,8.51,0,8.66,0,0,0,0,0,0,0,0,0,0,25.01,29,0,7.33,29,41.42,8.33,0,0,8.33,0,69.27,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,204.84,19.24,8.66,81.78,15.25,56.4,5.9,20.76,0

13,03:00-03:15,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,25.01,18.34,0,7,18.33,40.62,8.33,0,0,8.33,0,100.23,0,70.17,262.28,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,204.84,19.24,8.66,81.78,15.25,56.4,3.23,20.76,0

14,03:15-03:30,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,25.01,18.34,0,6.67,18.33,40.02,8.33,0,0,8.33,0,100.23,0,70.17,223.79,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,204.84,19.24,8.66,81.78,15.25,56.4,3.23,20.76,0

15,03:30-03:45,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,25.01,28.34,0,8.33,28.33,42.01,8.33,0,0,8.33,0,100.23,0,70.17,185.31,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,204.84,19.24,8.66,81.78,15.25,56.4,3.23,20.76,0

16,03:45-04:00,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,25.01,28.34,0,8.33,28.33,42.01,8.33,0,0,8.33,0,100.23,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,204.84,19.24,8.66,81.78,15.25,56.4,3.23,20.76,0

17,04:00-04:15,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,32.51,27.66,0,10.67,27.67,42.01,10.83,0,0,10.83,0,100.23,0,70.17,230.9,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

18,04:15-04:30,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,31.5,26.66,0,10.67,26.67,42.01,10.5,0,0,10.5,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,66.89,3.23,20.76,0

19,04:30-04:45,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,30,33.34,0,10.33,33.33,42.01,10,0,0,10,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,66.89,3.23,20.76,0

20,04:45-05:00,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,28.99,32.66,0,10,32.67,42.01,9.67,0,0,9.67,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,66.89,3.23,20.76,0

21,05:00-05:15,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,27.49,26,0,7.33,26,42.02,9.17,0,0,9.17,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,66.89,3.23,20.76,0

22,05:15-05:30,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,27.49,24.66,0,6.67,24.67,42.02,9.17,0,0,9.17,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,66.89,3.23,20.76,0

23,05:30-05:45,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,27.49,23.34,0,6.67,23.33,42.02,9.17,0,0,9.17,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

24,05:45-06:00,0,-0,0,4,0,8.66,0,0,0,0,0,0,0,0,0,0,27.49,21.66,0,6.67,21.67,42.02,9.17,0,0,9.17,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

25,06:00-06:15,0,-0,0,4,0,8.66,0,0.03,0.01,1,0,4.23,0,1,1,0,19.59,20.66,0.04,6.67,20.67,42.02,6.53,0,5.1,6.53,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

26,06:15-06:30,0,-0,0,4,0,8.66,1,1.3,2.97,2,1,8.72,0,2,2,0.59,18.77,19.66,2.37,6.67,19.67,42.02,6.26,1,10.43,6.26,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

27,06:30-06:45,0.99,-0,0.99,4,0.76,8.66,2,4.21,7.13,5,3,14.94,0,4,3,1.43,18.17,18.66,5.93,6.67,18.67,41.02,6.06,4,17.47,6.06,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

28,06:45-07:00,1.46,-0,1.46,4,1.12,8.66,4,6.42,12.97,7,5,22.91,0,7,4,2.59,17.47,16.66,11.04,6.67,16.67,40.02,5.83,8,25.96,5.83,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

29,07:00-07:15,2.2,-0,2.2,4,1.71,8.66,6,9.54,16.68,11,7,32.13,0,11,5,3.34,17.35,15,17.41,6.67,15,39.02,5.79,12,33,5.79,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

30,07:15-07:30,3.03,-0,3.03,4,2.34,8.66,8,13.47,24.95,16,12,33,0,13,7,4.99,17.17,15,24.65,6.67,15,38.02,5.73,16,33,5.73,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,86.78,3.23,20.76,0

31,07:30-07:45,3.9,-0,3.9,4,3.02,8.66,11,17.63,34.07,21,16,33,0,18,8,6.82,17.28,15,27.18,6.67,15,32.01,5.76,24,33,5.76,0,100.23,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,130.17,19.24,8.66,81.78,15.25,56.4,3.23,20.76,0

32,07:45-08:00,4.85,-0,4.85,4,3.75,8.66,14,22.27,44.38,28,21,32.9,0,22,12,8.88,17.31,15,34.56,6.67,15,32.01,5.77,32,32.9,5.77,0,52.92,0,70.17,230.9,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,102.43,19.24,8.66,81.78,15.25,56.4,3.23,20.76,0

33,08:00-08:15,5.82,-0,5.82,4.46,4.49,8.66,17,27.68,55.76,34,24,33,0,27,16,11.15,16.35,15,41.79,6.67,15,32.01,5.46,33,33,5.46,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,83.82,19.24,8.66,81.78,15.25,56.4,3.21,20.76,0

34,08:15-08:30,6.8,-0,6.8,4,5.25,8.66,20,33.41,68.54,41,28,33,0,33,19,13.71,16.32,15,49.3,6.67,15,32.01,5.45,33,33,5.45,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,83.82,19.24,8.66,81.78,15.25,56.4,3.21,20.76,0

35,08:30-08:45,7.75,-0,7.75,4,6,8.66,20,39,83.77,40,34,33,0,37,22,16.76,16.32,15,56.62,6.67,15,39.42,5.44,33,33,5.44,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,83.82,19.24,8.66,81.78,15.25,56.4,3.21,20.76,0

36,08:45-09:00,8.71,-0,8.71,4,6.73,8.66,23,44.42,99.47,47,39,33,0,43,25,19.9,16.61,15,67.71,6.67,15,39.17,5.54,33,33,5.54,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,17.32,0,12.65,0,83.82,19.24,8.66,81.78,15.25,56.4,3.21,20.76,0

37,09:00-09:15,10.08,-0,10.08,2.13,7.79,8.66,27,49.69,115.02,53,46,33,0,45,27,23.01,16.64,15,74.84,6.67,15,38.86,5.54,33,33,5.54,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,52.92,19.24,8.66,81.78,15.25,38.48,3.21,20.76,0

38,09:15-09:30,11.35,-0,11.35,2.13,8.77,8.66,29,54.92,130.68,59,52,33,0,48,30,26.14,16.77,15,81.68,6.67,15,38.81,5.59,33,33,5.59,0,52.92,0,70.17,230.9,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,52.92,19.24,8.66,81.78,15.25,38.48,3.21,20.76,0

39,09:30-09:45,12.56,-0,12.56,2.13,9.7,8.66,33,55.96,152.91,67,57,33,0,58,32,30.58,16.74,15,87.03,6.67,15,37.42,5.59,33,33,5.59,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,80.66,19.24,8.66,81.78,15.25,58.37,3.21,20.76,0

40,09:45-10:00,13.74,-0,13.74,2.13,10.61,8.66,36,60.88,165.73,72,61,33,0,61,34,33.15,16.74,15,92.24,6.67,15,35.81,5.58,33,33,5.58,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,80.66,19.24,8.66,81.78,15.25,58.37,3.21,20.76,0

41,10:00-10:15,14.31,-0,14.31,6.64,11.06,8.66,38,67.69,184.76,75,66,33,0,67,33,36.95,17.81,15,95.76,3.45,15,29.61,5.93,33,33,5.93,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,111.57,19.24,8.66,81.78,15.25,76.28,4.6,20.76,0

42,10:15-10:30,14.87,-0,14.87,6.64,11.49,8.66,39,71.94,195.27,79,69,33,0,71,35,39.06,18.17,15,102.47,3.71,15,29.81,6.06,33,33,6.06,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,111.57,19.24,8.66,81.78,15.25,76.28,4.6,20.76,0

43,10:30-10:45,15.4,-0,15.4,6.64,11.91,8.66,42,80.94,218.76,83,76,33,0,73,35,43.75,18.45,15,108.3,3.85,15,38.02,6.16,33,33,6.16,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,111.57,19.24,8.66,81.78,15.25,76.28,4.6,20.76,0

44,10:45-11:00,15.93,-0,15.93,6.64,12.32,8.66,43,85.47,228.76,87,78,33,0,77,35,45.75,19.1,15,111.45,3.97,15,38.42,6.36,33,33,6.36,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,111.57,19.24,8.66,81.78,15.25,76.28,4.6,20.76,0

45,11:00-11:15,16.44,-112.4,16.44,6.64,12.7,8.66,47,93.33,233.33,93,81,33,0,88,35,46.67,19.02,15,114.04,4.12,15,39.02,6.34,33,33,6.34,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,111.57,19.24,8.66,81.78,15.25,76.28,4.6,20.76,0

46,11:15-11:30,16.9,-112.4,16.9,6.64,13.06,8.66,47,95,233.33,93,81,33,0,88,37,46.67,19.16,15.66,116.32,4.22,15.67,39.42,6.39,33,33,6.39,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,17.32,0,9.88,0,111.57,19.24,8.66,81.78,15.25,76.28,4.6,20.76,0

47,11:30-11:45,17.35,-224.8,17.35,6.64,13.4,14.58,47,96.67,233.33,93,81,33,0,90,40,46.67,19.19,16.34,114.48,4.33,16.33,40.02,6.39,33,33,6.39,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,111.57,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

48,11:45-12:00,17.71,-224.8,17.71,6.64,13.69,14.58,47,96.67,233.33,93,81,33,0,90,42,46.67,19.46,17,126.62,4.55,17,41.02,6.48,33,33,6.48,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,111.57,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

49,12:00-12:15,17.78,-224.8,17.78,6.64,13.74,14.58,47,96.67,233.33,93,84,33,0,95,42,46.67,20.28,17.66,126.62,4.52,17.67,42.02,6.77,33,33,6.77,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,111.57,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

50,12:15-12:30,17.75,-224.8,17.75,6.64,13.72,14.58,47,96.67,233.33,93,84,33,0,95,42,46.67,20.7,18.34,126.62,4.62,18.33,43.02,6.9,33,33,6.9,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,111.57,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

51,12:30-12:45,17.69,-224.8,17.69,6.64,13.67,14.58,47,96.67,233.33,93,81,33,0,97,43,46.67,21.14,19,121.75,4.81,19,43.02,7.05,33,33,7.05,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,111.57,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

52,12:45-13:00,17.59,-224.8,17.59,6.64,13.59,14.58,47,95,228.83,93,81,33,0,97,43,45.77,21.57,19.66,121.75,4.99,19.67,43.02,7.2,33,33,7.2,0,52.92,0,70.17,270.59,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,111.57,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

53,13:00-13:15,17.31,-224.8,17.31,6.64,13.37,14.58,45,98.33,232.99,90,81,33,0,93,43,46.6,22.18,20.66,121.75,5.23,20.67,44.02,7.4,33,33,7.4,0,52.92,0,70.17,230.9,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,83.82,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

54,13:15-13:30,17.08,-224.8,17.08,6.64,13.2,14.58,45,98.33,229.32,90,81,33,0,92,43,45.87,23.03,21.34,116.88,5.44,21.33,44.02,7.68,33,33,7.68,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,28.93,0,9.88,0,83.82,19.24,14.58,81.78,15.25,56.4,4.6,20.76,0

55,13:30-13:45,14.48,-224.8,14.48,4,11.19,14.58,43,98.33,226.42,87,78,33,0,84,42,45.28,24.33,22.34,114.18,8.33,22.33,44.02,8.12,33,33,8.12,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

56,13:45-14:00,13.74,-112.4,13.74,4,10.61,14.58,43,96.67,226.3,87,78,33,0,84,42,45.26,25.58,23.34,107.86,8.67,23.33,44.02,8.53,33,33,8.53,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

57,14:00-14:15,13,-0,13,4,10.04,14.58,43,93.33,216.33,87,76,33,0,81,41,43.27,32.86,24.34,101.57,9,24.33,44.02,10.95,33,33,10.95,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

58,14:15-14:30,12.25,-0,12.25,4,9.47,14.58,43,90,210.25,87,75,33,0,79,39,42.05,33.71,25,95.17,9.33,25,44.02,11.23,33,33,11.23,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

59,14:30-14:45,11.49,-0,11.49,4,8.88,14.58,42,86.67,195.53,83,72,33,0,75,37,39.11,34.74,25.34,90.4,9.67,25.33,44.02,11.58,33,33,11.58,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

60,14:45-15:00,10.69,-0,10.69,4,8.27,14.58,39,83.33,186.77,79,69,33,0,72,34,37.35,35.89,26,85.43,9.67,26,44.02,11.96,33,33,11.96,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

61,15:00-15:15,10.16,-0,10.16,8.51,7.86,14.58,37,78.33,177.66,73,64,33,0,64,32,35.53,35.36,26.34,80.33,9.67,26.33,44.02,11.79,33,33,11.79,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

62,15:15-15:30,9.32,-0,9.32,8.51,7.2,14.58,33,72.38,167.29,67,60,33,0,61,30,33.46,34.99,26.66,71.94,9.67,26.67,44.02,11.66,33,33,11.66,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

63,15:30-15:45,8.44,-0,8.44,8.51,6.52,14.58,27,65.45,155.45,53,51,33,0,42,28,31.09,34.99,27,67.11,9.67,27,44.02,11.67,33,33,11.67,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

64,15:45-16:00,7.54,-0,7.54,8.51,5.83,14.58,25,60.8,138.68,50,46,33,0,38,25,27.74,34.99,27,61.88,9.67,27,44.02,11.67,33,33,11.67,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

65,16:00-16:15,7.56,-0,7.56,4.42,5.84,14.58,27,55.39,125.79,53,42,33,0,25,17,25.16,37.5,27.34,55.88,11.02,27.33,44.02,12.5,24,33,12.5,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

66,16:15-16:30,7.46,-0,7.46,4.42,5.77,14.58,25,49.01,112.65,50,37,33,0,23,16,22.53,37.5,27.66,48.93,11.74,27.67,44.02,12.5,16,33,12.5,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

67,16:30-16:45,3.16,-0,3.16,4.42,2.44,14.58,23,43.2,99.56,45,33,33,0,17,7,19.91,40.01,28,45.36,12.2,28,44.02,13.33,8,33,13.33,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

68,16:45-17:00,3.16,-0,3.16,4.42,2.44,14.58,20,37,87.14,40,28,33,0,15,7,17.43,40.01,28.66,38.88,12.6,28.67,44.02,13.33,5,33,13.33,0,52.92,0,70.17,149.62,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

69,17:00-17:15,3.16,-0,3.16,4,2.44,14.58,17,40.19,74.51,33,24,28.89,0,12,5,14.9,44.09,30,32.48,13.13,30,44.02,14.69,2,28.39,14.69,0,52.92,0,70.17,192.42,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

70,17:15-17:30,3.16,-0,3.16,4,2.44,14.58,13,35.24,61.81,27,19,21.92,0,12,5,12.36,45.49,31.34,26.23,13.68,31.33,44.02,15.17,0,22.08,15.17,0,52.92,0,70.17,230.9,0,20.44,40.89,20.44,0,81.78,28.93,0,12.65,0,83.82,19.24,14.58,81.78,15.25,56.4,3.23,20.76,0

