Block,Time,CHAMERA3,KHSTPP-II,PARBATI3,RIHAND3,SINGRAULI_HYDRO,TANDA2,ANTA_CRF,DADRI_LF,DADRI_RF,BRBCL,CHAMERA2,JHAJJAR,KGSU1AND2,KKNPPU2,KOTESHWR,NNTPP,RAMPUR,RSTPSU7,SASAN,UNCHAHAR1,ANTA_LF,DADRI_CRF,KISHANGANGA,KOLDAM,NJPC,NLCIIST1,RAPPB,RIHAND2,RSTPSU1TO6,SALAL,SIMHST2,URI2,ANTA_GF,AURY_LF,AURY_RF,DADRI_GF,CHAMERA1,DHAULIGNGA,KKNP,NAPP,NLCTS2EXP,NTPL,TALST2,TANAKPUR,UNCHAHAR2,AURY_GF,DULHASTI,MAPS,SIMHST1,TALA,TelanganaSTPP,VALLURNTECL,ANTA_RF,FSTPP I & II,KGSU3AND4,SINGRAULI,UNCHAHAR3,UNCHAHAR4,AURY_CRF,NLCEXP,NLCIIST2,RAPPC,SEWA2,TEHRI,BSIUL,DADRT2,KHSTPP-I,KUDGI,RIHAND1,URI
10,02:15-02:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,1.87,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,51.64,0,0,0,683.14,45.22,0,92,1.11

11,02:30-02:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,1.87,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,51.9,0,0,0,683.14,45.22,0,92,1.11

12,02:45-03:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,1.87,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,51.9,0,0,0,683.14,45.22,0,92,1.11

13,03:00-03:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,51.9,0,0,0,683.14,45.22,0,92,1.11

14,03:15-03:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,51.9,0,0,0,683.14,45.22,0,92,1.11

15,03:30-03:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.15,0,0,0,683.14,45.22,0,92,1.11

16,03:45-04:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.15,0,0,0,683.14,45.22,0,92,1.11

17,04:00-04:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.15,0,0,0,683.14,45.22,0,45,1.11

18,04:15-04:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.15,0,0,0,683.14,45.22,0,45,1.11

19,04:30-04:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,2.33,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.41,0,0,0,683.14,45.22,0,45,0.66

20,04:45-05:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,2.33,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.41,0,0,0,683.14,45.22,0,45,0.66

21,05:00-05:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.41,0,0,0,683.14,45.22,0,45,0.66

22,05:15-05:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.41,0,0,0,683.14,45.22,0,45,0.66

23,05:30-05:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,18.94,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.66,0,0,0,683.14,45.22,0,45,0.66

24,05:45-06:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,1.87,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,39.78,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,0,0,0,0,0,0,29.09,14.87,0,139.68,26.39,0,0,0,0,52.66,0,15.56,0,683.14,45.22,0,45,0.66

25,06:00-06:15,9.68,98.87,3.82,124.32,0,0,0,22.47,66.85,20,4,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,56.82,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,9.13,0,42.93,0,0,0,6.27,21.19,0,16.48,0,0,0,0,0,28.88,14.87,0,139.68,26.39,0,0,0,0,52.66,0,28.73,1.1,683.14,45.22,0,45,0.66

26,06:15-06:30,19.36,98.87,16.55,124.32,0,0,0,22.47,66.85,20,8,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,93.56,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,18.27,0,42.93,0,0,0,1.15,21.19,0,32.96,0,0,0,0,0,28.88,14.87,0,139.68,26.39,0,0,0,0,52.66,0,46.69,6.52,683.14,45.22,0,45,0.66

27,06:30-06:45,29.06,98.87,16.55,124.32,0,0,0,22.47,66.85,20,39.51,436.2,0,0,19.72,0,0,0,418.77,20.56,0,0,0,0,116.95,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,11.85,36.55,0,42.93,0,0,0,1.79,21.19,0,32.96,0,0,0,0,0,28.88,14.87,0,139.68,26.39,0,0,0,0,52.79,5.27,62.24,13.04,683.14,45.22,0,45,2.21

28,06:45-07:00,29.06,98.87,16.55,124.32,0,0,0,22.47,66.85,20,39.51,436.2,0,0,19.72,0,0,0,418.77,20.56,0,0,0,0,116.95,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,28.05,36.55,0,42.93,0,0,0,1.79,21.19,0,32.96,0,0,0,0,0,28.88,14.87,0,139.68,26.39,0,0,0,0,52.79,10.54,62.24,13.04,683.14,45.22,0,45,39.75

29,07:00-07:15,29.06,98.87,16.55,124.32,0,0,0,22.47,66.85,20,39.51,436.2,0,0,19.72,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,13.95,0,4.57,0,0,70.59,0,28.05,36.55,0,42.93,0,0,0,1.15,21.19,0,32.96,0,0,0,0,0,28.88,14.87,0,139.68,26.39,0,0,0,0,52.79,10.54,62.24,13.04,683.14,45.22,0,45,39.75

30,07:15-07:30,29.06,98.87,16.55,124.32,0,0,0,22.47,66.85,20,39.51,436.2,0,0,19.72,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,28.05,36.55,0,42.93,0,0,0,1.15,21.19,0,32.96,0,0,0,0,0,28.88,14.87,0,139.68,26.39,0,0,0,0,52.79,10.54,62.24,13.04,683.14,45.22,0,45,2.21

31,07:30-07:45,29.06,98.87,16.55,124.32,0,0,0,22.47,66.85,20,39.51,436.2,0,0,19.72,0,0,0,418.77,20.56,0,0,0,0,140.34,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,28.05,36.55,0,42.93,0,0,0,1.15,21.19,0,32.96,0,0,0,0,0,28.88,12.25,0,139.68,26.39,0,0,0,0,52.92,5.27,62.24,13.04,683.14,45.22,0,45,1.33

32,07:45-08:00,29.06,98.87,3.56,124.32,0,0,0,22.47,66.85,20,39.51,436.2,0,0,19.72,0,0,0,418.77,20.56,0,0,0,0,116.95,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,28.05,36.55,0,42.93,0,0,0,1.15,21.19,0,32.96,0,0,0,0,0,28.88,12.25,0,139.68,26.39,0,0,0,0,52.92,0,62.24,13.04,683.14,45.22,0,45,1.33

33,08:00-08:15,9.68,98.87,0,124.32,0,0,0,22.47,66.85,20,4,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,93.56,0,0,118.76,0,55.77,0,4.57,0,0,70.59,0,12.56,18.23,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,52.92,0,46.69,6.52,683.14,45.22,0,45,1.33

34,08:15-08:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,70.17,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,12.56,9.11,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,52.92,0,46.69,1.1,683.14,45.22,0,45,1.33

35,08:30-08:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,70.17,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,53.04,0,31.13,0,683.14,45.22,0,45,1.33

36,08:45-09:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,46.78,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,1.15,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,53.04,0,30.24,0,683.14,45.22,0,45,2.21

37,09:00-09:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,46.78,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,53.04,0,15.12,0,683.14,45.22,0,45,39.75

38,09:15-09:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,46.78,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,53.04,0,15.12,0,683.14,45.22,0,45,39.75

39,09:30-09:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,21.12,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,3.31

40,09:45-10:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.77,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

41,10:00-10:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.46,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

42,10:15-10:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.46,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

43,10:30-10:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.46,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,4.41

44,10:45-11:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.46,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,4.41

45,11:00-11:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.46,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,4.41

46,11:15-11:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.46,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,4.41

47,11:30-11:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.35,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

48,11:45-12:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.35,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

49,12:00-12:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.04,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

50,12:15-12:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.04,12.25,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

51,12:30-12:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.04,12.94,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

52,12:45-13:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.04,13.64,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

53,13:00-13:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.04,14.33,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

54,13:15-13:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,3.2,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

55,13:30-13:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,18.83,0,0,70.59,0,0,0,0,42.93,0,0,0,8.33,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,27.6

56,13:45-14:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,18.83,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,16.48,0,0,0,0,0,28.04,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,27.6

57,14:00-14:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,18.83,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,2.21

58,14:15-14:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,1.4,0,18.83,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

59,14:30-14:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,10.76,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

60,14:45-15:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,10.76,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

61,15:00-15:15,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

62,15:15-15:30,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,4.48,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.11

63,15:30-15:45,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,6.4,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

64,15:45-16:00,0,98.87,0,124.32,0,0,0,22.47,66.85,20,0,436.2,0,0,8.87,0,0,0,418.77,20.56,0,0,0,0,0,0,0,118.76,0,12.78,0,4.57,0,0,70.59,0,0,0,0,42.93,0,0,0,6.4,21.19,0,0,0,0,0,0,0,27.93,14.87,0,139.68,26.39,0,0,0,0,53.04,0,0,0,683.14,45.22,0,45,1.66

