Block,Time,CHAMERA3,DADRT2,NJPC,NLCEXP,NLCIIST1,NLCTS2EXP,SIMHST1,TALST2,TEHRI,TelanganaSTPP,ANTA_GF,AURY_RF,DADRI_RF,JHAJJAR,RAPPC,RSTPSU7,UNCHAHAR3,URI2,CHAMERA1,KGSU3AND4,KOLDAM,NNTPP,RIHAND2,SIMHST2,UNCHAHAR2,URI,ANTA_CRF,AURY_CRF,BRBCL,KHSTPP-II,KKNP,AURY_GF,DADRI_GF,KKNPPU2,MAPS,NTPL,PARBATI3,RSTPSU1TO6,SALAL,SASAN,UNCHAHAR4,ANTA_LF,DADRI_LF,BSIUL,CHAMERA2,KHSTPP-I,KUDGI,RAMPUR,RAPPB,SINGRAULI,TANAKPUR,ANTA_RF,DADRI_CRF,DULHASTI,FSTPP I & II,KGSU1AND2,KISHANGANGA,RIHAND1,VALLURNTECL,DHAULIGNGA,KOTESHWR,NAPP,NLCIIST2,RIHAND3,SEWA2,SINGRAULI_HYDRO,TALA,TANDA2,UNCHAHAR1,AURY_LF
43,10:30-10:45,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,10.76,0,0,0,0,94.5,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,6.79,43.05,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

44,10:45-11:00,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,6.79,42.84,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

45,11:00-11:15,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,42.73,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

46,11:15-11:30,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,1.11,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,42.52,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

47,11:30-11:45,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,26.49,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,42.52,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

48,11:45-12:00,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,26.49,0,0,15,98.87,0,0,0,0,0,0,0,0,2.33,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,42.32,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

49,12:00-12:15,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,2.21,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,42.32,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

50,12:15-12:30,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.88,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,42,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

51,12:30-12:45,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.88,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.9,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

52,12:45-13:00,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.88,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.9,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

53,13:00-13:15,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.9,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

54,13:15-13:30,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.68,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

55,13:30-13:45,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.68,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

56,13:45-14:00,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

57,14:00-14:15,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

58,14:15-14:30,0,683.14,0,0,0,0,0,0,26.34,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

59,14:30-14:45,0,683.14,0,0,0,0,0,0,26.27,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

60,14:45-15:00,0,683.14,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,18.2,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

61,15:00-15:15,0,683.14,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,18.91,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

62,15:15-15:30,0,683.14,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,94.5,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,19.6,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

63,15:30-15:45,0,683.14,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,112.14,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.48,0,0,20.02,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

64,15:45-16:00,0,683.14,0,0,0,0,0,0,26.08,0,0,70.81,90.42,434.65,26.14,0,26.4,4.31,0,0,0,0,118.76,0,42.39,0.66,0,0,15,98.87,0,0,0,0,0,0,0,0,12.78,418.77,0,0,0,0,0,45.53,0,0,0,139.69,1.03,41.26,0,0,20.8,0,0,92,0,0,17.75,43.36,0,62.16,0,0.65,0,0,17.98,0

