Column1,Block,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/3733,GNA/NR/2025/01/01/6528,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/WR/2025/01/01/9606,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/01/6775,GNA/NR/2025/01/01/7459,NR/2025/24837/A/49662,NR/2025/24838/A/49674,NR/2025/24839/A/49682,GNA/NR/2025/01/01/3925,GNA/WR/2025/01/01/8625,GNA/NR/2025/01/02/1250,NR/2024/24418/A/49395,SR/2024/15456/A/49397,NR/2024/24434/A/49407,NR/2024/24508/A/49715,NR/2025/24890/C,NR/2024/24614/A/49714,WR/2024/25501/A/49675,NR/2025/24891/C,NR/2024/24566/A/49398,NR/2024/24435/A/49406,GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,NR/2024/24507/A/49716,NR/2025/24893/C,GNA/NR/2025/01/01/3514,NER/2024/2820/A/49665,GNA/NR/2025/01/01/3945,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/8058,NR/2025/24892/C,NR/2025/24894/C,Total
41,10:00-10:15,0,20.12,14.37,1.37,0,0,36.4,36.4,0.67,0.48,0.19,47.9,0,47.9,0.86,0,4.79,7.85,0,6.52,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,43.11,28.74,26.82,5.56,32.28,479.21000000000004

42,10:15-10:30,0,20.12,14.37,1.37,0,0,36.4,36.4,0.67,0.48,0.29,47.9,0,47.9,0.86,0,4.79,7.85,0,6.52,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,43.11,28.74,26.82,3.93,35.54,480.9400000000001

43,10:30-10:45,0,20.12,14.37,1.37,0,0,36.4,36.4,0.77,0.48,0.29,47.9,0,47.9,0.86,0,4.79,7.85,0,6.52,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,43.11,28.74,26.82,4.31,38.32,484.20000000000005

44,10:45-11:00,0,20.12,14.37,1.37,0,0,36.4,36.4,0.77,0.48,0.29,47.9,0,47.9,0.86,0,4.79,7.85,0,6.52,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,43.11,28.74,26.82,4.69,38.32,484.58000000000004

45,11:00-11:15,0,20.12,8.62,1.37,0,0,32.57,32.57,0.77,0.48,0.19,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,5.27,38.32,463.03000000000003

46,11:15-11:30,0,20.12,8.62,1.37,0,0,32.57,32.57,0.77,0.48,0.19,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,6.04,38.32,463.80000000000007

47,11:30-11:45,0,20.12,8.62,1.37,0,0,32.57,32.57,0.77,0.48,0.29,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,4.22,38.32,462.0800000000001

48,11:45-12:00,0,20.12,8.62,1.37,0,0,32.57,32.57,0.77,0.48,0.29,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,4.6,38.32,462.4600000000001

49,12:00-12:15,0,20.12,8.62,1.37,0,0,25.87,25.87,0.77,0.48,0.29,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,7.86,38.32,452.3200000000001

50,12:15-12:30,0,20.12,8.62,1.37,0,0,25.87,25.87,0.77,0.48,0.29,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,8.24,38.32,452.7000000000001

51,12:30-12:45,0,20.12,8.62,1.37,0,0,25.87,25.87,0.77,0.48,0.29,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,9.58,38.32,454.0400000000001

52,12:45-13:00,0,20.12,8.62,1.37,0,0,25.87,25.87,0.77,0.48,0.29,47.9,0,47.9,0.86,0,6.71,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,9.58,38.32,454.0400000000001

53,13:00-13:15,0,20.12,8.62,1.37,0,0,25.87,25.87,0.77,0.48,0.29,47.9,0,47.9,0.77,0,5.75,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,9.58,38.32,452.99000000000007

54,13:15-13:30,0,20.12,8.62,1.37,0,0,25.87,25.87,0.77,0.48,0.29,47.9,0,47.9,0.77,0,5.75,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,9.58,38.32,452.99000000000007

55,13:30-13:45,0,20.12,8.62,1.37,0,0,25.87,25.87,0.67,0.48,0.29,47.9,0,47.9,0.77,0,5.75,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,9.58,38.32,452.89000000000004

56,13:45-14:00,0,20.12,8.62,1.37,0,0,25.87,25.87,0.67,0.48,0.29,47.9,0,47.9,0.77,0,5.75,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,32.57,28.74,26.82,9.58,38.32,452.89000000000004

57,14:00-14:15,0,20.12,8.62,1.28,0,0,25.87,25.87,0.67,0.38,0.29,47.9,0,47.9,0.77,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.58,38.32,445.04

58,14:15-14:30,0,20.12,8.62,1.28,0,0,25.87,25.87,0.67,0.38,0.29,47.9,0,47.9,0.77,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.58,38.32,445.04

59,14:30-14:45,0,20.12,8.62,1.28,0,0,25.87,25.87,0.67,0.38,0.29,47.9,0,47.9,0.77,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.58,38.32,445.04

60,14:45-15:00,0,20.12,8.62,1.28,0,0,25.87,25.87,0.57,0.38,0.29,47.9,0,47.9,0.77,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.58,38.32,444.94000000000005

61,15:00-15:15,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.29,47.9,0,47.9,0.67,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.58,38.32,444.93

62,15:15-15:30,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.29,47.9,0,47.9,0.67,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.58,38.32,444.93

63,15:30-15:45,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.29,47.9,0,47.9,0.67,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,9.39,38.32,444.74

64,15:45-16:00,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.29,47.9,0,47.9,0.67,0,4.79,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,14.18,33.05,444.26000000000005

65,16:00-16:15,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.19,47.9,0,47.9,0.48,0,2.87,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,14.18,31.9,440.90000000000003

66,16:15-16:30,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.19,47.9,0,47.9,0.48,0,2.87,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,18.01,26.25,439.08000000000004

67,16:30-16:45,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.19,47.9,0,47.9,0.48,0,2.87,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,16,19.93,430.75000000000006

68,16:45-17:00,0,20.12,8.62,1.37,0,0,25.87,25.87,0.57,0.38,0.19,47.9,0,47.9,0.48,0,2.87,14.37,0,0,0,0,0,16.29,47.9,0,28.74,4.79,19.16,0,25.87,28.74,26.82,11.3,13.51,419.63000000000005

69,17:00-17:15,0,20.12,14.37,1.37,0,0,36.4,36.4,0.57,0.38,0.19,47.9,0,47.9,0.48,0,0.96,14.37,0,0,0,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,432.17

70,17:15-17:30,0,20.12,14.37,1.37,0,0,36.4,36.4,0.57,0.1,0.1,47.9,0,47.9,0.48,0,0.96,14.37,0,0,0,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,431.8

71,17:30-17:45,0,20.12,14.37,1.37,0,0,36.4,36.4,0.38,0.29,0.19,47.9,0,47.9,0.48,0,0.96,14.37,0,0,0,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,431.89000000000004

72,17:45-18:00,0,20.12,14.37,1.37,0,0,36.4,36.4,0.29,0.19,0.29,47.9,0,47.9,0.48,0,0.96,14.37,0,0,0,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,431.80000000000007

73,18:00-18:15,0,20.12,14.37,1.37,30,50,36.4,36.4,0.19,0.29,0.19,47.9,50,47.9,0.48,134.12,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,771.5000000000001

74,18:15-18:30,0,20.12,14.37,1.37,30,50,36.4,36.4,0.1,0.29,0.19,47.9,50,47.9,0.48,134.12,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,771.4100000000001

75,18:30-18:45,0,20.12,14.37,1.37,30,50,36.4,36.4,0.1,0.38,0.19,47.9,50,47.9,0.48,134.12,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,771.5000000000001

76,18:45-19:00,0,20.12,14.37,1.37,30,50,36.4,36.4,0.1,0.38,0.19,47.9,50,47.9,0.48,134.12,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,771.5000000000001

77,19:00-19:15,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,114.96,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,751.76

78,19:15-19:30,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,114.96,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,751.76

79,19:30-19:45,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,114.96,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,751.76

80,19:45-20:00,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,114.96,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,751.76

81,20:00-20:15,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,153.28,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,790.08

82,20:15-20:30,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,153.28,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,790.08

83,20:30-20:45,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,153.28,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,790.08

84,20:45-21:00,0,20.12,14.37,1.37,30,50,36.4,36.4,0,0,0,47.9,50,47.9,0.57,153.28,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,38.32,43.11,28.74,26.82,0,0,790.08

85,21:00-21:15,0,20.12,14.37,1.37,30,50,34.49,34.49,0,0,0,47.9,50,47.9,0.57,268.24,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,862.9000000000001

86,21:15-21:30,0,20.12,14.37,1.37,30,50,34.49,34.49,0,0,0,47.9,50,47.9,0.57,268.24,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,862.9000000000001

87,21:30-21:45,0,20.12,14.37,1.37,30,50,34.49,34.49,0,0,0,47.9,50,47.9,0.57,268.24,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,0,43.11,28.74,26.82,0,0,862.9000000000001

88,21:45-22:00,0,20.12,14.37,1.37,30,50,34.49,34.49,0,0,0,47.9,50,47.9,0.57,268.24,0,14.37,0,0,38.32,0,0,16.29,47.9,0,28.74,0,19.16,0,34.49,28.74,26.82,0,0,854.2800000000001

89,22:00-22:15,0,20.12,8.62,1.55,30,50,33.53,33.53,0,0,0,47.9,0,47.9,0.48,287.4,0,14.37,0,0,38.32,0,5.75,16.29,47.9,0,28.74,0,19.16,0,33.53,28.74,26.82,0,0,820.65

