Column1,Time,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/09/01/6020,GNA/NR/2024/09/01/6566,NR/30092023/31122025/SH-07,GNA/NR/2024/09/01/2171,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/09/01/7908,GNA/NR/2024/09/16/2535,GNA/NR/2024/09/26/2729,GNA/NR/2024/09/26/3248,GNA/NR/2024/09/01/9821,GNA/NR/2024/09/01/7119,GNA/NR/2024/09/01/8090,GNA/NR/2024/09/26/2129,NR/01102023/31052040/LT-31,NR/01102023/05012040/L_NR_2020_02,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01082024/30092024/LT_MEJA_DELHI,NR/01102023/19072037/LT-05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06
20,04:45-05:00,0,0,48.5,44.33,14.81,0,0,0,0,16.17,0,0,0,57.77,0,100.81,31.3,5,0,96.77,24.19,22.97,2.42,9.24,21.77,163.3,0,0,0,17.5,0,0,0,0,22.97,273.62,6.07,171.9,7.96,70.54,0,44.33,15.66,0,0,16.16

21,05:00-05:15,0,0,67,52.67,14.61,0,0,0,0,22.33,0,0,0,57.77,0,53.22,31.3,4.85,0,96.77,24.19,22.97,2.42,9.24,21.77,163.3,0,0,0,17.5,0,0,0,0,22.97,273.62,6.07,170.81,7.96,70.54,0,52.67,15.34,0,0,22.34

22,05:15-05:30,0,0,66.5,52,14.41,0,0,0,0,22.17,0,0,0,57.77,0,53.22,31.3,4.85,0,96.77,24.19,22.97,2.42,9.24,21.77,163.3,0,0,0,17.5,0,0,0,0,22.97,273.62,6.07,170.81,7.96,70.54,0,52,15,0,0,22.16

23,05:30-05:45,0,0,54.5,38.33,11.61,0,0,0,0,18.17,0,0,0,57.77,0,53.22,31.3,4.85,0,96.77,24.19,22.97,2.42,9.24,21.77,163.3,0,0,0,17.5,0,0,0,0,22.97,273.62,6.07,170.93,7.96,70.54,0,38.33,14.66,0,0,18.16

24,05:45-06:00,0,0,53.5,38,11.2,0,0,0,0,17.83,0,0,0,57.77,0,53.22,31.3,4.85,0,96.77,24.19,22.97,2.42,9.24,21.77,163.3,0,0,0,17.5,0,0,0,0,22.97,273.62,6.07,170.93,7.96,70.54,0,38,14.34,0,0,17.84

25,06:00-06:15,0,0.11,52.5,37.67,11,0,1,0,0,17.5,1,0,1,87.29,0,86.03,31.3,4.62,0,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,0,0,22.97,273.62,5.91,247.32,7.96,115.66,9.9,37.67,14,8.14,1,17.5

26,06:15-06:30,0,2.17,51.5,37.33,10.8,0,1,1,0,17.17,2,0,4,87.29,0,86.03,31.3,4.62,0,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,0,0,22.97,273.62,5.91,247.32,7.96,70.54,17.42,37.33,13.66,14.32,5,17.16

27,06:30-06:45,0.18,5.69,59,41.67,10.4,0.9,3,3,2,19.67,5,3,7,86.41,0.41,86.03,31.29,4.62,0.42,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,0.41,0,22.97,273.62,5.91,227,7.96,70.54,23.98,41.67,19.34,19.73,10,19.66

28,06:45-07:00,0.91,9.41,58,41.33,10,4.56,6,4,3,19.33,8,6,14,67.37,0.74,86.03,31.29,4.62,0.76,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,0.74,0,22.97,273.62,5.91,178.62,7.96,70.54,33,41.33,18.34,27.43,18,19.34

29,07:00-07:15,2.23,13.8,57,41,10,11.18,9,5,5,19,10,9,21,57.77,1.25,53.22,31.29,4.23,1.28,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,1.25,0,22.97,273.62,5.91,170.93,7.96,70.54,31.25,41,18,31.25,30,19

30,07:15-07:30,4.08,19,56,40.67,10,20.43,13,7,8,18.67,15,13,32,57.77,1.96,53.22,31.29,4.23,2.01,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,1.96,0,22.97,273.62,5.91,170.93,7.96,70.54,32.33,40.67,17.66,32.33,32.34,18.66

31,07:30-07:45,7.01,24.77,40,31.67,10,35.03,18,8,11,13.33,17,17,42,57.77,2.83,53.22,31.29,4.23,2.89,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,2.83,0,22.97,273.62,5.91,170.93,7.96,70.54,32.67,31.67,10,32.67,32.66,13.34

32,07:45-08:00,10.38,32.33,40,31,10,51.89,22,11,14,13.33,23,20,53,57.77,3.49,53.22,31.29,4.23,3.57,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,3.49,0,22.97,232.25,5.91,170.93,7.96,70.54,33,31,10,33,33,13.34

33,08:00-08:15,11.64,39.36,40,30.67,10,58.2,28,14,18,13.33,30,23,67,57.77,4.46,53.22,31.29,4.23,4.56,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,4.46,0,22.97,193.54,5.68,170.93,7.96,70.54,33,30.67,10,33,33,13.34

34,08:15-08:30,15.04,45,40,30.33,10,75.18,34,18,21,13.33,37,28,81,57.77,5.51,53.22,31.3,4.23,5.64,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,5.51,0,22.97,174.19,5.68,170.93,7.96,70.54,33,30.33,10,33,33,13.34

35,08:30-08:45,18.25,50.42,40,30.33,10,91.24,40,21,24,13.33,45,36,95,57.77,6.5,53.22,31.3,4.23,6.67,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,6.5,0,22.97,150.49,5.68,170.93,7.96,70.54,33,30.33,10,33,33,13.34

36,08:45-09:00,21.51,55.8,40,30.33,10,107.57,46,25,27,13.33,51,42,109,57.77,7.53,53.22,31.3,4.23,7.72,96.77,24.19,22.97,2.42,9.14,21.77,0,0,0,0,17.5,0,0,7.53,0,22.97,150.49,5.68,170.93,7.96,70.54,33,30.33,10,33,33,13.34

37,09:00-09:15,29.1,62.22,24,30,8,145.52,52,28,30,8,58,52,123,57.77,8.42,53.22,31.3,4.01,8.63,96.77,24.19,22.97,2.42,9.06,21.77,0,0,0,0,24.78,0,0,8.42,0,22.97,193.54,5.68,170.93,7.96,64.51,33,30,6.66,33,33,8

38,09:15-09:30,32.21,69.66,23.5,29,8,161.08,58,32,33,7.83,66,57,137,57.77,9.32,53.22,31.3,4.01,9.55,96.77,24.19,22.97,2.42,9.06,21.77,0,0,0,0,24.78,0,0,9.32,0,22.97,232.25,5.68,170.93,7.96,64.51,33,29,6.66,33,33,7.84

39,09:30-09:45,35.28,74.67,23,28.33,8,176.4,63,34,37,7.67,70,66,147,57.77,10.21,53.22,30.28,4.77,10.47,96.77,24.19,18.73,2.42,9.06,21.77,0,0,0,0,24.78,0,0,10.21,0,18.73,273.62,5.68,170.93,7.96,64.51,33,28.33,6.66,33,33,7.66

40,09:45-10:00,38.13,76.92,22.5,26,8,190.68,67,36,39,7.5,76,73,158,57.77,11.35,53.22,30.28,4.77,11.62,96.77,24.19,18.73,2.42,9.06,21.77,0,0,0,0,24.78,0,0,11.35,0,18.73,273.62,5.68,170.93,7.96,64.51,33,26,6.66,33,33,7.5

41,10:00-10:15,40.63,81.91,21.5,18,8,203.15,70,38,41,7.17,79,79,165,57.77,11.97,53.22,29.78,4.62,12.26,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,11.97,0,16.67,273.62,5.68,170.93,7.96,64.51,33,18,6.66,33,33,7.16

42,10:15-10:30,42.92,90.09,21,18,8,214.63,73,40,42,7,83,83,172,57.77,13.08,53.22,30.28,4.62,13.41,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,13.08,0,16.67,273.62,5.68,170.93,7.96,64.51,33,18,6.66,33,33,7

43,10:30-10:45,44.77,95.71,21,18,8,223.83,76,41,44,7,86,87,179,57.77,13.57,53.22,29.26,4.62,13.91,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,13.57,0,16.67,273.62,5.68,170.93,7.96,64.51,33,18,6.66,33,33,7

44,10:45-11:00,46,98.15,21,18,8,230,79,43,45,7,90,89,186,57.77,14.51,53.22,29.26,4.62,14.87,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,14.51,0,16.67,273.62,5.68,170.93,7.96,64.51,33,18,6.66,33,33,7

45,11:00-11:15,46,101.86,21,18,9,230,81,44,45,7,91,90,189,57.77,14.76,53.22,29.26,4.46,15.14,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,14.76,0,16.67,273.62,6.23,171.9,7.96,64.51,33,18,6.66,33,33,7

46,11:15-11:30,46,107.19,21,17.67,10.4,230,82,44,46,7,93,91,193,57.77,15.13,53.22,29.26,4.46,15.51,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.23,171.9,7.96,64.51,33,17.67,6.66,33,33,7

47,11:30-11:45,46,107.95,21,17,7,230,82,45,46,7,93,91,193,57.77,15.13,53.22,29.26,4.93,15.51,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.23,171.9,7.96,64.51,33,17,6.66,33,33,7

48,11:45-12:00,46,104.27,21,16.33,7,230,82,45,46,7,93,91,193,57.77,15.13,53.22,29.26,4.93,15.51,96.77,24.19,16.67,2.42,9.06,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.23,171.9,7.96,64.51,33,16.33,6.66,33,33,7

49,12:00-12:15,46,107.78,21,16.33,7,230,81,45,46,7,93,91,189,57.77,15.13,82.25,29.77,5.08,15.51,96.77,24.19,16.67,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.62,171.9,7.96,64.51,33,16.33,6.66,33,33,7

50,12:15-12:30,46,110.27,21,16.33,7,230,81,45,46,7,93,91,189,57.77,15.13,100.81,29.77,5.08,15.51,96.77,24.19,16.67,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.62,171.9,7.96,64.51,33,16.33,6.66,33,33,7

51,12:30-12:45,46,108.12,21,16.33,7,230,81,43,46,7,90,91,189,57.77,15.13,100.81,31.29,5.08,15.51,96.77,24.19,16.67,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.62,171.9,7.96,64.51,33,16.33,6.66,33,33,7

52,12:45-13:00,46,101.31,21,16.33,7,230,81,43,46,7,89,91,189,57.77,15.13,100.81,31.29,5.08,15.51,96.77,24.19,16.67,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,16.67,273.62,6.62,171.9,7.96,64.51,33,16.33,6.66,33,33,7

53,13:00-13:15,46,96.73,21,16.33,7,230,81,43,46,7,89,91,189,57.77,15.13,100.81,31.29,5.24,15.51,96.77,24.19,0,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,0,273.62,6.62,171.9,7.96,64.51,33,16.33,6.66,33,33,7

54,13:15-13:30,46,94.31,21,16.33,7,230,81,42,46,7,89,91,189,57.77,15.13,100.81,31.29,5.24,15.51,96.77,24.19,0,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,0,273.62,6.62,171.9,7.96,64.51,33,16.33,7.34,33,33,7

55,13:30-13:45,46,88.72,21,16.33,7,230,81,41,44,7,87,90,189,76.73,15.13,100.81,31.29,5.24,15.51,96.77,24.19,9.17,2.42,8.96,21.77,0,0,0,0,24.78,0,0,15.13,0,0,232.25,6.62,227,7.96,64.51,33,16.33,7.66,33,33,7

56,13:45-14:00,46,87.72,21,17,7,230,72,41,43,7,85,89,168,76.73,14.86,100.81,31.29,5.24,15.23,96.77,24.19,9.17,2.42,8.96,21.77,0,0,0,0,24.78,0,0,14.86,0,0,193.54,6.62,227,7.96,64.51,33,17,8.34,33,33,7

57,14:00-14:15,46,84.38,21,23.33,7,230,72,39,42,7,81,85,167,76.73,14.68,100.81,31.29,5.39,15.04,96.77,24.19,9.17,2.42,9.14,21.77,0,0,0,0,24.78,0,0,14.68,0,9.17,150.49,7.01,227,3.99,64.51,33,23.33,8.66,33,33,7

58,14:15-14:30,43.76,79.38,21,23.67,7.6,218.82,68,38,41,7,80,83,159,76.73,14.17,100.81,31.29,5.39,14.53,96.77,24.19,9.17,2.42,9.14,21.77,0,0,0,0,24.78,0,0,14.17,0,9.17,193.54,7.01,227,3.99,64.51,33,23.67,9.34,33,33,7

59,14:30-14:45,42.55,74.91,21,25.67,17.41,212.76,66,35,39,7,73,82,154,76.73,13.79,100.81,31.29,5.39,14.14,96.77,24.19,9.17,2.42,9.14,21.77,0,0,0,0,24.78,0,0,13.79,0,9.17,232.25,7.01,227,3.99,64.51,33,25.67,10.34,33,33,7

60,14:45-15:00,40.52,70.85,21,28,17.61,202.61,63,33,37,7,70,78,147,76.73,13.14,100.81,31.29,5.39,13.47,96.77,24.19,9.17,2.42,9.14,21.77,0,0,0,0,24.78,0,0,13.14,0,9.17,273.62,7.01,227,3.99,64.51,33,28,11.34,33,33,7

61,15:00-15:15,37.88,67.86,21,28.67,30.01,189.43,58,30,35,7,64,71,137,76.73,12.23,100.81,31.29,5.39,12.54,96.77,24.19,9.17,2.42,9.43,21.77,0,0,0,0,24.78,0,0,12.23,0,9.17,273.62,5.84,262.73,3.99,64.51,33,28.67,8.34,33,33,7

62,15:15-15:30,35.43,63.29,22.5,31.33,34.41,177.13,54,27,33,7.5,57,67,126,76.73,11.34,100.81,30.78,5.39,11.61,96.77,24.19,9.17,2.42,9.43,21.77,0,0,0,0,24.78,0,0,11.34,0,9.17,273.62,5.84,262.73,3.99,64.51,33,31.33,9.66,33,33,7.5

63,15:30-15:45,32.59,57.99,25.5,35,39.02,162.95,49,25,30,8.5,53,65,116,76.73,10.43,100.81,30.28,5.39,10.7,96.77,24.19,9.17,2.42,9.43,21.77,0,0,0,0,24.78,0,0,10.43,0,9.17,273.62,5.84,262.73,3.99,64.51,33,35,11,33,33,8.5

64,15:45-16:00,29.53,51.84,29.5,40,40.02,147.68,45,23,28,9.83,47,59,105,76.73,9.53,100.81,30.28,5.39,9.77,96.77,24.19,9.17,2.42,9.43,21.77,0,0,0,0,24.78,0,0,9.53,0,9.17,273.62,5.84,262.73,3.99,64.51,33,40,12.66,33,33,9.84

65,16:00-16:15,26.95,44.61,32,44.33,32.01,134.73,40,18,24,10.67,39,54,95,87.29,8.46,100.81,30.28,5.78,8.68,96.77,24.19,9.17,2.42,9.7,21.77,0,0,0,0,24.78,0,0,8.46,0,9.17,273.62,5.84,262.73,3.99,64.51,33,44.33,13,33,33,10.66

66,16:15-16:30,24.03,36.72,36,49.33,33.21,120.15,36,16,20,12,32,49,84,87.29,7.61,100.81,30.28,5.78,7.8,96.77,24.19,9.17,2.42,9.7,21.77,0,0,0,0,24.78,0,0,7.61,0,9.17,273.62,5.84,262.73,3.99,64.51,33,49.33,14,33,33,12

67,16:30-16:45,20.57,28.84,38.5,52.67,34.41,102.83,30,11,17,12.83,24,39,70,87.29,6.7,100.81,30.28,5.78,6.88,96.77,24.19,17.98,2.42,8.86,21.77,0,0,0,0,24.78,0,0,6.7,0,17.98,273.62,5.84,262.73,3.99,64.51,33,52.67,15.34,33,33,12.84

68,16:45-17:00,17.1,21.21,42.5,56,35.81,85.51,24,10,14,14.17,20,33,56,87.29,5.71,100.81,30.28,5.78,5.85,96.77,24.19,17.98,2.42,8.86,21.77,0,0,0,0,24.78,0,0,5.71,0,17.98,273.62,5.84,262.73,3.99,64.51,33,56,16.34,33,33,14.16

69,17:00-17:15,13.94,14.45,48,59.67,24.41,69.71,18,8,11,16,17,27,42,87.29,4.76,100.81,30.28,5.62,4.87,96.77,24.19,0,2.42,8.96,21.77,0,0,0,0,24.78,0,0,4.76,0,0,273.62,6.23,262.73,3.99,64.51,33,59.67,17.34,33,30,16

70,17:15-17:30,10.87,9,52,62.67,25.01,54.37,13,7,8,17.33,15,22,32,87.29,3.88,100.81,29.26,5.62,3.97,96.77,24.19,0,2.42,8.96,21.77,0,0,0,0,24.78,0,0,3.88,0,0,273.62,6.23,262.73,3.99,64.51,33,62.67,18.66,33,17,17.34

71,17:30-17:45,7.89,5.38,55,55,29.01,39.44,7,6,7,18.33,14,18,18,67.74,2.96,91.41,29.26,5.62,3.03,96.77,24.19,18.98,2.42,8.96,21.77,0,0,0,0,24.78,0,0,2.96,0,18.98,273.62,6.23,220.64,3.99,64.51,25.78,55,18.34,26.18,7,18.34

72,17:45-18:00,5.07,3.16,59.5,55.67,31.01,25.38,3,5,5,19.83,11,15,7,67.74,2.13,91.41,29.26,5.62,2.19,96.77,24.19,18.98,2.42,8.96,21.77,0,0,0,0,24.78,0,0,2.13,0,18.98,273.62,6.23,220.64,3.99,116.05,17.42,55.67,18.34,17.69,1,19.84

73,18:00-18:15,3.11,1.11,60.5,61.67,20.41,15.58,1,3,3,20.17,7,12,4,67.74,1.62,91.41,29.26,5.62,1.66,96.77,24.19,0,2.42,9.06,21.77,0,33.87,193.54,0,24.78,0,10.64,1.62,0,0,273.62,6.23,220.64,3.99,93.86,0,61.67,18.34,0,0,20.16

74,18:15-18:30,1.5,0,63,60.67,20.81,7.49,0,2,2,21,3,8,1,67.74,1.16,91.41,29.26,5.62,1.18,96.77,24.19,0,2.42,9.06,21.77,0,33.87,193.54,0,24.78,0,10.64,1.16,0,0,273.62,6.23,220.64,3.99,102.39,0,60.67,19,0,0,21

75,18:30-18:45,0.47,0,64.5,59.33,21.21,2.33,0,1,0,21.5,1,6,0,67.74,0.58,91.41,29.26,5.62,0.6,96.77,24.19,31.13,2.42,9.06,21.77,0,33.87,193.54,0,24.78,0,10.64,0.58,0,0,273.62,6.23,220.64,3.99,110.92,0,59.33,19.34,0,0,21.5

76,18:45-19:00,0.08,0,65.5,59,21.81,0.42,0,0,0,21.83,0,4,0,67.74,0.21,91.41,29.26,5.62,0.22,96.77,24.19,31.13,2.42,9.06,21.77,0,33.87,193.54,0,24.78,0,10.64,0.21,0,0,273.62,6.23,220.64,3.99,115.66,0,59,19.66,0,0,21.84

77,19:00-19:15,0.06,0,62.5,58.67,17.01,0.31,0,0,0,20.83,0,2,0,67.74,0,91.41,29.26,5.39,0,96.77,24.19,31.13,2.42,9.88,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,0,273.62,6.39,220.64,3.99,115.66,0,58.67,20,0,0,20.84

78,19:15-19:30,0,0,60,58.33,17.61,0,0,0,0,20,0,0,0,67.74,0,91.41,29.26,5.39,0,96.77,24.19,31.13,2.42,9.88,21.77,0,33.87,193.54,0,24.78,0,10.64,0,0,0,273.62,6.39,220.64,3.99,115.66,0,58.33,20.34,0,0,20

