Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
05:30 - 05:45,-97.00,-45.00,10.59,-94.00,0.00,0.00,14.45
05:45 - 06:00,-99.00,-69.00,10.88,-94.00,0.00,0.00,-49.00
06:00 - 06:15,0.00,6.74,11.56,-93.00,0.00,0.00,45.26
06:15 - 06:30,0.00,-26.00,12.33,-95.00,0.00,0.00,-33.00
06:30 - 06:45,-80.00,-16.00,12.52,-94.00,0.00,0.00,-2.00
06:45 - 07:00,0.96,19.26,13.00,-93.00,0.00,0.00,-6.00
07:00 - 07:15,-47.00,-25.00,13.00,-91.00,0.00,0.00,-43.00
07:15 - 07:30,-52.00,-95.00,13.29,-91.00,0.00,0.00,-35.00
07:30 - 07:45,-109.00,-77.00,13.29,-90.00,0.00,0.00,-5.00
07:45 - 08:00,-102.00,-89.00,13.48,-90.00,0.00,0.00,-130.00
08:00 - 08:15,-149.00,-126.00,7.70,-88.00,0.00,0.00,-91.00
08:15 - 08:30,-141.00,-125.00,8.19,-89.00,0.00,0.00,-98.00
08:30 - 08:45,-136.00,-60.00,1.93,-88.00,0.00,0.00,-82.00
08:45 - 09:00,-131.00,-45.00,1.93,-88.00,0.00,0.00,-75.00
09:00 - 09:15,-105.00,-36.00,0.00,-91.00,0.00,0.00,-48.00
09:15 - 09:30,-103.00,-20.00,0.00,-92.00,0.00,0.00,-47.00
09:30 - 09:45,-80.00,-13.00,0.00,-92.00,0.10,0.00,-4.00
09:45 - 10:00,-52.00,0.00,0.00,-92.00,0.00,0.00,30.82
10:00 - 10:15,-99.00,-22.00,0.00,-93.00,0.00,0.00,38.52
10:15 - 10:30,-97.00,-32.00,0.00,-95.00,0.00,0.00,52.97
10:30 - 10:45,-133.00,-71.00,0.00,-94.00,0.00,0.00,0.00
10:45 - 11:00,-126.00,-80.00,0.00,-90.00,0.00,0.00,-30.00
11:00 - 11:15,-138.00,-93.00,0.00,-80.00,0.00,0.00,0.00
11:15 - 11:30,-140.00,-79.00,0.00,-74.00,0.00,0.00,0.00
11:30 - 11:45,-127.00,-76.00,0.00,-45.00,0.00,0.00,48.15
11:45 - 12:00,-123.00,-92.00,0.00,-44.00,0.00,0.00,52.97
12:00 - 12:15,-12.00,-87.00,0.48,-40.00,0.00,0.00,67.41
12:15 - 12:30,17.33,-87.00,0.48,-39.00,0.00,0.00,57.79
12:30 - 12:45,0.00,-77.00,0.48,-37.00,0.00,0.00,57.78
12:45 - 13:00,-23.00,-89.00,0.48,-37.00,0.00,0.00,48.15
13:00 - 13:15,-69.00,-95.00,0.48,-35.00,0.00,0.00,19.26
13:15 - 13:30,-56.00,-93.00,0.48,-38.00,0.00,0.00,0.00
13:30 - 13:45,-27.00,-77.00,0.96,-38.00,0.00,0.00,48.15
13:45 - 14:00,-25.00,-63.00,0.96,-40.00,0.00,0.00,101.12
14:00 - 14:15,0.00,-65.00,2.89,-43.00,0.00,0.00,19.26
14:15 - 14:30,0.00,-62.00,2.89,-44.00,0.10,0.00,62.59
14:30 - 14:45,48.15,-50.00,2.89,-45.00,0.00,0.00,77.04
14:45 - 15:00,50.08,26.00,2.89,-44.00,0.10,0.00,62.59
15:00 - 15:15,0.00,87.63,5.78,-66.00,0.00,0.00,43.34
15:15 - 15:30,0.00,88.59,5.78,-66.00,0.00,0.00,43.34
15:30 - 15:45,42.37,19.26,5.78,-66.00,0.00,0.00,48.15
15:45 - 16:00,57.77,9.63,5.78,-72.00,0.00,0.00,14.45
16:00 - 16:15,45.26,19.26,8.67,-73.00,0.00,0.00,0.00
16:15 - 16:30,16.37,26.96,8.67,-73.00,0.00,0.00,9.63
16:30 - 16:45,-92.00,33.70,8.67,-77.00,0.00,0.00,28.89
16:45 - 17:00,-82.00,33.70,8.67,-83.00,0.00,0.00,33.71
17:00 - 17:15,-36.00,9.63,14.45,-45.00,0.00,0.00,82.81
17:15 - 17:30,-16.00,0.00,14.45,-52.00,0.00,0.00,143.48
17:30 - 17:45,-32.00,-25.00,15.41,-59.00,0.00,0.00,64.52
17:45 - 18:00,-29.00,-16.00,15.41,-65.00,0.00,0.00,56.82
18:00 - 18:15,-120.00,-15.00,16.37,-73.00,0.00,0.00,-30.00
18:15 - 18:30,-169.00,0.00,16.37,-82.00,0.00,0.00,-20.00
18:30 - 18:45,128.08,16.37,16.37,-91.00,0.00,0.00,81.86
18:45 - 19:00,18.30,26.96,16.85,-85.00,0.00,0.00,98.23
19:00 - 19:15,-56.00,25.69,10.46,-76.00,0.84,-25.00,33.46
19:15 - 19:30,-101.00,19.34,8.48,-78.00,1.14,-25.00,23.58
19:30 - 19:45,-137.00,23.15,6.94,-80.00,1.93,-25.00,79.88
19:45 - 20:00,-130.00,21.37,6.41,-82.00,2.06,-25.00,65.88
20:00 - 20:15,-152.00,4.85,5.83,-64.00,2.82,-23.00,-9.00
20:15 - 20:30,-139.00,3.58,5.86,-68.00,3.23,-23.00,-8.00
20:30 - 20:45,-94.00,76.73,6.01,-59.00,2.00,0.00,0.00
20:45 - 21:00,-95.00,75.34,5.89,-61.00,1.94,0.00,0.00
21:00 - 21:15,-74.00,127.49,7.17,-64.00,2.07,0.00,-27.00
21:15 - 21:30,-115.00,120.22,7.46,-69.00,1.74,0.00,-32.00
21:30 - 21:45,-56.00,69.35,8.92,-69.00,1.64,0.00,-12.00
21:45 - 22:00,-55.00,78.88,8.41,-70.00,1.59,0.00,-15.00
22:00 - 22:15,-51.00,51.18,7.38,-72.00,0.91,0.00,0.00
22:15 - 22:30,-41.00,62.56,7.22,-70.00,0.56,0.00,2.41
22:30 - 22:45,-21.00,200.41,8.18,-66.00,0.87,0.00,4.55
22:45 - 23:00,-32.00,195.12,7.72,-66.00,1.59,0.00,25.73
23:00 - 23:15,-38.00,294.72,10.73,-64.00,3.09,0.00,88.36
23:15 - 23:30,-26.00,280.11,10.90,-64.00,2.63,0.00,89.74
23:30 - 23:45,-65.00,109.57,10.96,-61.00,1.03,0.00,14.38
23:45 - 24:00,-60.00,117.19,11.94,-61.00,0.60,0.00,11.20
