Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
07:00 - 07:15,0.00,0.00,-2.20,12.50,0.00,-30.00
07:15 - 07:30,-23.00,-20.00,-2.20,12.21,0.00,-40.00
07:30 - 07:45,-60.00,-40.00,-2.20,12.50,0.00,-50.00
07:45 - 08:00,-37.00,-15.00,-2.20,11.54,0.00,-60.00
08:00 - 08:15,-47.00,0.00,-2.20,10.87,0.00,-45.00
08:15 - 08:30,-27.00,0.00,-2.20,10.10,0.00,-35.00
08:30 - 08:45,0.00,-20.00,-2.20,17.31,0.00,38.47
08:45 - 09:00,0.00,-28.00,-2.20,16.35,0.00,4.81
09:00 - 09:15,-78.00,-30.00,-1.50,12.50,0.00,96.17
09:15 - 09:30,-57.00,-15.00,-1.50,12.11,0.00,9.62
09:30 - 09:45,7.69,-20.00,-1.50,11.74,0.00,0.00
09:45 - 10:00,-7.00,-20.00,-1.50,11.54,0.00,0.00
10:00 - 10:15,0.00,-40.00,-1.50,10.29,0.00,-7.00
10:15 - 10:30,-9.00,-45.00,-1.50,9.62,0.00,43.27
10:30 - 10:45,18.27,-48.00,-1.50,8.66,0.00,57.70
10:45 - 11:00,12.50,-48.00,-1.50,7.89,0.00,57.70
11:00 - 11:15,14.43,17.31,-1.50,9.33,0.00,43.27
11:15 - 11:30,0.00,17.31,-1.50,9.14,0.00,62.51
11:30 - 11:45,89.43,0.00,-1.50,10.58,0.00,76.94
11:45 - 12:00,97.13,0.00,-1.50,10.58,0.00,86.55
12:00 - 12:15,102.89,-12.00,-1.50,9.62,0.00,76.94
12:15 - 12:30,97.13,-11.00,-1.50,9.62,0.00,86.55
12:30 - 12:45,55.79,-12.00,-1.50,7.69,0.00,52.89
12:45 - 13:00,45.20,-21.00,-1.50,7.69,0.00,52.90
13:00 - 13:15,0.00,-26.00,-1.50,7.69,0.00,19.24
13:15 - 13:30,0.00,-26.00,-1.50,7.69,0.00,19.24
13:30 - 13:45,-21.00,-31.00,-1.50,7.69,0.00,9.62
13:45 - 14:00,-36.00,-33.00,-1.50,7.69,0.00,4.81
14:00 - 14:15,0.00,-53.00,-1.50,9.62,0.00,28.85
14:15 - 14:30,0.00,-49.00,-1.50,9.62,0.00,33.66
14:30 - 14:45,-19.00,-42.00,-1.50,8.66,0.00,38.46
14:45 - 15:00,-20.00,-35.00,-1.50,8.66,0.00,-30.00
15:00 - 15:15,-16.00,-16.00,-1.50,8.66,0.00,-35.00
15:15 - 15:30,20.19,-6.00,-1.50,8.66,0.00,-30.00
15:30 - 15:45,48.08,-15.00,-1.50,9.62,0.00,-20.00
15:45 - 16:00,24.04,0.00,-1.50,9.62,0.00,-5.00
16:00 - 16:15,16.34,-20.00,-1.50,11.54,0.00,14.43
16:15 - 16:30,19.23,-19.00,-1.50,11.54,0.00,14.43
16:30 - 16:45,-41.00,-26.00,-1.50,11.54,0.00,-140.00
16:45 - 17:00,-42.00,-38.00,-1.50,11.54,0.00,-145.00
17:00 - 17:15,-37.00,-48.00,-1.50,9.62,0.00,-329.00
17:15 - 17:30,13.46,-20.00,-1.50,9.62,0.00,-433.00
17:30 - 17:45,0.00,0.00,-1.50,10.58,0.00,-476.00
17:45 - 18:00,13.46,0.00,-1.50,10.58,0.00,-459.00
18:00 - 18:15,32.70,22.12,-1.50,11.54,3.46,-174.00
18:15 - 18:30,34.62,31.74,-1.50,12.50,1.92,-123.00
18:30 - 18:45,91.37,17.31,-1.50,12.50,1.63,-145.00
18:45 - 19:00,38.47,4.81,-1.50,12.50,0.19,-286.00
19:00 - 19:15,18.27,25.97,-1.50,12.50,0.00,-82.00
19:15 - 19:30,29.81,27.89,-1.50,12.50,0.00,-78.00
19:30 - 19:45,75.01,29.81,-1.50,15.10,0.00,-57.00
19:45 - 20:00,75.02,30.77,-1.50,15.00,0.00,-32.00
20:00 - 20:15,57.70,0.00,-1.50,15.58,0.00,-46.00
20:15 - 20:30,55.78,0.00,-1.50,15.19,0.00,-49.00
20:30 - 20:45,56.74,0.00,-1.50,15.10,0.00,0.96
20:45 - 21:00,58.66,0.00,-1.50,14.62,0.00,1.92
21:00 - 21:15,50.01,0.00,-1.50,13.94,0.00,-38.00
21:15 - 21:30,50.01,0.00,-1.50,13.27,0.00,23.08
21:30 - 21:45,24.05,-20.00,-1.50,12.50,0.00,18.27
21:45 - 22:00,23.07,-22.00,-1.50,11.93,0.00,16.35
22:00 - 22:15,24.04,23.08,-2.20,14.91,0.00,-7.00
22:15 - 22:30,35.59,24.04,-2.20,14.23,0.00,12.50
22:30 - 22:45,62.51,17.31,-2.20,13.66,0.00,50.01
22:45 - 23:00,48.08,14.43,-2.20,12.98,0.00,28.85
23:00 - 23:15,38.46,14.43,-2.20,12.31,0.00,-9.00
23:15 - 23:30,42.31,4.81,-2.20,11.64,0.00,-15.00
23:30 - 23:45,98.10,0.00,-2.20,10.96,0.00,-15.00
23:45 - 24:00,159.64,0.00,-2.20,10.39,0.00,-17.00
