Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
19:30 - 19:45,111.57,53.86,-0.30,16.35,2.40,9.62
19:45 - 20:00,51.93,30.78,-0.30,16.35,0.00,9.62
20:00 - 20:15,78.87,45.20,-0.30,15.97,0.00,30.78
20:15 - 20:30,70.21,34.62,-0.30,15.97,0.00,24.05
20:30 - 20:45,70.20,25.97,-0.30,15.97,0.00,24.05
20:45 - 21:00,73.09,8.66,-0.30,15.87,0.00,27.89
21:00 - 21:15,37.51,21.16,-0.30,15.39,0.00,-51.00
21:15 - 21:30,16.34,14.43,-0.30,14.43,0.00,-4.00
21:30 - 21:45,-10.00,25.97,-0.30,14.43,0.00,6.73
21:45 - 22:00,-11.00,22.12,-0.30,12.50,0.00,4.81
22:00 - 22:15,23.08,14.43,-1.00,13.47,0.00,22.12
22:15 - 22:30,24.04,21.16,-1.00,12.50,0.00,19.24
22:30 - 22:45,10.58,32.70,-1.00,11.06,0.00,-6.00
22:45 - 23:00,34.62,36.55,-1.00,10.58,0.00,14.43
23:00 - 23:15,30.78,54.82,-1.00,8.66,0.00,-2.00
23:15 - 23:30,22.12,50.02,-1.00,7.69,0.00,28.85
23:30 - 23:45,64.44,33.66,-1.00,5.77,0.00,30.78
23:45 - 24:00,85.60,33.66,-1.00,5.00,0.00,9.62
