Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
18:45 - 19:00,150.35,177.34,8.00,-46.00,0.00,46.26
19:00 - 19:15,95.42,124.33,10.31,-56.00,0.00,194.69
19:15 - 19:30,28.91,82.89,10.31,-56.00,0.00,127.23
19:30 - 19:45,143.61,77.10,10.31,-70.00,0.00,207.22
19:45 - 20:00,155.17,77.10,10.31,-76.00,0.00,221.68
20:00 - 20:15,96.38,33.73,10.31,-74.00,0.00,168.67
20:15 - 20:30,75.18,28.91,10.31,-75.00,0.00,168.67
20:30 - 20:45,57.83,-40.00,10.31,-80.00,-7.80,163.85
20:45 - 21:00,85.78,-40.00,10.31,-79.00,-7.80,144.57
21:00 - 21:15,104.32,-108.00,10.05,-76.00,-22.50,150.38
21:15 - 21:30,126.22,-99.00,9.19,-71.00,-22.50,128.79
21:30 - 21:45,100.59,-110.00,10.16,-70.00,-22.50,113.88
21:45 - 22:00,126.26,-100.00,10.31,-75.00,-22.50,115.66
22:00 - 22:15,132.04,-94.00,11.57,-74.00,0.00,53.97
22:15 - 22:30,159.99,-82.00,11.57,-76.00,0.00,45.30
22:30 - 22:45,125.29,-78.00,11.28,-75.00,0.00,57.83
22:45 - 23:00,133.96,-59.00,11.28,-71.00,0.00,48.19
23:00 - 23:15,126.26,-64.00,11.28,-73.00,0.00,43.37
23:15 - 23:30,69.39,-117.00,11.28,-75.00,0.00,28.91
23:30 - 23:45,53.96,-118.00,11.28,-74.00,0.00,24.10
23:45 - 24:00,106.01,-98.00,11.28,-75.00,0.00,19.28
