Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
07:15 - 07:30,-308.00,-18.00,-0.50,20.29,-16.00,0.00,0.00,-130.00
07:30 - 07:45,-295.00,-40.00,-0.50,21.25,-18.00,0.00,0.00,-187.00
07:45 - 08:00,-331.00,-65.00,-0.50,22.22,-18.00,0.00,0.00,-210.00
08:00 - 08:15,-365.00,-166.00,-0.50,17.39,-18.00,0.00,0.00,-220.00
08:15 - 08:30,-369.00,-172.00,-0.50,18.35,-18.00,0.00,0.00,-220.00
08:30 - 08:45,-400.00,-171.00,-0.50,19.32,-19.00,0.00,0.00,-225.00
08:45 - 09:00,-412.00,-183.00,-0.50,19.32,-28.00,0.00,0.00,-260.00
09:00 - 09:15,-424.00,-117.00,-0.50,13.52,-134.00,0.00,0.00,-245.00
09:15 - 09:30,-390.00,-97.00,-0.50,14.49,-118.00,0.00,0.00,-185.00
09:30 - 09:45,-337.00,-80.00,-0.50,14.49,-102.00,0.00,0.00,-200.00
09:45 - 10:00,-317.00,-63.00,-0.50,15.46,-92.00,0.00,0.00,-170.00
10:00 - 10:15,-288.00,-41.00,-0.50,14.49,-83.00,0.00,0.00,-140.00
10:15 - 10:30,-268.00,-28.00,-0.50,15.46,-75.00,0.00,0.00,-140.00
10:30 - 10:45,-268.00,-38.00,-0.50,15.46,-70.00,0.00,0.00,-110.00
10:45 - 11:00,-242.00,-20.00,-0.50,15.46,-68.00,0.00,0.00,-105.00
11:00 - 11:15,-244.00,17.38,0.00,15.46,-64.00,0.00,0.00,-75.00
11:15 - 11:30,-232.00,54.09,-0.50,15.46,-62.00,0.00,0.00,-80.00
11:30 - 11:45,-222.00,48.30,-0.50,10.63,-59.00,0.00,0.00,-70.00
11:45 - 12:00,-206.00,34.77,-0.50,10.63,-58.00,0.00,0.00,-75.00
12:00 - 12:15,-196.00,14.49,-0.50,10.63,-58.00,0.00,0.00,-90.00
12:15 - 12:30,-181.00,9.66,-0.50,10.63,-57.00,0.00,0.00,-95.00
12:30 - 12:45,-135.00,44.44,-0.50,8.69,-57.00,0.00,0.00,-90.00
12:45 - 13:00,-123.00,27.05,-0.50,8.69,-55.00,0.00,0.00,-90.00
13:00 - 13:15,-200.00,0.00,-0.50,8.69,-54.00,0.00,0.00,-105.00
13:15 - 13:30,-263.00,0.00,-0.50,8.69,-54.00,0.00,0.00,-130.00
13:30 - 13:45,-304.00,0.00,-0.50,8.69,-56.00,0.00,0.00,-100.00
13:45 - 14:00,-277.00,0.00,-0.50,8.69,-58.00,0.10,0.00,-100.00
14:00 - 14:15,-158.00,0.00,-0.50,10.63,-57.00,0.00,0.00,-120.00
14:15 - 14:30,-95.00,0.00,-0.50,10.63,-56.00,0.00,0.00,-105.00
14:30 - 14:45,-7.00,-23.00,-0.50,11.59,-38.00,0.00,0.00,-120.00
14:45 - 15:00,43.47,-18.00,-0.50,11.59,-38.00,0.00,0.00,-130.00
15:00 - 15:15,2.90,0.00,-0.50,14.49,-34.00,0.00,0.00,-195.00
15:15 - 15:30,25.12,0.00,-0.50,14.49,-34.00,0.00,0.00,-200.00
15:30 - 15:45,31.88,0.00,-0.50,14.49,-38.00,0.00,0.00,-70.00
15:45 - 16:00,16.42,0.00,-0.50,14.49,-39.00,0.00,0.00,-65.00
16:00 - 16:15,-32.00,-45.00,-0.50,17.39,-36.00,0.00,0.00,-70.00
16:15 - 16:30,-52.00,-38.00,-0.50,17.39,-40.00,0.00,0.00,-60.00
16:30 - 16:45,-73.00,-34.00,-0.50,17.39,-44.00,0.00,0.00,-68.00
16:45 - 17:00,-77.00,-28.00,-0.50,17.39,-51.00,0.00,0.00,-58.00
17:00 - 17:15,-19.00,19.32,-0.50,22.22,-4.00,0.77,0.00,-45.00
17:15 - 17:30,-9.00,38.64,-0.50,21.25,-17.00,0.00,0.00,-35.00
17:30 - 17:45,0.00,21.25,-0.50,21.25,-29.00,0.00,0.00,-30.00
17:45 - 18:00,0.00,0.00,-0.50,21.25,-43.00,0.00,0.00,-50.00
18:00 - 18:15,27.04,21.25,-0.06,20.29,-58.00,0.10,0.00,-70.00
18:15 - 18:30,0.00,16.42,-0.50,20.29,-70.00,0.00,0.00,-85.00
18:30 - 18:45,0.00,-11.00,-0.50,20.29,-61.00,0.00,0.00,24.15
18:45 - 19:00,-25.00,-54.00,-0.50,20.29,-56.00,0.00,0.00,-2.00
19:00 - 19:15,0.00,30.91,-0.50,20.29,-85.00,0.00,0.00,-20.00
19:15 - 19:30,93.70,52.16,-0.50,20.29,-74.00,0.10,0.00,-25.00
19:30 - 19:45,-12.00,-34.00,-0.50,17.38,-75.00,0.00,0.00,10.63
19:45 - 20:00,-58.00,-41.00,-0.50,17.39,-75.00,0.00,0.00,9.66
20:00 - 20:15,-58.00,-59.00,-0.50,17.39,-75.00,0.00,0.00,-5.00
20:15 - 20:30,-59.00,-55.00,-0.50,17.39,-75.00,0.00,0.00,-25.00
20:30 - 20:45,-135.00,-49.00,-0.50,17.38,-75.00,0.10,0.00,-96.00
20:45 - 21:00,-61.00,-47.00,-0.50,17.38,-74.00,0.10,0.00,-122.00
21:00 - 21:15,0.00,-154.00,-0.50,17.39,-75.00,0.00,0.00,-84.00
21:15 - 21:30,-10.00,-157.00,-0.50,17.39,-73.00,0.00,0.00,-115.00
21:30 - 21:45,8.69,-97.00,-0.50,17.39,-60.00,0.10,0.00,-208.00
21:45 - 22:00,7.73,-81.00,-0.50,17.39,-60.00,0.19,0.00,-219.00
22:00 - 22:15,34.77,-30.00,-0.50,15.46,-60.00,0.00,0.00,-260.00
22:15 - 22:30,34.78,-79.00,-0.50,15.46,-60.00,0.19,-22.00,-265.00
22:30 - 22:45,24.96,20.34,-0.50,14.79,-60.00,0.93,-22.00,-292.00
22:45 - 23:00,-16.00,29.94,-0.50,15.46,-60.00,0.87,-22.00,-266.00
23:00 - 23:15,-43.00,-32.00,-0.50,15.45,-60.00,0.68,-14.20,-284.00
23:15 - 23:30,-16.00,-26.00,-0.50,15.46,-60.00,0.48,-14.20,-273.00
23:30 - 23:45,-73.00,-30.00,-0.50,14.49,-60.00,0.19,-14.20,-260.00
23:45 - 24:00,-96.00,-36.00,-0.50,14.49,-60.00,0.00,0.00,-280.00
