Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
16:30 - 16:45,145.89,76.78,17.28,0.00,47.99
16:45 - 17:00,153.56,84.46,18.24,0.00,57.59
17:00 - 17:15,89.26,29.75,8.64,0.00,57.59
17:15 - 17:30,67.18,47.99,6.72,0.00,67.19
17:30 - 17:45,31.67,70.06,4.80,-15.00,62.39
17:45 - 18:00,-18.00,27.83,3.84,-27.00,71.99
18:00 - 18:15,-60.00,-23.00,2.88,-39.00,0.00
18:15 - 18:30,95.98,0.00,3.84,-50.00,-40.00
18:30 - 18:45,66.23,73.90,5.76,-36.00,86.38
18:45 - 19:00,14.40,107.50,7.20,-39.00,110.37
19:00 - 19:15,49.55,3.49,3.67,-51.00,54.10
19:15 - 19:30,52.64,7.32,3.10,-51.00,47.87
19:30 - 19:45,52.37,11.10,1.22,-52.00,83.20
19:45 - 20:00,58.91,12.72,1.16,-53.00,84.77
20:00 - 20:15,50.45,8.59,0.47,-54.00,46.87
20:15 - 20:30,62.46,9.99,0.55,-56.00,59.06
20:30 - 20:45,52.17,4.78,0.38,-56.00,19.11
20:45 - 21:00,49.23,4.47,0.36,-53.00,14.92
21:00 - 21:15,67.79,6.31,0.35,-54.00,17.19
21:15 - 21:30,63.28,5.62,0.34,-54.00,19.70
21:30 - 21:45,54.05,1.45,0.35,-56.00,8.69
21:45 - 22:00,57.17,4.55,0.36,-58.00,12.14
22:00 - 22:15,21.69,6.23,0.25,0.00,4.45
22:15 - 22:30,22.19,8.44,0.24,0.00,4.43
22:30 - 22:45,11.98,11.24,0.29,0.00,17.98
22:45 - 23:00,5.23,13.07,0.34,0.00,18.30
23:00 - 23:15,26.47,0.00,0.69,0.00,23.81
23:15 - 23:30,27.64,0.00,0.67,0.00,14.04
23:30 - 23:45,97.28,3.40,2.04,0.00,-13.00
23:45 - 24:00,65.94,3.79,2.27,0.00,28.42
