Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
10:15 - 10:30,63.50,9.62,23.09,0.00,0.00,52.92
10:30 - 10:45,49.07,-12.00,20.20,0.00,0.00,28.86
10:45 - 11:00,54.84,-19.00,18.76,0.00,0.00,24.05
11:00 - 11:15,70.24,14.43,17.80,0.00,0.00,33.67
11:15 - 11:30,71.19,0.00,16.36,0.00,0.00,33.67
11:30 - 11:45,98.14,-44.00,14.91,0.00,0.00,24.05
11:45 - 12:00,96.21,-50.00,13.47,0.00,0.00,24.05
12:00 - 12:15,152.97,-21.00,12.51,0.00,0.00,19.24
12:15 - 12:30,155.86,-21.00,12.51,0.00,0.00,19.24
12:30 - 12:45,223.20,31.75,10.10,0.00,0.00,52.92
12:45 - 13:00,224.16,35.60,9.62,0.00,0.00,57.73
13:00 - 13:15,186.65,32.71,18.28,0.00,0.00,62.54
13:15 - 13:30,193.37,29.83,18.28,0.00,0.00,57.73
13:30 - 13:45,142.39,65.42,18.28,0.00,0.00,91.40
13:45 - 14:00,168.37,72.16,18.28,0.00,0.00,105.83
14:00 - 14:15,188.57,85.63,18.28,0.00,0.00,86.59
14:15 - 14:30,216.47,108.72,18.28,0.00,0.00,67.35
14:30 - 14:45,177.03,128.92,18.28,0.00,0.00,53.88
14:45 - 15:00,169.33,142.39,18.28,0.00,0.00,53.88
15:00 - 15:15,220.32,149.13,16.36,0.00,0.00,38.48
15:15 - 15:30,229.94,158.75,16.36,0.00,0.00,33.67
15:30 - 15:45,168.36,159.71,16.36,0.00,0.00,8.66
15:45 - 16:00,169.32,159.71,16.36,0.00,0.00,-1.00
16:00 - 16:15,175.11,152.01,15.39,0.00,0.00,-15.00
16:15 - 16:30,193.39,165.48,15.39,0.00,0.00,-25.00
16:30 - 16:45,186.65,158.75,14.43,0.00,0.00,-20.00
16:45 - 17:00,213.59,170.29,15.39,0.00,0.00,-8.00
17:00 - 17:15,292.48,220.32,6.73,0.00,0.00,4.81
17:15 - 17:30,241.49,231.87,5.77,-14.00,0.00,19.24
17:30 - 17:45,241.49,134.69,4.81,-23.00,0.00,0.00
17:45 - 18:00,189.54,129.88,3.85,-35.00,0.00,19.24
18:00 - 18:15,167.40,57.73,3.85,-47.00,0.00,7.70
18:15 - 18:30,111.61,0.00,6.73,-57.00,0.00,75.04
18:30 - 18:45,168.37,48.11,8.66,-67.00,0.00,43.29
18:45 - 19:00,127.85,45.66,10.04,-43.00,0.00,-40.00
19:00 - 19:15,73.71,39.70,7.94,-39.00,0.00,0.00
19:15 - 19:30,68.59,38.42,7.69,-12.00,0.00,-60.00
19:30 - 19:45,88.83,51.65,7.24,-13.00,0.91,-90.00
19:45 - 20:00,98.83,48.91,7.56,-13.00,0.96,-120.00
20:00 - 20:15,146.44,0.00,9.47,-14.00,1.39,-132.00
20:15 - 20:30,152.62,0.00,9.78,-15.00,1.43,-136.00
20:30 - 20:45,125.91,-26.00,14.39,-16.00,0.72,-155.00
20:45 - 21:00,147.21,-23.00,15.39,-14.00,0.48,-167.00
21:00 - 21:15,102.94,-75.00,15.39,-23.00,0.10,-220.00
21:15 - 21:30,104.87,-65.00,15.39,-26.00,0.00,-195.00
21:30 - 21:45,166.45,-60.00,15.39,-30.00,0.00,-137.00
21:45 - 22:00,171.26,-44.00,15.39,-32.00,0.00,-144.00
22:00 - 22:15,108.71,-10.00,12.51,-33.00,0.00,-105.00
22:15 - 22:30,120.26,0.00,12.51,-35.00,0.00,-44.00
22:30 - 22:45,65.42,0.00,12.51,0.00,0.00,4.81
22:45 - 23:00,88.51,7.70,12.51,0.00,0.00,24.05
23:00 - 23:15,99.09,0.00,11.55,0.00,0.10,33.67
23:15 - 23:30,100.05,0.00,11.55,0.00,0.00,81.78
23:30 - 23:45,144.32,0.00,10.58,0.00,0.00,96.21
23:45 - 24:00,-5.00,0.00,10.58,0.00,0.10,86.59
