Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
13:00 - 13:15,-133.00,70.62,7.74,-6.00,72.55
13:15 - 13:30,-140.00,71.58,7.74,-6.00,53.21
13:30 - 13:45,-191.00,70.62,7.74,-6.00,65.78
13:45 - 14:00,-182.00,81.26,7.74,-6.00,70.62
14:00 - 14:15,-140.00,104.47,7.74,0.00,90.94
14:15 - 14:30,-115.00,118.02,6.77,0.00,120.93
14:30 - 14:45,-97.00,145.12,5.80,0.00,81.26
14:45 - 15:00,-93.00,152.85,5.80,0.00,97.71
15:00 - 15:15,-81.00,159.62,6.77,0.00,130.60
15:15 - 15:30,-85.00,191.54,6.77,0.00,62.88
15:30 - 15:45,-61.00,194.45,6.77,0.00,101.58
15:45 - 16:00,-53.00,191.54,7.74,0.00,101.58
16:00 - 16:15,-39.00,219.59,2.42,0.00,94.81
16:15 - 16:30,-47.00,226.37,2.42,0.00,90.94
16:30 - 16:45,-20.00,215.73,1.74,-20.00,67.72
16:45 - 17:00,-9.00,221.53,1.16,-20.00,87.07
17:00 - 17:15,-32.00,233.14,5.80,0.00,38.70
17:15 - 17:30,-15.00,239.92,4.84,0.00,58.04
17:30 - 17:45,-48.00,205.09,3.87,0.00,48.37
17:45 - 18:00,-53.00,203.15,3.39,-22.00,33.86
18:00 - 18:15,14.51,153.82,2.90,-36.00,96.74
18:15 - 18:30,-14.00,126.74,1.93,-49.00,77.39
18:30 - 18:45,-41.00,65.79,1.93,-38.00,14.51
18:45 - 19:00,-64.00,58.05,1.93,-31.00,-10.00
19:00 - 19:15,-82.00,67.72,2.90,-67.00,-70.00
19:15 - 19:30,-81.00,128.67,2.90,-67.00,-80.00
19:30 - 19:45,-56.00,130.60,2.90,-70.00,-50.00
19:45 - 20:00,-21.00,131.57,2.90,-71.00,-50.00
20:00 - 20:15,-31.00,105.45,2.90,-69.00,-20.00
20:15 - 20:30,0.00,105.45,2.90,-68.00,-20.00
20:30 - 20:45,0.00,87.07,2.90,-66.00,-40.00
20:45 - 21:00,0.00,108.35,2.90,-65.00,-30.00
21:00 - 21:15,-15.00,83.20,2.90,-68.00,-70.00
21:15 - 21:30,-11.00,77.39,2.90,-67.00,-50.00
21:30 - 21:45,12.58,68.68,3.87,-63.00,-50.00
21:45 - 22:00,0.97,83.19,3.87,-68.00,-80.00
22:00 - 22:15,-11.00,64.82,3.87,-69.00,-60.00
22:15 - 22:30,-10.00,59.98,3.87,-70.00,-20.00
22:30 - 22:45,-15.00,75.46,3.87,-71.00,29.02
22:45 - 23:00,-1.00,73.52,3.87,-68.00,77.39
23:00 - 23:15,51.27,141.25,2.90,-65.00,106.41
23:15 - 23:30,55.14,141.25,2.90,-65.00,125.76
23:30 - 23:45,106.41,149.95,2.90,-60.00,96.74
23:45 - 24:00,43.53,146.08,2.90,-61.00,77.39
