Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
08:45 - 09:00,-55.00,71.22,-8.00,-44.00,0.00,9.63
09:00 - 09:15,-26.00,77.96,-1.00,-60.00,0.00,10.59
09:15 - 09:30,-29.00,75.07,-1.00,-51.00,0.00,32.73
09:30 - 09:45,-47.00,62.56,-2.00,-33.00,0.00,-2.00
09:45 - 10:00,-50.00,61.60,-2.00,-27.00,0.00,-5.00
10:00 - 10:15,-39.00,62.56,-2.00,-20.00,0.00,-25.00
10:15 - 10:30,-23.00,62.56,-2.20,-14.00,0.00,-30.00
10:30 - 10:45,-74.00,70.26,-1.00,-10.00,0.00,-30.00
10:45 - 11:00,-76.00,69.30,-1.00,-6.00,0.00,-30.00
11:00 - 11:15,-132.00,44.28,-1.00,-4.00,0.00,0.00
11:15 - 11:30,-148.00,47.16,-1.00,-5.00,0.00,0.00
11:30 - 11:45,-163.00,53.90,0.00,-8.00,0.00,0.00
11:45 - 12:00,-143.00,46.20,0.00,-8.00,0.00,0.00
12:00 - 12:15,-15.00,102.98,0.00,-8.00,0.00,9.63
12:15 - 12:30,-4.00,110.69,0.00,-8.00,0.00,14.44
12:30 - 12:45,10.59,128.01,0.00,-85.00,0.00,77.00
12:45 - 13:00,10.59,134.74,0.00,-83.00,0.00,86.63
13:00 - 13:15,106.84,152.07,2.89,-83.00,0.00,115.50
13:15 - 13:30,104.91,158.81,2.89,-76.00,0.00,144.38
13:30 - 13:45,53.90,108.76,3.18,-71.00,0.00,62.56
13:45 - 14:00,63.53,118.37,3.18,-76.00,0.00,67.38
14:00 - 14:15,115.50,155.93,6.06,-81.00,0.00,-57.00
14:15 - 14:30,116.47,100.10,6.06,-83.00,0.00,-32.00
14:30 - 14:45,146.30,122.24,4.62,-82.00,0.00,0.00
14:45 - 15:00,154.96,123.20,4.43,-81.00,0.00,24.06
15:00 - 15:15,245.44,127.05,4.52,-61.00,0.00,105.88
15:15 - 15:30,242.55,126.09,4.04,-61.00,0.00,110.69
15:30 - 15:45,49.09,68.34,4.62,-62.00,0.67,90.47
15:45 - 16:00,38.50,66.41,5.39,-65.00,0.00,102.99
16:00 - 16:15,-50.00,81.81,0.00,-67.00,0.00,19.25
16:15 - 16:30,-36.00,80.85,0.00,-70.00,0.00,14.44
16:30 - 16:45,0.00,67.37,2.89,-72.00,0.00,9.63
16:45 - 17:00,0.00,69.29,3.66,-74.00,0.00,9.63
17:00 - 17:15,61.60,93.36,7.41,-78.00,0.00,6.74
17:15 - 17:30,63.53,88.55,7.60,-81.00,0.00,-6.00
17:30 - 17:45,100.10,116.47,7.89,-40.00,0.00,-55.00
17:45 - 18:00,96.25,113.58,8.18,-40.00,0.00,-65.00
18:00 - 18:15,182.87,98.18,8.47,-65.00,1.16,-74.00
18:15 - 18:30,183.84,100.10,8.66,-65.00,0.00,-79.00
18:30 - 18:45,125.12,101.06,8.86,-30.00,0.00,7.70
18:45 - 19:00,132.82,117.43,8.95,-29.00,0.00,35.61
19:00 - 19:15,133.78,126.09,9.43,-28.00,0.00,86.63
19:15 - 19:30,88.55,128.02,9.43,-28.00,0.00,104.91
19:30 - 19:45,93.36,110.68,9.63,-40.00,0.10,67.38
19:45 - 20:00,95.28,76.04,9.63,-40.00,0.00,38.50
20:00 - 20:15,141.49,131.86,9.63,-36.00,0.00,96.25
20:15 - 20:30,144.37,119.35,10.11,-36.00,0.00,101.06
20:30 - 20:45,181.91,127.05,10.59,-31.00,0.00,81.81
20:45 - 21:00,230.99,129.94,10.59,-31.00,0.00,86.63
21:00 - 21:15,314.73,96.25,10.59,-30.00,0.00,41.39
21:15 - 21:30,300.29,122.24,10.59,-30.00,1.54,140.53
21:30 - 21:45,395.58,177.10,10.59,-25.00,0.29,182.88
21:45 - 22:00,432.16,201.16,10.59,-25.00,0.00,182.88
22:00 - 22:15,455.25,221.38,10.59,-15.00,0.00,202.13
22:15 - 22:30,460.07,248.33,10.59,-15.00,0.00,192.50
22:30 - 22:45,427.35,273.35,10.59,0.00,0.00,226.19
22:45 - 23:00,403.28,265.65,10.59,0.00,0.00,225.23
23:00 - 23:15,387.88,271.43,10.59,0.00,0.19,211.75
23:15 - 23:30,359.97,264.69,10.59,0.00,0.00,211.75
23:30 - 23:45,357.08,267.58,13.48,0.00,0.00,216.56
23:45 - 24:00,348.42,264.69,13.48,0.00,0.00,216.56
