Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
17:15 - 17:30,-33.00,4.83,13.51,-12.00,0.00,0.00,28.96
17:30 - 17:45,-128.00,26.06,13.51,-18.00,0.00,0.00,149.63
17:45 - 18:00,-100.00,63.71,14.48,-22.00,0.00,0.00,125.49
18:00 - 18:15,-124.00,85.91,14.48,-27.00,0.00,0.00,-5.00
18:15 - 18:30,-127.00,80.12,15.44,-31.00,0.00,0.00,-5.00
18:30 - 18:45,-94.00,52.13,15.44,-35.00,0.00,0.00,19.31
18:45 - 19:00,-113.00,12.55,16.41,-42.00,0.00,0.00,24.13
19:00 - 19:15,2.90,27.99,16.41,-20.00,0.00,0.00,28.96
19:15 - 19:30,-28.00,28.96,16.41,-20.00,0.00,0.00,-21.00
19:30 - 19:45,-76.00,-17.00,16.41,-20.00,0.00,0.00,-50.00
19:45 - 20:00,-48.00,-45.00,16.41,-19.00,0.00,0.00,24.13
20:00 - 20:15,-34.00,-112.00,16.41,-19.00,0.00,0.00,-55.00
20:15 - 20:30,-53.00,-110.00,16.41,-19.00,0.00,0.00,-55.00
20:30 - 20:45,29.92,-67.00,16.41,-12.00,0.00,0.00,-30.00
20:45 - 21:00,32.82,-74.00,16.41,-11.00,0.00,0.00,-35.00
21:00 - 21:15,14.48,-70.00,16.41,-12.00,2.12,0.00,-55.00
21:15 - 21:30,-21.00,-81.00,16.41,-19.00,0.00,0.00,-55.00
21:30 - 21:45,-156.00,-151.00,16.41,-19.00,1.35,0.00,-80.00
21:45 - 22:00,-156.00,-156.00,16.41,-19.00,4.15,0.00,-80.00
22:00 - 22:15,-404.00,-176.00,16.41,-19.00,2.32,0.00,-110.00
22:15 - 22:30,-413.00,-154.00,15.93,-19.00,4.44,0.00,-95.00
22:30 - 22:45,-418.00,-102.00,15.45,-11.00,4.63,-3.88,-32.00
22:45 - 23:00,-434.00,-103.00,14.96,-8.00,5.02,0.00,-11.00
23:00 - 23:15,-411.00,-101.00,11.87,-6.00,2.45,-23.00,-30.00
23:15 - 23:30,-417.00,-120.00,12.72,-7.00,2.91,-23.00,-38.00
23:30 - 23:45,-385.00,-103.00,11.85,-6.00,0.00,-23.00,-75.00
23:45 - 24:00,-377.00,-103.00,11.48,-6.00,0.00,-23.00,-105.00
