Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
06:00 - 06:15,-65.00,-37.00,-2.20,14.41,0.00,-25.00
06:15 - 06:30,-51.00,-31.00,-2.20,16.33,0.00,-50.00
06:30 - 06:45,-20.00,-38.00,-2.20,17.29,0.00,-75.00
06:45 - 07:00,-11.00,-51.00,-2.20,17.29,0.00,-80.00
07:00 - 07:15,-25.00,-67.00,-2.20,18.16,0.00,-77.00
07:15 - 07:30,-61.00,-77.00,-2.20,18.25,0.00,-80.00
07:30 - 07:45,46.12,-156.00,-2.20,18.25,0.00,-60.00
07:45 - 08:00,72.06,-128.00,-2.20,18.25,0.00,-70.00
08:00 - 08:15,77.82,-25.00,-2.20,18.25,0.00,-75.00
08:15 - 08:30,90.31,-55.00,-2.20,17.58,0.00,-65.00
08:30 - 08:45,57.64,-26.00,-2.20,17.29,0.00,-50.00
08:45 - 09:00,47.08,-49.00,-2.20,17.29,0.00,-80.00
09:00 - 09:15,78.78,14.41,-1.20,13.45,0.00,-55.00
09:15 - 09:30,82.62,0.00,-1.20,12.78,0.00,-15.00
09:30 - 09:45,60.52,9.61,-1.20,12.78,0.00,24.02
09:45 - 10:00,77.82,0.00,-1.20,12.78,0.00,72.05
10:00 - 10:15,79.74,-8.00,-1.20,11.53,0.00,-35.00
10:15 - 10:30,46.11,-5.00,-1.20,11.34,0.00,14.41
10:30 - 10:45,68.20,0.00,-1.20,11.34,0.00,49.00
10:45 - 11:00,61.48,0.00,-1.20,10.86,0.00,51.88
11:00 - 11:15,61.48,0.00,-1.20,8.65,0.00,50.92
11:15 - 11:30,44.19,-12.00,-1.20,8.17,0.00,51.88
11:30 - 11:45,34.59,-19.00,-1.20,7.69,0.00,48.99
11:45 - 12:00,39.39,-20.00,-1.20,7.21,0.00,46.11
12:00 - 12:15,44.19,-20.00,-1.20,7.21,0.00,48.99
12:15 - 12:30,41.31,-26.00,-1.20,7.01,0.00,47.08
12:30 - 12:45,34.59,-8.00,-1.20,7.01,0.00,61.48
12:45 - 13:00,31.70,-13.00,-1.20,6.72,0.00,56.69
13:00 - 13:15,78.78,-11.00,-1.20,7.49,0.00,23.06
13:15 - 13:30,53.79,-12.00,-1.20,7.21,0.00,22.10
13:30 - 13:45,51.89,13.45,-1.20,6.72,0.00,46.11
13:45 - 14:00,53.80,16.33,-1.20,6.44,0.00,70.13
14:00 - 14:15,69.17,0.00,-1.20,6.44,0.00,70.13
14:15 - 14:30,79.75,14.41,-1.20,5.76,0.00,72.05
14:30 - 14:45,64.37,-13.00,-1.20,5.76,0.00,63.41
14:45 - 15:00,51.88,-14.00,-1.20,5.57,0.00,68.21
15:00 - 15:15,24.98,-31.00,-1.20,4.80,0.00,43.23
15:15 - 15:30,-69.00,-32.00,-1.20,5.67,0.00,61.48
15:30 - 15:45,-76.00,-45.00,-1.20,5.28,0.00,47.08
15:45 - 16:00,-78.00,-44.00,-1.20,5.28,0.00,27.86
16:00 - 16:15,-60.00,-22.00,-1.20,7.01,0.00,47.08
16:15 - 16:30,-65.00,-14.00,-1.20,7.40,0.00,-13.00
16:30 - 16:45,-62.00,-12.00,-1.20,7.40,0.00,-42.00
16:45 - 17:00,-42.00,-90.00,-1.20,8.45,0.00,-67.00
17:00 - 17:15,-45.00,-78.00,-1.20,9.23,0.00,-10.00
17:15 - 17:30,-68.00,-101.00,-1.20,6.64,0.00,-80.00
17:30 - 17:45,-100.00,-96.00,-1.20,4.91,1.29,13.53
17:45 - 18:00,-47.00,-80.00,-1.20,4.17,0.81,5.38
18:00 - 18:15,-40.00,-12.00,-1.20,3.05,0.82,10.03
18:15 - 18:30,0.00,-21.00,-1.20,2.89,0.17,-10.00
18:30 - 18:45,7.28,-14.00,-1.20,4.49,0.00,-60.00
18:45 - 19:00,-34.00,-22.00,-1.20,7.13,0.05,-70.00
19:00 - 19:15,-6.00,-56.00,-1.20,14.79,0.00,-105.00
19:15 - 19:30,12.49,0.00,-1.20,14.12,0.00,67.25
19:30 - 19:45,-17.00,0.00,-1.20,13.45,0.00,57.64
19:45 - 20:00,-5.00,0.00,-1.20,13.45,0.00,57.64
20:00 - 20:15,-11.00,0.00,-1.20,12.49,0.00,14.41
20:15 - 20:30,-12.00,0.00,-1.20,12.49,0.00,9.61
20:30 - 20:45,-21.00,-10.00,-1.20,11.53,0.00,33.62
20:45 - 21:00,-11.00,-10.00,-1.20,11.53,0.00,48.03
21:00 - 21:15,53.79,0.00,-1.20,10.57,0.00,19.21
21:15 - 21:30,51.87,0.00,-1.20,10.57,0.00,48.04
21:30 - 21:45,33.62,0.00,-1.20,9.90,0.00,33.62
21:45 - 22:00,32.66,0.00,-1.20,9.61,0.00,38.43
22:00 - 22:15,22.10,0.00,-2.20,9.32,0.00,33.62
22:15 - 22:30,19.21,0.00,-2.20,8.65,0.00,33.62
22:30 - 22:45,22.10,0.00,-2.20,8.55,0.00,38.42
22:45 - 23:00,23.06,0.00,-2.20,7.69,0.00,28.81
23:00 - 23:15,-12.00,-21.00,-2.20,7.21,0.00,33.62
23:15 - 23:30,38.42,-32.00,-2.20,6.92,0.00,38.43
23:30 - 23:45,92.23,-52.00,-2.20,6.92,0.00,33.62
23:45 - 24:00,103.77,-67.00,-2.20,6.72,0.00,33.62
