Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
13:00 - 13:15,-25.00,151.00,8.66,0.00,-10.00
13:15 - 13:30,-21.00,153.88,8.66,0.00,-15.00
13:30 - 13:45,31.74,159.66,11.54,0.00,-55.00
13:45 - 14:00,65.40,173.13,11.54,0.00,-45.00
14:00 - 14:15,113.49,182.75,11.54,0.00,-90.00
14:15 - 14:30,148.12,200.05,11.54,0.00,-60.00
14:30 - 14:45,108.68,199.10,11.54,0.00,-50.00
14:45 - 15:00,78.87,211.60,11.54,0.00,-45.00
15:00 - 15:15,104.84,227.94,9.62,0.00,11.54
15:15 - 15:30,94.26,205.82,9.62,0.00,14.43
15:30 - 15:45,223.13,206.79,9.62,0.00,4.81
15:45 - 16:00,203.90,202.94,9.62,0.00,9.62
16:00 - 16:15,106.76,277.95,9.62,0.00,19.24
16:15 - 16:30,100.99,243.33,10.58,0.00,19.24
16:30 - 16:45,171.20,247.19,10.58,0.00,76.94
16:45 - 17:00,160.62,234.68,10.58,0.00,57.71
17:00 - 17:15,220.25,133.69,13.47,0.00,81.75
17:15 - 17:30,205.82,99.07,13.47,0.00,76.94
17:30 - 17:45,97.14,65.40,13.47,0.00,76.94
17:45 - 18:00,36.55,60.59,12.50,-19.00,62.52
18:00 - 18:15,60.59,76.94,11.54,-43.00,72.14
18:15 - 18:30,67.33,73.09,10.58,-42.00,57.71
18:30 - 18:45,110.61,87.52,10.58,-43.00,24.05
18:45 - 19:00,63.48,80.79,11.54,-43.00,48.09
19:00 - 19:15,-47.00,49.06,11.54,-45.00,33.66
19:15 - 19:30,-171.00,20.35,10.18,-50.00,33.91
19:30 - 19:45,-216.00,28.63,9.81,-49.00,28.62
19:45 - 20:00,-193.00,23.28,10.09,-51.00,27.16
20:00 - 20:15,-173.00,14.31,12.88,-53.00,67.96
20:15 - 20:30,-152.00,23.55,12.11,-52.00,63.93
20:30 - 20:45,-74.00,21.86,9.84,-53.00,38.26
20:45 - 21:00,-45.00,27.82,9.11,-54.00,35.43
21:00 - 21:15,12.28,24.55,7.77,-53.00,40.93
21:15 - 21:30,45.47,22.01,6.96,-47.00,33.01
21:30 - 21:45,87.10,0.00,5.70,-47.00,12.01
21:45 - 22:00,161.88,0.00,5.88,-51.00,15.48
22:00 - 22:15,99.27,-15.00,4.68,-51.00,-10.00
22:15 - 22:30,112.05,-15.00,4.15,-52.00,-20.00
22:30 - 22:45,216.57,-10.00,5.18,-43.00,-35.00
22:45 - 23:00,275.69,6.46,5.16,-41.00,-5.00
23:00 - 23:15,69.71,-10.00,6.70,-40.00,-65.00
23:15 - 23:30,66.85,-5.00,7.74,-39.00,-75.00
23:30 - 23:45,61.79,-30.00,11.29,-38.00,-90.00
23:45 - 24:00,63.35,-50.00,15.23,-44.00,-85.00
