Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
16:30 - 16:45,7.69,0.00,14.43,-67.00,0.00,8.65
16:45 - 17:00,-42.00,0.00,13.46,-65.00,0.00,34.62
17:00 - 17:15,-83.00,0.00,16.35,-64.00,0.00,34.61
17:15 - 17:30,-121.00,0.00,16.35,-72.00,0.00,47.11
17:30 - 17:45,-169.00,0.00,16.35,-79.00,0.00,-38.00
17:45 - 18:00,-183.00,-150.00,14.42,-76.00,0.00,-6.00
18:00 - 18:15,-243.00,-190.00,14.42,-91.00,0.00,-61.00
18:15 - 18:30,-339.00,-243.00,15.38,-87.00,0.00,-59.00
18:30 - 18:45,-343.00,-279.00,16.35,-81.00,0.96,-144.00
18:45 - 19:00,-353.00,-292.00,19.23,-80.00,0.38,-139.00
19:00 - 19:15,-256.00,-276.00,8.93,-78.00,0.76,-103.00
19:15 - 19:30,-255.00,-278.00,5.95,-75.00,1.08,-107.00
19:30 - 19:45,-250.00,-275.00,3.06,-76.00,0.84,-122.00
19:45 - 20:00,-249.00,-270.00,3.42,-73.00,1.29,-119.00
20:00 - 20:15,-177.00,-240.00,3.32,-74.00,1.83,-99.00
20:15 - 20:30,-167.00,-240.00,3.50,-71.00,1.84,-92.00
20:30 - 20:45,-74.00,-203.00,3.83,-71.00,1.51,-70.00
20:45 - 21:00,-58.00,-207.00,3.99,-71.00,1.65,-70.00
21:00 - 21:15,1.33,-226.00,3.78,-72.00,1.08,-82.00
21:15 - 21:30,5.43,-229.00,3.87,-72.00,0.74,-85.00
21:30 - 21:45,-26.00,-294.00,5.97,-70.00,1.62,-85.00
21:45 - 22:00,-25.00,-291.00,5.00,-70.00,0.32,-87.00
22:00 - 22:15,-31.00,-293.00,3.15,-68.00,0.23,-77.00
22:15 - 22:30,-26.00,-259.00,2.53,-71.00,0.39,-80.00
22:30 - 22:45,6.39,-126.00,2.31,-74.00,0.71,-79.00
22:45 - 23:00,15.75,-61.00,2.42,-72.00,0.64,-87.00
23:00 - 23:15,55.60,-61.00,2.96,-75.00,0.76,-17.00
23:15 - 23:30,72.41,-48.00,2.84,-72.00,0.23,-14.00
23:30 - 23:45,84.84,-42.00,3.89,-77.00,0.00,-2.00
23:45 - 24:00,51.25,-54.00,3.80,-77.00,0.00,-1.00
