Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
16:30 - 16:45,-59.00,-104.00,7.69,-11.00,0.00
16:45 - 17:00,-40.00,-101.00,6.73,-17.00,0.00
17:00 - 17:15,53.86,-53.00,8.66,-23.00,-46.00
17:15 - 17:30,58.67,-53.00,8.66,-29.00,-49.00
17:30 - 17:45,75.02,-67.00,8.18,-23.00,-45.00
17:45 - 18:00,74.04,-90.00,7.41,-33.00,-85.00
18:00 - 18:15,178.89,-205.00,7.41,-29.00,-35.00
18:15 - 18:30,234.67,-127.00,7.41,-27.00,67.33
18:30 - 18:45,255.83,-85.00,13.47,-24.00,96.18
18:45 - 19:00,257.76,-75.00,13.47,-64.00,96.18
19:00 - 19:15,148.48,-39.00,9.62,-59.00,60.18
19:15 - 19:30,87.94,-106.00,8.85,-52.00,32.46
19:30 - 19:45,74.73,-95.00,7.00,-54.00,0.47
19:45 - 20:00,42.88,-92.00,7.15,-50.00,-20.00
20:00 - 20:15,-24.00,-99.00,7.98,-43.00,-15.00
20:15 - 20:30,-61.00,-109.00,8.37,-41.00,-35.00
20:30 - 20:45,-124.00,-117.00,9.87,-47.00,-10.00
20:45 - 21:00,-188.00,-150.00,10.57,-45.00,-10.00
21:00 - 21:15,-224.00,-145.00,10.69,-43.00,5.93
21:15 - 21:30,-207.00,-145.00,11.13,-23.00,3.10
21:30 - 21:45,-241.00,-145.00,9.55,-23.00,-30.00
21:45 - 22:00,-231.00,-147.00,9.72,-26.00,-30.00
22:00 - 22:15,-287.00,-132.00,8.43,-25.00,-100.00
22:15 - 22:30,-290.00,-117.00,8.40,-23.00,-118.00
22:30 - 22:45,-290.00,-134.00,7.86,-22.00,-135.00
22:45 - 23:00,-192.00,-120.00,7.94,-17.00,-125.00
23:00 - 23:15,-139.00,-156.00,9.26,-16.00,-125.00
23:15 - 23:30,-208.00,-143.00,10.70,-17.00,-150.00
23:30 - 23:45,-336.00,-87.00,13.47,-17.00,-170.00
23:45 - 24:00,-336.00,-96.00,13.47,-18.00,-175.00
