Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Tata_Power_Delhi_Distribution_Limited
06:45 - 07:00,-199.00,-16.00,-0.22,10.63,-20.00,67.62
07:00 - 07:15,-211.00,-35.00,-0.50,11.59,-39.00,91.78
07:15 - 07:30,-186.00,-29.00,-0.50,13.53,-43.00,86.94
07:30 - 07:45,-171.00,-88.00,-0.50,15.46,-50.00,77.29
07:45 - 08:00,-130.00,-85.00,-0.02,17.39,-50.00,82.12
08:00 - 08:15,-51.00,-164.00,-0.16,11.59,-52.00,67.63
08:15 - 08:30,-8.00,-176.00,-0.50,12.56,-53.00,62.80
08:30 - 08:45,11.59,-168.00,0.00,13.53,-39.00,77.29
08:45 - 09:00,17.39,-157.00,0.00,14.49,0.00,115.93
09:00 - 09:15,55.07,-163.00,0.00,11.59,0.00,106.27
09:15 - 09:30,82.12,-161.00,0.00,11.59,0.00,101.44
09:30 - 09:45,63.76,-117.00,0.00,11.59,0.00,91.79
09:45 - 10:00,96.61,-63.00,0.00,11.59,-33.00,86.95
10:00 - 10:15,74.39,-15.00,0.00,10.63,0.00,86.95
10:15 - 10:30,69.56,0.00,0.00,10.63,0.00,77.28
10:30 - 10:45,119.80,0.00,0.00,11.59,0.00,57.97
10:45 - 11:00,114.00,0.00,0.00,12.56,0.00,57.97
11:00 - 11:15,121.73,14.49,0.00,12.56,0.00,41.54
11:15 - 11:30,112.07,14.49,0.00,12.56,0.00,42.51
11:30 - 11:45,72.46,0.00,0.00,12.56,0.00,7.73
11:45 - 12:00,100.48,4.83,0.00,11.59,0.00,21.25
12:00 - 12:15,52.17,-25.00,0.00,8.21,0.00,11.59
12:15 - 12:30,68.59,-10.00,0.00,8.21,-10.00,7.73
12:30 - 12:45,33.82,-40.00,0.00,8.21,-10.00,-36.00
12:45 - 13:00,44.44,-40.00,0.00,8.21,-10.00,-33.00
13:00 - 13:15,16.42,-35.00,0.00,7.73,0.00,-40.00
13:15 - 13:30,9.66,9.66,0.00,7.73,0.00,-35.00
13:30 - 13:45,65.70,14.49,0.00,7.73,0.00,-20.00
13:45 - 14:00,57.00,9.66,0.00,7.73,0.00,0.97
14:00 - 14:15,0.00,-15.00,-0.50,7.73,0.00,-115.00
14:15 - 14:30,0.00,-105.00,-0.50,7.73,0.00,-80.00
14:30 - 14:45,-133.00,-150.00,-0.50,7.73,0.00,28.98
14:45 - 15:00,-95.00,-185.00,-0.50,7.73,0.00,48.30
15:00 - 15:15,-136.00,-227.00,-0.50,9.66,0.00,67.63
15:15 - 15:30,-29.00,-215.00,-0.50,9.66,0.00,86.95
15:30 - 15:45,-216.00,-190.00,-0.50,8.69,0.00,14.50
15:45 - 16:00,-227.00,-185.00,-0.50,8.69,0.00,19.33
16:00 - 16:15,-111.00,-194.00,-0.50,9.66,0.00,57.97
16:15 - 16:30,-84.00,-180.00,-0.50,9.66,0.00,62.80
16:30 - 16:45,-21.00,-172.00,-0.10,8.69,0.00,144.92
16:45 - 17:00,0.00,-144.00,-0.10,8.69,0.00,154.58
17:00 - 17:15,47.34,-128.00,-0.10,13.53,0.00,115.93
17:15 - 17:30,75.36,-107.00,-0.10,13.53,0.00,109.16
17:30 - 17:45,110.13,-55.00,-0.10,12.56,-18.00,17.39
17:45 - 18:00,123.66,-10.00,-0.10,12.56,-36.00,-40.00
18:00 - 18:15,-60.00,-23.00,-0.10,12.56,-40.00,-35.00
18:15 - 18:30,-79.00,-29.00,0.00,12.56,-55.00,-50.00
18:30 - 18:45,-5.00,11.59,-0.10,11.59,-50.00,17.40
18:45 - 19:00,-14.00,-12.00,-0.10,11.59,-55.00,32.85
19:00 - 19:15,-62.00,-20.00,-0.10,12.08,-37.00,82.11
19:15 - 19:30,-43.00,0.00,-0.10,12.56,-33.00,43.47
19:30 - 19:45,-53.00,-22.00,-0.04,12.85,-37.00,-24.00
19:45 - 20:00,-15.00,-30.00,-0.10,13.24,-39.00,144.91
20:00 - 20:15,-198.00,-44.00,-0.10,12.56,-36.00,165.20
20:15 - 20:30,-177.00,-51.00,-0.10,12.56,-35.00,142.98
20:30 - 20:45,-105.00,-23.00,-0.10,12.56,-32.00,113.03
20:45 - 21:00,-67.00,-23.00,-0.10,12.56,-33.00,107.24
21:00 - 21:15,-20.00,-147.00,-0.10,13.53,-36.00,98.54
21:15 - 21:30,-25.00,-151.00,-0.10,13.53,-35.00,101.44
21:30 - 21:45,-9.00,-148.00,-0.10,13.53,-32.00,111.10
21:45 - 22:00,39.61,-146.00,-0.10,13.53,-32.00,101.44
22:00 - 22:15,-52.00,-147.00,0.00,13.53,-32.00,86.94
22:15 - 22:30,-19.00,-145.00,0.00,13.53,-30.00,67.62
22:30 - 22:45,-78.00,-102.00,0.00,12.56,0.00,72.46
22:45 - 23:00,-82.00,-82.00,0.00,12.56,0.00,82.12
23:00 - 23:15,-59.00,-76.00,0.00,12.56,0.00,101.44
23:15 - 23:30,-50.00,-70.00,0.00,12.56,0.00,106.27
23:30 - 23:45,-47.00,-70.00,0.00,11.59,0.00,120.77
23:45 - 24:00,-54.00,-75.00,0.00,11.59,0.00,125.60
