Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
05:45 - 06:00,-44.00,106.17,-3.00,0.00,0.00,0.00,9.65
06:00 - 06:15,132.23,32.82,-3.50,-46.00,0.00,0.00,4.83
06:15 - 06:30,126.44,105.21,-3.50,-47.00,0.00,0.00,-10.00
06:30 - 06:45,25.10,82.04,-3.50,-47.00,0.00,0.00,-30.00
06:45 - 07:00,-13.00,90.73,-3.50,-47.00,0.87,0.00,-40.00
07:00 - 07:15,-106.00,88.80,-3.50,-27.86,0.00,0.00,-40.00
07:15 - 07:30,-119.00,93.62,-3.50,0.00,0.00,0.00,-50.00
07:30 - 07:45,-85.00,97.49,-3.00,-48.00,0.00,0.00,-75.00
07:45 - 08:00,-63.00,107.14,-2.70,-40.00,0.00,0.00,-75.00
08:00 - 08:15,-39.00,8.69,-6.90,-36.00,0.00,0.00,-65.00
08:15 - 08:30,-37.00,-17.00,-7.30,-37.00,0.00,0.00,-70.00
08:30 - 08:45,-36.00,-27.00,-7.50,-37.00,0.00,0.00,14.48
08:45 - 09:00,-36.00,-40.00,-7.50,-36.00,0.00,0.00,9.65
09:00 - 09:15,24.13,-29.00,0.48,-51.00,0.00,0.00,24.13
09:15 - 09:30,24.13,-25.00,0.58,-50.00,0.00,0.00,19.30
09:30 - 09:45,0.00,-32.00,0.48,-48.00,0.00,0.00,14.48
09:45 - 10:00,0.00,-27.00,0.48,-45.00,0.00,0.00,9.65
10:00 - 10:15,-89.00,-24.00,-0.70,-42.00,0.00,0.00,-15.00
10:15 - 10:30,-83.00,-15.00,-1.00,-41.00,0.00,0.00,14.48
10:30 - 10:45,0.00,-26.00,0.68,-40.00,0.00,0.00,0.96
10:45 - 11:00,0.00,-19.00,0.68,-41.00,0.00,0.00,14.47
11:00 - 11:15,11.58,-51.00,0.97,-41.00,0.00,0.00,-32.00
11:15 - 11:30,28.95,-37.00,0.97,-41.00,0.00,0.00,-34.00
11:30 - 11:45,22.20,-61.00,0.97,-42.00,0.00,0.00,1.93
11:45 - 12:00,31.84,-40.00,0.97,-41.00,0.00,0.00,12.55
12:00 - 12:15,113.88,-8.00,0.97,-40.00,5.89,0.00,16.41
12:15 - 12:30,112.92,12.55,0.97,-40.00,1.64,0.00,28.96
12:30 - 12:45,-16.00,23.16,0.97,-40.00,0.97,0.00,58.87
12:45 - 13:00,-27.00,18.34,0.97,-40.00,0.00,0.00,66.59
13:00 - 13:15,-29.00,22.20,0.97,-40.00,0.10,0.00,75.28
13:15 - 13:30,-14.00,28.96,0.97,-40.00,1.64,0.00,77.21
13:30 - 13:45,23.16,43.43,0.97,-40.00,1.16,0.00,55.98
13:45 - 14:00,31.85,49.23,0.97,-40.00,2.51,0.00,54.04
14:00 - 14:15,33.78,28.96,0.97,-42.00,1.25,0.00,-45.00
14:15 - 14:30,33.78,34.75,0.97,-42.00,1.64,0.00,-20.00
14:30 - 14:45,59.84,51.16,-0.90,-42.00,2.41,0.00,0.97
14:45 - 15:00,60.80,51.16,-0.60,-42.00,2.22,0.00,0.97
15:00 - 15:15,86.87,53.09,1.25,-44.00,0.00,0.00,43.43
15:15 - 15:30,78.19,34.75,1.25,-44.00,0.00,0.00,43.43
15:30 - 15:45,-38.00,17.37,2.61,-46.00,0.00,0.00,57.91
15:45 - 16:00,-81.00,15.44,2.70,-49.00,0.00,0.00,70.47
16:00 - 16:15,-38.00,17.37,-4.30,-49.00,0.00,0.00,38.61
16:15 - 16:30,-17.00,24.13,-4.20,-51.00,0.00,0.00,45.36
16:30 - 16:45,-39.00,22.20,-4.10,-54.00,0.00,0.00,70.46
16:45 - 17:00,-49.00,27.03,-4.00,-55.00,0.00,0.00,82.04
17:00 - 17:15,-82.00,14.48,1.16,-39.00,0.00,0.00,-15.00
17:15 - 17:30,-111.00,29.92,1.45,-42.00,0.00,0.00,-20.00
17:30 - 17:45,-93.00,56.95,5.79,-50.00,0.00,0.00,-35.00
17:45 - 18:00,-91.00,64.67,5.79,-80.00,0.00,0.00,-35.00
18:00 - 18:15,55.02,149.60,6.37,-80.00,0.00,0.00,-70.00
18:15 - 18:30,30.89,125.47,6.37,-80.00,0.00,0.00,-67.00
18:30 - 18:45,12.55,80.11,6.76,-80.00,0.00,0.00,-60.00
18:45 - 19:00,7.72,119.68,6.76,-80.00,0.00,0.00,-108.00
19:00 - 19:15,1.93,115.82,7.24,-80.00,0.00,0.00,28.96
19:15 - 19:30,-18.00,94.59,7.43,-80.00,0.00,0.00,-15.00
19:30 - 19:45,-59.00,55.98,7.43,0.00,0.00,0.00,-50.00
19:45 - 20:00,-7.00,55.02,7.43,0.00,0.00,0.00,-90.00
20:00 - 20:15,8.69,38.61,7.43,0.00,0.00,0.00,-92.00
20:15 - 20:30,-9.00,40.54,7.43,0.00,0.00,0.00,-80.00
20:30 - 20:45,-24.00,35.71,7.43,0.00,0.87,0.00,-40.00
20:45 - 21:00,-26.00,22.20,7.43,0.00,4.83,0.00,-30.00
21:00 - 21:15,-143.00,33.78,7.43,-73.00,3.09,0.00,4.83
21:15 - 21:30,-41.00,24.01,7.39,-65.00,0.00,-25.00,4.81
21:30 - 21:45,31.85,38.61,7.43,-65.00,2.90,0.00,-25.00
21:45 - 22:00,33.78,48.27,7.43,-68.00,0.77,0.00,-10.00
22:00 - 22:15,13.51,38.61,7.05,-69.00,0.00,0.00,0.00
22:15 - 22:30,56.17,30.45,4.74,-68.00,1.08,0.00,6.77
22:30 - 22:45,98.99,57.30,3.44,-68.00,1.35,0.00,31.26
22:45 - 23:00,85.71,55.60,2.91,-60.00,0.00,0.00,60.23
23:00 - 23:15,81.85,53.79,2.31,-68.00,0.50,0.00,63.40
23:15 - 23:30,78.89,65.05,2.44,-68.00,0.00,0.00,84.57
23:30 - 23:45,48.82,45.51,2.90,-68.00,0.00,0.00,47.57
23:45 - 24:00,37.88,46.19,3.23,-68.00,0.00,0.00,50.83
