Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
07:00 - 07:15,-105.00,59.84,0.97,-68.00,0.00,0.00,-10.00
07:15 - 07:30,-102.00,60.81,1.93,-58.00,0.00,0.00,-12.00
07:30 - 07:45,-79.00,62.73,2.90,-46.00,0.00,0.00,-20.00
07:45 - 08:00,-77.00,-65.00,3.86,-33.00,0.00,0.00,-30.00
08:00 - 08:15,-35.00,-76.00,0.00,-59.00,0.00,0.00,-11.00
08:15 - 08:30,-44.00,-89.00,0.00,-44.00,0.00,0.00,-8.00
08:30 - 08:45,-58.00,-93.00,0.00,-56.00,0.00,0.00,-33.00
08:45 - 09:00,-57.00,-97.00,0.97,-39.00,0.00,0.00,-41.00
09:00 - 09:15,-40.00,-97.00,1.93,-76.00,0.00,0.00,49.23
09:15 - 09:30,-26.00,-60.00,2.90,-60.00,0.00,0.00,51.15
09:30 - 09:45,-59.00,-17.00,2.90,-45.00,0.00,0.00,70.46
09:45 - 10:00,-58.00,-11.00,2.90,-34.00,0.00,0.00,73.35
10:00 - 10:15,-45.00,26.06,0.97,-26.00,0.00,0.00,119.68
10:15 - 10:30,-45.00,25.10,0.97,-20.00,0.00,0.00,120.64
10:30 - 10:45,15.44,0.00,0.97,-18.00,0.00,0.00,159.26
10:45 - 11:00,6.76,0.00,0.97,-15.00,0.00,0.00,159.25
11:00 - 11:15,-26.00,-23.00,-2.70,-13.00,0.00,0.00,115.82
11:15 - 11:30,-62.00,-18.00,-2.70,-12.00,0.00,0.00,106.17
11:30 - 11:45,-17.00,-14.00,-2.70,-12.00,0.00,0.00,103.28
11:45 - 12:00,-11.00,-25.00,-2.70,-12.00,0.00,0.00,117.75
12:00 - 12:15,-13.00,-19.00,-5.50,-12.00,0.00,0.00,96.52
12:15 - 12:30,-14.00,0.00,-5.50,-12.00,0.00,0.00,96.52
12:30 - 12:45,0.00,-17.00,-5.50,0.00,0.00,0.00,72.39
12:45 - 13:00,0.00,0.00,-5.50,0.00,0.00,0.00,72.39
13:00 - 13:15,-62.00,-7.00,-5.50,0.00,0.00,0.00,67.56
13:15 - 13:30,-63.00,-7.00,-5.50,0.00,0.00,0.00,62.74
13:30 - 13:45,-116.00,-51.00,-5.50,0.00,0.00,0.00,62.74
13:45 - 14:00,-113.00,-34.00,-5.50,0.00,2.61,0.00,62.73
14:00 - 14:15,-104.00,-64.00,-5.50,0.00,0.00,0.00,28.96
14:15 - 14:30,-105.00,-37.00,-5.50,0.00,1.83,0.00,18.34
14:30 - 14:45,-114.00,-20.00,-5.50,0.00,0.58,0.00,-5.00
14:45 - 15:00,-124.00,0.00,-5.50,0.00,0.00,0.00,-10.00
15:00 - 15:15,-211.00,0.00,-5.50,0.00,0.00,0.00,-30.00
15:15 - 15:30,-212.00,63.70,-5.50,0.00,0.00,0.00,-30.00
15:30 - 15:45,-286.00,46.33,-5.50,0.00,0.00,0.00,-45.00
15:45 - 16:00,-263.00,49.23,-5.50,0.00,0.00,0.00,-40.00
16:00 - 16:15,-308.00,31.85,-5.00,0.00,0.00,0.00,-55.00
16:15 - 16:30,-285.00,28.96,-5.00,-16.00,0.00,0.00,-45.00
16:30 - 16:45,-283.00,20.27,-4.40,-16.00,0.00,0.00,-40.00
16:45 - 17:00,-262.00,13.51,-4.40,-16.00,0.00,0.00,-35.00
17:00 - 17:15,-215.00,37.64,0.00,-16.00,0.00,0.00,0.00
17:15 - 17:30,-211.00,38.61,0.00,-16.00,0.00,0.00,0.00
17:30 - 17:45,-180.00,51.16,-1.00,-16.00,0.00,0.00,19.30
17:45 - 18:00,-177.00,29.93,-1.00,-19.00,0.00,0.00,19.30
18:00 - 18:15,-103.00,8.69,0.00,-32.00,0.00,0.00,48.26
18:15 - 18:30,-103.00,-30.00,0.48,-45.00,0.00,0.00,67.57
18:30 - 18:45,-70.00,-35.00,1.93,-47.00,0.00,0.00,53.09
18:45 - 19:00,-78.00,24.13,1.93,-55.00,0.10,0.00,38.60
19:00 - 19:15,-114.00,-25.00,2.90,-106.00,0.00,0.00,-10.00
19:15 - 19:30,-153.00,0.00,2.90,-102.00,0.00,0.00,43.43
19:30 - 19:45,-123.00,59.00,2.86,-108.00,0.00,-20.00,0.00
19:45 - 20:00,-100.00,34.20,2.85,-107.00,0.00,-20.00,-60.00
20:00 - 20:15,-198.00,14.48,-0.50,-106.00,0.00,0.00,-70.00
20:15 - 20:30,-200.00,13.51,-0.50,-107.00,0.00,0.00,-70.00
20:30 - 20:45,-343.00,0.00,-0.50,-109.00,0.00,0.00,-70.00
20:45 - 21:00,-366.00,0.00,-0.50,-108.00,0.00,0.00,-65.00
21:00 - 21:15,-404.00,0.00,-0.50,-108.00,0.00,0.00,-55.00
21:15 - 21:30,-319.00,0.00,-0.50,-102.00,0.00,-25.00,-35.00
21:30 - 21:45,-272.00,0.00,-0.50,-102.00,0.00,0.00,-5.00
21:45 - 22:00,-267.00,0.00,-0.50,-109.00,0.00,0.00,0.00
22:00 - 22:15,-226.00,9.65,-0.50,-108.00,0.68,0.00,-10.00
22:15 - 22:30,-182.00,11.58,-0.50,-110.00,0.87,0.00,0.00
22:30 - 22:45,-142.00,11.58,-1.20,-70.00,1.93,0.00,0.97
22:45 - 23:00,-81.00,21.22,-1.30,-70.00,0.97,0.00,0.97
23:00 - 23:15,-62.00,13.96,-1.40,-10.00,0.66,-25.00,2.79
23:15 - 23:30,-54.00,0.00,-1.50,-10.00,0.38,-25.00,7.52
23:30 - 23:45,-87.00,0.00,-1.60,-15.00,0.00,0.00,19.30
23:45 - 24:00,-110.00,0.00,-1.70,-15.00,0.00,0.00,20.27
