Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
11:00 - 11:15,452.19,331.92,11.93,-10.00,0.00,125.07
11:15 - 11:30,454.11,337.70,11.55,-10.00,0.00,125.07
11:30 - 11:45,452.19,398.31,12.51,-10.00,0.00,120.26
11:45 - 12:00,442.57,406.01,11.06,0.00,0.00,120.26
12:00 - 12:15,550.31,451.22,7.70,0.00,0.00,91.40
12:15 - 12:30,594.57,456.04,7.70,0.00,0.00,91.40
12:30 - 12:45,600.34,457.00,7.70,0.00,0.00,62.54
12:45 - 13:00,435.83,435.83,7.70,0.00,0.00,67.35
13:00 - 13:15,403.12,391.57,17.32,0.00,0.00,72.16
13:15 - 13:30,357.89,354.05,17.32,0.00,0.00,91.40
13:30 - 13:45,356.94,340.58,17.32,0.00,0.00,67.35
13:45 - 14:00,344.42,320.38,17.32,0.00,0.00,52.92
14:00 - 14:15,355.97,334.81,17.32,-5.00,0.00,76.97
14:15 - 14:30,361.74,347.32,17.32,-5.00,0.00,76.97
14:30 - 14:45,340.58,353.09,18.28,0.00,0.00,52.92
14:45 - 15:00,361.75,369.44,18.28,0.00,0.00,52.92
15:00 - 15:15,380.99,346.36,16.36,0.00,0.00,19.24
15:15 - 15:30,395.42,341.55,16.36,0.00,0.00,24.05
15:30 - 15:45,345.39,312.68,16.36,0.00,0.00,-20.00
15:45 - 16:00,350.20,309.80,16.36,0.00,0.00,-20.00
16:00 - 16:15,264.58,325.19,15.39,0.00,0.00,-5.00
16:15 - 16:30,224.17,330.00,15.39,-13.00,0.00,-5.00
16:30 - 16:45,235.71,352.13,15.39,-14.00,0.00,52.92
16:45 - 17:00,244.37,357.90,17.32,-14.00,0.00,86.59
17:00 - 17:15,265.54,391.57,8.66,-15.00,0.00,52.92
17:15 - 17:30,265.54,406.96,7.70,-17.00,0.00,52.92
17:30 - 17:45,290.55,331.94,6.73,-20.00,0.00,38.48
17:45 - 18:00,294.40,341.55,6.73,-22.00,0.00,67.35
18:00 - 18:15,179.91,295.37,5.77,-14.00,0.00,24.05
18:15 - 18:30,228.98,262.65,8.66,-15.00,0.00,-30.00
18:30 - 18:45,204.93,233.78,11.55,-15.00,0.00,202.04
18:45 - 19:00,203.00,217.43,12.51,-14.00,0.10,91.40
19:00 - 19:15,106.23,107.22,8.36,-14.00,0.44,0.00
19:15 - 19:30,85.95,79.82,6.14,-13.00,0.54,-10.00
19:30 - 19:45,243.44,195.34,5.11,0.00,0.66,-5.00
19:45 - 20:00,247.99,180.81,5.12,0.00,1.12,-10.00
20:00 - 20:15,296.45,99.39,7.35,0.00,1.56,43.22
20:15 - 20:30,317.49,85.17,8.04,0.00,1.61,47.32
20:30 - 20:45,276.20,82.20,14.80,0.00,2.63,65.76
20:45 - 21:00,251.01,68.70,16.49,0.00,1.74,54.96
21:00 - 21:15,183.76,4.81,17.32,0.00,0.48,28.86
21:15 - 21:30,177.99,4.81,17.32,0.00,2.79,28.86
21:30 - 21:45,187.60,34.64,17.32,0.00,1.06,0.00
21:45 - 22:00,194.35,50.99,17.32,0.00,1.15,0.00
22:00 - 22:15,217.44,96.21,17.32,-15.00,1.92,0.00
22:15 - 22:30,219.35,107.76,17.32,-15.00,2.31,0.00
22:30 - 22:45,190.49,112.57,16.36,-20.00,0.00,38.48
22:45 - 23:00,180.87,117.38,16.36,-20.00,0.00,28.86
23:00 - 23:15,192.43,116.41,15.39,-20.00,0.00,24.05
23:15 - 23:30,191.47,93.32,15.39,-20.00,0.00,-20.00
23:30 - 23:45,254.96,91.40,14.43,-30.00,0.00,-36.00
23:45 - 24:00,294.40,76.97,13.47,-30.00,0.00,-35.00
