Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
20:00 - 20:15,-187.00,19.23,-0.50,21.16,0.00,0.00,-12.00
20:15 - 20:30,-107.00,48.08,-0.50,20.19,0.00,0.00,-5.00
20:30 - 20:45,-28.00,56.73,-0.50,16.35,0.00,0.00,24.04
20:45 - 21:00,0.00,74.04,-0.50,15.39,0.00,0.00,31.73
21:00 - 21:15,21.16,77.88,-0.50,14.42,0.00,0.00,39.43
21:15 - 21:30,14.42,76.93,-0.50,14.42,0.00,0.00,34.62
21:30 - 21:45,14.42,73.09,-0.50,14.23,0.00,0.00,14.42
21:45 - 22:00,25.96,75.96,-0.50,12.89,0.00,0.00,10.58
22:00 - 22:15,59.62,70.20,-0.50,11.54,0.00,0.00,-30.00
22:15 - 22:30,71.16,52.89,-0.50,10.19,0.00,0.00,-26.00
22:30 - 22:45,57.69,37.50,-0.50,10.39,0.00,0.00,-5.00
22:45 - 23:00,61.54,50.96,-0.50,10.39,0.00,0.00,-5.00
23:00 - 23:15,74.05,30.77,-0.50,9.23,0.00,0.00,-87.00
23:15 - 23:30,70.20,37.50,-0.50,7.98,0.00,0.00,19.23
23:30 - 23:45,57.70,0.00,-0.50,7.69,0.00,0.00,-59.00
23:45 - 24:00,17.31,0.00,-0.50,7.31,0.00,0.00,85.58
