Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Pragati_CCGT_III,Tata_Power_Delhi_Distribution_Limited
11:45 - 12:00,-23.00,0.00,6.76,-67.00,0.00,0.00,-110.00
12:00 - 12:15,22.20,0.00,6.76,-64.00,0.00,0.00,-100.00
12:15 - 12:30,37.64,0.00,6.76,-63.00,0.00,0.00,-75.00
12:30 - 12:45,19.30,-25.00,6.76,-63.00,0.00,0.00,-95.00
12:45 - 13:00,11.58,-17.00,6.76,-64.00,0.00,0.00,-120.00
13:00 - 13:15,0.00,20.27,1.93,-63.00,0.00,0.00,-135.00
13:15 - 13:30,0.00,26.06,1.93,-65.00,0.00,0.00,-115.00
13:30 - 13:45,-93.00,31.86,1.93,-65.00,0.00,0.00,-115.00
13:45 - 14:00,-78.00,28.96,1.93,-65.00,0.00,0.00,-70.00
14:00 - 14:15,-99.00,-13.00,3.86,-66.00,0.00,0.00,-135.00
14:15 - 14:30,-96.00,-12.00,3.86,-66.00,0.00,0.00,-60.00
14:30 - 14:45,-129.00,-63.00,5.79,-65.00,0.00,0.00,-53.00
14:45 - 15:00,-126.00,-77.00,5.79,-66.00,0.00,0.00,-37.00
15:00 - 15:15,-80.00,-34.00,9.65,-68.00,0.00,0.00,-29.00
15:15 - 15:30,-65.00,-23.00,9.65,-70.00,0.00,0.00,-17.00
15:30 - 15:45,9.65,4.83,9.65,-74.00,0.00,0.00,-38.00
15:45 - 16:00,27.04,15.44,9.65,-80.00,0.00,0.00,-29.00
16:00 - 16:15,0.00,80.12,12.55,-98.00,0.00,0.00,-60.00
16:15 - 16:30,0.00,92.67,12.55,-97.00,0.00,0.00,-55.00
16:30 - 16:45,-110.00,0.00,12.55,-102.00,0.00,0.00,-155.00
16:45 - 17:00,-113.00,0.00,11.58,-107.00,0.00,0.00,-170.00
17:00 - 17:15,-100.00,-29.00,14.48,-60.00,0.00,0.00,-175.00
17:15 - 17:30,-73.00,-13.00,14.48,-66.00,0.00,0.00,-190.00
17:30 - 17:45,-98.00,0.00,14.48,-71.00,0.00,0.00,-175.00
17:45 - 18:00,-88.00,19.31,15.44,-78.00,0.00,0.00,-170.00
18:00 - 18:15,-128.00,48.27,15.44,-94.00,0.00,0.00,-200.00
18:15 - 18:30,-132.00,48.27,15.44,-91.00,0.00,0.00,-200.00
18:30 - 18:45,-91.00,101.36,16.41,-100.00,0.00,0.00,-160.00
18:45 - 19:00,-72.00,82.05,16.41,-105.00,0.00,0.00,-155.00
19:00 - 19:15,101.44,38.04,15.21,-101.00,0.00,-23.00,118.36
19:15 - 19:30,68.17,24.64,9.44,-103.00,1.21,-23.00,47.19
19:30 - 19:45,124.01,39.58,7.92,-103.00,2.77,-23.00,-60.00
19:45 - 20:00,91.06,45.53,8.20,-103.00,0.96,-23.00,-140.00
20:00 - 20:15,-141.00,-18.00,9.04,-103.00,3.48,-23.00,-210.00
20:15 - 20:30,-126.00,-5.00,9.14,-103.00,3.18,-23.00,-215.00
20:30 - 20:45,-133.00,-15.00,13.52,-97.00,0.71,-23.00,-200.00
20:45 - 21:00,-115.00,-15.00,13.43,-97.00,0.57,-23.00,-200.00
21:00 - 21:15,-145.00,-35.00,17.18,-97.00,0.91,-8.00,-200.00
21:15 - 21:30,-136.00,-35.00,17.86,-102.00,0.29,-8.00,-200.00
21:30 - 21:45,-175.00,-37.00,17.37,-103.00,0.10,-8.00,-210.00
21:45 - 22:00,-181.00,-20.00,16.90,-103.00,0.19,-8.00,-210.00
22:00 - 22:15,-250.00,-55.00,15.16,-103.00,0.17,-8.00,-165.00
22:15 - 22:30,-297.00,-45.00,13.17,-102.00,0.24,-8.00,-145.00
22:30 - 22:45,-280.00,-45.00,14.59,-96.00,0.27,-8.00,-130.00
22:45 - 23:00,-272.00,-41.00,13.62,-96.00,0.35,-8.00,-100.00
23:00 - 23:15,-189.00,-45.00,13.99,-93.00,0.97,0.00,-115.00
23:15 - 23:30,-87.00,-96.00,13.51,-93.00,0.68,0.00,-105.00
23:30 - 23:45,-64.00,-52.00,13.52,-93.00,0.19,0.00,-110.00
23:45 - 24:00,-47.00,-58.00,13.03,-93.00,0.00,0.00,-120.00
